protein_id	pfam
MBD3144829	PF00128|Alpha amylase, catalytic domain;PF02922|Carbohydrate-binding module 48 (Isoamylase N-terminal domain);PF21331|Isoamylase, C-terminal
MBD3144830	PF01068|ATP dependent DNA ligase domain;PF04679|ATP dependent DNA ligase C terminal region
MBD3144831	PF01872|RibD C-terminal domain
MBD3144833	PF13230|Glutamine amidotransferases class-II
MBD3144834	PF00282|Pyridoxal-dependent decarboxylase conserved domain
MBD3144835	
MBD3144836	
MBD3144837	PF21686|LigD, primase-polymerase domain
MBD3144838	PF01641|SelR domain
MBD3144839	
MBD3144840	PF06778|Chlorite dismutase
MBD3144841	PF01593|Flavin containing amine oxidoreductase
MBD3144842	PF00480|ROK family
MEN3534102	PF08044|DUF1707 SHOCT-like domain;PF09922|Cell wall-active antibiotics response LiaF, C-terminal
MEN3534103	PF00023|Ankyrin repeat;PF12796|Ankyrin repeats (3 copies)
MEN3534104	PF00441|Acyl-CoA dehydrogenase, C-terminal domain;PF02770|Acyl-CoA dehydrogenase, middle domain;PF18158|Adaptive response protein AidB N-terminal domain
MEN3534105	PF02566|OsmC-like protein
MEN3534106	PF00128|Alpha amylase, catalytic domain;PF02922|Carbohydrate-binding module 48 (Isoamylase N-terminal domain);PF21331|Isoamylase, C-terminal
MEN3534107	PF03591|AzlC protein
MEN3534108	PF05437|Branched-chain amino acid transport protein (AzlD)
MEN3534109	PF01068|ATP dependent DNA ligase domain;PF04679|ATP dependent DNA ligase C terminal region
MEN3534110	PF01872|RibD C-terminal domain
MEN3534111	PF04672|S-adenosyl methyltransferase
MEN3534113	
MEN3534114	
MEN3534115	PF21686|LigD, primase-polymerase domain
MEN3534116	PF01641|SelR domain
MEN3534117	
MEN3534118	PF02518|Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase;PF07730|Histidine kinase
MEN3534119	PF00072|Response regulator receiver domain;PF00196|Bacterial regulatory proteins, luxR family
MEN3534120	
MEN3534121	PF06778|Chlorite dismutase
MEN3534122	PF01593|Flavin containing amine oxidoreductase
SIR26884	PF01593|Flavin containing amine oxidoreductase
SIR26912	PF06778|Chlorite dismutase
SIR26943	PF11716|Mycothiol maleylpyruvate isomerase N-terminal domain
SIR26978	PF13561|Enoyl-(Acyl carrier protein) reductase
SIR27010	
SIR27043	PF01641|SelR domain
SIR27069	PF21686|LigD, primase-polymerase domain
SIR27100	
SIR27127	PF00282|Pyridoxal-dependent decarboxylase conserved domain
SIR27155	PF13230|Glutamine amidotransferases class-II
SIR27225	PF01872|RibD C-terminal domain
SIR27257	PF01068|ATP dependent DNA ligase domain;PF04679|ATP dependent DNA ligase C terminal region
SIR27288	PF05437|Branched-chain amino acid transport protein (AzlD)
SIR27318	PF03591|AzlC protein
SIR27342	PF00128|Alpha amylase, catalytic domain;PF02922|Carbohydrate-binding module 48 (Isoamylase N-terminal domain);PF21331|Isoamylase, C-terminal
SIR27377	PF02566|OsmC-like protein
SIR27412	PF00441|Acyl-CoA dehydrogenase, C-terminal domain;PF02770|Acyl-CoA dehydrogenase, middle domain;PF18158|Adaptive response protein AidB N-terminal domain
SIR27454	PF00023|Ankyrin repeat;PF12796|Ankyrin repeats (3 copies)
SIR27485	PF08044|DUF1707 SHOCT-like domain;PF09922|Cell wall-active antibiotics response LiaF, C-terminal
SIR27519	PF04542|Sigma-70 region 2;PF08281|Sigma-70, region 4
WUP78271	PF04542|Sigma-70 region 2;PF08281|Sigma-70, region 4
WUP78272	PF08044|DUF1707 SHOCT-like domain;PF09922|Cell wall-active antibiotics response LiaF, C-terminal
WUP78273	PF00023|Ankyrin repeat;PF12796|Ankyrin repeats (3 copies)
WUP78274	PF00441|Acyl-CoA dehydrogenase, C-terminal domain;PF02770|Acyl-CoA dehydrogenase, middle domain;PF18158|Adaptive response protein AidB N-terminal domain
WUP78275	PF02566|OsmC-like protein
WUP78276	PF00128|Alpha amylase, catalytic domain;PF02922|Carbohydrate-binding module 48 (Isoamylase N-terminal domain);PF21331|Isoamylase, C-terminal
WUP78277	PF03591|AzlC protein
WUP78278	PF01068|ATP dependent DNA ligase domain;PF04679|ATP dependent DNA ligase C terminal region
WUP78279	PF01872|RibD C-terminal domain
WUP78281	PF01408|Oxidoreductase family, NAD-binding Rossmann fold
WUP78282	PF10025|Uncharacterized conserved protein (DUF2267)
WUP78283	
WUP78284	
WUP78285	
WUP78286	PF21686|LigD, primase-polymerase domain
WUP78287	PF01641|SelR domain
WUP78288	
WUP78289	PF06778|Chlorite dismutase
WUP78290	PF01593|Flavin containing amine oxidoreductase
WUP79198	PF05437|Branched-chain amino acid transport protein (AzlD)
