protein_id	pfam
CAH3017587	PF02191|Olfactomedin-like domain
CAH3017588	PF02191|Olfactomedin-like domain
CAH3017589	
CAH3017590	PF02191|Olfactomedin-like domain
CAH3017591	PF12012|Domain of unknown function (DUF3504)
CAH3017592	PF26215|Animal helix-turn-helix domain
CAH3018330	PF06664|Wntless-like, transmembrane domain;PF21885|TMEM181, GOLD domain
CAH3018331	PF01593|Flavin containing amine oxidoreductase;PF04433|SWIRM domain
CAH3018332	PF00226|DnaJ domain;PF01556|DnaJ C terminal domain
CAH3018333	PF02179|BAG domain
CAH3018334	PF04051|Transport protein particle (TRAPP) component
CAH3018335	PF03847|Transcription initiation factor TFIID subunit A
CAH3018336	PF13538|UvrD-like helicase C-terminal domain
CAH3018337	PF13604|AAA domain;PF25894|DNA helicase B winged helix domain
CAH3018338	PF00028|Cadherin domain;PF00090|Thrombospondin type 1 domain;PF07645|Calcium-binding EGF domain;PF12661|Human growth factor-like EGF
CAH3018339	PF04847|Calcipressin
CAH3018341	PF00169|PH domain;PF00568|WH1 domain;PF00595|PDZ domain;PF00621|RhoGEF domain;PF02196|Raf-like Ras-binding domain;PF18385|T-lymphoma invasion and metastasis CC-Ex domain;PF23014|Tiam1 second PH domain-like
CAH3018342	
CAH3018343	PF00400|WD domain, G-beta repeat;PF03009|Glycerophosphoryl diester phosphodiesterase family
CAH3018344	
CAH3018345	PF13965|dsRNA-gated channel SID-1
CAH3018346	PF01596|O-methyltransferase
CAH3025089	PF00008|EGF-like domain;PF00092|von Willebrand factor type A domain
CAH3025090	
CAH3025091	PF00264|Common central domain of tyrosinase
CAH3025093	PF00001|7 transmembrane receptor (rhodopsin family)
CAH3025094	PF00001|7 transmembrane receptor (rhodopsin family)
CAH3025095	PF00001|7 transmembrane receptor (rhodopsin family)
CAH3025096	PF02487|CLN3 protein
CAH3025097	PF02487|CLN3 protein
CAH3025098	
CAH3025099	PF12824|Mitochondrial ribosomal protein subunit L20
CAH3025100	
CAH3025101	
CAH3025102	PF00670|S-adenosyl-L-homocysteine hydrolase, NAD binding domain;PF05221|S-adenosyl-L-homocysteine hydrolase
CAH3034957	PF01335|Death effector domain
CAH3034959	PF00208|Glutamate/Leucine/Phenylalanine/Valine dehydrogenase;PF02812|Glu/Leu/Phe/Val dehydrogenase, dimerisation domain
CAH3034961	PF02891|MIZ/SP-RING zinc finger;PF18028|Zmiz1 N-terminal tetratricopeptide repeat domain;PF25527|ZMIZ1/ZMIZ2 GBD-like domain
CAH3034963	PF07173|Glycine-rich domain-containing protein-like
CAH3034965	PF00092|von Willebrand factor type A domain
CAH3034967	PF00092|von Willebrand factor type A domain
CAH3034969	
CAH3034971	PF13359|DDE superfamily endonuclease
CAH3034973	
CAH3034975	PF00092|von Willebrand factor type A domain
CAH3034977	PF00264|Common central domain of tyrosinase
CAH3034979	
CAH3034981	PF05485|THAP domain;PF13359|DDE superfamily endonuclease
CAH3034983	PF00092|von Willebrand factor type A domain
CAH3034986	PF00264|Common central domain of tyrosinase
CAH3034987	PF00264|Common central domain of tyrosinase
CAH3034988	PF00264|Common central domain of tyrosinase
CAH3034989	PF00264|Common central domain of tyrosinase
CAH3034990	PF00264|Common central domain of tyrosinase
CAH3034991	PF00264|Common central domain of tyrosinase
CAH3034992	PF05456|Eukaryotic translation initiation factor 4E binding protein (EIF4EBP)
CAH3034993	PF00001|7 transmembrane receptor (rhodopsin family)
CAH3034994	PF00092|von Willebrand factor type A domain
CAH3034995	PF00027|Cyclic nucleotide-binding domain;PF00069|Protein kinase domain
CAH3034996	PF13621|Cupin-like domain
CAH3034997	PF00014|Kunitz/Bovine pancreatic trypsin inhibitor domain;PF17818|Keratinocyte-associated gene product
CAH3034998	PF01593|Flavin containing amine oxidoreductase
CAH3034999	PF01593|Flavin containing amine oxidoreductase
CAH3035000	
CAH3035001	PF03073|TspO/MBR family
CAH3040438	PF00059|Lectin C-type domain
CAH3040444	PF23344|ZP-N domain
CAH3040447	
CAH3040450	
CAH3040453	
CAH3040457	
CAH3040460	
CAH3040463	PF03567|Sulfotransferase family
CAH3040466	PF00023|Ankyrin repeat;PF12796|Ankyrin repeats (3 copies)
CAH3040469	PF00580|UvrD/REP helicase N-terminal domain;PF12937|F-box-like;PF13361|UvrD-like helicase C-terminal domain
CAH3040472	PF00786|P21-Rho-binding domain
CAH3047066	
CAH3047068	
CAH3047069	
CAH3047071	
CAH3047073	PF12824|Mitochondrial ribosomal protein subunit L20
CAH3047075	
CAH3047077	PF02487|CLN3 protein
CAH3047079	PF00001|7 transmembrane receptor (rhodopsin family)
CAH3047081	PF00001|7 transmembrane receptor (rhodopsin family)
CAH3047083	PF00001|7 transmembrane receptor (rhodopsin family)
CAH3047085	PF00264|Common central domain of tyrosinase
CAH3047087	PF00264|Common central domain of tyrosinase
CAH3047089	
CAH3047091	PF00008|EGF-like domain;PF00092|von Willebrand factor type A domain
CAH3047093	PF00040|Fibronectin type II domain;PF00754|F5/8 type C domain
CAH3047095	PF00008|EGF-like domain;PF00092|von Willebrand factor type A domain;PF07645|Calcium-binding EGF domain
CAH3047097	PF00008|EGF-like domain;PF00092|von Willebrand factor type A domain;PF00754|F5/8 type C domain;PF23106|Teneurin-like EGF domain
CAH3047099	
CAH3047101	
CAH3047103	
CAH3047105	
CAH3047107	PF00008|EGF-like domain;PF00754|F5/8 type C domain
CAH3110186	
CAH3110188	
CAH3110190	
CAH3110192	
CAH3110194	
CAH3110196	PF00179|Ubiquitin-conjugating enzyme
CAH3110198	
CAH3110200	PF00069|Protein kinase domain;PF28331|PCNA-interacting partner N-terminal domain
CAH3110202	PF02746|Mandelate racemase / muconate lactonizing enzyme, N-terminal domain;PF13378|Enolase C-terminal domain-like
CAH3110204	
CAH3110207	PF01344|Kelch motif;PF24681|KLHDC2/KLHL20/DRC7 Kelch-repeats domain
CAH3110208	PF00089|Trypsin
CAH3110209	PF05183|RNA dependent RNA polymerase
CAH3110210	PF05183|RNA dependent RNA polymerase
CAH3110211	
CAH3110212	PF20700|Mutator-like transposase
CAH3110213	PF05183|RNA dependent RNA polymerase
CAH3110214	PF05183|RNA dependent RNA polymerase
CAH3110215	PF05183|RNA dependent RNA polymerase
CAH3110216	PF05183|RNA dependent RNA polymerase
CAH3111957	PF14997|CECR6/TMEM121 family
CAH3111960	PF14997|CECR6/TMEM121 family
CAH3111963	
CAH3111966	PF14997|CECR6/TMEM121 family
CAH3111969	PF14997|CECR6/TMEM121 family
CAH3111972	PF00754|F5/8 type C domain;PF14997|CECR6/TMEM121 family
CAH3111974	PF00008|EGF-like domain;PF00040|Fibronectin type II domain;PF00092|von Willebrand factor type A domain;PF07645|Calcium-binding EGF domain;PF12661|Human growth factor-like EGF
CAH3111976	PF00008|EGF-like domain;PF00092|von Willebrand factor type A domain;PF00754|F5/8 type C domain;PF07645|Calcium-binding EGF domain
CAH3111978	PF00040|Fibronectin type II domain;PF00092|von Willebrand factor type A domain;PF00754|F5/8 type C domain
CAH3111980	PF00008|EGF-like domain;PF00092|von Willebrand factor type A domain;PF00754|F5/8 type C domain;PF12661|Human growth factor-like EGF
CAH3111984	PF00001|7 transmembrane receptor (rhodopsin family)
CAH3111986	PF00685|Sulfotransferase domain
CAH3111987	
CAH3111989	
CAH3111992	PF00001|7 transmembrane receptor (rhodopsin family)
CAH3111995	PF00001|7 transmembrane receptor (rhodopsin family)
CAH3111997	PF00144|Beta-lactamase
CAH3112000	PF00001|7 transmembrane receptor (rhodopsin family)
CAH3112003	
CAH3112006	PF10157|BLOC-1-related complex sub-unit 6 C-terminal helix
CAH3113035	
CAH3113038	
CAH3113041	PF23344|ZP-N domain
CAH3113044	
CAH3113047	PF23344|ZP-N domain
CAH3113050	PF12796|Ankyrin repeats (3 copies)
CAH3113053	PF00580|UvrD/REP helicase N-terminal domain;PF00646|F-box domain;PF13361|UvrD-like helicase C-terminal domain
CAH3113056	PF00580|UvrD/REP helicase N-terminal domain;PF12937|F-box-like;PF13361|UvrD-like helicase C-terminal domain
CAH3113059	PF01117|Aerolysin toxin
CAH3113062	PF01117|Aerolysin toxin
CAH3113064	PF00264|Common central domain of tyrosinase
CAH3113066	PF00059|Lectin C-type domain;PF00090|Thrombospondin type 1 domain;PF00264|Common central domain of tyrosinase
CAH3113068	PF00090|Thrombospondin type 1 domain;PF00264|Common central domain of tyrosinase
CAH3113070	PF00001|7 transmembrane receptor (rhodopsin family)
CAH3113072	PF00001|7 transmembrane receptor (rhodopsin family)
CAH3113074	
CAH3113076	PF00001|7 transmembrane receptor (rhodopsin family)
CAH3113077	PF00264|Common central domain of tyrosinase
CAH3113080	
CAH3113083	PF01652|Eukaryotic initiation factor 4E
CAH3113086	PF00144|Beta-lactamase;PF08164|Apoptosis-antagonizing transcription factor, C-terminal;PF13339|Apoptosis antagonizing transcription factor
CAH3113089	PF13469|Sulfotransferase family
CAH3113092	
CAH3113095	PF00067|Cytochrome P450
CAH3113098	PF10502|Signal peptidase, peptidase S26
CAH3113101	PF10609|NUBPL iron-transfer P-loop NTPase
CAH3113104	PF07998|Peptidase family M54
CAH3113107	PF12146|Serine aminopeptidase, S33
CAH3121103	PF00564|PB1 domain
CAH3121105	PF01189|16S rRNA methyltransferase RsmB/F
CAH3121107	PF13561|Enoyl-(Acyl carrier protein) reductase
CAH3121109	PF01250|Ribosomal protein S6
CAH3121111	PF02191|Olfactomedin-like domain;PF07679|Immunoglobulin I-set domain;PF13927|Immunoglobulin domain
CAH3121113	PF13489|Methyltransferase domain
CAH3121115	
CAH3121117	PF00005|ABC transporter;PF00664|ABC transporter transmembrane region
CAH3121119	PF00002|7 transmembrane receptor (Secretin family)
CAH3121121	PF00002|7 transmembrane receptor (Secretin family)
CAH3121124	PF00264|Common central domain of tyrosinase
CAH3121127	PF00264|Common central domain of tyrosinase
CAH3121130	PF12796|Ankyrin repeats (3 copies)
CAH3121133	PF00335|Tetraspanin family
CAH3121136	PF00063|Myosin head (motor domain);PF02736|Myosin N-terminal SH3-like domain;PF16521|Myosin VI cargo binding domain;PF21521|Myosin VI, lever arm
CAH3121139	PF01425|Amidase
CAH3121141	PF04636|PA26 p53-induced protein (sestrin)
CAH3121144	PF00536|SAM domain (Sterile alpha motif);PF02820|mbt repeat;PF12140|SLED domain
CAH3121147	PF00250|Forkhead domain;PF16676|Transactivation domain of FOXO protein family
CAH3121150	PF00136|DNA polymerase family B;PF03104|DNA polymerase family B, exonuclease domain;PF14260|C4-type zinc-finger of DNA polymerase delta;PF24055|DNA polymerase delta catalytic subunit-like, N-terminal domain;PF24065|DNA polymerase zeta catalytic subunit, N-terminal
CAH3121153	PF10188|Organic solute transport protein 1
CAH3121156	PF00042|Globin
CAH3126518	
CAH3126519	PF01596|O-methyltransferase
CAH3126520	
CAH3126521	PF01596|O-methyltransferase
CAH3126522	PF13965|dsRNA-gated channel SID-1
CAH3126524	PF00400|WD domain, G-beta repeat;PF03009|Glycerophosphoryl diester phosphodiesterase family
CAH3126526	
CAH3126528	
CAH3126530	PF00169|PH domain;PF00568|WH1 domain;PF00595|PDZ domain;PF00621|RhoGEF domain;PF02196|Raf-like Ras-binding domain;PF18385|T-lymphoma invasion and metastasis CC-Ex domain;PF23014|Tiam1 second PH domain-like
CAH3126532	
CAH3126534	PF00264|Common central domain of tyrosinase
CAH3126536	PF00264|Common central domain of tyrosinase
CAH3126538	PF04847|Calcipressin
CAH3126540	PF12770|CHAT domain;PF13374|Tetratricopeptide repeat;PF13424|Tetratricopeptide repeat
CAH3161441	PF12770|CHAT domain;PF13424|Tetratricopeptide repeat
CAH3161443	PF16092|Cilia- and flagella-associated protein 61, N-terminal domain;PF23150|CFAP61 dimerisation domain
CAH3161446	PF12770|CHAT domain;PF13181|Tetratricopeptide repeat;PF13374|Tetratricopeptide repeat;PF13424|Tetratricopeptide repeat
CAH3161449	
CAH3161452	PF00057|Low-density lipoprotein receptor domain class A;PF00058|Low-density lipoprotein receptor repeat class B;PF07645|Calcium-binding EGF domain;PF12662|Complement Clr-like EGF-like;PF14670|Coagulation Factor Xa inhibitory site
CAH3161455	PF12799|Leucine Rich repeats (2 copies);PF13855|Leucine rich repeat
CAH3161458	PF03266|NTPase
CAH3161461	PF00001|7 transmembrane receptor (rhodopsin family)
CAH3161465	PF00069|Protein kinase domain
CAH3161467	PF00001|7 transmembrane receptor (rhodopsin family)
CAH3161469	PF00001|7 transmembrane receptor (rhodopsin family)
CAH3161471	PF00001|7 transmembrane receptor (rhodopsin family)
CAH3161473	
CAH3161475	PF00001|7 transmembrane receptor (rhodopsin family)
CAH3161477	PF00001|7 transmembrane receptor (rhodopsin family)
CAH3161479	
CAH3161481	PF00515|Tetratricopeptide repeat
CAH3161483	PF00001|7 transmembrane receptor (rhodopsin family)
CAH3173216	
CAH3173217	PF08450|SMP-30/Gluconolactonase/LRE-like region
CAH3173218	
CAH3173219	
CAH3173220	
CAH3173221	PF08450|SMP-30/Gluconolactonase/LRE-like region
CAH3173222	PF00069|Protein kinase domain
CAH3173223	PF20478|P2X purinoreceptor 7 intracellular domain
CAH3173224	
CAH3173225	PF00092|von Willebrand factor type A domain;PF00264|Common central domain of tyrosinase
CAH3173227	PF00001|7 transmembrane receptor (rhodopsin family)
CAH3173228	PF13855|Leucine rich repeat
CAH3173229	PF03266|NTPase
CAH3173230	PF00057|Low-density lipoprotein receptor domain class A;PF00058|Low-density lipoprotein receptor repeat class B;PF07645|Calcium-binding EGF domain;PF12662|Complement Clr-like EGF-like;PF14670|Coagulation Factor Xa inhibitory site
CAH3173231	PF00001|7 transmembrane receptor (rhodopsin family)
CAH3176387	
CAH3176388	PF03258|Baculovirus FP protein domain 1
CAH3176389	
CAH3176390	
CAH3176391	
CAH3176393	
CAH3176395	PF00179|Ubiquitin-conjugating enzyme
CAH3176397	PF00069|Protein kinase domain;PF28331|PCNA-interacting partner N-terminal domain
CAH3176399	PF02746|Mandelate racemase / muconate lactonizing enzyme, N-terminal domain;PF13378|Enolase C-terminal domain-like
CAH3176402	
CAH3176406	PF01344|Kelch motif;PF24681|KLHDC2/KLHL20/DRC7 Kelch-repeats domain
CAH3176408	PF00089|Trypsin
CAH3176409	PF05183|RNA dependent RNA polymerase
CAH3176410	
CAH3176411	
CAH3176412	PF05183|RNA dependent RNA polymerase
CAH3176413	
CAH3176414	PF00069|Protein kinase domain
CAH3176415	PF00643|B-box zinc finger;PF01436|NHL repeat;PF13445|RING-type zinc-finger
CAH3176416	
CAH3178840	PF00023|Ankyrin repeat;PF12796|Ankyrin repeats (3 copies)
CAH3178841	PF03567|Sulfotransferase family
CAH3178842	PF03567|Sulfotransferase family
CAH3178843	
CAH3178844	
CAH3178845	
CAH3178846	
CAH3178847	
CAH3178848	PF12012|Domain of unknown function (DUF3504)
CAH3178849	PF23344|ZP-N domain
CAH3178850	PF00090|Thrombospondin type 1 domain;PF00264|Common central domain of tyrosinase
CAH3178851	PF00059|Lectin C-type domain
CAH3178852	PF00090|Thrombospondin type 1 domain;PF00264|Common central domain of tyrosinase
CAH3178853	PF00858|Amiloride-sensitive sodium channel
CAH3178854	PF00024|PAN domain;PF00147|Fibrinogen beta and gamma chains, C-terminal globular domain
CAH3178856	PF00400|WD domain, G-beta repeat
CAH3178857	
CAH3178858	PF00001|7 transmembrane receptor (rhodopsin family)
CAH3178859	PF25898|Metazoan 2nd LolA-like domain
CAH3178860	PF10609|NUBPL iron-transfer P-loop NTPase
CAH3178861	PF00023|Ankyrin repeat;PF12796|Ankyrin repeats (3 copies);PF15112|Domain of unknown function (DUF4559);PF24883|Nephrocystin 3, N-terminal;PF25521|TANC1-like, winged helix-turn-helix domain
CAH3178862	PF10502|Signal peptidase, peptidase S26
CAH3178863	
CAH3179608	PF00092|von Willebrand factor type A domain
CAH3179609	PF00264|Common central domain of tyrosinase
CAH3179610	PF00092|von Willebrand factor type A domain
CAH3179611	PF00264|Common central domain of tyrosinase
CAH3179612	PF00264|Common central domain of tyrosinase
CAH3179613	
CAH3179614	
CAH3192672	PF00008|EGF-like domain;PF00092|von Willebrand factor type A domain;PF07645|Calcium-binding EGF domain
CAH3192673	PF00008|EGF-like domain;PF00092|von Willebrand factor type A domain
CAH3192674	PF00264|Common central domain of tyrosinase
CAH3192675	PF00264|Common central domain of tyrosinase
CAH7676811	PF02353|Mycolic acid cyclopropane synthetase
CAH7676812	PF04855|SNF5 / SMARCB1 / INI1
CAH7676813	PF27562|APC1 fourth domain
CAH7676815	PF00227|Proteasome subunit;PF10584|Proteasome subunit A N-terminal signature
CAH7676816	PF07019|EMC6
CAH7676817	PF10338|YBL028C ribosome biogenesis factor, N-terminal domain
CAH7676818	
CAH7676819	PF01423|LSM domain
CAH7676820	
EDO33355	PF00090|Thrombospondin type 1 domain
EDO33356	PF00046|Homeodomain
EDO33357	PF00046|Homeodomain
EDO33358	PF00028|Cadherin domain
EDO33359	PF00028|Cadherin domain
EDO33360	PF00028|Cadherin domain
EDO33362	PF00249|Myb-like DNA-binding domain;PF01448|ELM2 domain;PF20878|Helical region in REST corepressor
EDO33363	PF12352|Snare region anchored in the vesicle membrane C-terminus;PF27021|BOS1/GOSR2/MEM11, N-terminal domain
EDO33364	PF02301|HORMA domain
EDO33365	PF08159|NUC153 domain;PF25121|ESF1 RRM domain
EDO33366	PF06248|Centromere/kinetochore Zw10 N-terminal;PF20665|Centromere/kinetochore protein zw10, middle domain;PF20666|Centromere/kinetochore protein zw10, C-terminal;PF22766|ZW10 C-terminal helical domain
EDO33367	PF00117|Glutamine amidotransferase class-I;PF00988|Carbamoyl-phosphate synthase small chain, CPSase domain;PF02786|Carbamoyl-phosphate synthase L chain, ATP binding domain;PF02787|Carbamoyl-phosphate synthetase large chain, oligomerisation domain;PF25596|Carbamoyl phosphate synthase preATP-grasp domain
EDO33369	
EDO33370	
EDO33371	PF01841|Transglutaminase-like superfamily;PF04721|PNGase C-terminal domain, mannose-binding module PAW;PF09409|PUB domain
EDO33372	PF00085|Thioredoxin
EDO33373	PF10601|LITAF-like zinc ribbon domain
EDO33374	PF04768|NAT, N-acetyltransferase, of N-acetylglutamate synthase
EFP87168	PF00098|Zinc knuckle
EFP87170	
EFP87171	
EFP87172	
EFP87174	
EFP87175	PF01423|LSM domain
EFP87176	PF02353|Mycolic acid cyclopropane synthetase
EFP87177	PF08547|Complex I intermediate-associated protein 30 (CIA30)
EFP87178	PF04855|SNF5 / SMARCB1 / INI1
EFP87179	
EFP87181	PF00227|Proteasome subunit;PF10584|Proteasome subunit A N-terminal signature
EFP87182	PF07019|EMC6
EFP87183	PF10338|YBL028C ribosome biogenesis factor, N-terminal domain
EFP87184	
EFP87185	PF23865|Domain of unknown function (DUF7223)
EFP87186	
EFP87187	
EFP87188	PF00168|C2 domain;PF00387|Phosphatidylinositol-specific phospholipase C, Y domain;PF00388|Phosphatidylinositol-specific phospholipase C, X domain;PF09279|Phosphoinositide-specific phospholipase C, efhand-like
EGF99452	PF12348|CLASP N terminal
EGF99453	PF02353|Mycolic acid cyclopropane synthetase
EGF99454	PF00227|Proteasome subunit;PF10584|Proteasome subunit A N-terminal signature
EGF99455	PF04855|SNF5 / SMARCB1 / INI1
EGF99456	
EGF99457	
EGF99458	PF00264|Common central domain of tyrosinase
EGF99459	PF00264|Common central domain of tyrosinase
EGF99460	PF01479|S4 domain
EGF99461	
EGF99462	
EGF99463	PF03357|Snf7
EGF99464	PF00572|Ribosomal protein L13
EGF99465	PF00009|Elongation factor Tu GTP binding domain;PF03144|Elongation factor Tu domain 2;PF22594|GTP-eEF1A C-terminal domain-like
EGF99466	PF00675|Insulinase (Peptidase family M16);PF05193|Peptidase M16 inactive domain
EGF99519	
EGF99520	PF00789|UBX domain;PF08059|SEP domain;PF14555|UBA-like domain
EGF99521	
EGF99522	
EGF99523	
EGF99524	PF07019|EMC6
EGF99525	PF01423|LSM domain
EHS63989	
KAA1073347	
KAA1073348	
KAA1073349	
KAA1073350	PF23865|Domain of unknown function (DUF7223)
KAA1073351	
KAA1073352	PF10338|YBL028C ribosome biogenesis factor, N-terminal domain
KAA1073353	PF07019|EMC6
KAA1073354	
KAA1073355	PF00227|Proteasome subunit;PF10584|Proteasome subunit A N-terminal signature
KAA1073356	
KAA1073358	
KAA1073359	PF04855|SNF5 / SMARCB1 / INI1
KAA1073360	PF08547|Complex I intermediate-associated protein 30 (CIA30)
KAA1073361	PF02353|Mycolic acid cyclopropane synthetase
KAA1073362	PF01423|LSM domain
KAA1073363	
KAA1073364	
KAA1073365	
KAA1073366	
KAA1073367	
KAA1076519	PF23865|Domain of unknown function (DUF7223)
KAA1076520	
KAA1076521	PF00270|DEAD/DEAH box helicase;PF00271|Helicase conserved C-terminal domain
KAA1076522	
KAA1076523	
KAA1076524	PF20231|Family of unknown function (DUF6589)
KAA1076525	
KAA1076526	PF10338|YBL028C ribosome biogenesis factor, N-terminal domain
KAA1076527	PF07019|EMC6
KAA1076528	PF00227|Proteasome subunit;PF10584|Proteasome subunit A N-terminal signature
KAA1076530	
KAA1076531	PF04855|SNF5 / SMARCB1 / INI1
KAA1076532	PF08547|Complex I intermediate-associated protein 30 (CIA30)
KAA1076533	PF02353|Mycolic acid cyclopropane synthetase
KAA1076534	PF01423|LSM domain
KAA1076535	
KAA1076536	PF12348|CLASP N terminal
KAA1076537	PF00076|RNA recognition motif
KAA1076538	
KAA1076539	
KAF5912781	PF00628|PHD-finger;PF02182|SAD/SRA domain
KAF5912782	PF02347|Glycine cleavage system P-protein
KAF5912783	
KAF5912784	
KAF5912785	PF02375|jmjN domain
KAF5912786	
KAF5912787	PF15055|DMAC1/Dmo2-like domain
KAF5912788	PF00041|Fibronectin type III domain;PF13927|Immunoglobulin domain
KAF5912789	PF00102|Protein-tyrosine phosphatase
KAF5912790	
KAF5912791	PF14854|Leucine rich adaptor protein
KAF5912793	PF00595|PDZ domain;PF09045|L27_2;PF16667|Unstructured region 10 on multiple PDZ protein
KAF5912794	PF00859|CTF/NF-I family transcription modulation region
KAF5912795	PF03045|DAN domain
KAF5912796	PF00059|Lectin C-type domain;PF03160|Calx-beta domain
KAF5912797	PF16184|Cadherin-like;PF19309|Frem protein N-terminal domain
KAF5912798	PF01529|DHHC palmitoyltransferase
KAF5912799	PF10300|Iml2/Tetratricopeptide repeat protein 39
KAF5912800	PF00071|Ras family
KAF5912801	PF12251|snRNA-activating protein complex (SNAPc), subunit 3
KAG0150680	
KAG0150681	
KAG0150682	PF00349|Hexokinase;PF03727|Hexokinase
KAG0150683	PF08577|PI31 proteasome regulator;PF11566|PI31 proteasome regulator N-terminal
KAG0150684	
KAG0150685	PF00501|AMP-binding enzyme;PF00550|Phosphopantetheine attachment site;PF07993|Male sterility protein;PF23562|AMP-binding enzyme C-terminal domain
KAG0150686	PF01761|3-dehydroquinate synthase N-terminal;PF24621|3-dehydroquinate synthase C-terminal
KAG0150687	
KAG0150688	PF05873|ATP synthase D chain, mitochondrial (ATP5H)
KAG0150689	PF01479|S4 domain
KAG0150690	PF00264|Common central domain of tyrosinase
KAG0150691	
KAG0150692	PF00264|Common central domain of tyrosinase
KAG0150693	PF04855|SNF5 / SMARCB1 / INI1
KAG0150694	PF07019|EMC6
KAG0150695	PF00227|Proteasome subunit;PF10584|Proteasome subunit A N-terminal signature
KAG0150696	PF02353|Mycolic acid cyclopropane synthetase
KAG0150697	PF01423|LSM domain
KAG0150698	PF12348|CLASP N terminal
KAG0150699	PF00107|Zinc-binding dehydrogenase;PF08240|Alcohol dehydrogenase GroES-like domain
