accession	organism_id	lineage	nucleotide_acc	protein_id	molecule_type	n_embl_refs
A0AAV0B387	170000		CALTRL010002818	CAH7676814.1	Genomic_DNA	1
A0ABD3CRY7	1961234		JAVIJP010000032	KAL3632735.1	Genomic_DNA	1
A0ABM4B626	6087					0
A0ABM4B637	6087					0
A0ABM4CLJ5	6087					0
A0ABM4CWC9	6087					0
A0ABM4D189	6087					0
A0ABN8LKJ6	104178		CALNXI010000048	CAH3016795.1	Genomic_DNA	1
A0ABN8LLM9	104178		CALNXI010000016	CAH3014886.1	Genomic_DNA	1
A0ABN8LP07	104178		CALNXI010000056	CAH3017163.1	Genomic_DNA	1
A0ABN8LPV2	104178		CALNXI010000066	CAH3017582.1	Genomic_DNA	1
A0ABN8LRW2	104178		CALNXI010000084	CAH3018340.1	Genomic_DNA	1
A0ABN8M8J6	104178		CALNXI010000336	CAH3025092.1	Genomic_DNA	1
A0ABN8MSU7	104759		CALNXK010000003	CAH3034977.1	Genomic_DNA	1
A0ABN8MSW1	104759		CALNXK010000003	CAH3034991.1	Genomic_DNA	1
A0ABN8MTH8	104759		CALNXK010000003	CAH3034986.1	Genomic_DNA	1
A0ABN8N3E0	104178		CALNXI010000722	CAH3040441.1	Genomic_DNA	1
A0ABN8NB94	104759		CALNXK010000015	CAH3047085.1	Genomic_DNA	1
A0ABN8NEM0	104759		CALNXK010000015	CAH3047087.1	Genomic_DNA	1
A0ABN8NY44	104759		CALNXK010000042	CAH3126534.1	Genomic_DNA	1
A0ABN8NY53	104759		CALNXK010000042	CAH3126536.1	Genomic_DNA	1
A0ABN8R2Z3	104759		CALNXK010000179	CAH3173226.1	Genomic_DNA	1
A0ABN8RAH9	104759		CALNXK010000212	CAH3176404.1	Genomic_DNA	1
A0ABN8RHG1	104759		CALNXK010000246	CAH3178850.1	Genomic_DNA	1
A0ABN8RK39	104178		CALNXI010001916	CAH3179611.1	Genomic_DNA	1
A0ABN8RM19	104178		CALNXI010001916	CAH3179609.1	Genomic_DNA	1
A0ABN8RND1	104759		CALNXK010000246	CAH3178852.1	Genomic_DNA	1
A0ABN8SN36	104178		CALNXI010003252	CAH3192675.1	Genomic_DNA	1
A0ABN8SRU8	104178		CALNXI010003252	CAH3192674.1	Genomic_DNA	1
A0ACC0DTX9	168172		CM045879	KAI7938776.1	Genomic_DNA	1
A7RQY2	45351		DS469529	EDO46249.1	Genomic_DNA	1
A7RXW5	45351		DS469551	EDO43733.1	Genomic_DNA	1
A7SSF6	45351		DS469776	EDO33361.1	Genomic_DNA	1
E3KSA5	418459		DS178304	EFP87180.2	Genomic_DNA	1
F4S769	747676		GL883158	EGF99458.1	Genomic_DNA	1
F4S770	747676		GL883158	EGF99459.1	Genomic_DNA	1
M7C0T4	8469		KB484186	EMP41750.1	Genomic_DNA	1
