sequence_id,filter_status
A0A0K6FZ23_taxID_456999_model,unknown
A0A0L0HF05_taxID_645134_model,unknown
A0A0L8ICD6_taxID_37653_model,unknown
A0A0L8IDI7_taxID_37653_model,unknown
A0A0N0DC34_taxID_179993_model,unknown
A0A0N4SWM8_taxID_6280_model,unknown
A0A0N4XV59_taxID_27835_model,unknown
A0A0P7APX3_taxID_78410_model,unknown
A0A0P7YXS6_taxID_113540_model,unknown
A0A0R0LTG5_taxID_146866_model,unknown
A0A0R3RX42_taxID_1147741_model_A,unknown
A0A0S4LNR0_taxID_1742972_model_A,unknown
A0A0U1MAB1_taxID_28573_model,unknown
A0A0V0S806_taxID_6336_model,unknown
A0A0V0TGR2_taxID_144512_model,unknown
A0A0V0YE73_taxID_6337_model,unknown
A0A0V1AAJ2_taxID_990121_model,unknown
A0A0V1ABN4_taxID_990121_model,unknown
A0A0V1BIN6_taxID_6334_model,unknown
A0A0V1DE70_taxID_45882_model,unknown
A0A0V1EIF6_taxID_6337_model,unknown
A0A0V1ESS6_taxID_6337_model,unknown
A0A0V1G4S3_taxID_6337_model,unknown
A0A0V1I3Y0_taxID_268475_model,unknown
A0A0V1JHS7_taxID_6337_model,unknown
A0A0V1KD92_taxID_6337_model,unknown
A0A0V1KR57_taxID_6335_model,unknown
A0A0V1MUW3_taxID_268474_model,unknown
A0A0W7VMU8_taxID_398673_model_A,unknown
A0A127Z996_taxID_49012_model_A,unknown
A0A135SGH4_taxID_703756_model,unknown
A0A135T4G4_taxID_703756_model,unknown
A0A137P4M5_taxID_796925_model,unknown
A0A139HFA6_taxID_321146_model_A,unknown
A0A158P622_taxID_6313_model,unknown
A0A158RAT2_taxID_103827_model,unknown
A0A160TMJ0_taxID_652676_model_A,unknown
A0A162K920_taxID_1081108_model,unknown
A0A163HZN4_taxID_5454_model_A,unknown
A0A163IS79_taxID_5454_model_A,unknown
A0A163KNP0_taxID_5454_model_A,unknown
A0A166CKA0_taxID_1314776_model,unknown
A0A166F114_taxID_79200_model,unknown
A0A167RCQ6_taxID_5076_model,unknown
A0A168BK43_taxID_1081108_model,unknown
A0A177WRB0_taxID_403673_model,unknown
A0A177WTC8_taxID_403673_model,unknown
A0A177X0C6_taxID_403673_model,unknown
A0A179HCZ8_taxID_33203_model,unknown
A0A183C147_taxID_36090_model,unknown
A0A183C149_taxID_36090_model,unknown
A0A183CK25_taxID_36090_model,unknown
A0A183I077_taxID_387005_model,unknown
A0A183TFI9_taxID_70667_model,unknown
A0A194WE27_taxID_578113_model,unknown
A0A1B2EVM5_taxID_1882682_model,unknown
A0A1E3V4Z2_taxID_1752398_model,unknown
A0A1E7N234_taxID_1894_model_A,unknown
A0A1F8A6I4_taxID_109264_model_A,unknown
A0A1G5SEQ3_taxID_51642_model_A,unknown
A0A1H1Q0J6_taxID_546871_model_A,unknown
A0A1H3CW61_taxID_1137993_model_A,unknown
A0A1H3SYD2_taxID_137265_model_A,unknown
A0A1H5XBP9_taxID_44577_model,unknown
A0A1H7K5B5_taxID_1233_model_A,unknown
A0A1H7L321_taxID_1038014_model_A,unknown
A0A1H8KQ84_taxID_387096_model,unknown
A0A1H9TR89_taxID_402600_model_A,unknown
A0A1I0B865_taxID_917_model_A,unknown
A0A1I3WXE9_taxID_52441_model_A,unknown
A0A1I4RJF6_taxID_44574_model_A,unknown
A0A1I4T9J4_taxID_44574_model_A,unknown
A0A1I4VE96_taxID_44574_model_A,unknown
A0A1I4XKW7_taxID_578942_model_A,unknown
A0A1I5DX13_taxID_35799_model_A,unknown
A0A1I6M5T1_taxID_474950_model,unknown
A0A1I7H5J0_taxID_1231_model_A,unknown
A0A1I7VBE5_taxID_7209_model,unknown
A0A1I7VEA5_taxID_7209_model,unknown
A0A1I8IJ91_taxID_282301_model,unknown
A0A1I9G629_taxID_6279_model,unknown
A0A1K0HF59_taxID_307758_model_A,unknown
A0A1L3FP25_taxID_375_model_A,unknown
A0A1L5PR01_taxID_303_model,unknown
A0A1L7XXI3_taxID_576137_model,unknown
A0A1L9Q161_taxID_1036611_model_A,unknown
A0A1L9TIM4_taxID_1036612_model,unknown
A0A1M5KSP5_taxID_288992_model_A,unknown
A0A1R3S0H8_taxID_602072_model,unknown
A0A1R4H7B9_taxID_360316_model,unknown
A0A1R4HGF1_taxID_360316_model_A,unknown
A0A1S0UA83_taxID_7209_model,unknown
A0A1S3HAX8_taxID_7574_model,unknown
A0A1S9S186_taxID_104259_model,unknown
A0A1V6PRI1_taxID_416450_model,unknown
A0A1V6QQ78_taxID_416450_model,unknown
A0A1V6T2W4_taxID_254877_model,unknown
A0A1V9YBP5_taxID_1202772_model,unknown
A0A1V9YE51_taxID_74557_model,unknown
A0A1W0A5N4_taxID_74557_model,unknown
A0A1W2TBG8_taxID_77044_model,unknown
A0A1W6SSH7_taxID_1288494_model_A,unknown
A0A1X6PIR8_taxID_2786_model,unknown
A0A1X7RRH8_taxID_1276538_model_A,unknown
A0A1Y0C4U3_taxID_482462_model_A,unknown
A0A1Y1HLN7_taxID_105231_model_A,unknown
A0A1Y1HT28_taxID_105231_model,unknown
A0A1Y1W9H1_taxID_61395_model_A,unknown
A0A1Y2B8A2_taxID_329046_model,unknown
A0A1Y2C6Z8_taxID_329046_model,unknown
A0A1Y2C7D2_taxID_329046_model,unknown
A0A1Y2C902_taxID_329046_model,unknown
A0A1Y2CS79_taxID_329046_model,unknown
A0A1Y2CTW7_taxID_329046_model,unknown
A0A1Y2CTX0_taxID_329046_model,unknown
A0A1Y2D0T3_taxID_329046_model_A,unknown
A0A1Y2D1M5_taxID_329046_model,unknown
A0A1Y2HIE7_taxID_765915_model,unknown
A0A1Y2HVF8_taxID_765915_model,unknown
A0A210QHN1_taxID_6573_model_A,unknown
A0A210R253_taxID_6573_model,unknown
A0A238C4W2_taxID_387005_model,unknown
A0A243BGP5_taxID_180881_model_A,unknown
A0A249PKJ6_taxID_716928_model,unknown
A0A250IQN3_taxID_1294270_model_A,unknown
A0A250X2B4_taxID_1157962_model,unknown
A0A285BU58_taxID_44577_model_A,unknown
A0A2A2CZR1_taxID_1940_model_A,unknown
A0A2A2L189_taxID_2018661_model,unknown
A0A2A6BT42_taxID_54126_model,unknown
A0A2B4RQ59_taxID_50429_model,unknown
A0A2B7XQF2_taxID_1447875_model,unknown
A0A2C5YKI6_taxID_2004952_model,unknown
A0A2D0NGI4_taxID_1122177_model,unknown
A0A2G5BJJ6_taxID_763665_model,unknown
A0A2G7FTM7_taxID_656916_model_A,unknown
A0A2G7FYG7_taxID_656916_model_A,unknown
A0A2G8L6J4_taxID_307972_model,unknown
A0A2G9UPF2_taxID_45464_model,unknown
A0A2H1GBQ4_taxID_1276532_model_A,unknown
A0A2J0YX98_taxID_382_model,unknown
A0A2K8T4N2_taxID_2038116_model_A,unknown
A0A2L2XEG7_taxID_1898651_model_A,unknown
A0A2N3MXV9_taxID_41688_model_A,unknown
A0A2N8UKW6_taxID_72559_model_A,unknown
A0A2P4YVC2_taxID_4796_model,unknown
A0A2P5YJV4_taxID_3634_model_A,unknown
A0A2P6TX23_taxID_3076_model,unknown
A0A2P6U1N3_taxID_3076_model_A,unknown
A0A2P7NYA8_taxID_2116706_model_A,unknown
A0A2P7QYD3_taxID_2116704_model,unknown
A0A2R5GU51_taxID_2315210_model,unknown
A0A2R6W5V4_taxID_3197_model,unknown
A0A2S5CI23_taxID_1704499_model,unknown
A0A2S5KMK1_taxID_2083153_model,unknown
A0A2S6BQA0_taxID_357750_model,unknown
A0A2S6CD10_taxID_357750_model_A,unknown
A0A2S6H7D7_taxID_173365_model,unknown
A0A2S7YA09_taxID_176275_model,unknown
A0A2T3YXJ6_taxID_1042311_model,unknown
A0A2T4BLM2_taxID_58853_model,unknown
A0A2T4BQX4_taxID_983965_model,unknown
A0A2T5IGT7_taxID_1231_model_A,unknown
A0A2T7PF37_taxID_400727_model,unknown
A0A2T7PF41_taxID_400727_model,unknown
A0A2T9YAT7_taxID_133385_model,unknown
A0A2T9YY63_taxID_133385_model,unknown
A0A2U1JAZ7_taxID_133377_model,unknown
A0A2Z6QID9_taxID_94130_model,unknown
A0A317SBD7_taxID_42249_model,unknown
A0A317XLV9_taxID_1882483_model,unknown
A0A318KMN6_taxID_1054498_model_A,unknown
A0A327RH85_taxID_440515_model_A,unknown
A0A364L5W2_taxID_1196081_model,unknown
A0A364MXI7_taxID_183478_model,unknown
A0A365MYK5_taxID_948311_model_A,unknown
A0A368FPR0_taxID_29170_model,unknown
A0A368GCB1_taxID_29170_model,unknown
A0A368GS35_taxID_29170_model,unknown
A0A380TBC3_taxID_256318_model,unknown
A0A388KHX6_taxID_69332_model,unknown
A0A388KI27_taxID_69332_model,unknown
A0A396RNU1_taxID_2305907_model,unknown
A0A396ZRZ2_taxID_112090_model,unknown
A0A396ZW50_taxID_112090_model,unknown
A0A397DBR8_taxID_112090_model,unknown
A0A397DXJ3_taxID_112090_model,unknown
A0A397EBP2_taxID_112090_model,unknown
A0A397EYS8_taxID_112090_model,unknown
A0A397GN90_taxID_41047_model,unknown
A0A397IQP5_taxID_1348612_model,unknown
A0A3B0YDV7_taxID_652676_model_A,unknown
A0A3B1A6T7_taxID_652676_model_A,unknown
A0A3D9L4M1_taxID_1122208_model_A,unknown
A0A3M0K1G4_taxID_333673_model,unknown
A0A3M6T5K9_taxID_46731_model,unknown
A0A3M6UM69_taxID_46731_model,unknown
A0A3M6UR97_taxID_46731_model_A,unknown
A0A3M8TNP8_taxID_303_model,unknown
A0A3N0CP77_taxID_661483_model,unknown
A0A3N4HYC1_taxID_1160509_model,unknown
A0A3N4KYW5_taxID_1392247_model,unknown
A0A3N4LB84_taxID_1051890_model,unknown
A0A3N4LHJ3_taxID_1051890_model,unknown
A0A3P3Y6E4_taxID_37360_model,unknown
A0A3P3YJM5_taxID_37360_model_A,unknown
A0A3P6S036_taxID_6269_model,unknown
A0A3P6S9E3_taxID_42156_model,unknown
A0A3P7DNC2_taxID_6293_model,unknown
A0A3R6VRZ5_taxID_157072_model,unknown
A0A3R6Z2B6_taxID_112090_model,unknown
A0A3R7A7P4_taxID_112090_model,unknown
A0A3R7EK41_taxID_112090_model,unknown
A0A3R7WQH8_taxID_112090_model,unknown
A0A3S0ZXU8_taxID_188477_model,unknown
A0A401PX39_taxID_75743_model,unknown
A0A409VYZ7_taxID_181874_model,unknown
A0A409WEP5_taxID_231916_model_A,unknown
A0A409WY02_taxID_93625_model,unknown
A0A409YPA9_taxID_231916_model,unknown
A0A418AHC0_taxID_157072_model_A,unknown
A0A418AND4_taxID_157072_model,unknown
A0A418AQE9_taxID_157072_model,unknown
A0A418BCD2_taxID_112090_model,unknown
A0A418C2V2_taxID_112090_model,unknown
A0A418YC39_taxID_2303987_model_A,unknown
A0A423VRG5_taxID_448051_model_A,unknown
A0A423WHC4_taxID_252740_model_A,unknown
A0A423XJ27_taxID_1230097_model,unknown
A0A437A308_taxID_97331_model_A,unknown
A0A448ZLY4_taxID_183589_model,unknown
A0A484G057_taxID_1213857_model,unknown
A0A485KGF6_taxID_120398_model,unknown
A0A485KIX8_taxID_120398_model_A,unknown
A0A485L8F1_taxID_120398_model,unknown
A0A485LKF7_taxID_120398_model,unknown
A0A494XK40_taxID_2419778_model,unknown
A0A498S2C2_taxID_6277_model_A,unknown
A0A4E9FIB1_taxID_6279_model,unknown
A0A4P9WCD3_taxID_388810_model,unknown
A0A4P9X7U9_taxID_1555241_model,unknown
A0A4P9XG75_taxID_78915_model,unknown
A0A4P9Y3Y8_taxID_1907219_model,unknown
A0A4P9YFJ7_taxID_988480_model,unknown
A0A4P9YFS3_taxID_988480_model,unknown
A0A4P9YS76_taxID_1712513_model,unknown
A0A4Q2D856_taxID_2316362_model,unknown
A0A4Q2V7C7_taxID_451672_model,unknown
A0A4Q4SXW4_taxID_155417_model,unknown
A0A4Q7Z0G8_taxID_388466_model,unknown
A0A4R8T272_taxID_1347389_model,unknown
A0A4S4M1Y3_taxID_1095465_model_A,unknown
A0A4S4MA69_taxID_1095465_model,unknown
A0A4S4MP01_taxID_2447956_model,unknown
A0A4S9AAS5_taxID_5580_model_A,unknown
A0A4U0XX60_taxID_329884_model,unknown
A0A4U7AY24_taxID_40998_model,unknown
A0A4U7KZ21_taxID_280036_model_A,unknown
A0A4U8UYX4_taxID_34508_model,unknown
A0A4V1Q2I3_taxID_2316362_model,unknown
A0A4Y8RPT3_taxID_2558362_model,unknown
A0A4Z0L9R6_taxID_2562683_model_A,unknown
A0A4Z0Z0G8_taxID_37992_model_A,unknown
A0A4Z1K5V5_taxID_87229_model,unknown
A0A507EFD5_taxID_109895_model,unknown
A0A507EJC1_taxID_246404_model,unknown
A0A507ENT8_taxID_246404_model,unknown
A0A507EXS7_taxID_246404_model,unknown
A0A507EZH3_taxID_246404_model,unknown
A0A507F3F5_taxID_246404_model,unknown
A0A507F5R3_taxID_246404_model,unknown
A0A507F691_taxID_246404_model_A,unknown
A0A507F697_taxID_246404_model,unknown
A0A507F875_taxID_246404_model,unknown
A0A507F8P2_taxID_246404_model,unknown
A0A507FBC4_taxID_246404_model,unknown
A0A507FGD0_taxID_246404_model,unknown
A0A517MIN1_taxID_1930274_model_A,unknown
A0A545VX13_taxID_43265_model_A,unknown
A0A547PT19_taxID_2489174_model,unknown
A0A553HX16_taxID_2512241_model_A,unknown
A0A560ER47_taxID_28077_model_A,unknown
A0A560KAP8_taxID_28077_model_A,unknown
A0A5B8MIF6_taxID_1764295_model,unknown
A0A5C3ELN8_taxID_86804_model_A,unknown
A0A5C3EP17_taxID_86804_model_A,unknown
A0A5C3FY00_taxID_84753_model,unknown
A0A5J5BCR2_taxID_561372_model_A,unknown
A0A5J9TU90_taxID_38414_model,unknown
A0A5M9J7X0_taxID_38448_model,unknown
A0A5N5QPL6_taxID_1582974_model,unknown
A0A5N5QPM2_taxID_1582974_model,unknown
A0A5N6JRM5_taxID_61186_model,unknown
A0A5N6U7M7_taxID_36643_model,unknown
A0A5N6V0Z8_taxID_41984_model,unknown
A0A5N7CL84_taxID_209559_model,unknown
A0A5P8W6J8_taxID_2653204_model,unknown
A0A5Q4BMU6_taxID_2078593_model,unknown
A0A5S6QIU3_taxID_70415_model,unknown
A0A5S6QUR5_taxID_70415_model,unknown
A0A6A4NQJ9_taxID_3870_model,unknown
A0A6A5SIC2_taxID_706981_model,unknown
A0A6A7AQI4_taxID_1408161_model,unknown
A0A6B2KZX3_taxID_1963864_model,unknown
A0A6B2L294_taxID_1963864_model,unknown
A0A6B2LE82_taxID_1963864_model,unknown
A0A6C0HZK6_taxID_1070528_model_A,unknown
A0A6C0KLD2_taxID_1070528_model,unknown
A0A6G0X2P4_taxID_100861_model_A,unknown
A0A6G0XI62_taxID_100861_model,unknown
A0A6G1MF13_taxID_2813651_model,unknown
A0A6H0Y3Z6_taxID_286661_model,unknown
A0A6I3KHZ9_taxID_2665159_model_A,unknown
A0A6I3M9Z3_taxID_88376_model_A,unknown
A0A6I9TDV3_taxID_4182_model,unknown
A0A6J4QLW3_taxID_349277_model_A,unknown
A0A6J4THU7_taxID_1162706_model_A,unknown
A0A6J8AZI7_taxID_42192_model,unknown
A0A6J8BNB1_taxID_42192_model_A,unknown
A0A6J8BR51_taxID_42192_model_A,unknown
A0A6J8CIJ4_taxID_42192_model,unknown
A0A6J8CIJ8_taxID_42192_model,unknown
A0A6J8CL61_taxID_42192_model_A,unknown
A0A6J8DAY9_taxID_42192_model,unknown
A0A6J8E972_taxID_42192_model,unknown
A0A6J8ECF0_taxID_42192_model,unknown
A0A6J8ENF3_taxID_42192_model_A,unknown
A0A6L9E9N5_taxID_2697053_model,unknown
A0A6P2D548_taxID_1210884_model,unknown
A0A6P8I080_taxID_6105_model,unknown
A0A6P8I583_taxID_6105_model,unknown
A0A6S7IGK9_taxID_317549_model_A,unknown
A0A6S7IY75_taxID_317549_model_A,unknown
A0A6V7V3D6_taxID_390850_model,unknown
A0A6V7VXB7_taxID_390850_model,unknown
A0A6V7X733_taxID_390850_model,unknown
A0A7C8IQU8_taxID_323545_model,unknown
A0A7C8JJK0_taxID_2813651_model,unknown
A0A7C8MQB2_taxID_323545_model,unknown
A0A7C8MWQ0_taxID_323545_model_A,unknown
A0A7C8Q0E6_taxID_2813651_model,unknown
A0A7C8TZL1_taxID_2813651_model,unknown
A0A7C8UE72_taxID_2813651_model,unknown
A0A7D5Z204_taxID_500148_model,unknown
A0A7D9J5S3_taxID_317549_model,unknown
A0A7E6EGY5_taxID_2607531_model,unknown
A0A7J5D2K3_taxID_2651189_model,unknown
A0A7J7J2C8_taxID_10212_model,unknown
A0A7R9E5Y2_taxID_170555_model,unknown
A0A7R9KZT3_taxID_1979941_model,unknown
A0A7R9L054_taxID_1979941_model,unknown
A0A7R9PVW4_taxID_1979941_model,unknown
A0A7S0FYS9_taxID_73915_model,unknown
A0A7S0LHE4_taxID_221442_model_A,unknown
A0A7S0WI35_taxID_1034604_model,unknown
A0A7S1D9Z1_taxID_216820_model,unknown
A0A7S2G2D7_taxID_3111310_model_A,unknown
A0A7S2JHL4_taxID_1333877_model,unknown
A0A7S2JHQ4_taxID_1333877_model,unknown
A0A7S2JTA5_taxID_1333877_model,unknown
A0A7S2W132_taxID_1034831_model,unknown
A0A7S3K2N9_taxID_44058_model,unknown
A0A7S3QEJ9_taxID_122233_model,unknown
A0A7S3RCE1_taxID_2903_model,unknown
A0A7S3W3R1_taxID_2903_model,unknown
A0A7S4AB65_taxID_44445_model,unknown
A0A7S4C8S2_taxID_73025_model,unknown
A0A7S4QPD7_taxID_49249_model,unknown
A0A7S7SGR7_taxID_1473598_model,unknown
A0A7V2WU63_taxID_45248_model_A,unknown
A0A7W7ZXN0_taxID_714136_model,unknown
A0A7W8KIV5_taxID_1141878_model,unknown
A0A7W9ZFQ6_taxID_189_model_A,unknown
A0A7X0J7C0_taxID_188932_model,unknown
A0A7X0RVL1_taxID_1387779_model,unknown
A0A7X1AU61_taxID_2724178_model,unknown
A0A7X5ASN3_taxID_265726_model,unknown
A0A7X5YKZ1_taxID_74314_model_A,unknown
A0A7X6DTB4_taxID_2606439_model_A,unknown
A0A811SJ34_taxID_422564_model,unknown
A0A812JR76_taxID_1628268_model,unknown
A0A812QP07_taxID_1628268_model,unknown
A0A812SAZ7_taxID_2952_model,unknown
A0A813FLF8_taxID_89957_model,unknown
A0A813HFF9_taxID_89957_model,unknown
A0A813K9V7_taxID_89957_model,unknown
A0A814MII4_taxID_1234261_model_A,unknown
A0A835YKM2_taxID_303371_model,unknown
A0A841H669_taxID_1639882_model,unknown
A0A8A4TY47_taxID_2818388_model,unknown
A0A8B6BKM4_taxID_29158_model_A,unknown
A0A8B6BMR6_taxID_29158_model_A,unknown
A0A8B6BWX0_taxID_29158_model,unknown
A0A8B6CNP6_taxID_29158_model,unknown
A0A8B6CPY6_taxID_29158_model_A,unknown
A0A8B6D949_taxID_29158_model,unknown
A0A8B6DAC3_taxID_29158_model,unknown
A0A8B6FWG6_taxID_29158_model,unknown
A0A8B6G957_taxID_29158_model_A,unknown
A0A8B6G9L0_taxID_29158_model_A,unknown
A0A8B6GSA5_taxID_29158_model,unknown
A0A8B6GSK0_taxID_29158_model,unknown
A0A8B6GY87_taxID_29158_model_A,unknown
A0A8B6GYH0_taxID_29158_model_A,unknown
A0A8B8D4J3_taxID_6565_model,unknown
A0A8B8ERQ6_taxID_6565_model_A,unknown
A0A8B8F0L9_taxID_6565_model_A,unknown
A0A8B8F0Y1_taxID_6565_model,unknown
A0A8E0V7V4_taxID_52442_model_A,unknown
A0A8H2WDY0_taxID_456999_model,unknown
A0A8H3A0M5_taxID_456999_model_A,unknown
A0A8H3A1U9_taxID_456999_model,unknown
A0A8H3AAQ4_taxID_456999_model,unknown
A0A8H3BPP3_taxID_456999_model,unknown
A0A8H3CFB7_taxID_456999_model,unknown
A0A8H3D189_taxID_456999_model,unknown
A0A8H3D1S1_taxID_456999_model,unknown
A0A8H3DZ25_taxID_456999_model_A,unknown
A0A8H3GJ96_taxID_456999_model,unknown
A0A8H3H4T7_taxID_456999_model,unknown
A0A8H3IL14_taxID_116794_model,unknown
A0A8H3S9D4_taxID_91492_model_A,unknown
A0A8H4CJG9_taxID_474922_model,unknown
A0A8H4EHU7_taxID_4874_model,unknown
A0A8H4ESM0_taxID_4874_model,unknown
A0A8H4H8E0_taxID_340414_model,unknown
A0A8H4L3K1_taxID_1237068_model,unknown
A0A8H4QR39_taxID_354080_model_A,unknown
A0A8H4RXW4_taxID_354080_model_A,unknown
A0A8H4VJ57_taxID_84607_model,unknown
A0A8H4YZH8_taxID_48485_model,unknown
A0A8H5L9I1_taxID_48495_model_A,unknown
A0A8H5LGT6_taxID_42677_model,unknown
A0A8H5U0D3_taxID_48490_model_A,unknown
A0A8H5UJH2_taxID_48507_model_A,unknown
A0A8H5Z2U4_taxID_1567541_model,unknown
A0A8H6A0W2_taxID_209559_model,unknown
A0A8H6GM20_taxID_100902_model,unknown
A0A8H6KGA4_taxID_2175873_model,unknown
A0A8H6MRC0_taxID_2175907_model,unknown
A0A8H6Q3V1_taxID_1287682_model,unknown
A0A8H6R1E0_taxID_1287682_model,unknown
A0A8H6XYA6_taxID_2733690_model,unknown
A0A8H6ZUP2_taxID_5322_model_A,unknown
A0A8H7B393_taxID_1187904_model_A,unknown
A0A8H7E8W0_taxID_1187904_model,unknown
A0A8H7EE27_taxID_1187904_model,unknown
A0A8H7EGD0_taxID_1187904_model,unknown
A0A8H7H787_taxID_456999_model,unknown
A0A8H7INQ5_taxID_456999_model,unknown
A0A8H7LLC6_taxID_456999_model_A,unknown
A0A8H7LVB4_taxID_456999_model,unknown
A0A8H7WI46_taxID_108018_model_A,unknown
A0A8H8P6Z0_taxID_456999_model,unknown
A0A8H8P906_taxID_456999_model,unknown
A0A8H8PB78_taxID_456999_model,unknown
A0A8J1T8Q4_taxID_6347_model,unknown
A0A8J1TDZ8_taxID_6347_model,unknown
A0A8J1UW52_taxID_6347_model,unknown
A0A8J1XGG3_taxID_6347_model,unknown
A0A8J2SFI9_taxID_35677_model,unknown
A0A8J2X377_taxID_35677_model,unknown
A0A8J3MXC0_taxID_2778364_model,unknown
A0A8J4BKA8_taxID_51714_model,unknown
A0A8K0IA90_taxID_13894_model,unknown
A0A8K0KU96_taxID_123851_model,unknown
A0A8K0RUZ8_taxID_61284_model_A,unknown
A0A8K0WPV5_taxID_80388_model_A,unknown
A0A8R1TKI8_taxID_6282_model,unknown
A0A8R1Y3G8_taxID_6282_model,unknown
A0A8S2MFL9_taxID_1234261_model,unknown
A0A8S3PQP2_taxID_6550_model,unknown
A0A8S3PWU5_taxID_6550_model,unknown
A0A8S3R6L7_taxID_6550_model_A,unknown
A0A8S3RHI5_taxID_6550_model_A,unknown
A0A8S3S028_taxID_6550_model,unknown
A0A8S3SG45_taxID_6550_model,unknown
A0A8S3SWK0_taxID_6550_model,unknown
A0A8S3UR58_taxID_6550_model,unknown
A0A8S3V8L1_taxID_6550_model,unknown
A0A8S3ZS36_taxID_100452_model,unknown
A0A8S3ZX52_taxID_100452_model,unknown
A0A8S4Q2L6_taxID_6347_model,unknown
A0A8S4Q9N2_taxID_6347_model_A,unknown
A0A8S4QC54_taxID_6347_model,unknown
A0A8S9ZP28_taxID_189291_model,unknown
A0A8T0LKJ4_taxID_325452_model,unknown
A0A8W8J4S3_taxID_29159_model,unknown
A0A8W8NF03_taxID_29159_model_A,unknown
A0A8X6KWP2_taxID_2740835_model,unknown
A0A8X8WIX2_taxID_180675_model,unknown
A0A913WWA6_taxID_2652724_model,unknown
A0A913XUF7_taxID_2652724_model_A,unknown
A0A913YCG3_taxID_2652724_model,unknown
A0A914C4K9_taxID_290746_model,unknown
A0A914CIK4_taxID_290746_model,unknown
A0A914D235_taxID_290746_model,unknown
A0A914E230_taxID_290746_model,unknown
A0A914E549_taxID_290746_model,unknown
A0A914E9Y6_taxID_290746_model,unknown
A0A914EDP1_taxID_290746_model,unknown
A0A914GX34_taxID_31243_model_A,unknown
A0A914L211_taxID_6306_model,unknown
A0A914L827_taxID_6306_model,unknown
A0A914MBW5_taxID_6306_model,unknown
A0A914MEB5_taxID_6306_model,unknown
A0A914S644_taxID_6256_model,unknown
A0A914V2B7_taxID_2011161_model,unknown
A0A914V8X7_taxID_2011161_model,unknown
A0A914W9Q0_taxID_2011161_model,unknown
A0A915DFA9_taxID_166011_model,unknown
A0A915EFF9_taxID_166011_model,unknown
A0A915I8K9_taxID_13658_model,unknown
A0A915JY09_taxID_13658_model,unknown
A0A915K057_taxID_13658_model,unknown
A0A915KH89_taxID_13658_model,unknown
A0A915KKL6_taxID_13658_model,unknown
A0A915LHF2_taxID_6303_model,unknown
A0A915MQ42_taxID_6303_model,unknown
A0A915N8X1_taxID_6303_model,unknown
A0A915PAR4_taxID_298350_model_A,unknown
A0A917F9X2_taxID_1195761_model_A,unknown
A0A918K8V8_taxID_418750_model_A,unknown
