accession,new_pool,old_pool,canonical,n_his,core_ok_new,best_ref,best_qtm,n_helix_ok,old_reason,a1_dist,a1_plddt,a1_helical,a1_sat,a2_dist,a2_plddt,a2_helical,a2_sat,a3_dist,a3_plddt,a3_helical,a3_sat,a4_dist,a4_plddt,a4_helical,a4_sat
A0A010RYF3,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A010S1R5,discarded,noncanonical,False,5,False,ref_2Y9W_Abisporus,0.434,3,core+cealign+floor_ok,0.52,55.6,1,0,0.36,92.1,1,1,0.17,90.5,1,1,0.51,95.7,1,1
A0A010S6Q2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A010SFQ0,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A010SKU6,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A010SMB4,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A010SNL7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A014N831,non-canonical,noncanonical,False,5,True,ref_PmTYR,0.555,4,core+cealign+floor_ok,0.43,97.5,1,1,0.22,98.9,1,1,0.12,98.9,1,1,0.45,99.0,1,1
A0A014P1F1,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A014P933,discarded,discarded,False,4,False,ref_2Y9W_Abisporus,0.442,2,ceFail+floor49,2.04,58.4,1,0,0.95,49.6,1,0,0.32,91.0,1,1,0.65,89.8,1,1
A0A014PGS4,discarded,discarded,False,4,False,ref_PmTYR,0.649,3,ceFail+floor62,0.74,61.4,1,0,0.44,93.8,1,1,0.7,95.7,1,1,0.55,94.3,1,1
A0A014PNW6,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A014QX88,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A015J8T7,discarded,discarded,False,2,False,ref_2Y9W_Abisporus,0.251,1,coreFail+ceFail+floor64,5.47,62.5,1,0,6.66,66.9,1,0,2.56,70.4,1,1,0.89,66.9,1,0
A0A016RWG9,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A016RXK8,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A016S930,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A016SJ50,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A016SK14,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A016T0A5,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A016T1G5,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A016TKY1,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A016UL52,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A016ULR3,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A016VBJ0,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A016VC89,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A016VDA3,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A016VE53,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A016VS08,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A016W0V7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A016W1E9,discarded,discarded,False,2,False,,,,coreFail+ceFail+floor43,,,,,,,,,,,,,,,,
A0A016W1G3,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A016W1Z7,discarded,discarded,False,4,False,ref_PmTYR,0.483,2,coreFail+ceFail,6.17,80.5,1,0,7.54,89.1,1,0,0.08,89.7,1,1,0.42,89.1,1,1
A0A016W210,discarded,discarded,False,3,False,ref_PmTYR,0.37,2,coreFail+ceFail,1.09,76.3,1,1,0.48,74.5,1,1,1.66,36.5,1,0,3.06,37.4,1,0
A0A016W215,non-canonical,noncanonical,False,3,True,ref_PmTYR,0.587,4,core+cealign+floor_ok,0.54,94.4,1,1,0.54,97.2,1,1,0.64,95.2,1,1,0.37,98.2,1,1
A0A016W255,discarded,discarded,False,4,False,ref_PmTYR,0.46,2,coreFail+ceFail,6.51,87.9,1,0,7.29,91.4,1,0,0.16,93.7,1,1,0.19,91.4,1,1
A0A016W259,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A016W267,discarded,discarded,False,2,False,,,,coreFail+ceFail,,,,,,,,,,,,,,,,
A0A016W313,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A016W316,discarded,discarded,False,3,False,ref_PmTYR,0.61,2,coreFail+ceFail,6.86,89.7,1,0,7.01,95.5,1,0,0.23,94.9,1,1,0.26,95.5,1,1
A0A016W324,non-canonical,noncanonical,False,3,True,ref_PmTYR,0.502,4,core+cealign+floor_ok,0.92,98.5,1,1,0.46,98.9,1,1,0.76,96.2,1,1,0.3,98.8,1,1
A0A016W3A4,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A016W3W4,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A016W3W9,discarded,discarded,False,1,False,,,,coreFail+ceFail,,,,,,,,,,,,,,,,
A0A016WCE7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A016WQP8,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A016WQV2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A017S513,discarded,discarded,False,3,False,ref_2Y9W_Abisporus,0.417,1,ceFail+floor60,3.74,52.8,1,0,2.09,38.6,0,0,0.21,66.0,1,0,0.78,84.5,1,1
A0A017SD63,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A017SF68,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A022QC39,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A022QE60,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A022QG63,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A022QL39,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A022R0C6,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A022R0D6,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A022R0D9,discarded,discarded,False,3,False,ref_1BT3_Ibatatas,0.533,2,coreFail+ceFail,0.71,96.1,1,1,0.34,98.0,1,1,9.01,91.6,0,0,7.27,98.0,1,0
A0A022R1L2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A022R1L7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A022R3H9,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A022R5P3,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A022WGP6,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A022Y7J2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A023GU59,non-canonical,noncanonical,False,5,True,ref_5CE9_Jregia,0.559,4,core+cealign+floor_ok,0.21,97.7,1,1,0.18,98.8,1,1,0.07,97.7,1,1,0.28,98.8,1,1
A0A023PMD2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A023PN01,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A023PNV8,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A023PP81,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A023WF78,discarded,discarded,False,3,False,ref_1BT3_Ibatatas,0.425,2,coreFail+ceFail,0.49,94.2,1,1,0.39,94.5,1,1,11.52,86.8,1,0,6.29,93.6,0,0
A0A023WF84,discarded,discarded,False,3,False,ref_1BT3_Ibatatas,0.415,2,coreFail+ceFail,0.52,88.9,1,1,0.24,90.2,1,1,11.23,76.6,1,0,7.21,92.1,0,0
A0A023WF90,discarded,discarded,False,3,False,ref_1BT3_Ibatatas,0.418,2,coreFail+ceFail,0.41,84.7,1,1,0.44,89.3,1,1,11.64,67.2,1,0,6.4,93.0,0,0
A0A023WF96,discarded,discarded,False,4,False,ref_1BT3_Ibatatas,0.425,2,coreFail+ceFail,0.51,96.3,1,1,0.31,95.8,1,1,11.6,90.6,1,0,6.71,92.7,0,0
A0A023WFC0,discarded,discarded,False,3,False,ref_1BT3_Ibatatas,0.423,2,coreFail+ceFail,0.57,93.7,1,1,0.39,93.4,1,1,11.7,87.1,1,0,6.54,92.6,0,0
A0A023WFC4,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.405,2,coreFail+ceFail,0.61,88.9,1,1,0.3,91.2,1,1,13.04,67.3,1,0,6.78,93.6,0,0
A0A023WFC9,discarded,discarded,False,3,False,ref_1BT3_Ibatatas,0.424,2,coreFail+ceFail,0.54,83.5,1,1,0.51,85.5,1,1,11.29,55.8,1,0,5.82,92.1,0,0
A0A023WFD4,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.406,2,coreFail+ceFail,0.71,96.4,1,1,0.32,96.0,1,1,13.21,88.8,1,0,6.85,96.0,1,0
A0A023WFD9,discarded,discarded,False,4,False,ref_1BT3_Ibatatas,0.425,2,coreFail+ceFail,0.49,95.4,1,1,0.38,94.9,1,1,11.76,88.3,1,0,6.35,81.2,0,0
A0A023WFR6,discarded,discarded,False,3,False,ref_1BT3_Ibatatas,0.423,2,coreFail+ceFail,0.57,93.7,1,1,0.39,93.4,1,1,11.7,87.1,1,0,6.54,92.6,0,0
A0A023WFS1,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.404,2,coreFail+ceFail,0.54,88.9,1,1,0.32,90.9,1,1,13.15,68.3,1,0,6.76,91.7,0,0
A0A023WFS6,discarded,discarded,False,3,False,ref_PmTYR,0.386,2,coreFail+ceFail,0.27,86.7,1,1,0.32,90.2,1,1,10.53,84.0,1,0,6.49,91.8,0,0
A0A023WFT2,discarded,discarded,False,3,False,ref_1BT3_Ibatatas,0.407,2,coreFail+ceFail,0.43,93.7,1,1,0.32,94.1,1,1,11.57,88.9,1,0,6.64,91.9,0,0
A0A023WGB6,discarded,discarded,False,3,False,ref_1BT3_Ibatatas,0.423,2,coreFail+ceFail,0.57,93.7,1,1,0.39,93.4,1,1,11.7,87.1,1,0,6.54,92.6,0,0
A0A023WGB9,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.405,2,coreFail+ceFail,0.56,87.8,1,1,0.29,90.3,1,1,13.26,65.2,1,0,6.69,91.9,0,0
A0A023WGC5,discarded,discarded,False,4,False,ref_1BT3_Ibatatas,0.425,2,coreFail+ceFail,0.51,96.3,1,1,0.31,95.8,1,1,11.6,90.6,1,0,6.71,92.7,0,0
A0A023WGD1,discarded,discarded,False,3,False,ref_PmTYR,0.361,2,coreFail+ceFail,0.19,90.5,1,1,0.17,91.0,1,1,10.73,74.3,1,0,7.24,91.0,1,0
A0A023WGD7,discarded,discarded,False,4,False,ref_5CE9_Jregia,0.395,2,coreFail+ceFail,0.61,89.6,1,1,0.32,91.6,1,1,13.66,91.2,0,0,6.14,91.2,0,0
A0A023WGM6,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.431,2,coreFail+ceFail,0.53,87.5,1,1,0.25,90.1,1,1,13.04,68.1,1,0,6.95,92.1,0,0
A0A023WGN1,discarded,discarded,False,3,False,ref_1BT3_Ibatatas,0.421,2,coreFail+ceFail,0.51,95.8,1,1,0.38,95.4,1,1,11.34,93.4,0,0,5.77,93.4,0,0
A0A023WGN6,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.406,2,coreFail+ceFail,0.71,96.4,1,1,0.32,96.0,1,1,13.21,88.8,1,0,6.85,96.0,1,0
A0A023WGP1,discarded,discarded,False,4,False,ref_5CE9_Jregia,0.442,2,coreFail+ceFail,0.46,92.6,1,1,0.38,93.4,1,1,13.3,93.9,0,0,5.99,93.9,0,0
A0A023WGP6,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.4,2,coreFail+ceFail,1.99,89.7,1,1,0.97,94.6,1,1,10.5,83.2,1,0,6.46,94.6,1,0
A0A024CHG7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A024CHH0,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A024CHU4,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A024CHU9,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A024CI03,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A024CI05,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A024CIJ0,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A024CIJ4,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A024CIJ8,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A024CJP7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A024CJQ0,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A024DBG7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A024FBC3,discarded,discarded,False,3,False,ref_PmTYR,0.402,2,coreFail+ceFail,0.59,77.5,1,1,0.26,86.5,1,1,9.74,89.5,1,0,6.88,94.3,0,0
A0A024FR46,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A024FS61,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A024FZ14,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A024GPM3,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A024GR18,discarded,discarded,False,4,False,ref_PmTYR,0.178,2,coreFail+ceFail,6.11,92.1,0,0,7.53,97.0,1,0,0.49,98.3,1,1,0.37,97.0,1,1
A0A024S4X8,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A024SD58,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A024SJR1,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A024T832,discarded,discarded,False,3,False,ref_PmTYR,0.432,2,coreFail+ceFail,6.78,81.0,1,0,6.93,92.5,1,0,0.25,90.4,1,1,0.39,92.5,1,1
A0A024T961,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A024T9U4,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A024TEL4,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A024TMR4,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A024TN69,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A024TPQ1,discarded,discarded,False,5,False,ref_1JS8_squid,0.244,3,ceFail+floor53,2.1,79.8,1,1,1.54,58.0,1,0,0.66,89.4,1,1,0.69,82.6,1,1
A0A024TRP2,discarded,discarded,False,3,False,ref_1BT3_Ibatatas,0.244,2,coreFail+ceFail,0.28,73.9,1,1,0.71,77.7,1,1,0.24,28.3,1,0,2.99,32.8,0,0
A0A024U9A0,discarded,discarded,False,3,False,ref_1JS8_squid,0.2,2,coreFail+ceFail,6.25,78.3,1,0,7.3,92.9,1,0,0.23,95.1,1,1,0.34,92.9,1,1
A0A024UGQ1,non-canonical,noncanonical,False,4,True,ref_5CE9_Jregia,0.293,4,core+cealign+floor_ok,2.68,91.9,1,1,0.48,98.3,1,1,0.54,98.0,1,1,0.43,98.8,1,1
A0A024UNS3,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A024UP64,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A024URD5,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A058ZVU6,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.483,0,coreFail+ceFail+floor50,4.89,42.5,0,0,6.76,60.2,1,0,0.76,52.3,1,0,0.46,60.2,1,0
A0A058ZW33,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A058ZX16,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.499,2,coreFail+ceFail,0.65,90.5,1,1,0.34,96.0,1,1,11.57,89.5,0,0,7.05,96.0,1,0
A0A059CCV1,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A059CDE4,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A059F260,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A059JJQ6,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A059TZU2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A059U1P9,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A059UAM0,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A060S6S8,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A060SLI6,discarded,discarded,False,4,False,ref_PmTYR,0.46,3,coreFail+ceFail,2.29,98.5,1,1,2.88,95.4,1,1,6.17,87.3,1,0,3.24,95.7,1,1
A0A060WMQ6,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A060WUY0,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A060X1G5,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A060X8B7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A060XL10,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A060ZAB7,discarded,discarded,False,2,False,ref_2Y9W_Abisporus,0.177,0,coreFail+ceFail+floor63,6.34,54.5,1,0,1.87,57.9,1,0,2.21,63.5,1,0,0.75,63.9,1,0
A0A061DZ45,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A061E0X0,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A061E6S7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A061GEN3,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A061GFI2,non-canonical,noncanonical,False,3,True,ref_1BT3_Ibatatas,0.557,4,core+cealign+floor_ok,0.85,72.4,1,1,0.52,92.2,1,1,0.4,89.7,1,1,0.15,93.3,1,1
A0A061GFY3,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A061GFY7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A061GMJ6,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A061GMK1,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A061HFI6,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A061HSG6,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A061IGF6,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A062U9V8,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A063BRM1,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A066RUA7,non-canonical,noncanonical,False,5,True,ref_2Y9W_Abisporus,0.46,4,core+cealign+floor_ok,0.38,91.0,1,1,0.36,96.8,1,1,0.11,91.2,1,1,0.37,98.1,1,1
A0A066WXF3,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A066X3Q1,non-canonical,noncanonical,False,5,True,ref_PmTYR,0.582,4,core+cealign+floor_ok,0.5,98.2,1,1,0.23,98.1,1,1,0.27,89.0,1,1,0.5,97.8,1,1
A0A066X6L4,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A066X7V3,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A066X846,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A066X9U3,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A066XLM3,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A066XQD0,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A066XSE1,non-canonical,noncanonical,False,5,True,ref_PmTYR,0.419,4,core+cealign+floor_ok,0.42,98.7,1,1,0.28,98.9,1,1,0.81,98.8,1,1,0.5,98.9,1,1
A0A066XSY6,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A066XW40,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A066XWR5,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A066XZ78,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A066Y1D2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A066Y1V3,discarded,noncanonical,False,3,False,ref_2Y9W_Abisporus,0.541,2,core+cealign+floor_ok,0.44,81.0,0,0,0.85,62.1,1,0,0.18,92.6,1,1,0.72,93.9,1,1
A0A066Z0K1,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A067BLT8,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A067BLZ4,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A067BRT6,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A067BTT5,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A067BUS0,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A067BX73,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A067BZH5,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A067C156,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A067C4V3,discarded,discarded,False,4,False,ref_1JS8_squid,0.4,2,coreFail+ceFail+floor49,4.06,39.7,1,0,2.49,43.2,1,0,0.25,92.4,1,1,1.18,83.0,1,1
A0A067C5L8,discarded,discarded,False,5,False,ref_1JS8_squid,0.375,3,coreFail+ceFail+floor56,1.58,62.8,0,0,0.73,94.7,1,1,0.53,95.2,1,1,0.68,97.4,1,1
A0A067C631,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A067CPX4,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A067CT24,non-canonical,noncanonical,False,3,True,ref_1JS8_squid,0.449,4,core+cealign+floor_ok,1.42,98.6,1,1,1.25,98.8,1,1,0.52,98.4,1,1,0.71,98.9,1,1
A0A067CXC8,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A067CZT6,non-canonical,noncanonical,False,5,True,ref_1JS8_squid,0.383,4,core+cealign+floor_ok,0.66,98.8,1,1,0.58,98.9,1,1,0.7,98.4,1,1,0.92,99.0,1,1
A0A067D5R2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A067D814,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A067GK93,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A067JAU2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A067MC03,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
