accession	organism_id	lineage	nucleotide_acc	protein_id	molecule_type	n_embl_refs
A0A0B7G165	1108050		LN679171	CEL62844.1	Genomic_DNA	1
A0A0B7KA41						0
A0A0C3CP60	913774		KN832877	KIN00794.1	Genomic_DNA	1
A0A0C3FFF8	765440		KN832991	KIM83205.1	Genomic_DNA	1
A0A0C3FYC4	765440		KN832991	KIM83201.1	Genomic_DNA	1
A0A0C4DI87						0
A0A0C4ECU2	644358					0
A0A0C9W3X0	990650		KN837110	KIJ45896.1	Genomic_DNA	1
A0A0D0CCA2	944289		KN834776	KIK60139.1	Genomic_DNA	1
A0A0D2AGE3	253628		KN847537	KIW05630.1	Genomic_DNA	1
A0A0D2D206	1851006		KN846957	KIW71471.1	Genomic_DNA	1
A0A0D2YBM6						0
A0A0E0RYC2	229533		HG970333	CEF76247.1	Genomic_DNA	1
A0A0F7S7B3	49012		CCFA01001290	CDW97164.1	Genomic_DNA	1
A0A0F7TYM6	104259		CDHK01000012	CEJ61814.1	Genomic_DNA	1
A0A0G4KK98	100787		CVQH01024305	CRK36734.1	Genomic_DNA	1
A0A0G4KKL5	100787		CVQH01024305	CRK36732.1	Genomic_DNA	1
A0A0J9W938						0
A0A0J9WSW0						0
A0A0K6FKC6	456999		CYGV01000001	CUA66613.1	Genomic_DNA	1
A0A0K6FMF9	456999		CYGV01000038	CUA67189.1	Genomic_DNA	1
A0A0K6FMV0	456999		CYGV01000091	CUA67324.1	Genomic_DNA	1
A0A0K6FPB5	456999		CYGV01000302	CUA68023.1	Genomic_DNA	1
A0A0K6FPV3	456999		CYGV01000302	CUA68009.1	Genomic_DNA	1
A0A0K6FU45	456999		CYGV01000890	CUA69678.1	Genomic_DNA	1
A0A0K6FUE9	456999		CYGV01000890	CUA69679.1	Genomic_DNA	1
A0A0K6FYY1	456999		CYGV01001240	CUA71470.1	Genomic_DNA	1
A0A0K6G019	456999		CYGV01001249	CUA71592.1	Genomic_DNA	1
A0A0K6GEK7	456999		CYGV01001759	CUA77043.1	Genomic_DNA	1
A0A0K6GFZ7	456999		CYGV01001842	CUA77396.1	Genomic_DNA	1
A0A0K6GIP8	456999		CYGV01001988	CUA78326.1	Genomic_DNA	1
A0A0K6GIR3	456999		CYGV01002011	CUA78420.1	Genomic_DNA	1
A0A0L0T1I9	578462		GG745358	KNE68698.1	Genomic_DNA	1
A0A0L0T297	578462		GG745358	KNE68699.1	Genomic_DNA	1
A0A0L0T3A5	578462		GG745360	KNE69201.1	Genomic_DNA	1
A0A0L0T3E0	578462		GG745360	KNE69200.1	Genomic_DNA	1
A0A0M9EWC2	179993		JXCE01000103	KPA41249.1	Genomic_DNA	1
A0A0W0EZ38						0
A0A0W7VMU8	398673		JPDN02000010	PON27280.1	Genomic_DNA	1
A0A101NIJ2	67285		LMWL01000044	KUM93825.1	Genomic_DNA	1
A0A101NV74	67386		LMWN01000061	KUM99677.1	Genomic_DNA	1
A0A135RS91	703756		JFBX01000863	KXH26583.1	Genomic_DNA	1
A0A135S3P5	1460502		JEMN01001656	KXH30530.1	Genomic_DNA	1
A0A135SGH4	703756		JFBX01000572	KXH34999.1	Genomic_DNA	1
A0A135TPT1	1209931		JFFI01001916	KXH50107.1	Genomic_DNA	1
A0A135U459	1460502		JEMN01000878	KXH55185.1	Genomic_DNA	1
A0A136ILZ0	196109		KQ964273	KXJ85864.1	Genomic_DNA	1
A0A136IUM9	196109		KQ964257	KXJ88754.1	Genomic_DNA	1
A0A137NQN3	796925		KQ965033	KXN64980.1	Genomic_DNA	1
A0A137NY78	796925		KQ964617	KXN67707.1	Genomic_DNA	1
A0A137P8T8	796925		KQ964476	KXN71399.1	Genomic_DNA	1
A0A164PTP5	1314777		KV419431	KZS89027.1	Genomic_DNA	1
A0A164SP08	1314777		KV419414	KZS91671.1	Genomic_DNA	1
A0A165J5C9	1353952		KV423923	KZT61394.1	Genomic_DNA	1
A0A165V412	1314782		KV425555	KZT29126.1	Genomic_DNA	1
A0A165YMC5	1314776		KV428244	KZT33401.1	Genomic_DNA	1
A0A166ALV4	1759441		KV417658	KZP11745.1	Genomic_DNA	1
A0A166DZQ5	1314776		KV428052	KZT39063.1	Genomic_DNA	1
A0A166QLI8	1573173		LFIW01002514	KZL68078.1	Genomic_DNA	1
A0A166QMK6	708197		LFIV01000129	KZL68120.1	Genomic_DNA	1
A0A167BY34	1573173		LFIW01001543	KZL81883.1	Genomic_DNA	1
A0A167H3K1	1330018		KV417327	KZO91195.1	Genomic_DNA	1
A0A168E5R7	1081104		AZHB01000001	OAA73408.1	Genomic_DNA	1
A0A182YW94						0
A0A194X275	149040		KQ947420	KUJ14273.1	Genomic_DNA	1
A0A1B1B8N9	68214		JAGGLP010000006	MBP2050414.1	Genomic_DNA	1
A0A1B7Y3U5	759273		LTAN01000007	OBR06706.1	Genomic_DNA	1
A0A1B8AR83	36050		LYXU01000003	OBS23045.1	Genomic_DNA	1
A0A1B8AWE5	36050		LYXU01000002	OBS24843.1	Genomic_DNA	1
A0A1B8AZE2	36050		LYXU01000002	OBS25863.1	Genomic_DNA	1
A0A1C7D005						0
A0A1D7YF24	1904616		CP017248	AOR34213.1	Genomic_DNA	1
A0A1E7FTK4	635003		KV784354	OEU21143.1	Genomic_DNA	1
A0A1J9Q3N9	1447872		LGRN01000195	OJD14819.1	Genomic_DNA	1
A0A1J9QXP9	236234		MNUE01000033	OJD33145.1	Genomic_DNA	1
A0A1L7T7V9	192010		FCQH01000007	CVK94790.1	Genomic_DNA	1
A0A1L7THL1	192010		FCQH01000007	CVK94751.1	Genomic_DNA	1
A0A1L7TSE2	192010		FCQH01000009	CVK98217.1	Genomic_DNA	1
A0A1L7VVU2	1227346		FJOF01000008	CZR43965.1	Genomic_DNA	1
A0A1L7W6N9	1227346		FJOF01000013	CZR48228.1	Genomic_DNA	1
A0A1L7XG75	576137		FJOG01000025	CZR64041.1	Genomic_DNA	1
A0A1M2VFH5	154538		MNAD01001319	OJT06330.1	Genomic_DNA	1
A0A1Q3DUK8	5353		BDGU01000001	GAV98667.1	Genomic_DNA	1
A0A1Q3EU58	5353		BDGU01001940	GAW10654.1	Genomic_DNA	1
A0A1Q8RQU4	708187		MPGH01000111	OLN86707.1	Genomic_DNA	1
A0A1S2PQK3	1678012		MLYO01000063	OIJ95846.1	Genomic_DNA	1
A0A1S9RAT3						0
A0A1V6RNY4	60172		MDYO01000001	OQE03495.1	Genomic_DNA	1
A0A1V9Y4A2	1202772		JNBR01002939	OQR80550.1	Genomic_DNA	1
A0A1V9Y4B3	1202772		JNBR01002939	OQR80552.1	Genomic_DNA	1
A0A1V9Y543	74557		JNBS01005113	OQR80840.1	Genomic_DNA	1
A0A1V9Y5I4	1202772		JNBR01002849	OQR80969.1	Genomic_DNA	1
A0A1V9Y9H5	1202772		JNBR01002478	OQR82366.1	Genomic_DNA	1
A0A1V9YBP5	1202772		JNBR01002313	OQR83112.1	Genomic_DNA	1
A0A1V9YEM7	1202772		JNBR01001928	OQR84152.1	Genomic_DNA	1
A0A1V9Z5U0	1202772		JNBR01000412	OQR93368.1	Genomic_DNA	1
A0A1V9ZS86	74557		JNBS01001686	OQS00811.1	Genomic_DNA	1
A0A1W7D1S4	2878388		CP021121	ARQ70955.1	Genomic_DNA	1
A0A1Y2E7P4	1141098		MCFJ01000004	ORY67562.1	Genomic_DNA	1
A0A1Y2J1T8	1353009		KZ084089	OSD06784.1	Genomic_DNA	1
A0A1Y2LJE8	105696		KZ107860	OSS44021.1	Genomic_DNA	1
A0A210QHJ1	6573		NEDP02003643	OWF48214.1	Genomic_DNA	1
A0A210R172	6573		NEDP02000876	OWF54790.1	Genomic_DNA	1
A0A218Z5Z3	2795749		MZNU01000188	OWP03182.1	Genomic_DNA	1
A0A284QUC6	47428		FUEG01000002	SJL00088.1	Genomic_DNA	1
A0A284RNM6	47428		FUEG01000012	SJL10324.1	Genomic_DNA	1
A0A2B7WN75	2060905		PDNC01000080	PGH00824.1	Genomic_DNA	1
A0A2B7YAT8	1447883		PDNA01000059	PGH18171.1	Genomic_DNA	1
A0A2C9JDT0						0
A0A2C9KDF9						0
A0A2C9KDI8						0
A0A2C9L419						0
A0A2C9LHZ0						0
A0A2D0NGI4	1122177		PDUD01000009	PHN07612.1	Genomic_DNA	1
A0A2G8SRB1	1077348		AYKW01000002	PIL36118.1	Genomic_DNA	1
A0A2H3BBQ8	1076256		KZ293441	PBK66344.1	Genomic_DNA	1
A0A2H3BRY6	1076256		KZ293420	PBK73641.1	Genomic_DNA	1
A0A2H3C2Q4	1076256		KZ293417	PBK75574.1	Genomic_DNA	1
A0A2H3D1Q0	47427		KZ293696	PBK84708.1	Genomic_DNA	1
A0A2H3DK47	47427		KZ293652	PBK95601.1	Genomic_DNA	1
A0A2H3GF76						0
A0A2H3GPD7						0
A0A2H3S4M3						0
A0A2H3S7A7						0
A0A2H3TNC8						0
A0A2H3TU20						0
A0A2H5BVB1	1535768		CP026304	AVZ74334.1	Genomic_DNA	1
A0A2I2FVC4	1392250		MSFO01000009	PLB44561.1	Genomic_DNA	1
A0A2J6T3A4	1095630		KZ613846	PMD57508.1	Genomic_DNA	1
A0A2K0USD3	42673		MTQA01000354	PNP60677.1	Genomic_DNA	1
A0A2K0W140	42673		MTQA01000163	PNP75997.1	Genomic_DNA	1
A0A2L0P0J7	29856		KY701732	AUY61967.1	mRNA	1
A0A2L2TND9	56646		LN649230	CEI62090.1	Genomic_DNA	1
A0A2L2TT53	56646		LN649230	CEI63195.1	Genomic_DNA	1
A0A2L2TZT7	56646		LN649231	CEI70796.1	Genomic_DNA	1
A0A2N3N1M7	41688		NLAX01001034	PKS06323.1	Genomic_DNA	1
A0A2P2SYW5	342668		KV460206	OBU01516.1	Genomic_DNA	1
A0A2P5HSA0	158607		MAVT02000861	POS73107.1	Genomic_DNA	1
A0A2T3ZAR3	1042311		KZ679261	PTB41897.1	Genomic_DNA	1
A0A2T4GWT7	5516		PVEM01000006	PTD07995.1	Genomic_DNA	1
A0A2T4GXQ3	5516		PVEM01000006	PTD08336.1	Genomic_DNA	1
A0A2T7NHK1	400727		PZQS01000012	PVD20657.1	Genomic_DNA	1
A0A2T9ZGW2	133381		MBFS01000188	PVV03825.1	Genomic_DNA	1
A0A2U1JEL2	133377		MBFU01000013	PWA03475.1	Genomic_DNA	1
A0A2V1CYP5	97972		KZ806198	PVH90604.1	Genomic_DNA	1
A0A2V1E5D8	97972		KZ805314	PVI05329.1	Genomic_DNA	1
A0A317SBD7	42249		PYWC01000157	PWW71625.1	Genomic_DNA	1
A0A345I2D0	2282738		CP031194	AXG83104.1	Genomic_DNA	1
A0A365NGP6						0
A0A365NNU5						0
A0A366R6W5	231269		QKXC01000189	RBR12879.1	Genomic_DNA	1
A0A366RBL7	231269		QKXC01000177	RBR13720.1	Genomic_DNA	1
A0A366S6I4	231269		QKXC01000056	RBR24508.1	Genomic_DNA	1
A0A370BCH9	2282652		QQNA01000060	RDG38362.1	Genomic_DNA	1
A0A371DR51	2498619		KZ857383	RDX55017.1	Genomic_DNA	1
A0A395MKK6	2675880		PXXK01000210	RFN48421.1	Genomic_DNA	1
A0A395MRW2	2675880		PXXK01000128	RFN50708.1	Genomic_DNA	1
A0A395MVI2	2675880		PXXK01000089	RFN51902.1	Genomic_DNA	1
A0A395N2K0	2675880		PXXK01000028	RFN54334.1	Genomic_DNA	1
A0A395SCX6	5514		PXOF01000055	RGP70027.1	Genomic_DNA	1
A0A395SM33	694270		PXOG01000144	RGP73135.1	Genomic_DNA	1
A0A396ZRZ2						0
A0A397A3C6						0
A0A397A491						0
A0A397AG26						0
A0A397AX90						0
A0A397AZ25						0
A0A397BLC7						0
A0A397BPY8						0
A0A397BYR1						0
A0A397C8W8						0
A0A397CCK8						0
A0A397CDV6						0
A0A397CWG7						0
A0A397D945						0
A0A397DFP7						0
A0A397DKV6						0
A0A397DXJ3						0
A0A397E0M5						0
A0A397EM03						0
A0A397EQH8						0
A0A397EQT5						0
A0A397EYS8						0
A0A397FVJ8						0
A0A397FW62						0
A0A397FW77						0
A0A3F2RCF2						0
A0A3L6N6A1						0
A0A3L6N987						0
A0A3M2RUE8	2010991		NKUJ01000264	RMJ08926.1	Genomic_DNA	1
A0A3M9YBL7	1051616		RBVV01000034	RNJ57849.1	Genomic_DNA	1
A0A3N4HNW1	1160509		ML119762	RPA75533.1	Genomic_DNA	1
A0A3R6VRZ5	157072		QUSY01001381	RHY25152.1	Genomic_DNA	1
A0A3R6WTM7						0
A0A3R6X6W7						0
A0A3R6ZA35						0
A0A3R7A7P4						0
A0A3R7BWT8						0
A0A3R7CD36						0
A0A3R7CFL8						0
A0A3R7E8Z5						0
A0A3R7EK41						0
A0A3R7MJX7	325452		MBDN02000711	RLN73591.1	Genomic_DNA	1
A0A3R7WGA7	112090		MZMZ02002655	RQM24765.1	Genomic_DNA	1
A0A3R7WQH8	112090		MZMZ02001555	RQM29045.1	Genomic_DNA	1
A0A3R7ZIF7	112090		MZMZ02001730	RQM28508.1	Genomic_DNA	1
A0A401VX81	92743		BHZD01000001	GCD41689.1	Genomic_DNA	1
A0A418AHC0	157072		QUSY01002412	RHY21320.1	Genomic_DNA	1
A0A418AND4	157072		QUSY01001000	RHY26442.1	Genomic_DNA	1
A0A418AQE9	157072		QUSY01000786	RHY27375.1	Genomic_DNA	1
A0A418C2V2						0
A0A418CC15						0
A0A418E6Z8						0
A0A418FGP4						0
A0A420MKG6						0
A0A420N1W1						0
A0A420PID6						0
A0A420QHZ5						0
A0A420SE78						0
A0A420TRM3						0
A0A425DJS3	112090		MZMZ02001271	RQM29584.1	Genomic_DNA	1
A0A437AMZ0	291195		RCSS01000185	RVD92581.1	Genomic_DNA	1
A0A444RPW9						0
A0A485K5I4	120398		CAADRA010000130	VFT78749.1	Genomic_DNA	1
A0A485K9M7	120398		CAADRA010000130	VFT78748.1	Genomic_DNA	1
A0A485KAJ9	120398		CAADRA010000130	VFT78747.1	Genomic_DNA	1
A0A485KB07	120398		CAADRA010000875	VFT81227.1	Genomic_DNA	1
A0A485KBW3	120398		CAADRA010001230	VFT81869.1	Genomic_DNA	1
A0A485KGF6	120398		CAADRA010001523	VFT82206.1	Genomic_DNA	1
A0A485L799	120398		CAADRA010006080	VFT93983.1	Genomic_DNA	1
A0A485L7D7	120398		CAADRA010006080	VFT93987.1	Genomic_DNA	1
A0A485L8F1	120398		CAADRA010005888	VFT93113.1	Genomic_DNA	1
A0A485LKF7	120398		CAADRA010006931	VFT97435.1	Genomic_DNA	1
A0A485LNI1	120398		CAADRA010007331	VFU00406.1	Genomic_DNA	1
A0A485LSG3	120398		CAADRA010007515	VFU01791.1	Genomic_DNA	1
A0A4P7NV04						0
A0A4P9Z6Q7	1712513		KZ989220	RKP27360.1	Genomic_DNA	1
A0A4P9ZSR0	215637		ML002623	RKP36616.1	Genomic_DNA	1
A0A4Q2VEP5						0
A0A4Q2WA02						0
A0A4Q4M2L8						0
A0A4Q4TQ47	155417		QJNU01000063	RYP08444.1	Genomic_DNA	1
A0A4Q9PR44	114155		ML145145	TBU56847.1	Genomic_DNA	1
A0A4S4M1Y3	1095465		SGPL01000061	THH18895.1	Genomic_DNA	1
A0A4S4MA69	1095465		SGPL01000001	THH21568.1	Genomic_DNA	1
A0A4S8LAP1	1314807		ML179534	THU85700.1	Genomic_DNA	1
A0A4T0VD25						0
A0A4U9FEL1						0
A0A4V1IX23	78915		KZ992505	RKP09559.1	Genomic_DNA	1
A0A4V1X6P4	156630		PEJP01000016	RYO67198.1	Genomic_DNA	1
A0A4V2K1S3						0
A0A4V2K7N5	114155		ML145145	TBU56848.1	Genomic_DNA	1
A0A4V6QED0	1347390		QAPG01000121	TDZ30719.1	Genomic_DNA	1
A0A4Y9ZE70	205917		SEOQ01000003	TFY72882.1	Genomic_DNA	1
A0A4Z0ZBZ0	37992		SKBN01000002	TGJ88553.1	Genomic_DNA	1
A0A4Z1HN92	278944		PQXJ01000396	TGO50344.1	Genomic_DNA	1
A0A507EFD5	109895		QEAQ01000001	TPX62929.1	Genomic_DNA	1
A0A507EU45	246404		QEAP01000423	TPX66887.1	Genomic_DNA	1
A0A517LRF7	50376		CP042203	QDS78173.1	Genomic_DNA	1
A0A542UIP7	164348		VFNX01000001	TQK98950.1	Genomic_DNA	1
A0A550CYA8	97359		VDMD01000001	TRM69763.1	Genomic_DNA	1
A0A559KX00						0
A0A559L672						0
A0A5C2RQU6	1328759		ML122320	RPD53550.1	Genomic_DNA	1
A0A5C3FFP2	84753		OOIQ01000001	SPO42331.1	Genomic_DNA	1
A0A5C3N8U3	5364		ML213507	TFK53525.1	Genomic_DNA	1
A0A5C3N9J8	5364		ML213507	TFK53527.1	Genomic_DNA	1
A0A5C3PS01	1314778		ML211042	TFK90588.1	Genomic_DNA	1
A0A5C3Q880	1884261		ML178849	TFK97259.1	Genomic_DNA	1
A0A5C3QLZ5	1884261		ML178825	TFL01229.1	Genomic_DNA	1
A0A5C3QRI1	1884261		ML178818	TFL04586.1	Genomic_DNA	1
A0A5C3QS67	1884261		ML178818	TFL04387.1	Genomic_DNA	1
A0A5C3R0A6	1884261		ML178814	TFL07612.1	Genomic_DNA	1
A0A5C6SY53						0
A0A5N5DHS7	45133		VCHE01000023	KAB2576572.1	Genomic_DNA	1
A0A5N5Q961	1582974		SSOP01000485	KAB5588330.1	Genomic_DNA	1
A0A5N5QCV3	1582974		SSOP01000293	KAB5589276.1	Genomic_DNA	1
A0A5N5QCX3	1582974		SSOP01000291	KAB5589296.1	Genomic_DNA	1
A0A5N5QD75	1582974		SSOP01000274	KAB5589411.1	Genomic_DNA	1
A0A5N5QF46	1582974		SSOP01000199	KAB5590088.1	Genomic_DNA	1
A0A5N5QF97	1582974		SSOP01000171	KAB5590425.1	Genomic_DNA	1
A0A5N5QFD1	1582974		SSOP01000169	KAB5590455.1	Genomic_DNA	1
A0A5N5QIM4	1582974		SSOP01000108	KAB5591383.1	Genomic_DNA	1
A0A5N5QMV8	1582974		SSOP01000045	KAB5593115.1	Genomic_DNA	1
A0A5N5QMX1	1582974		SSOP01000045	KAB5593120.1	Genomic_DNA	1
A0A5N5QN45	1582974		SSOP01000045	KAB5593114.1	Genomic_DNA	1
A0A5N5QN80	1582974		SSOP01000056	KAB5592707.1	Genomic_DNA	1
A0A5N5QSX1	1582974		SSOP01000015	KAB5594840.1	Genomic_DNA	1
A0A5Q4BX03	2078593		PUHP01000333	TQN70844.1	Genomic_DNA	1
A0A654M0W1	1353260		CP012850	ALI37378.1	Genomic_DNA	1
A0A6A4Z4G4						0
A0A6A4ZAE7						0
A0A6A4ZEX0						0
A0A6A4ZGA7						0
A0A6A4ZWX8						0
A0A6A4ZX03						0
A0A6A5ADG0						0
A0A6A5AMC3						0
A0A6A5S9R3	706981		ML976139	KAF1937431.1	Genomic_DNA	1
A0A6A5UEY6	147558		ML976977	KAF1963475.1	Genomic_DNA	1
A0A6A5WAJ2	1392246		ML977604	KAF1998417.1	Genomic_DNA	1
A0A6A5YDP4	690887		ML977382	KAF2105402.1	Genomic_DNA	1
A0A6A6CER1	1080233		ML993600	KAF2165551.1	Genomic_DNA	1
A0A6A6EVU5	1314779		ML994611	KAF2194899.1	Genomic_DNA	1
A0A6A6GBI3	302913		ML992507	KAF2223082.1	Genomic_DNA	1
A0A6A6IR15	390896		ML987191	KAF2252816.1	Genomic_DNA	1
A0A6A6NPE1	578093		MU001696	KAF2453655.1	Genomic_DNA	1
A0A6A6Z4Q4	574789					0
A0A6B9QKL4	28835		MN590237	QHF16624.1	mRNA	1
A0A6G0X2P4	100861		VJMJ01000117	KAF0734182.1	Genomic_DNA	1
A0A6G0XE75	100861		VJMJ01000073	KAF0738533.1	Genomic_DNA	1
A0A6G0XEC3	100861		VJMJ01000073	KAF0738538.1	Genomic_DNA	1
A0A6G0XPY3	100861		VJMJ01000026	KAF0742591.1	Genomic_DNA	1
A0A6G0XR43	100861		VJMJ01000023	KAF0742889.1	Genomic_DNA	1
A0A6G0XRD8	100861		VJMJ01000023	KAF0742890.1	Genomic_DNA	1
A0A6G2BAK0	2569853		WIXO01000001	MTE19099.1	Genomic_DNA	1
A0A6I6N6T5	2686304		CP047020	QHA04665.1	Genomic_DNA	1
A0A6J3LW51	1314786					0
A0A6J3MCF2	1314786					0
A0A6J8E5E4	42192		CACVKT020008338	CAC5414261.1	Genomic_DNA	1
A0A6P8AZF3	148305					0
A0A6P8B4K3	148305					0
A0A6V8R0R1						0
A0A7J0CCQ1	284028		BLWC01000001	GFN00270.1	Genomic_DNA	1
A0A7S2B6E8						0
A0A7S8D0B4						0
A0A7U2F463	321614		CP069030	QRC98062.1	Genomic_DNA	1
A0A7W9DMW4	763782		JACHBR010000001	MBB5624786.1	Genomic_DNA	1
A0A8A1M824						0
A0A8A1UX83						0
A0A8B6GWX5	29158		UYJE01009182	VDI70856.1	Genomic_DNA	1
A0A8B8BBF7	6565					0
A0A8B8BDB7	6565					0
A0A8B8BGL0	6565					0
A0A8E2DWK1	1314670		KV746016	OCK73056.1	Genomic_DNA	1
A0A8E2E040	1314670		KV745387	OCK74941.1	Genomic_DNA	1
A0A8E2JYI7	574774		KV748584	OCL14345.1	Genomic_DNA	1
A0A8H2W4T0						0
A0A8H2W809						0
A0A8H2W928						0
A0A8H2W9D2						0
A0A8H2WDM7						0
A0A8H2WET3						0
A0A8H2WEW9						0
A0A8H2WI32						0
A0A8H2WM01						0
A0A8H2WMA3						0
A0A8H2WNW1						0
A0A8H2WP90						0
A0A8H2WQD8						0
A0A8H2WRM0						0
A0A8H2WV07						0
A0A8H2WXU0						0
A0A8H2WYZ7						0
A0A8H2X7X2						0
A0A8H2X7Z7						0
A0A8H2X9N2						0
A0A8H2XCL6						0
A0A8H2XJG0						0
A0A8H2XL28						0
A0A8H2XQU0						0
A0A8H2XU14						0
A0A8H2XWF9						0
A0A8H2XWZ9						0
A0A8H2Y0I3						0
A0A8H2Y1F4						0
A0A8H2ZWM0						0
A0A8H2ZYP1						0
A0A8H3A0M5						0
A0A8H3A114						0
A0A8H3A6F2						0
A0A8H3A915						0
A0A8H3AA21						0
A0A8H3AEG2						0
A0A8H3AUD8						0
A0A8H3AYG3						0
A0A8H3AYS9						0
A0A8H3AZT0						0
A0A8H3B055						0
A0A8H3B0Z6						0
A0A8H3B5A0						0
A0A8H3BAF1						0
A0A8H3BDF6						0
A0A8H3BH88						0
A0A8H3BJU5						0
A0A8H3BKM9						0
A0A8H3BLR1						0
A0A8H3BQP1						0
A0A8H3BRT5						0
A0A8H3BS36						0
A0A8H3BVH4						0
A0A8H3BWB0						0
A0A8H3BYP2						0
A0A8H3C0V7						0
A0A8H3C2J4						0
A0A8H3C3M9						0
A0A8H3C4G7						0
A0A8H3C4K7						0
A0A8H3C7V0						0
A0A8H3C861						0
A0A8H3CAP5						0
A0A8H3CM85						0
A0A8H3CSH4						0
A0A8H3CUU5						0
A0A8H3CVH2						0
A0A8H3D189						0
A0A8H3D561						0
A0A8H3DFX7						0
A0A8H3DH36						0
A0A8H3DH45						0
A0A8H3DHK5						0
A0A8H3DMX3						0
A0A8H3DP18						0
A0A8H3DQW7						0
A0A8H3DT93						0
A0A8H3DTU2						0
A0A8H3DV55						0
A0A8H3E170						0
A0A8H3E826						0
A0A8H3E969						0
A0A8H3GCN2						0
A0A8H3GDY3						0
A0A8H3GGT0						0
A0A8H3GHB1						0
A0A8H3GIJ6						0
A0A8H3GJP0						0
A0A8H3GKD3						0
A0A8H3GN92						0
A0A8H3GPF4						0
A0A8H3GPT3						0
A0A8H3GTI8						0
A0A8H3GTK5						0
A0A8H3GYD3						0
A0A8H3H1F0						0
A0A8H3H232						0
A0A8H3H3H3						0
A0A8H3H4I9						0
A0A8H3H5V5						0
A0A8H3HF69						0
A0A8H3HIA4						0
A0A8H3HU11						0
A0A8H3I0H6						0
A0A8H3I3V1						0
A0A8H3I5R2						0
A0A8H4FFA4	474922		WVTB01000082	KAF3799790.1	Genomic_DNA	1
A0A8H4JA75	78861		JAADJF010000481	KAF4416160.1	Genomic_DNA	1
A0A8H4JP05	2364996		JAADJG010000915	KAF4434175.1	Genomic_DNA	1
A0A8H4JTZ8	78861		JAADJF010000127	KAF4437607.1	Genomic_DNA	1
