protein_id	pfam
AOR34209	PF00501|AMP-binding enzyme;PF23562|AMP-binding enzyme C-terminal domain
AOR34210	
AOR34211	PF07884|Vitamin K epoxide reductase family
AOR34212	PF06236|Tyrosinase co-factor MelC1
AOR34214	PF00668|Condensation domain
AOR34215	
AOR34216	
AOR34217	
AOR34218	
AOR34219	
AOR34220	
AOR34221	
AOR34222	
AOR34223	
AOR37345	PF13480|Acetyltransferase (GNAT) domain
ARQ70945	PF00528|Binding-protein-dependent transport system inner membrane component
ARQ70946	PF00356|Bacterial regulatory proteins, lacI family;PF13377|Periplasmic binding protein-like domain
ARQ70947	
ARQ70948	PF03479|Plants and Prokaryotes Conserved (PCC) domain
ARQ70949	PF00210|Ferritin-like domain
ARQ70950	PF01959|3-dehydroquinate synthase II N-terminal domain;PF26558|3-dehydroquinate synthase II C-terminal domain
ARQ70951	PF01791|DeoC/LacD family aldolase
ARQ70952	PF00696|Amino acid kinase family;PF22468|ACT domain
ARQ70953	PF02633|Creatinine amidohydrolase
ARQ70954	
ARQ70956	
ARQ70957	PF07690|Major Facilitator Superfamily
ARQ70958	PF00486|Transcriptional regulatory protein, C terminal;PF01565|FAD binding domain;PF03704|Bacterial transcriptional activator domain
ARQ70959	PF03807|NADP oxidoreductase coenzyme F420-dependent
ARQ70960	PF00196|Bacterial regulatory proteins, luxR family
ARQ70961	PF00356|Bacterial regulatory proteins, lacI family;PF13377|Periplasmic binding protein-like domain
ARQ70962	PF02653|Branched-chain amino acid transport system / permease component
ARQ72527	PF06236|Tyrosinase co-factor MelC1
ARQ72528	PF13458|Periplasmic binding protein
ARQ72529	PF02653|Branched-chain amino acid transport system / permease component
AVZ74325	PF10722|Putative bacterial sensory transduction regulator
AVZ74326	PF13231|Dolichyl-phosphate-mannose-protein mannosyltransferase
AVZ74327	PF00155|Aminotransferase class I and II
AVZ74328	PF02153|Prephenate dehydrogenase, nucleotide-binding domain;PF20463|Prephenate dehydrogenase, dimerization domain
AVZ74329	PF02441|Flavoprotein
AVZ74330	PF01047|MarR family
AVZ74331	PF01565|FAD binding domain;PF08031|Berberine and berberine like
AVZ74332	PF07690|Major Facilitator Superfamily
AVZ74333	PF00486|Transcriptional regulatory protein, C terminal;PF03704|Bacterial transcriptional activator domain
AVZ74335	PF01565|FAD binding domain;PF08031|Berberine and berberine like
AVZ74336	PF00793|DAHP synthetase I family;PF18152|DAHP synthase ferredoxin-like domain
AVZ74337	PF00501|AMP-binding enzyme
AVZ74338	PF01791|DeoC/LacD family aldolase
AVZ74339	PF01959|3-dehydroquinate synthase II N-terminal domain;PF26558|3-dehydroquinate synthase II C-terminal domain
AVZ74340	
AVZ74341	PF00196|Bacterial regulatory proteins, luxR family
AVZ74342	PF02627|Carboxymuconolactone decarboxylase family
AVZ77577	PF01977|3-octaprenyl-4-hydroxybenzoate carboxy-lyase Rift-related domain;PF20695|3-octaprenyl-4-hydroxybenzoate carboxy-lyase N-terminal domain;PF20696|3-octaprenyl-4-hydroxybenzoate carboxy-lyase C-terminal domain
AVZ77578	PF06236|Tyrosinase co-factor MelC1
AVZ77579	PF00221|Aromatic amino acid lyase
AXG82053	PF05336|L-rhamnose mutarotase
AXG82054	PF15892|BNR repeat-containing family member
AXG82055	PF11762|L-arabinose isomerase C-terminal domain
AXG82056	PF00356|Bacterial regulatory proteins, lacI family;PF13377|Periplasmic binding protein-like domain
AXG82057	PF03631|Virulence factor BrkB
AXG82058	PF03780|Asp23 family, cell envelope-related function
AXG82059	
AXG82060	
AXG82061	PF06236|Tyrosinase co-factor MelC1
AXG82062	PF03777|ChpA-C
AXG82063	PF00005|ABC transporter;PF00664|ABC transporter transmembrane region
AXG82064	PF07228|Stage II sporulation protein E (SpoIIE);PF08447|PAS fold;PF13185|GAF domain
AXG82065	
AXG82066	PF00248|Aldo/keto reductase family
AXG82067	
AXG82068	PF13460|NAD(P)H-binding
AXG82069	PF00195|Chalcone and stilbene synthases, N-terminal domain;PF02797|Chalcone and stilbene synthases, C-terminal domain
AXG82070	PF00190|Cupin
AXG83103	PF04542|Sigma-70 region 2;PF08281|Sigma-70, region 4
AXG83105	PF00149|Calcineurin-like phosphoesterase;PF09992|Phosphodiester glycosidase
BAC22113	PF03583|Secretory lipase
BAC22114	PF07428|15-O-acetyltransferase Tri3
BAC22115	PF00067|Cytochrome P450
BAC22116	PF27716|Trichothecene biosynthesis transcription regulator TRI6
BAC22117	PF06330|Trichodiene synthase (TRI5)
BAC22118	PF11951|Fungal specific transcription factor domain
BAC22119	PF08195|TRI9 protein
BAC22120	PF00067|Cytochrome P450
BAC22121	PF06609|Fungal trichothecene efflux pump (TRI12)
BAD99128	PF06236|Tyrosinase co-factor MelC1
BAJ08164	
BAJ08165	
BAJ08166	
BAJ08167	
BAJ08168	
BAJ08169	
BAJ08170	
BAJ08171	
BAJ08172	
BAJ08173	
BAJ08175	
BAJ08176	
BAJ08177	
CAC5414253	PF12739|ER-Golgi trafficking TRAPP I complex 85 kDa subunit;PF24542|TPPC8 C-terminal Ig-like domain;PF24544|TPPC8 second Ig-like domain;PF24545|TPPC8 first Ig-like domain;PF24546|TPPC8 third Ig-like domain
CAC5414254	PF12739|ER-Golgi trafficking TRAPP I complex 85 kDa subunit;PF24542|TPPC8 C-terminal Ig-like domain;PF24544|TPPC8 second Ig-like domain;PF24545|TPPC8 first Ig-like domain;PF24546|TPPC8 third Ig-like domain
CAC5414255	PF12739|ER-Golgi trafficking TRAPP I complex 85 kDa subunit;PF24542|TPPC8 C-terminal Ig-like domain;PF24544|TPPC8 second Ig-like domain;PF24545|TPPC8 first Ig-like domain;PF24546|TPPC8 third Ig-like domain
CAC5414256	PF12739|ER-Golgi trafficking TRAPP I complex 85 kDa subunit;PF24542|TPPC8 C-terminal Ig-like domain;PF24544|TPPC8 second Ig-like domain;PF24545|TPPC8 first Ig-like domain;PF24546|TPPC8 third Ig-like domain
CAC5414257	
CAC5414258	PF13472|GDSL-like Lipase/Acylhydrolase family
CAC5414259	PF00082|Subtilase family;PF23001|Membrane-bound Site-1 Protease Family N-terminal domain;PF23090|MBTPS1, fourth GATase-like domain;PF23094|MBTPS1, third Ig-like domain
CAC5414260	
CAC5414262	PF00067|Cytochrome P450
CAC5414263	PF00207|Alpha-2-macroglobulin family;PF01835|MG2 domain;PF07677|A-macroglobulin receptor binding domain;PF07678|A-macroglobulin TED domain;PF07703|Alpha-2-macroglobulin bait region domain
CAC5414264	PF28159|Centrosomal protein of 89 kDa
CAC5414265	PF28159|Centrosomal protein of 89 kDa
CAC5414266	PF00051|Kringle domain;PF00059|Lectin C-type domain;PF01549|ShK domain-like;PF06535|Repulsive guidance molecule (RGM) N-terminal domain
CAC5414267	
CAC5414268	PF00059|Lectin C-type domain
CAC5414269	
CAC5414270	PF00051|Kringle domain;PF00059|Lectin C-type domain;PF01549|ShK domain-like
CAC5414271	
CAG2187388	
CAG2187389	
CAG2187390	PF14893|PNMA-like, C-terminal domain
CAG2187391	PF12739|ER-Golgi trafficking TRAPP I complex 85 kDa subunit;PF24542|TPPC8 C-terminal Ig-like domain;PF24544|TPPC8 second Ig-like domain;PF24545|TPPC8 first Ig-like domain;PF24546|TPPC8 third Ig-like domain
CAG2187392	PF12739|ER-Golgi trafficking TRAPP I complex 85 kDa subunit;PF24542|TPPC8 C-terminal Ig-like domain;PF24544|TPPC8 second Ig-like domain;PF24545|TPPC8 first Ig-like domain;PF24546|TPPC8 third Ig-like domain
CAG2187393	PF12739|ER-Golgi trafficking TRAPP I complex 85 kDa subunit;PF24542|TPPC8 C-terminal Ig-like domain;PF24544|TPPC8 second Ig-like domain;PF24545|TPPC8 first Ig-like domain;PF24546|TPPC8 third Ig-like domain
CAG2187394	PF12739|ER-Golgi trafficking TRAPP I complex 85 kDa subunit;PF24542|TPPC8 C-terminal Ig-like domain;PF24544|TPPC8 second Ig-like domain;PF24545|TPPC8 first Ig-like domain;PF24546|TPPC8 third Ig-like domain
CAG2187395	PF00082|Subtilase family;PF23090|MBTPS1, fourth GATase-like domain;PF23094|MBTPS1, third Ig-like domain
CAG2187396	
CAG2187397	
CAG2187399	PF00067|Cytochrome P450
CAG2187400	
CAG2187401	
CAG2187402	
CAG2187403	PF00207|Alpha-2-macroglobulin family;PF01835|MG2 domain;PF07677|A-macroglobulin receptor binding domain;PF07678|A-macroglobulin TED domain;PF07703|Alpha-2-macroglobulin bait region domain
CAG2187404	PF28159|Centrosomal protein of 89 kDa
CAG2187405	PF00051|Kringle domain;PF00059|Lectin C-type domain;PF01549|ShK domain-like
CAG2187406	PF00051|Kringle domain;PF00059|Lectin C-type domain;PF01549|ShK domain-like
CAG2187407	PF00503|G-protein alpha subunit
CAG2187408	PF00503|G-protein alpha subunit
CAG5126132	
CAG5126133	
CAG5126134	PF06206|CpeT/CpcT family (DUF1001)
CAG5126136	
CAG5126137	
CAG8950717	PF00069|Protein kinase domain
CAG8950718	
CAG8950719	
CAG8950720	PF00069|Protein kinase domain
CAG8950721	PF09072|Translation machinery associated TMA7
CAG8950722	PF00106|short chain dehydrogenase;PF05653|Magnesium transporter NIPA
CAG8950723	
CAG8950724	PF13639|Ring finger domain
CAG8950725	PF00535|Glycosyl transferase family 2
CAG8950726	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain;PF04082|Fungal specific transcription factor domain
CAG8950728	PF00174|Oxidoreductase molybdopterin binding domain;PF03404|Mo-co oxidoreductase dimerisation domain
CAG8950729	PF01571|GCVT N-terminal domain;PF08669|Glycine cleavage T-protein C-terminal barrel domain
CAG8950730	PF00027|Cyclic nucleotide-binding domain;PF00916|Sulfate permease family;PF01740|STAS domain
CAG8950731	PF05916|GINS complex protein helical bundle domain;PF24997|PSF1 C-terminal domain
CAG8950732	PF00505|HMG (high mobility group) box
CAG8950733	PF00010|Helix-loop-helix DNA-binding domain;PF09427|Domain of unknown function (DUF2014)
CAG8950734	
CAG8950735	
CAG8950736	PF01370|NAD dependent epimerase/dehydratase family
CAG8950737	
CAG9954447	PF13561|Enoyl-(Acyl carrier protein) reductase
CAG9954448	PF07876|Stress responsive A/B Barrel Domain
CAG9954449	PF02015|Glycosyl hydrolase family 45
CAG9954450	PF00083|Sugar (and other) transporter
CAG9954451	PF00106|short chain dehydrogenase
CAG9954452	PF26113|XgeA-like, catalytic GH16 domain
CAG9954453	PF28504|Gramillins biosynthetic cluster protein GRA5
CAG9954454	PF00083|Sugar (and other) transporter
CAG9954455	PF03443|Auxiliary Activity family 9 (formerly GH61)
CAG9954456	PF07690|Major Facilitator Superfamily
CAG9954458	PF00149|Calcineurin-like phosphoesterase;PF05011|Lariat debranching enzyme, C-terminal domain
CAG9954459	
CAG9954460	
CAG9954461	
CAG9954462	
CAG9954463	
CAG9954464	PF03068|Protein-arginine deiminase (PAD)
CAG9954465	
CAG9954466	
CAG9954467	
CAG9991046	PF13561|Enoyl-(Acyl carrier protein) reductase
CAG9991047	PF07876|Stress responsive A/B Barrel Domain
CAG9991048	PF02015|Glycosyl hydrolase family 45
CAG9991049	PF00083|Sugar (and other) transporter
CAG9991050	PF00106|short chain dehydrogenase
CAG9991051	PF26113|XgeA-like, catalytic GH16 domain
CAG9991052	PF28504|Gramillins biosynthetic cluster protein GRA5
CAG9991053	PF00083|Sugar (and other) transporter
CAG9991054	PF03443|Auxiliary Activity family 9 (formerly GH61)
CAG9991055	PF07690|Major Facilitator Superfamily
CAG9991057	PF00149|Calcineurin-like phosphoesterase;PF05011|Lariat debranching enzyme, C-terminal domain
CAG9991058	
CAG9991059	
CAG9991060	
CAG9991061	
CAG9991062	
CAG9991063	PF03068|Protein-arginine deiminase (PAD)
CAG9991064	
CAG9991065	PF12937|F-box-like
CAG9991066	
CAH0027022	
CAH0027023	
CAH0027024	
CAH0027025	PF03068|Protein-arginine deiminase (PAD)
CAH0027026	
CAH0027027	
CAH0027028	PF01419|Jacalin-like lectin domain
CAH0027029	
CAH0027030	
CAH0027031	PF00149|Calcineurin-like phosphoesterase;PF05011|Lariat debranching enzyme, C-terminal domain
CAH0027033	PF07690|Major Facilitator Superfamily
CAH0027034	PF03443|Auxiliary Activity family 9 (formerly GH61)
CAH0027035	PF00083|Sugar (and other) transporter
CAH0027036	PF28504|Gramillins biosynthetic cluster protein GRA5
CAH0027037	PF26113|XgeA-like, catalytic GH16 domain
CAH0027038	PF00106|short chain dehydrogenase
CAH0027039	PF00083|Sugar (and other) transporter
CAH0027040	PF02015|Glycosyl hydrolase family 45
CAH0027041	PF07876|Stress responsive A/B Barrel Domain
CAH0027042	PF13561|Enoyl-(Acyl carrier protein) reductase
CAH0058259	
CAH0058260	
CAH0058261	
CAH0058262	PF03068|Protein-arginine deiminase (PAD)
CAH0058263	
CAH0058264	
CAH0058265	PF01419|Jacalin-like lectin domain
CAH0058266	
CAH0058267	
CAH0058268	PF05011|Lariat debranching enzyme, C-terminal domain
CAH0058270	PF03443|Auxiliary Activity family 9 (formerly GH61)
CAH0058271	PF00083|Sugar (and other) transporter
CAH0058272	PF28504|Gramillins biosynthetic cluster protein GRA5
CAH0058273	PF26113|XgeA-like, catalytic GH16 domain
CAH0058274	PF00106|short chain dehydrogenase
CAH0058275	PF00083|Sugar (and other) transporter
CAH0058276	PF02015|Glycosyl hydrolase family 45
CAH0058277	PF07876|Stress responsive A/B Barrel Domain
CAH0058278	PF13561|Enoyl-(Acyl carrier protein) reductase
CAH0058279	PF04082|Fungal specific transcription factor domain
CAI0642226	PF07690|Major Facilitator Superfamily
CAI0642227	PF11915|Protein of unknown function (DUF3433)
CAI0642228	
CAI0642229	
CAI0642230	
CAI0642231	PF00082|Subtilase family;PF06280|Fn3-like domain
CAI0642232	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain;PF11951|Fungal specific transcription factor domain
CAI0642233	
CAI0642234	
CAI0642235	PF13520|Amino acid permease
CAI0642237	PF00067|Cytochrome P450
CAI0642238	PF03171|2OG-Fe(II) oxygenase superfamily;PF14226|non-haem dioxygenase in morphine synthesis N-terminal
CAI0642239	PF02133|Permease for cytosine/purines, uracil, thiamine, allantoin
CAI6100858	PF26113|XgeA-like, catalytic GH16 domain
CAI6100859	PF04082|Fungal specific transcription factor domain
CAI6100860	PF02015|Glycosyl hydrolase family 45
CAI6100874	PF00083|Sugar (and other) transporter
CAI6100877	PF13561|Enoyl-(Acyl carrier protein) reductase
CAI6100878	PF00106|short chain dehydrogenase
CAI6100881	PF07876|Stress responsive A/B Barrel Domain
CAI6100890	
CAI6100893	
CAI6100894	PF03068|Protein-arginine deiminase (PAD)
CAI6100906	
CAI6100907	PF03443|Auxiliary Activity family 9 (formerly GH61)
CAI6100914	
CAI6100915	
CAI6100916	PF28504|Gramillins biosynthetic cluster protein GRA5
CAI6100919	PF00083|Sugar (and other) transporter
CAI6100924	PF00149|Calcineurin-like phosphoesterase;PF05011|Lariat debranching enzyme, C-terminal domain
CAI6100929	
CAI6100933	
CAI6100934	
CAJ0570440	PF00209|Sodium:neurotransmitter symporter family
CAJ0570442	
CAJ0570443	
CAJ0570444	PF01400|Astacin (Peptidase family M12A)
CAJ0570445	PF00209|Sodium:neurotransmitter symporter family
CAJ0570446	
CAJ0570447	
CAJ0570448	
CAJ0570449	
CAJ0570450	
CAJ0570451	PF00102|Protein-tyrosine phosphatase
CAJ0577824	
CAJ0577846	PF00102|Protein-tyrosine phosphatase
CAJ0577866	PF00209|Sodium:neurotransmitter symporter family
CAJ0577885	PF03155|ALG6, ALG8 glycosyltransferase family
CAJ0577886	PF03155|ALG6, ALG8 glycosyltransferase family
CAJ0577887	
CAJ0577898	PF00076|RNA recognition motif
CAJ0577900	
CAJ0577932	PF16978|SAPK-interacting protein 1 (Sin1), middle CRIM domain;PF25322|SIN1 Ras-binding domain
CAJ0577940	PF00060|Ligand-gated ion channel;PF01094|Receptor family ligand binding region;PF10601|LITAF-like zinc ribbon domain;PF10613|Ligated ion channel L-glutamate- and glycine-binding site
CAJ0577956	PF00646|F-box domain
CAJ0577957	
CAJ0577966	PF00209|Sodium:neurotransmitter symporter family
CAJ0577969	PF00209|Sodium:neurotransmitter symporter family
CAJ0577970	
CAJ0577992	PF00226|DnaJ domain;PF11875|DnaJ-like protein C11, C-terminal;PF22774|DNAJC11, beta-barrel domain
CAJ0578004	PF08312|cwf21 domain
CAJ0578006	PF01431|Peptidase family M13;PF05649|Peptidase family M13
CAJ0578008	PF01490|Transmembrane amino acid transporter protein
CAJ0578013	PF01400|Astacin (Peptidase family M12A)
CAJ2509328	
CAJ2509329	PF04082|Fungal specific transcription factor domain
CAJ2509330	PF00067|Cytochrome P450
CAJ2509331	PF02714|Calcium-dependent channel, 7TM region, putative phosphate;PF12621|Extracellular tail, of 10TM putative phosphate transporter;PF13967|Late exocytosis, associated with Golgi transport;PF14703|Cytosolic domain of 10TM putative phosphate transporter
CAJ2509332	
CAJ2509333	PF12511|Protein of unknown function (DUF3716)
CAJ2509334	PF00107|Zinc-binding dehydrogenase;PF16884|N-terminal domain of oxidoreductase
CAJ2509335	
CAJ2509336	
CAJ2509337	PF00249|Myb-like DNA-binding domain;PF13921|Myb-like DNA-binding domain
CAJ2509339	PF06609|Fungal trichothecene efflux pump (TRI12)
CAJ2509340	PF00067|Cytochrome P450
CAJ2509341	PF07969|Amidohydrolase family
CAJ2509342	PF00096|Zinc finger, C2H2 type
CAJ2509343	
CAJ2509344	
CAJ2509345	
CAJ2509346	PF00078|Reverse transcriptase (RNA-dependent DNA polymerase)
CAJ2509347	PF13191|AAA ATPase domain;PF24913|Fungal AAA protein, C-terminal winged helix domain
CAJ2509348	
CAK9199963	
CAK9199965	PF04535|Casparian strip membrane protein domain
CAK9199967	PF04535|Casparian strip membrane protein domain
CAK9199969	
CAK9199971	
CAK9199973	
CAK9199975	PF03932|CutC family
CAK9199977	PF00120|Glutamine synthetase, catalytic domain
CAK9199979	PF03188|Eukaryotic cytochrome b561
CAK9199981	PF14770|Transmembrane protein 18
CAK9199985	PF00264|Common central domain of tyrosinase;PF12142|Polyphenol oxidase middle domain;PF12143|Chloroplastic Polyphenol Oxidase C-terminal domain
CAK9199987	PF01205|Impact N-terminal domain
CAK9199989	PF03352|Methyladenine glycosylase
CAK9199991	
CAK9199993	PF18121|TFA2 Winged helix domain 2
CAK9199995	PF00238|Ribosomal protein L14p/L23e
CAK9199997	
CAK9199999	PF01077|Nitrite and sulphite reductase 4Fe-4S domain;PF03460|Nitrite/Sulfite reductase ferredoxin-like half domain
CAK9200001	PF23112|U-box protein 62/63 C-terminal
CAK9200003	PF02362|B3 DNA binding domain
CAL1548143	PF00342|Phosphoglucose isomerase
CAL1548144	
CAL1706839	PF00069|Protein kinase domain
CAL1706840	PF00069|Protein kinase domain
CAL1706841	PF00069|Protein kinase domain
CAL1706842	PF06888|Putative Phosphatase
CAL1706843	PF06888|Putative Phosphatase
CAL1706844	PF03909|BSD domain;PF08567|TFIIH p62 subunit, N-terminal domain
CAL1706845	PF03909|BSD domain;PF08567|TFIIH p62 subunit, N-terminal domain
CAL1706846	PF08172|CASP C terminal;PF25398|CUX1-like, N-terminal tRNA-binding arm
CAL1706847	PF00380|Ribosomal protein S9/S16
CAL1706848	PF00380|Ribosomal protein S9/S16
CAL1706850	PF00579|tRNA synthetases class I (W and Y)
CAL1706851	PF02990|Endomembrane protein 70
CAL1706852	PF02990|Endomembrane protein 70
CAL1706853	
CAL1706854	
CAL1706855	PF03114|BAR domain
CAL1706856	PF00271|Helicase conserved C-terminal domain
CAL1706857	PF00271|Helicase conserved C-terminal domain
CAL1706858	PF20231|Family of unknown function (DUF6589)
CAL1706859	
CCT73310	
CCT73311	
CCT73312	PF13813|Membrane bound O-acyl transferase family
CCT73313	PF04366|Las17-binding protein actin regulator
CCT73314	
CCT73315	PF00069|Protein kinase domain
CCT73316	PF00168|C2 domain;PF17047|Synaptotagmin-like mitochondrial-lipid-binding domain
CCT73317	PF00069|Protein kinase domain
CCT73318	PF24809|Domain of unknown function (DUF7708)
CCT73320	
CCT73321	PF00122|P-type ATPase actuator domain;PF00689|Cation transporting ATPase, C-terminus;PF00690|Cation transporter/ATPase, N-terminus;PF13246|P-type ATPase, cytoplasmic domain N
CCT73322	PF00732|GMC oxidoreductase;PF05199|GMC oxidoreductase
CCT73323	PF11951|Fungal specific transcription factor domain
CCT73324	
CCT73325	PF04479|RTA1 like protein
CCT73326	
CCT73327	PF06985|Heterokaryon incompatibility protein (HET);PF26639|Het-6 beta-barrel domain
CCT73328	PF00249|Myb-like DNA-binding domain;PF13921|Myb-like DNA-binding domain
CCT73329	
CCT74096	PF01593|Flavin containing amine oxidoreductase
CCT74218	PF01565|FAD binding domain
CCT74219	PF03358|NADPH-dependent FMN reductase
CCT74220	PF00096|Zinc finger, C2H2 type;PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain;PF04082|Fungal specific transcription factor domain
CCT74221	PF01557|Fumarylacetoacetate (FAA) hydrolase C-terminal
CCT74222	PF00326|Prolyl oligopeptidase family;PF20434|BD-FAE
CCT74223	PF07883|Cupin domain
CCT74224	PF00387|Phosphatidylinositol-specific phospholipase C, Y domain;PF00388|Phosphatidylinositol-specific phospholipase C, X domain
CCT74225	PF00082|Subtilase family;PF24476|Domain of unknown function (DUF7580)
CCT74226	
CCT74228	PF00107|Zinc-binding dehydrogenase;PF08240|Alcohol dehydrogenase GroES-like domain
CCT74229	PF00106|short chain dehydrogenase
CCT74230	PF16868|NMT1-like family
CCT74231	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain;PF04082|Fungal specific transcription factor domain
CCT74232	PF14027|Questin oxidase-like
CCT74233	PF13460|NAD(P)H-binding
CCT74234	PF01738|Dienelactone hydrolase family
CCT74235	PF00596|Class II Aldolase and Adducin N-terminal domain
CCT74236	
CCT74237	PF03098|Animal haem peroxidase
CCT75122	PF00043|Glutathione S-transferase, C-terminal domain;PF13417|Glutathione S-transferase, N-terminal domain
CDW97163	
CEF76237	PF03435|Saccharopine dehydrogenase NADP binding domain
CEF76238	
CEF76239	
CEF76240	
CEF76241	
CEF76242	PF00734|Fungal cellulose binding domain
CEF76243	PF14033|Protein of unknown function (DUF4246);PF21666|Domain of unknown function DUF4246, N-terminal
CEF76244	PF00067|Cytochrome P450
CEF76245	
CEF76246	
CEF76248	
CEF76249	
CEF76250	PF00067|Cytochrome P450
CEF76251	PF07969|Amidohydrolase family
CEF76252	PF01490|Transmembrane amino acid transporter protein
CEF76253	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain;PF11951|Fungal specific transcription factor domain
CEF76254	
CEF76255	
CEF76256	PF00734|Fungal cellulose binding domain;PF03443|Auxiliary Activity family 9 (formerly GH61)
CEF76257	PF00082|Subtilase family;PF05922|Peptidase inhibitor I9
CEF78343	PF06172|Cupin superfamily (DUF985)
CEF78344	
CEF78345	PF00860|Permease family
CEF78346	PF05368|NmrA-like family
CEF78347	PF13489|Methyltransferase domain
CEF78348	
CEF78349	PF28380|Sesquiterpene cyclase astC-like C-terminal domain
CEF78350	PF15979|Glycosyl hydrolase family 115;PF17829|Glycosyl hydrolase family 115 C-terminal domain
CEF78351	PF00332|Glycosyl hydrolases family 17
CEF78352	PF13472|GDSL-like Lipase/Acylhydrolase family
CEF78354	PF03583|Secretory lipase
CEF78355	PF13813|Membrane bound O-acyl transferase family
CEF78356	PF07428|15-O-acetyltransferase Tri3
CEF78357	PF00067|Cytochrome P450
CEF78358	PF27716|Trichothecene biosynthesis transcription regulator TRI6
CEF78359	PF06330|Trichodiene synthase (TRI5)
CEF78360	PF11951|Fungal specific transcription factor domain
CEF78361	PF08195|TRI9 protein
CEF78362	PF00067|Cytochrome P450
CEF79532	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain
CEF79533	PF00149|Calcineurin-like phosphoesterase;PF14008|Iron/zinc purple acid phosphatase-like protein C;PF16656|Purple acid Phosphatase, N-terminal domain
CEF79534	PF12796|Ankyrin repeats (3 copies);PF22939|GPI inositol-deacylase, winged helix domain;PF24883|Nephrocystin 3, N-terminal
CEF79535	
CEF79537	PF00168|C2 domain;PF17047|Synaptotagmin-like mitochondrial-lipid-binding domain
CEF79538	
CEF79539	
CEF79540	PF14479|Prion-inhibition and propagation
CEF79541	PF00023|Ankyrin repeat;PF12796|Ankyrin repeats (3 copies);PF24883|Nephrocystin 3, N-terminal
CEF79543	
CEF79544	PF00122|P-type ATPase actuator domain;PF00689|Cation transporting ATPase, C-terminus;PF00690|Cation transporter/ATPase, N-terminus;PF13246|P-type ATPase, cytoplasmic domain N
CEF79545	PF00249|Myb-like DNA-binding domain
CEF79546	
CEF79547	
CEF79548	PF01636|Phosphotransferase enzyme family
CEF79549	PF04479|RTA1 like protein
CEF79550	
CEF79551	PF14420|Clr5 domain
CEF79552	
CEF85957	PF07690|Major Facilitator Superfamily
CEF86298	PF20684|Fungal rhodopsin domain
CEF86378	
CEF86422	
CEF86501	PF02515|CoA-transferase family III
CEF86819	
CEF87015	PF10503|Esterase PHB depolymerase
CEF87275	
CEF87332	PF00725|3-hydroxyacyl-CoA dehydrogenase, C-terminal domain;PF02737|3-hydroxyacyl-CoA dehydrogenase, NAD binding domain
CEF87655	
CEF88214	PF02666|Phosphatidylserine decarboxylase;PF12588|Phophatidylserine decarboxylase
CEF88276	PF05920|Homeobox KN domain
CEF88302	PF00023|Ankyrin repeat;PF12796|Ankyrin repeats (3 copies);PF22939|GPI inositol-deacylase, winged helix domain;PF24883|Nephrocystin 3, N-terminal
CEF88337	
CEF88407	
