protein_id	pfam
CAD6442787	PF00462|Glutaredoxin
CAD6442788	PF02179|BAG domain
CAD6442789	PF00572|Ribosomal protein L13
CAD6442790	PF00501|AMP-binding enzyme;PF13193|AMP-binding enzyme C-terminal domain
CAD6442791	
CAD6442793	
CAD6442794	
CAD6442795	
CAD6442796	
CAD6442797	PF11807|Mycotoxin biosynthesis protein UstYa
CAD6442798	PF07690|Major Facilitator Superfamily
CAD6442799	PF00069|Protein kinase domain
CAD6442800	PF00735|Septin;PF20571|Domain of unknown function (DUF6780)
CAD6442801	
CAD6442802	PF00106|short chain dehydrogenase
CAF9905435	PF02201|SWIB/MDM2 domain
CAF9905437	PF01733|Nucleoside transporter
CAF9905439	PF12330|Haspin like kinase domain
CAF9905441	PF00330|Aconitase family (aconitate hydratase);PF00694|Aconitase C-terminal domain
CAF9905443	PF11807|Mycotoxin biosynthesis protein UstYa
CAF9905445	PF00891|O-methyltransferase domain
CAF9905447	PF09286|Pro-kumamolisin, activation domain
CAF9905449	PF11807|Mycotoxin biosynthesis protein UstYa
CAF9905451	
CAF9905453	PF20684|Fungal rhodopsin domain
CAF9905457	
CAF9905459	PF00005|ABC transporter;PF00664|ABC transporter transmembrane region
CAF9905461	PF01494|FAD binding domain
CAF9905463	
CAF9905465	PF01266|FAD dependent oxidoreductase;PF16901|C-terminal domain of alpha-glycerophosphate oxidase
CAF9905467	PF03074|Glutamate-cysteine ligase
CAF9905469	PF03097|BRO1-like domain;PF13949|ALIX V-shaped domain binding to HIV
CAF9905471	PF08426|ICE2
CAF9905473	PF03690|Uncharacterised protein family (UPF0160)
CAF9905475	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain
CAF9909473	PF01088|Ubiquitin carboxyl-terminal hydrolase, family 1
CAF9909476	PF04757|Pex2 / Pex12 amino terminal region;PF15227|zinc finger of C3HC4-type, RING
CAF9909479	PF03781|Sulfatase-modifying factor enzyme 1-like domain;PF10017|Histidine-specific methyltransferase, SAM-dependent
CAF9909482	
CAF9909485	
CAF9909488	PF05652|Scavenger mRNA decapping enzyme (DcpS) N-terminal;PF11969|Scavenger mRNA decapping enzyme C-term binding
CAF9909491	
CAF9909495	
CAF9909498	PF00940|DNA-dependent RNA polymerase;PF14700|DNA-directed RNA polymerase N-terminal;PF26713|RPO41-like, TPR repeats
CAF9909501	PF00107|Zinc-binding dehydrogenase;PF08240|Alcohol dehydrogenase GroES-like domain
CAF9909507	PF20684|Fungal rhodopsin domain
CAF9909510	PF11807|Mycotoxin biosynthesis protein UstYa
CAF9909513	PF00891|O-methyltransferase domain
CAF9909516	PF11807|Mycotoxin biosynthesis protein UstYa
CAF9909519	PF00171|Aldehyde dehydrogenase family
CAF9909522	PF00258|Flavodoxin;PF01077|Nitrite and sulphite reductase 4Fe-4S domain;PF01855|Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg;PF03460|Nitrite/Sulfite reductase ferredoxin-like half domain
CAF9909525	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain;PF04082|Fungal specific transcription factor domain
CAF9909528	PF00300|Histidine phosphatase superfamily (branch 1)
CAF9909531	PF03227|Gamma interferon inducible lysosomal thiol reductase (GILT)
CAF9909534	
CAF9913845	PF01088|Ubiquitin carboxyl-terminal hydrolase, family 1
CAF9913849	PF00097|Zinc finger, C3HC4 type (RING finger);PF04757|Pex2 / Pex12 amino terminal region
CAF9913853	PF03781|Sulfatase-modifying factor enzyme 1-like domain;PF10017|Histidine-specific methyltransferase, SAM-dependent;PF12867|DinB superfamily
CAF9913857	
CAF9913861	
CAF9913865	PF05652|Scavenger mRNA decapping enzyme (DcpS) N-terminal;PF11969|Scavenger mRNA decapping enzyme C-term binding
CAF9913869	
CAF9913873	
CAF9913877	PF00940|DNA-dependent RNA polymerase;PF14700|DNA-directed RNA polymerase N-terminal;PF26713|RPO41-like, TPR repeats
CAF9913881	PF00107|Zinc-binding dehydrogenase;PF08240|Alcohol dehydrogenase GroES-like domain
CAF9913889	PF20684|Fungal rhodopsin domain
CAF9913893	PF11807|Mycotoxin biosynthesis protein UstYa
CAF9913897	PF00891|O-methyltransferase domain
CAF9913901	PF00171|Aldehyde dehydrogenase family
CAF9913905	PF00258|Flavodoxin;PF01077|Nitrite and sulphite reductase 4Fe-4S domain;PF01855|Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg;PF03460|Nitrite/Sulfite reductase ferredoxin-like half domain
CAF9913909	PF04082|Fungal specific transcription factor domain
CAF9913913	PF00300|Histidine phosphatase superfamily (branch 1)
CAF9913917	
CAF9913921	PF13520|Amino acid permease
CAF9913924	PF03227|Gamma interferon inducible lysosomal thiol reductase (GILT)
CAG8948648	PF06249|Ethanolamine utilisation protein EutQ
CAG8948649	
CAG8948650	PF02714|Calcium-dependent channel, 7TM region, putative phosphate;PF12621|Extracellular tail, of 10TM putative phosphate transporter;PF13967|Late exocytosis, associated with Golgi transport;PF14703|Cytosolic domain of 10TM putative phosphate transporter
CAG8948651	
CAG8948652	PF06985|Heterokaryon incompatibility protein (HET)
CAG8948653	
CAG8948654	
CAG8948655	PF12814|Meiotic cell cortex C-terminal pleckstrin homology
CAG8948656	PF00642|Zinc finger C-x8-C-x5-C-x3-H type (and similar);PF13920|Zinc finger, C3HC4 type (RING finger)
CAG8948657	PF00067|Cytochrome P450
CAG8948659	PF00891|O-methyltransferase domain
CAG8948660	PF11807|Mycotoxin biosynthesis protein UstYa
CAG8948661	PF11807|Mycotoxin biosynthesis protein UstYa
CAG8948662	PF20684|Fungal rhodopsin domain
CAG8948663	PF24854|Domain of unknown function (DUF7728)
CAG8948664	PF13561|Enoyl-(Acyl carrier protein) reductase
CAG8948665	
CAG8948666	PF08550|Nitrogen regulatory protein areA, GATA-like domain
CAG8948667	
CAG8948668	PF05783|Dynein light intermediate chain (DLIC)
CAK3960669	PF13664|Domain of unknown function (DUF4149)
CAK3960688	PF02735|Ku70/Ku80 beta-barrel domain;PF03731|Ku70/Ku80 N-terminal alpha/beta domain;PF08785|Ku C terminal domain like
CAK3960752	
CAK3960817	PF08276|PAN-like domain
CAK3960889	PF03403|Platelet-activating factor acetylhydrolase, isoform II
CAK3960954	PF10163|Transcription factor e(y)2
CAK3961024	PF02615|Malate/L-lactate dehydrogenase
CAK3961028	PF03105|SPX domain;PF03600|Citrate transporter
CAK3961096	PF00082|Subtilase family;PF09286|Pro-kumamolisin, activation domain
CAK3961171	PF11807|Mycotoxin biosynthesis protein UstYa
CAK3961253	PF08701|GNL3L/Grn1 putative GTPase
CAK3961316	PF12569|N-terminal acetyltransferase A, auxiliary subunit;PF13181|Tetratricopeptide repeat;PF13432|Tetratricopeptide repeat
CAK3961385	PF00025|ADP-ribosylation factor family
CAK3961452	
CAK3961514	PF00687|Ribosomal protein L1p/L10e family
CAK3961583	
CAK3961648	PF01585|G-patch domain;PF07713|G patch domain-containing protein, N-terminal;PF26093|TGH-like, helix-turn-helix domain
CAK3961712	PF00069|Protein kinase domain;PF02149|Kinase associated domain 1
CAK3961778	PF01156|Inosine-uridine preferring nucleoside hydrolase
CAK3961844	PF08991|Cx9C motif-containing protein 4
CAK4025145	
CAK4025166	
CAK4025186	
CAK4025207	PF04676|Protein similar to CwfJ C-terminus 2;PF04677|Protein similar to CwfJ C-terminal
CAK4025209	PF07539|U3 small nucleolar RNA-associated protein 20, N-terminal;PF20416|U3 small nucleolar RNA-associated protein 20 domain
CAK4025230	
CAK4025250	PF00294|pfkB family carbohydrate kinase;PF04227|Indigoidine synthase A like protein
CAK4025271	PF04597|Ribophorin I
CAK4025291	PF03226|Yippee zinc-binding/DNA-binding /Mis18, centromere assembly
CAK4025312	PF08783|DWNN domain;PF13696|Zinc knuckle
CAK4025354	
CAK4025374	PF00623|RNA polymerase Rpb1, domain 2;PF04983|RNA polymerase Rpb1, domain 3;PF04997|RNA polymerase Rpb1, domain 1;PF04998|RNA polymerase Rpb1, domain 5;PF05000|RNA polymerase Rpb1, domain 4
CAK4025394	PF00069|Protein kinase domain
CAK4025414	PF20174|Family of unknown function (DUF6540)
CAK4025435	PF01636|Phosphotransferase enzyme family
CAK4025455	
CAK4025475	PF00264|Common central domain of tyrosinase
CAK4025495	PF00817|impB/mucB/samB family;PF11799|impB/mucB/samB family C-terminal domain;PF14377|Ubiquitin binding region;PF16589|BRCT domain;PF16727|DNA repair protein REV1 C-terminal domain;PF21999|DNA polymerase-iota, thumb domain
CAK4025517	PF00254|FKBP-type peptidyl-prolyl cis-trans isomerase;PF17800|Nucleoplasmin-like domain
CAK4025541	PF00557|Metallopeptidase family M24
CCT64861	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain;PF26082|Oxidoreductase acuF-like, C2H2 type zinc-finger
CCT64862	
CCT64863	PF06985|Heterokaryon incompatibility protein (HET);PF26639|Het-6 beta-barrel domain
CCT64864	PF04387|Protein tyrosine phosphatase-like protein, PTPLA
CCT64865	PF01419|Jacalin-like lectin domain
CCT64866	PF07690|Major Facilitator Superfamily
CCT64867	PF11807|Mycotoxin biosynthesis protein UstYa
CCT64868	PF01432|Peptidase family M3
CCT64869	PF01757|Acyltransferase domain
CCT64871	PF11807|Mycotoxin biosynthesis protein UstYa
CCT64872	
CCT64873	PF04082|Fungal specific transcription factor domain
CCT64874	PF01968|Hydantoinase/oxoprolinase;PF02538|Hydantoinase B/oxoprolinase;PF05378|Hydantoinase/oxoprolinase N-terminal region;PF19278|Hydantoinase/oxoprolinase C-terminal domain
CCT64875	PF00175|Oxidoreductase NAD-binding domain;PF00970|Oxidoreductase FAD-binding domain
CCT64876	PF11051|Mannosyltransferase putative
CCT64877	PF22586|ANCHR-like B-box zinc-binding domain
CCT64878	PF04791|LMBR1-like membrane protein
CCT64879	PF03178|CPSF A subunit region;PF10433|RSE1/DDB1/CPSF1 first beta-propeller;PF23726|RSE1/DDB1/CPSF1 second beta-propeller
CCT64880	PF08316|Pal1 cell morphology protein
CCT65123	PF13489|Methyltransferase domain
CEI67963	PF01636|Phosphotransferase enzyme family
CEI67964	PF00150|Cellulase (glycosyl hydrolase family 5)
CEI67965	PF07714|Protein tyrosine and serine/threonine kinase;PF14479|Prion-inhibition and propagation
CEI67966	PF00023|Ankyrin repeat;PF00069|Protein kinase domain;PF12796|Ankyrin repeats (3 copies)
CEI67967	PF00023|Ankyrin repeat;PF12796|Ankyrin repeats (3 copies)
CEI67968	PF02668|Taurine catabolism dioxygenase TauD, TfdA family
CEI67969	PF04082|Fungal specific transcription factor domain
CEI67970	
CEI67971	
CEI67972	PF01432|Peptidase family M3
CEI67974	PF11807|Mycotoxin biosynthesis protein UstYa
CEI67975	PF00664|ABC transporter transmembrane region
CEI67976	PF03443|Auxiliary Activity family 9 (formerly GH61)
CEI67977	PF01794|Ferric reductase like transmembrane component
CEI67978	PF01794|Ferric reductase like transmembrane component;PF08022|FAD-binding domain;PF08030|Ferric reductase NAD binding domain
CEI67979	PF04145|Ctr copper transporter family
CEI67980	PF15892|BNR repeat-containing family member
CEI67981	PF04082|Fungal specific transcription factor domain
CEI67982	
CEI67983	PF00083|Sugar (and other) transporter
CVK94344	
CVK94346	
CVK94348	
CVK94350	PF14248|Domain of unknown function (DUF4345)
CVK94351	
CVK94352	
CVK94354	PF07690|Major Facilitator Superfamily
CVK94355	PF11807|Mycotoxin biosynthesis protein UstYa
CVK94357	PF01432|Peptidase family M3
CVK94358	PF01757|Acyltransferase domain
CVK94361	PF11807|Mycotoxin biosynthesis protein UstYa
CVK94363	
CVK94365	PF04082|Fungal specific transcription factor domain
CVK94367	PF01968|Hydantoinase/oxoprolinase;PF02538|Hydantoinase B/oxoprolinase;PF05378|Hydantoinase/oxoprolinase N-terminal region;PF19278|Hydantoinase/oxoprolinase C-terminal domain
CVK94369	PF00175|Oxidoreductase NAD-binding domain;PF00970|Oxidoreductase FAD-binding domain
CVK94370	PF11051|Mannosyltransferase putative
CVK94371	PF22586|ANCHR-like B-box zinc-binding domain
CVK94373	PF04791|LMBR1-like membrane protein
CVK94374	PF03178|CPSF A subunit region;PF10433|RSE1/DDB1/CPSF1 first beta-propeller;PF23726|RSE1/DDB1/CPSF1 second beta-propeller
CVK94376	PF08316|Pal1 cell morphology protein
CZR36076	PF08316|Pal1 cell morphology protein
CZR36077	PF03178|CPSF A subunit region;PF10433|RSE1/DDB1/CPSF1 first beta-propeller;PF23726|RSE1/DDB1/CPSF1 second beta-propeller
CZR36078	PF04791|LMBR1-like membrane protein
CZR36079	PF22586|ANCHR-like B-box zinc-binding domain
CZR36080	PF11051|Mannosyltransferase putative
CZR36081	PF00175|Oxidoreductase NAD-binding domain;PF00970|Oxidoreductase FAD-binding domain
CZR36082	PF01968|Hydantoinase/oxoprolinase;PF02538|Hydantoinase B/oxoprolinase;PF05378|Hydantoinase/oxoprolinase N-terminal region;PF19278|Hydantoinase/oxoprolinase C-terminal domain
CZR36083	PF04082|Fungal specific transcription factor domain
CZR36084	
CZR36085	PF11807|Mycotoxin biosynthesis protein UstYa
CZR36087	PF01757|Acyltransferase domain
CZR36088	PF01432|Peptidase family M3
CZR36089	PF11807|Mycotoxin biosynthesis protein UstYa
CZR36090	PF07690|Major Facilitator Superfamily
CZR36091	PF14479|Prion-inhibition and propagation;PF24883|Nephrocystin 3, N-terminal;PF25053|Domain of unknown function (DUF7791)
CZR36092	
CZR36093	
CZR36094	PF14248|Domain of unknown function (DUF4345)
CZR36095	PF01476|LysM domain
CZR36096	
EFQ35286	PF20150|2EXR family
EFQ35287	
EFQ35288	PF01544|CorA-like Mg2+ transporter protein
EFQ35289	
EFQ35290	
EFQ35291	PF00169|PH domain;PF00620|RhoGAP domain
EFQ35292	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain
EFQ35293	
EFQ35294	
EFQ35295	PF00734|Fungal cellulose binding domain;PF03443|Auxiliary Activity family 9 (formerly GH61)
EFQ35297	PF03067|Lytic polysaccharide mono-oxygenase, cellulose-degrading
EFQ35298	PF00083|Sugar (and other) transporter
EFY95264	
EFY95265	PF02207|Putative zinc finger in N-recognin (UBR box)
EFY95266	PF00493|MCM P-loop domain;PF12619|Mini-chromosome maintenance protein 2;PF14551|MCM N-terminal domain;PF17207|MCM OB domain;PF17855|MCM AAA-lid domain
EFY95269	PF06441|Epoxide hydrolase N terminus
EFY95270	PF03663|Glycosyl hydrolase family 76
EFY95271	
EFY95272	PF06985|Heterokaryon incompatibility protein (HET);PF26639|Het-6 beta-barrel domain
EFY95273	PF00230|Major intrinsic protein
EFY95275	PF00069|Protein kinase domain
EFY95276	PF00067|Cytochrome P450
EFY95277	
EFY95278	PF06985|Heterokaryon incompatibility protein (HET)
EFY95279	PF00959|Phage lysozyme
EFY96790	PF00109|Beta-ketoacyl synthase, N-terminal domain;PF00550|Phosphopantetheine attachment site;PF00698|Acyl transferase domain;PF02801|Beta-ketoacyl synthase, C-terminal domain;PF08240|Alcohol dehydrogenase GroES-like domain;PF08242|Methyltransferase domain;PF08659|KR domain;PF13602|Zinc-binding dehydrogenase;PF16197|Ketoacyl-synthetase C-terminal extension;PF21089|Polyketide synthase dehydratase domain
EFY96791	PF00501|AMP-binding enzyme;PF00550|Phosphopantetheine attachment site;PF00668|Condensation domain
EFY96792	PF02458|Transferase family
EFY96793	PF00067|Cytochrome P450
EFY96794	PF22701|Mal s 1 allergenic protein-like
GAB1314585	PF00069|Protein kinase domain
GAB1314586	PF05891|AdoMet dependent proline di-methyltransferase
GAB1314587	PF12796|Ankyrin repeats (3 copies);PF13637|Ankyrin repeats (many copies)
GAB1314588	
GAB1314589	PF04406|Type IIB DNA topoisomerase;PF21180|Topoisomerase 6 subunit A/Spo11, Toprim domain
GAB1314590	PF13243|Squalene-hopene cyclase C-terminal domain;PF13249|Squalene-hopene cyclase N-terminal domain
GAB1314591	PF04969|CS domain;PF05002|SGS domain
GAB1314592	PF13506|Glycosyl transferase family 21
GAB1314593	PF01974|tRNA intron endonuclease, catalytic C-terminal domain
GAB1314594	PF00005|ABC transporter;PF00664|ABC transporter transmembrane region;PF24357|ABC transporter TMD0 domain
GAB1314596	PF11807|Mycotoxin biosynthesis protein UstYa
GAB1314597	
GAB1314598	
GAB1314599	PF00096|Zinc finger, C2H2 type;PF04082|Fungal specific transcription factor domain
GAB1314600	PF01565|FAD binding domain
GAB1314601	PF06985|Heterokaryon incompatibility protein (HET)
GAB1314602	
GAB1314603	
GAB1314604	PF11578|Protein of unknown function (DUF3237)
GAB1314605	PF00069|Protein kinase domain
GJC81691	
GJC81692	PF00205|Thiamine pyrophosphate enzyme, central domain;PF02775|Thiamine pyrophosphate enzyme, C-terminal TPP binding domain;PF02776|Thiamine pyrophosphate enzyme, N-terminal TPP binding domain
GJC81693	
GJC81694	PF26410|GH family 5 beta-mannosidase-like
GJC81695	
GJC81696	PF13483|Beta-lactamase superfamily domain
GJC81697	
GJC81698	PF08538|Protein of unknown function (DUF1749)
GJC81699	PF00734|Fungal cellulose binding domain;PF03443|Auxiliary Activity family 9 (formerly GH61)
GJC81700	PF03443|Auxiliary Activity family 9 (formerly GH61)
GJC81702	
GJC81703	PF11807|Mycotoxin biosynthesis protein UstYa
GJC81704	
GJC81705	PF00650|CRAL/TRIO domain;PF03765|CRAL/TRIO, N-terminal domain
GJC81706	PF04051|Transport protein particle (TRAPP) component
GJC81707	PF05839|Apc13p protein
GJC81708	
GJC81709	
GJC81710	
GJC81711	
KAE8406579	PF04479|RTA1 like protein
KAE8406580	
KAE8406581	PF01565|FAD binding domain;PF08031|Berberine and berberine like
KAE8406582	PF20684|Fungal rhodopsin domain
KAE8406583	
KAE8406584	PF20684|Fungal rhodopsin domain
KAE8406585	PF00891|O-methyltransferase domain
KAE8406586	
KAE8406587	PF11807|Mycotoxin biosynthesis protein UstYa
KAE8406588	PF11807|Mycotoxin biosynthesis protein UstYa
KAE8406590	PF00149|Calcineurin-like phosphoesterase;PF13279|Thioesterase-like superfamily
KAE8406591	
KAE8406592	PF13649|Methyltransferase domain
KAE8406593	PF00962|Adenosine deaminase
KAE8406594	PF00328|Histidine phosphatase superfamily (branch 2)
KAE8406595	
KAE8406596	PF08386|TAP-like protein
KAE8406597	PF24800|Domain of unknown function (DUF7702)
KAE8406598	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain;PF11951|Fungal specific transcription factor domain
KAE8406599	
KAE9985995	PF10282|Lactonase, 7-bladed beta-propeller
KAE9985996	
KAE9985997	PF00012|Hsp70 protein
KAE9985998	PF05368|NmrA-like family
KAE9985999	
KAE9986001	PF00076|RNA recognition motif
KAE9986002	PF01593|Flavin containing amine oxidoreductase
KAE9986003	PF01529|DHHC palmitoyltransferase
KAE9986004	PF00226|DnaJ domain;PF00684|DnaJ central domain;PF01556|DnaJ C terminal domain
KAE9986005	PF00067|Cytochrome P450;PF00069|Protein kinase domain
KAE9986006	
KAE9986007	PF03856|Beta-glucosidase (SUN family)
KAF0322324	PF08676|MutL C terminal dimerisation domain;PF12451|Vacuolar protein sorting protein 11 C terminal;PF13589|Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase;PF17122|Zinc-finger;PF23341|PEP5/VPS11 N-terminal;PF23356|PEP5/VPS11 Clathrin repeat
KAF0322325	
KAF0322326	PF00795|Carbon-nitrogen hydrolase
KAF0322327	PF03770|Inositol polyphosphate kinase
KAF0322328	
KAF0322329	PF07690|Major Facilitator Superfamily
KAF0322330	PF12697|Alpha/beta hydrolase family
KAF0322331	
KAF0322332	PF11807|Mycotoxin biosynthesis protein UstYa
KAF0322333	
KAF0322335	
KAF0322336	
KAF0322337	
KAF0322338	
KAF0322339	PF00153|Mitochondrial carrier protein
KAF0322340	PF24809|Domain of unknown function (DUF7708);PF24883|Nephrocystin 3, N-terminal
KAF0322341	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain;PF04082|Fungal specific transcription factor domain
KAF0322342	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain;PF11951|Fungal specific transcription factor domain
KAF0322343	
KAF0322344	
KAF1953398	PF02146|Sir2 family
KAF1953399	PF00388|Phosphatidylinositol-specific phospholipase C, X domain
KAF1953400	PF01694|Rhomboid domain
KAF1953401	PF26729|TMA17 helical domain
KAF1953402	PF02205|WH2 motif
KAF1953403	
KAF1953404	PF00488|MutS domain V;PF05192|MutS domain III;PF27035|MutS5 N-terminal domain
KAF1953405	
KAF1953406	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain;PF08493|Aflatoxin regulatory protein
KAF1953407	PF11807|Mycotoxin biosynthesis protein UstYa
KAF1953409	PF00004|ATPase family associated with various cellular activities (AAA);PF07724|AAA domain (Cdc48 subfamily);PF10431|C-terminal, D2-small domain, of ClpB protein;PF17871|AAA lid domain
KAF1953410	PF00736|EF-1 guanine nucleotide exchange domain;PF10587|Eukaryotic elongation factor 1 beta central acidic region
KAF1953411	PF07690|Major Facilitator Superfamily
KAF1953412	
KAF1953413	
KAF1953414	PF01145|SPFH domain / Band 7 family;PF16200|C-terminal region of band_7
KAF1953415	PF11807|Mycotoxin biosynthesis protein UstYa
KAF1953416	PF00355|Rieske [2Fe-2S] domain;PF00848|Ring hydroxylating alpha subunit (catalytic domain)
KAF1953417	PF01266|FAD dependent oxidoreductase;PF01571|GCVT N-terminal domain;PF08669|Glycine cleavage T-protein C-terminal barrel domain;PF16350|FAD dependent oxidoreductase central domain
KAF1953418	PF09848|Schlafen group 3, DNA/RNA helicase domain
KAF2161245	PF13520|Amino acid permease
KAF2161246	
KAF2161247	PF01189|16S rRNA methyltransferase RsmB/F;PF21148|NOL1/NOP2/Sun domain family member 5, ferredoxin-like domain;PF21153|NOL1/NOP2/Sun domain family member 5, N-terminal domain
KAF2161248	
KAF2161249	
KAF2161250	PF00569|Zinc finger, ZZ type
KAF2161251	
KAF2161252	
KAF2161253	PF11807|Mycotoxin biosynthesis protein UstYa
KAF2161254	PF11807|Mycotoxin biosynthesis protein UstYa
KAF2161256	
KAF2161257	PF11807|Mycotoxin biosynthesis protein UstYa
KAF2161258	PF13091|Cardiolipin synthase, PLD-like domain
KAF2161259	PF02114|Phosducin
KAF2161260	PF25391|G protein beta WD-40 repeat protein
KAF2161261	PF00253|Ribosomal protein S14p/S29e
KAF2161262	PF15377|Domain of unknown function (DUF4604)
KAF2161263	PF00083|Sugar (and other) transporter
KAF2161264	PF00501|AMP-binding enzyme
KAF2161265	PF05132|RNA polymerase III RPC4
KAF2163530	PF04511|Der1-like family
KAF2163531	PF05368|NmrA-like family
KAF2163532	PF00241|Cofilin/tropomyosin-type actin-binding protein
KAF2163533	
KAF2163534	PF00749|tRNA synthetases class I (E and Q), catalytic domain;PF03950|tRNA synthetases class I (E and Q), anti-codon binding domain;PF20974|tRNA synthetases class I (E and Q), anti-codon binding domain
KAF2163535	
KAF2163536	PF27522|Oxidoreductase/YMDC permease-like domain
KAF2163537	PF06011|Transient receptor potential (TRP) ion channel
KAF2163538	
KAF2163539	
KAF2163541	
KAF2163542	
KAF2163543	PF04082|Fungal specific transcription factor domain
KAF2163544	PF00206|Lyase;PF14698|Argininosuccinate lyase C-terminal
KAF2163545	PF00083|Sugar (and other) transporter
KAF2163546	
KAF2163547	
KAF2163548	PF01042|Endoribonuclease L-PSP
KAF2163549	PF13561|Enoyl-(Acyl carrier protein) reductase
KAF2163550	PF01266|FAD dependent oxidoreductase
KAF2204301	
KAF2204302	
KAF2204303	
KAF2204304	
KAF2204305	PF04124|Dor1-like family
KAF2204306	PF00179|Ubiquitin-conjugating enzyme;PF23043|UBE2O, SH3-B domain;PF23046|UBE2O, tandem tSH3-B domain
KAF2204307	PF20253|Family of unknown function (DUF6604)
KAF2204308	PF00067|Cytochrome P450
KAF2204309	PF00501|AMP-binding enzyme;PF00550|Phosphopantetheine attachment site;PF00668|Condensation domain
KAF2204310	
KAF2204312	
KAF2204313	PF11807|Mycotoxin biosynthesis protein UstYa
KAF2204314	PF20684|Fungal rhodopsin domain
KAF2204315	PF00732|GMC oxidoreductase;PF05199|GMC oxidoreductase
