accession	group	subgroup
A0A084QY85	candidate_pool	oMP
A0A086SV08	candidate_pool	oMP
A0A087QSF6	candidate_pool	DCT_DHICA
A0A087R0E2	candidate_pool	DCT_DHICA
A0A087X5L9	candidate_pool	DCT_DHICA
A0A087XJW4	candidate_pool	DCT_DHICA
A0A087YDX2	candidate_pool	DCT_DHICA
A0A090CL68	candidate_pool	oMP
A0A090N5Z6	candidate_pool	oAPO
A0A091DE91	candidate_pool	DCT_DHICA
A0A091EJW4	candidate_pool	DCT_DHICA
A0A091EQ39	candidate_pool	DCT_DHICA
A0A091GBZ3	candidate_pool	DCT_DHICA
A0A091H384	candidate_pool	DCT_DHICA
A0A091HDB5	candidate_pool	DCT_DHICA
A0A091HSS0	candidate_pool	DCT_DHICA
A0A091ISS4	candidate_pool	DCT_DHICA
A0A091K495	candidate_pool	DCT_DHICA
A0A091L5Q5	candidate_pool	DCT_DHICA
A0A091N6A9	candidate_pool	DCT_DHICA
A0A091N6N3	candidate_pool	DCT_DHICA
A0A091NYE1	candidate_pool	DCT_DHICA
A0A091P7E8	candidate_pool	DCT_DHICA
A0A091QKA4	candidate_pool	DCT_DHICA
A0A091QM34	candidate_pool	DCT_DHICA
A0A091RH37	candidate_pool	DCT_DHICA
A0A091SAS8	candidate_pool	DCT_DHICA
A0A091TDY4	candidate_pool	DCT_DHICA
A0A091U7D6	candidate_pool	DCT_DHICA
A0A091W550	candidate_pool	DCT_DHICA
A0A091W941	candidate_pool	DCT_DHICA
A0A091WPJ3	candidate_pool	DCT_DHICA
A0A093CEY8	candidate_pool	DCT_DHICA
A0A093FW37	candidate_pool	DCT_DHICA
A0A093GEC8	candidate_pool	DCT_DHICA
A0A093IJB5	candidate_pool	DCT_DHICA
A0A093NYR8	candidate_pool	DCT_DHICA
A0A093PRN0	candidate_pool	DCT_DHICA
A0A093R2N9	candidate_pool	DCT_DHICA
A0A093V4K7	candidate_pool	oMP
A0A094KB04	candidate_pool	DCT_DHICA
A0A096P1J2	candidate_pool	DCT_DHICA
A0A098E091	candidate_pool	oMP
A0A099ZU00	candidate_pool	DCT_DHICA
A0A0A0AZE1	candidate_pool	DCT_DHICA
A0A0A0B9F3	candidate_pool	DCT_DHICA
A0A0A1UJW0	candidate_pool	oAPO
A0A0A1UJX2	candidate_pool	oAPO
A0A0A1V7Z8	candidate_pool	oMP
A0A0A2JEJ9	candidate_pool	oMP
A0A0A2JPW5	candidate_pool	hemocyanin
A0A0A2JVP7	candidate_pool	oAPO
A0A0A2KL20	candidate_pool	oMP
A0A0A2VYA5	candidate_pool	hemocyanin
A0A0A7CLT5	candidate_pool	oAPO
A0A0A7CMC8	candidate_pool	hemocyanin
A0A0A7CNE6	candidate_pool	oAPO
A0A0A7CNP6	candidate_pool	oAPO
A0A0A7CPE6	candidate_pool	oAPO
A0A0B2V753	candidate_pool	DCT_DHICA
A0A0B4FP45	candidate_pool	oMP
A0A0B4HCA4	candidate_pool	oMP
A0A0B4XAD1	candidate_pool	DCT_DHICA
A0A0B7A0D2	candidate_pool	hemocyanin
A0A0B7A1Q5	candidate_pool	hemocyanin
A0A0B7A255	candidate_pool	oMP
A0A0B7A255	candidate_pool	hemocyanin
A0A0B7AFX7	candidate_pool	hemocyanin
A0A0B7AML2	candidate_pool	DCT_DHICA
A0A0B7F0F6	candidate_pool	oAPO
A0A0B7F0G8	candidate_pool	oAPO
A0A0B7F0N2	candidate_pool	oAPO
A0A0B7F0Q1	candidate_pool	oAPO
A0A0B7F1Z6	candidate_pool	oAPO
A0A0B7F8H0	candidate_pool	oAPO
A0A0B7FCB0	candidate_pool	oAPO
A0A0B7FGN3	candidate_pool	oAPO
A0A0B7FN78	candidate_pool	oAPO
A0A0B7FUY2	candidate_pool	oAPO
A0A0B7FY08	candidate_pool	oMP
A0A0B7FY08	candidate_pool	oAPO
A0A0B7G165	candidate_pool	oAPO
A0A0B7G340	candidate_pool	hemocyanin
A0A0B7KA41	candidate_pool	oAPO
A0A0C2F7M2	candidate_pool	oMP
A0A0C2XG69	candidate_pool	oMP
A0A0C3B7P4	candidate_pool	oMP
A0A0C3CP60	candidate_pool	oAPO
A0A0C3CRE9	candidate_pool	oMP
A0A0C3DMT8	candidate_pool	oMP
A0A0C3FFF8	candidate_pool	oAPO
A0A0C3FR79	candidate_pool	DCT_DHICA
A0A0C3FYC4	candidate_pool	oAPO
A0A0C4DI87	candidate_pool	oAPO
A0A0C4DWW6	candidate_pool	oMP
A0A0C4DY08	candidate_pool	oMP
A0A0C4DYF2	candidate_pool	oMP
A0A0C4ECU2	candidate_pool	oAPO
A0A0C5G0L4	candidate_pool	DCT_DHICA
A0A0C9USP9	candidate_pool	oMP
A0A0C9UT30	candidate_pool	oMP
A0A0C9VHR2	candidate_pool	oMP
A0A0C9W3X0	candidate_pool	oAPO
A0A0C9WDK0	candidate_pool	oMP
A0A0D0CCA2	candidate_pool	oAPO
A0A0D1E6L1	candidate_pool	DCT_DHICA
A0A0D1YF04	candidate_pool	DCT_DHICA
A0A0D1ZN85	candidate_pool	DCT_DHICA
A0A0D2AGE3	candidate_pool	oAPO
A0A0D2BB96	candidate_pool	DCT_DHICA
A0A0D2BH13	candidate_pool	DCT_DHICA
A0A0D2BKG3	candidate_pool	DCT_DHICA
A0A0D2BR19	candidate_pool	DCT_DHICA
A0A0D2CZ06	candidate_pool	DCT_DHICA
A0A0D2D206	candidate_pool	oAPO
A0A0D2D664	candidate_pool	DCT_DHICA
A0A0D2DPV7	candidate_pool	DCT_DHICA
A0A0D2DYM6	candidate_pool	DCT_DHICA
A0A0D2EDR6	candidate_pool	DCT_DHICA
A0A0D2EIL3	candidate_pool	DCT_DHICA
A0A0D2ETA8	candidate_pool	DCT_DHICA
A0A0D2EZC7	candidate_pool	DCT_DHICA
A0A0D2F4M5	candidate_pool	DCT_DHICA
A0A0D2G164	candidate_pool	DCT_DHICA
A0A0D2G9B5	candidate_pool	DCT_DHICA
A0A0D2HA46	candidate_pool	DCT_DHICA
A0A0D2HER3	candidate_pool	DCT_DHICA
A0A0D2HGH5	candidate_pool	DCT_DHICA
A0A0D2IAF0	candidate_pool	DCT_DHICA
A0A0D2JFD5	candidate_pool	DCT_DHICA
A0A0D2K829	candidate_pool	DCT_DHICA
A0A0D2P6I0	candidate_pool	oMP
A0A0D2XK45	candidate_pool	oMP
A0A0D2YBM6	candidate_pool	oAPO
A0A0D9P6L9	candidate_pool	oMP
A0A0D9R9M2	candidate_pool	DCT_DHICA
A0A0D9RY79	candidate_pool	DCT_DHICA
A0A0E0RYC2	candidate_pool	oAPO
A0A0F0IK08	candidate_pool	oMP
A0A0F2MLY8	candidate_pool	oMP
A0A0F4YE03	candidate_pool	hemocyanin
A0A0F6YHH7	candidate_pool	DCT_DHICA
A0A0F7RY93	candidate_pool	DCT_DHICA
A0A0F7S7B3	candidate_pool	oAPO
A0A0F7TYM6	candidate_pool	oAPO
A0A0F7VZF4	candidate_pool	DCT_DHICA
A0A0F7ZPL7	candidate_pool	DCT_DHICA
A0A0F8A0K4	candidate_pool	DCT_DHICA
A0A0F8CNX3	candidate_pool	hemocyanin
A0A0F8V8S6	candidate_pool	oMP
A0A0F8W6I0	candidate_pool	oMP
A0A0G2EEK2	candidate_pool	oMP
A0A0G2EUA6	candidate_pool	DCT_DHICA
A0A0G2FG16	candidate_pool	oMP
A0A0G2FI58	candidate_pool	oMP
A0A0G3BQ28	candidate_pool	DCT_DHICA
A0A0G4KK98	candidate_pool	oAPO
A0A0G4KKL5	candidate_pool	oAPO
A0A0G4LN34	candidate_pool	oMP
A0A0G4M3R1	candidate_pool	oMP
A0A0G4NL88	candidate_pool	oMP
A0A0G4NX83	candidate_pool	oMP
A0A0H1BRE8	candidate_pool	oMP
A0A0H1R9T1	candidate_pool	DCT_DHICA
A0A0I9Y4T4	candidate_pool	oMP
A0A0J6IJN4	candidate_pool	oMP
A0A0J6YKE2	candidate_pool	oMP
A0A0J7AYB6	candidate_pool	oMP
A0A0J8R972	candidate_pool	oMP
A0A0J8RM30	candidate_pool	oMP
A0A0J9END7	candidate_pool	hemocyanin
A0A0J9UPS8	candidate_pool	oMP
A0A0J9W938	candidate_pool	oAPO
A0A0J9WSW0	candidate_pool	oAPO
A0A0K0NPU9	characterized	TYR
A0A0K0YB13	candidate_pool	DCT_DHICA
A0A0K1ZKE1	candidate_pool	DCT_DHICA
A0A0K1ZP03	characterized	TYR
A0A0K6FKC6	candidate_pool	oAPO
A0A0K6FMF9	candidate_pool	oAPO
A0A0K6FMV0	candidate_pool	oAPO
A0A0K6FPB5	candidate_pool	oAPO
A0A0K6FPV3	candidate_pool	oAPO
A0A0K6FU45	candidate_pool	oAPO
A0A0K6FUE9	candidate_pool	oAPO
A0A0K6FYY1	candidate_pool	oAPO
A0A0K6G019	candidate_pool	oAPO
A0A0K6GEK7	candidate_pool	oAPO
A0A0K6GFZ7	candidate_pool	oAPO
A0A0K6GIP8	candidate_pool	oAPO
A0A0K6GIR3	candidate_pool	oAPO
A0A0L0T1I9	candidate_pool	oAPO
A0A0L0T297	candidate_pool	oAPO
A0A0L0T3A5	candidate_pool	oAPO
A0A0L0T3E0	candidate_pool	oAPO
A0A0L0VSW2	showcase	binuclear_TyrCuB
A0A0L1INA1	candidate_pool	oMP
A0A0L1IVZ5	candidate_pool	oMP
A0A0M3IBJ1	candidate_pool	DCT_DHICA
A0A0M3J581	candidate_pool	DCT_DHICA
A0A0M9ERT3	candidate_pool	oMP
A0A0M9ETD6	candidate_pool	oMP
A0A0M9EWC2	candidate_pool	oAPO
A0A0N1HXY4	candidate_pool	oMP
A0A0N1P0I4	candidate_pool	DCT_DHICA
A0A0N4U1W5	candidate_pool	DCT_DHICA
A0A0N4VH14	candidate_pool	DCT_DHICA
A0A0N4WK64	candidate_pool	oMP
A0A0N4XC55	candidate_pool	oMP
A0A0N5CNE5	candidate_pool	DCT_DHICA
A0A0N7EI22	candidate_pool	DCT_DHICA
A0A0N7HV29	candidate_pool	DCT_DHICA
A0A0P0BZ27	candidate_pool	DCT_DHICA
A0A0P1AML5	candidate_pool	hemocyanin
A0A0P1AW40	candidate_pool	hemocyanin
A0A0P1AY18	candidate_pool	hemocyanin
A0A0P1AY43	candidate_pool	hemocyanin
A0A0P7BCC7	candidate_pool	oMP
A0A0P7XBT8	candidate_pool	DCT_DHICA
A0A0P7YXS6	candidate_pool	DCT_DHICA
A0A0Q3PGP4	candidate_pool	DCT_DHICA
A0A0R0LTG5	candidate_pool	hemocyanin
A0A0S4TX46	candidate_pool	DCT_DHICA
A0A0S4U8D6	candidate_pool	DCT_DHICA
A0A0U3ND85	candidate_pool	DCT_DHICA
A0A0U5GGT1	candidate_pool	oMP
A0A0V1G4S3	showcase	mononuclear_CuB_loss
A0A0W0EZ38	candidate_pool	oAPO
A0A0W0F6C2	candidate_pool	hemocyanin
A0A0W7VMU8	candidate_pool	oAPO
A0A0W8C3P5	candidate_pool	hemocyanin
A0A0W8CSU7	candidate_pool	hemocyanin
A0A0W8DI56	candidate_pool	hemocyanin
A0A0W8DVC6	candidate_pool	hemocyanin
A0A101M9I9	candidate_pool	oMP
A0A101NIJ2	candidate_pool	oAPO
A0A101NKQ7	candidate_pool	DCT_DHICA
A0A101NV74	candidate_pool	oAPO
A0A124BUX3	candidate_pool	oMP
A0A135LM00	candidate_pool	hemocyanin
A0A135LUD3	candidate_pool	oMP
A0A135RS91	candidate_pool	oAPO
A0A135RZK9	candidate_pool	oMP
A0A135S3P5	candidate_pool	oAPO
A0A135S4L3	candidate_pool	oMP
A0A135S4U4	candidate_pool	oMP
A0A135SGH4	candidate_pool	oAPO
A0A135SGW1	candidate_pool	oMP
A0A135SHP2	candidate_pool	hemocyanin
A0A135SM69	candidate_pool	oMP
A0A135T2T3	candidate_pool	oMP
A0A135T5S7	candidate_pool	hemocyanin
A0A135TH42	candidate_pool	oMP
A0A135TMP6	candidate_pool	oMP
A0A135TPT1	candidate_pool	oAPO
A0A135TTE1	candidate_pool	hemocyanin
A0A135TTJ8	candidate_pool	oMP
A0A135U459	candidate_pool	oAPO
A0A135UQQ8	candidate_pool	oMP
A0A135V3G6	candidate_pool	oMP
A0A136ILZ0	candidate_pool	oAPO
A0A136INA1	candidate_pool	oMP
A0A136ISR9	candidate_pool	oMP
A0A136IUM9	candidate_pool	oAPO
A0A136J918	candidate_pool	DCT_DHICA
A0A137NQN3	candidate_pool	oMP
A0A137NQN3	candidate_pool	oAPO
A0A137NY78	candidate_pool	oMP
A0A137NY78	candidate_pool	oAPO
A0A137P353	candidate_pool	hemocyanin
A0A137P8T8	candidate_pool	oAPO
A0A137PAW4	candidate_pool	oMP
A0A139GZD1	candidate_pool	DCT_DHICA
A0A139HS50	candidate_pool	DCT_DHICA
A0A146FM76	candidate_pool	oMP
A0A146PCI2	candidate_pool	DCT_DHICA
A0A151NRJ9	candidate_pool	DCT_DHICA
A0A151NSM3	candidate_pool	DCT_DHICA
A0A151P161	candidate_pool	DCT_DHICA
A0A158Q6U1	candidate_pool	DCT_DHICA
A0A161VHR9	candidate_pool	oMP
A0A161W8U8	candidate_pool	oMP
A0A161WG29	candidate_pool	oMP
A0A162MRN0	candidate_pool	oMP
A0A163HMT0	candidate_pool	DCT_DHICA
A0A163HMT0	candidate_pool	hemocyanin
A0A163K839	candidate_pool	oMP
A0A163MEU3	candidate_pool	oMP
A0A164PTP5	candidate_pool	oAPO
A0A164SP08	candidate_pool	oAPO
A0A165J5C9	candidate_pool	oAPO
A0A165V412	candidate_pool	oAPO
A0A165YMC5	candidate_pool	oAPO
A0A166ALV4	candidate_pool	oAPO
A0A166DZQ5	candidate_pool	oAPO
A0A166LSS0	candidate_pool	oMP
A0A166PAB6	candidate_pool	oMP
A0A166QLI8	candidate_pool	oAPO
A0A166QMK6	candidate_pool	oAPO
A0A166QQF3	candidate_pool	oMP
A0A167BY34	candidate_pool	oAPO
A0A167C8C2	candidate_pool	oMP
A0A167EJD2	candidate_pool	oMP
A0A167H3K1	candidate_pool	oAPO
A0A167PL46	candidate_pool	oMP
A0A167RB36	candidate_pool	oMP
A0A167TE01	candidate_pool	oMP
A0A167VR44	candidate_pool	oMP
A0A168E5R7	candidate_pool	oAPO
A0A168EXD0	showcase	mononuclear_ProCuB
A0A168FCP7	candidate_pool	DCT_DHICA
A0A173DSG7	candidate_pool	oMP
A0A175VPP2	candidate_pool	oMP
A0A175W9V9	candidate_pool	oMP
A0A175WHC5	candidate_pool	oMP
A0A176W503	candidate_pool	DCT_DHICA
A0A177CCF1	candidate_pool	DCT_DHICA
A0A177CCG2	candidate_pool	oMP
A0A177CDD2	candidate_pool	oMP
A0A177CJ83	candidate_pool	oMP
A0A177CKF0	candidate_pool	oMP
A0A177DIL2	candidate_pool	oMP
A0A177DP90	candidate_pool	oMP
A0A177DTC8	candidate_pool	oMP
A0A177E1Y0	candidate_pool	oMP
A0A177EUN3	candidate_pool	DCT_DHICA
A0A177FEY3	candidate_pool	DCT_DHICA
A0A177WRB5	candidate_pool	oMP
A0A178DF33	candidate_pool	DCT_DHICA
A0A178Z9S6	candidate_pool	DCT_DHICA
A0A179A145	candidate_pool	DCT_DHICA
A0A179UIK7	candidate_pool	oMP
A0A179UUW6	candidate_pool	hemocyanin
A0A182ECM7	candidate_pool	DCT_DHICA
A0A182YW94	candidate_pool	oAPO
A0A183C147	candidate_pool	DCT_DHICA
A0A183C149	candidate_pool	DCT_DHICA
A0A183IUG4	candidate_pool	DCT_DHICA
A0A183IUG5	candidate_pool	DCT_DHICA
A0A194X275	candidate_pool	oAPO
A0A194X3G4	candidate_pool	oMP
A0A194X723	candidate_pool	oMP
A0A194XPI4	candidate_pool	DCT_DHICA
A0A1A6H6L1	candidate_pool	DCT_DHICA
A0A1A7ZQ65	candidate_pool	DCT_DHICA
A0A1A8J7Q4	candidate_pool	DCT_DHICA
A0A1A8KYC4	candidate_pool	DCT_DHICA
A0A1A8MPH6	candidate_pool	DCT_DHICA
A0A1A8NQ30	candidate_pool	DCT_DHICA
A0A1A8V6I8	candidate_pool	DCT_DHICA
A0A1B1B8N9	candidate_pool	oAPO
A0A1B1MS06	candidate_pool	DCT_DHICA
A0A1B1RS89	candidate_pool	DCT_DHICA
A0A1B1RS96	candidate_pool	DCT_DHICA
A0A1B1W8R6	candidate_pool	DCT_DHICA
A0A1B1W8S5	candidate_pool	DCT_DHICA
A0A1B7Y3U5	candidate_pool	oAPO
A0A1B7YUH4	candidate_pool	oMP
A0A1B8AR83	candidate_pool	oAPO
A0A1B8AWE5	candidate_pool	oAPO
A0A1B8AZE2	candidate_pool	oAPO
A0A1B8B5T4	candidate_pool	oMP
A0A1B8G8M9	candidate_pool	oMP
A0A1C1CNS0	candidate_pool	DCT_DHICA
A0A1C1CVI7	candidate_pool	DCT_DHICA
A0A1C7D000	candidate_pool	DCT_DHICA
A0A1C7D005	candidate_pool	oAPO
A0A1C8Y7N8	candidate_pool	DCT_DHICA
A0A1C8Y7Q1	candidate_pool	DCT_DHICA
A0A1C8Y7Q8	candidate_pool	DCT_DHICA
A0A1C8Y7V3	candidate_pool	DCT_DHICA
A0A1C9CXH8	candidate_pool	oMP
A0A1C9CXH9	candidate_pool	oMP
A0A1D7YF24	candidate_pool	oAPO
A0A1E1K118	candidate_pool	oMP
A0A1E1K1F0	candidate_pool	oMP
A0A1E1K5H4	candidate_pool	oMP
A0A1E1KMS7	candidate_pool	DCT_DHICA
A0A1E1L0S7	candidate_pool	DCT_DHICA
A0A1E1L5I7	candidate_pool	oMP
A0A1E1LAJ5	candidate_pool	oMP
A0A1E1LRC1	candidate_pool	oMP
A0A1E1LW15	candidate_pool	DCT_DHICA
A0A1E1M6S3	candidate_pool	oMP
A0A1E1MH65	candidate_pool	oMP
A0A1E1MJB4	candidate_pool	oMP
A0A1E3BEK7	candidate_pool	oMP
A0A1E5V3L3	candidate_pool	DCT_DHICA
A0A1E7FM11	candidate_pool	hemocyanin
A0A1E7FTK4	candidate_pool	oAPO
A0A1E7N234	candidate_pool	DCT_DHICA
A0A1F5LB03	candidate_pool	oMP
A0A1F7ZXX7	candidate_pool	oMP
A0A1F8AA02	candidate_pool	oMP
A0A1G4ATQ6	candidate_pool	hemocyanin
A0A1G4AYX7	candidate_pool	oMP
A0A1G4BMT9	candidate_pool	oMP
A0A1G4BS67	candidate_pool	oMP
A0A1G9R0Y5	candidate_pool	DCT_DHICA
A0A1H9F825	candidate_pool	DCT_DHICA
A0A1I7S4X7	candidate_pool	oMP
A0A1I7VBE5	candidate_pool	DCT_DHICA
A0A1I7Y3Y8	candidate_pool	oMP
A0A1I8AD71	candidate_pool	oMP
A0A1I8AYS7	candidate_pool	DCT_DHICA
A0A1I8AZL9	candidate_pool	DCT_DHICA
A0A1I8BFJ2	candidate_pool	DCT_DHICA
A0A1I8EMD9	candidate_pool	DCT_DHICA
A0A1J7IS49	candidate_pool	oMP
A0A1J7JCM8	candidate_pool	oMP
A0A1J7JH22	candidate_pool	oMP
A0A1J7JKX2	candidate_pool	oMP
A0A1J9Q3N9	candidate_pool	oAPO
A0A1J9QQD4	candidate_pool	oMP
A0A1J9QXP9	candidate_pool	oAPO
A0A1K0FZI0	candidate_pool	DCT_DHICA
A0A1L5NQ81	candidate_pool	DCT_DHICA
A0A1L7T7V9	candidate_pool	oAPO
A0A1L7TEG0	candidate_pool	oMP
A0A1L7THL1	candidate_pool	oAPO
A0A1L7TSE2	candidate_pool	oAPO
A0A1L7VVU2	candidate_pool	oAPO
A0A1L7W232	candidate_pool	oMP
A0A1L7W6N9	candidate_pool	oAPO
A0A1L7WBJ5	candidate_pool	oMP
A0A1L7XCA5	candidate_pool	oMP
A0A1L7XG75	candidate_pool	oAPO
A0A1L7XJB2	candidate_pool	oMP
A0A1L7XKZ6	candidate_pool	oMP
A0A1L8HHA8	candidate_pool	DCT_DHICA
A0A1L8HNZ5	candidate_pool	DCT_DHICA
A0A1L9NBE9	candidate_pool	oMP
A0A1L9PUQ4	candidate_pool	oMP
A0A1L9Q2X8	candidate_pool	oMP
A0A1L9RMH3	candidate_pool	oMP
A0A1L9SFN0	candidate_pool	hemocyanin
A0A1L9SJA1	candidate_pool	oMP
A0A1L9SJV0	candidate_pool	oMP
A0A1L9T4S2	candidate_pool	oMP
A0A1L9USF3	candidate_pool	oMP
A0A1L9WIS1	candidate_pool	oMP
A0A1M2VFH5	candidate_pool	oAPO
A0A1M3TZH4	candidate_pool	oMP
A0A1M5KSP5	candidate_pool	DCT_DHICA
A0A1M6FXH1	candidate_pool	DCT_DHICA
A0A1M7UXB1	candidate_pool	hemocyanin
A0A1Q3DUK8	candidate_pool	oAPO
A0A1Q3EU58	candidate_pool	oAPO
A0A1Q8RB81	candidate_pool	oMP
A0A1Q8RL66	candidate_pool	oMP
A0A1Q8RN62	candidate_pool	oMP
A0A1Q8RQU4	candidate_pool	oAPO
A0A1Q8RS64	candidate_pool	oMP
A0A1Q8S3Q1	candidate_pool	oMP
A0A1R3RDN0	candidate_pool	hemocyanin
A0A1R3RL00	candidate_pool	oMP
A0A1R4HGF1	candidate_pool	DCT_DHICA
A0A1S2PQK3	candidate_pool	oAPO
A0A1S3A9R3	candidate_pool	DCT_DHICA
A0A1S3FPX9	candidate_pool	DCT_DHICA
A0A1S3FZ52	candidate_pool	DCT_DHICA
A0A1S3N7F4	candidate_pool	DCT_DHICA
A0A1S3N8E2	candidate_pool	DCT_DHICA
A0A1S3PMH8	candidate_pool	DCT_DHICA
A0A1S3SDL6	candidate_pool	DCT_DHICA
A0A1S3X216	candidate_pool	DCT_DHICA
A0A1S3ZGA9	candidate_pool	DCT_DHICA
A0A1S8B921	candidate_pool	oMP
A0A1S8BJ90	candidate_pool	hemocyanin
A0A1S9DJX3	candidate_pool	oMP
A0A1S9DK56	characterized	TYR
A0A1S9DQI5	candidate_pool	oMP
A0A1S9RAT3	candidate_pool	oAPO
A0A1U7QI44	candidate_pool	DCT_DHICA
A0A1U7RIN9	candidate_pool	DCT_DHICA
A0A1U7RL49	candidate_pool	DCT_DHICA
A0A1U7RUY1	candidate_pool	DCT_DHICA
A0A1U7SPS9	candidate_pool	DCT_DHICA
A0A1U7U0A7	candidate_pool	DCT_DHICA
A0A1U8CP38	candidate_pool	DCT_DHICA
A0A1U9VPE0	candidate_pool	DCT_DHICA
A0A1U9ZYN5	candidate_pool	DCT_DHICA
A0A1V4J4M7	candidate_pool	DCT_DHICA
A0A1V4J513	candidate_pool	DCT_DHICA
A0A1V6NTF3	candidate_pool	oMP
A0A1V6PTM8	candidate_pool	hemocyanin
A0A1V6Q8G6	candidate_pool	oMP
A0A1V6R0M3	candidate_pool	oMP
A0A1V6RNY4	candidate_pool	oAPO
A0A1V6RX09	candidate_pool	oMP
A0A1V6TP23	candidate_pool	oMP
A0A1V6UCN1	candidate_pool	oMP
A0A1V6YX06	candidate_pool	oMP
A0A1V9Y4A2	candidate_pool	oAPO
A0A1V9Y4B3	candidate_pool	oAPO
A0A1V9Y543	candidate_pool	oAPO
A0A1V9Y5I4	candidate_pool	oAPO
A0A1V9Y9H5	candidate_pool	oAPO
A0A1V9YBP5	candidate_pool	oAPO
A0A1V9YEM7	candidate_pool	oAPO
A0A1V9Z5U0	candidate_pool	oAPO
A0A1V9ZS86	candidate_pool	oAPO
A0A1V9ZSP1	candidate_pool	hemocyanin
A0A1W2FQF9	candidate_pool	DCT_DHICA
A0A1W2TBG8	candidate_pool	oMP
A0A1W2TRD3	candidate_pool	oMP
A0A1W5ZLE6	candidate_pool	DCT_DHICA
A0A1W7D1S4	candidate_pool	oAPO
A0A1X6NT80	candidate_pool	DCT_DHICA
A0A1Y1YHD6	candidate_pool	hemocyanin
A0A1Y1ZEP1	candidate_pool	oMP
A0A1Y1ZKF0	candidate_pool	oMP
A0A1Y1ZS34	candidate_pool	oMP
A0A1Y2D1M5	candidate_pool	oMP
A0A1Y2E7P4	candidate_pool	oAPO
A0A1Y2EBR8	candidate_pool	oMP
A0A1Y2J1T8	candidate_pool	oAPO
A0A1Y2LJE8	candidate_pool	oAPO
A0A1Y2LS64	candidate_pool	oMP
A0A1Y2LTP6	candidate_pool	oMP
A0A1Y2LV59	candidate_pool	oMP
A0A1Z2L0K2	candidate_pool	DCT_DHICA
A0A1Z5SN13	candidate_pool	oMP
A0A1Z5SZD6	candidate_pool	oMP
A0A210PPR4	candidate_pool	DCT_DHICA
A0A210PWA4	candidate_pool	DCT_DHICA
A0A210QHJ1	candidate_pool	oAPO
A0A210QHJ1	candidate_pool	DCT_DHICA
A0A210R172	candidate_pool	oAPO
