protein_id	pfam
KAK1718068	PF24864|Domain of unknown function (DUF7730)
KAK1718069	PF17784|Sulfotransferase domain
KAK1718070	PF20150|2EXR family
KAK1718071	
KAK1718072	
KAK1718073	
KAK1718074	PF04515|Plasma-membrane choline transporter
KAK1718075	
KAK1853443	
KAK1853444	
KAK1853445	PF08241|Methyltransferase domain
KAK1853446	PF17784|Sulfotransferase domain
KAK1853447	PF24864|Domain of unknown function (DUF7730)
KAK1853448	
KAK1853449	PF01163|RIO domain
KAK1853450	
KAK1853452	
KAK1853453	PF12937|F-box-like
KAK1853454	PF00246|Zinc carboxypeptidase
KAK1853455	PF00246|Zinc carboxypeptidase
KAK1853456	
KAK1853457	PF11374|Protein of unknown function (DUF3176)
KAK1853458	PF00083|Sugar (and other) transporter
KAK1853459	PF24803|Domain of unknown function (DUF7704)
KAK1853460	PF05721|Phytanoyl-CoA dioxygenase (PhyH)
KAK1853461	PF00350|Dynamin family;PF24564|Domain of unknown function (DUF7605)
KAK2030775	PF04108|Autophagy protein ATG17-like domain
KAK2030776	PF04515|Plasma-membrane choline transporter
KAK2030777	PF01687|Riboflavin kinase;PF26728|FMNK-like N-terminal domain
KAK2030778	
KAK2030779	PF17784|Sulfotransferase domain
KAK2030780	PF24864|Domain of unknown function (DUF7730)
KAK2030781	PF08450|SMP-30/Gluconolactonase/LRE-like region
KAK2030782	PF18961|Domain of unknown function (DUF5703)
KAK2030783	
KAK2030784	PF01163|RIO domain
KAK2030786	
KAK2030787	PF00246|Zinc carboxypeptidase
KAK2030788	PF05721|Phytanoyl-CoA dioxygenase (PhyH)
KAK2030789	PF00350|Dynamin family;PF24564|Domain of unknown function (DUF7605)
KAK2030790	PF07969|Amidohydrolase family
KAK2030791	PF01083|Cutinase
KAK2030792	
KAK2030793	PF01408|Oxidoreductase family, NAD-binding Rossmann fold;PF02894|Oxidoreductase family, C-terminal alpha/beta domain
KAK2030794	PF07690|Major Facilitator Superfamily
KAK2030795	
KAK2767865	PF00350|Dynamin family;PF24564|Domain of unknown function (DUF7605)
KAK2767866	PF05721|Phytanoyl-CoA dioxygenase (PhyH)
KAK2767867	PF24803|Domain of unknown function (DUF7704)
KAK2767868	PF00083|Sugar (and other) transporter
KAK2767869	PF11374|Protein of unknown function (DUF3176)
KAK2767870	PF11374|Protein of unknown function (DUF3176)
KAK2767871	PF11374|Protein of unknown function (DUF3176)
KAK2767872	PF00246|Zinc carboxypeptidase
KAK2767873	PF12937|F-box-like
KAK2767874	
KAK2767876	PF01163|RIO domain
KAK2767877	PF01822|WSC domain
KAK2767878	PF24864|Domain of unknown function (DUF7730)
KAK2767879	PF17784|Sulfotransferase domain
KAK2767880	
KAK2767881	PF00106|short chain dehydrogenase
KAK2767882	PF00106|short chain dehydrogenase
KAK2767883	
KAK2767884	PF01687|Riboflavin kinase;PF26728|FMNK-like N-terminal domain
KAK2767885	
KAK6209765	PF07690|Major Facilitator Superfamily
KAK6209766	PF01408|Oxidoreductase family, NAD-binding Rossmann fold;PF02894|Oxidoreductase family, C-terminal alpha/beta domain
KAK6209767	PF24883|Nephrocystin 3, N-terminal
KAK6209768	PF01083|Cutinase
KAK6209769	PF07969|Amidohydrolase family
KAK6209770	PF00350|Dynamin family;PF24564|Domain of unknown function (DUF7605)
KAK6209771	PF24803|Domain of unknown function (DUF7704)
KAK6209772	PF00246|Zinc carboxypeptidase
KAK6209773	
KAK6209774	
KAK6209776	PF01163|RIO domain
KAK6209777	PF01822|WSC domain
KAK6209778	PF24864|Domain of unknown function (DUF7730)
KAK6209779	PF17784|Sulfotransferase domain
KAK6209780	PF01687|Riboflavin kinase;PF26728|FMNK-like N-terminal domain
KAK6209781	PF04515|Plasma-membrane choline transporter
KAK6209782	PF13409|Glutathione S-transferase, N-terminal domain;PF22041|Glutathione S-transferase, C-terminal domain
KAK6209783	PF04108|Autophagy protein ATG17-like domain
KAK6209784	PF00732|GMC oxidoreductase;PF05199|GMC oxidoreductase;PF13450|NAD(P)-binding Rossmann-like domain
KAK6209785	
KAK9717835	PF00018|SH3 domain
KAK9717836	
KAK9717837	
KAK9717839	PF13639|Ring finger domain
KAK9717840	PF04190|Golgi to ER traffic protein 4
KAK9717841	PF00590|Tetrapyrrole (Corrin/Porphyrin) Methylases;PF13241|Putative NAD(P)-binding;PF14823|Sirohaem biosynthesis protein C-terminal;PF14824|Sirohaem biosynthesis protein central
KAK9717842	PF01370|NAD dependent epimerase/dehydratase family
KAK9717843	PF01566|Natural resistance-associated macrophage protein-like
KAK9717844	PF01566|Natural resistance-associated macrophage protein-like
KAK9717845	
KAL0932164	PF00106|short chain dehydrogenase
KAL0932165	PF00106|short chain dehydrogenase
KAL0932166	PF07519|Tannase and feruloyl esterase
KAL0932167	
KAL0932168	PF00728|Glycosyl hydrolase family 20, catalytic domain;PF02838|Glycosyl hydrolase family 20, domain 2
KAL0932169	PF01687|Riboflavin kinase;PF26728|FMNK-like N-terminal domain
KAL0932170	PF17784|Sulfotransferase domain
KAL0932171	PF24864|Domain of unknown function (DUF7730)
KAL0932172	PF01822|WSC domain
KAL0932173	PF01163|RIO domain
KAL0932175	
KAL0932176	
KAL0932177	PF00246|Zinc carboxypeptidase
KAL0932178	PF24803|Domain of unknown function (DUF7704)
KAL0932179	PF05721|Phytanoyl-CoA dioxygenase (PhyH)
KAL0932180	PF00350|Dynamin family;PF24564|Domain of unknown function (DUF7605)
KAL0932181	PF07969|Amidohydrolase family
KAL0932182	PF01083|Cutinase
KAL0932183	PF01408|Oxidoreductase family, NAD-binding Rossmann fold;PF02894|Oxidoreductase family, C-terminal alpha/beta domain
KAL0932184	PF07690|Major Facilitator Superfamily
KDN70614	
KDN70615	PF17107|N-terminal domain on NACHT_NTPase and P-loop NTPases;PF24883|Nephrocystin 3, N-terminal
KDN70616	
KDN70617	PF04515|Plasma-membrane choline transporter
KDN70618	PF26728|FMNK-like N-terminal domain
KDN70619	PF17784|Sulfotransferase domain
KDN70620	PF24864|Domain of unknown function (DUF7730)
KDN70621	PF08450|SMP-30/Gluconolactonase/LRE-like region;PF18961|Domain of unknown function (DUF5703)
KDN70622	
KDN70623	PF01163|RIO domain
KDN70625	
KDN70626	PF00246|Zinc carboxypeptidase
KDN70627	PF05721|Phytanoyl-CoA dioxygenase (PhyH)
KDN70628	PF00350|Dynamin family;PF24564|Domain of unknown function (DUF7605)
KDN70629	PF07969|Amidohydrolase family
KDN70630	PF01083|Cutinase
KDN70631	PF01408|Oxidoreductase family, NAD-binding Rossmann fold;PF02894|Oxidoreductase family, C-terminal alpha/beta domain
KDN70632	PF01822|WSC domain;PF07690|Major Facilitator Superfamily
KDN70633	
KDN70634	PF13460|NAD(P)H-binding
KXH69094	PF17107|N-terminal domain on NACHT_NTPase and P-loop NTPases
KXH69095	PF17107|N-terminal domain on NACHT_NTPase and P-loop NTPases
KXH69096	PF12796|Ankyrin repeats (3 copies)
KXH69097	
KXH69098	PF04515|Plasma-membrane choline transporter
KXH69099	
KXH69100	PF17784|Sulfotransferase domain
KXH69101	PF24864|Domain of unknown function (DUF7730)
KXH69102	
KXH69103	PF01163|RIO domain
KXH69105	
KXH69106	
KXH69107	
KXH69108	PF00246|Zinc carboxypeptidase
KXH69109	
KXH69110	
KXH69111	
KXH69112	PF07969|Amidohydrolase family
KXH69113	PF01083|Cutinase
KXH69114	PF07690|Major Facilitator Superfamily
KZL64138	PF07690|Major Facilitator Superfamily
KZL64139	PF01408|Oxidoreductase family, NAD-binding Rossmann fold;PF02894|Oxidoreductase family, C-terminal alpha/beta domain
KZL64140	PF01083|Cutinase
KZL64141	PF07969|Amidohydrolase family
KZL64144	PF01593|Flavin containing amine oxidoreductase
KZL64145	PF01822|WSC domain
KZL64224	PF01687|Riboflavin kinase;PF26728|FMNK-like N-terminal domain
KZL64225	PF06985|Heterokaryon incompatibility protein (HET)
KZL64226	PF23397|Domain of unknown function (DUF7104)
KZL64227	PF24864|Domain of unknown function (DUF7730)
KZL64228	PF01163|RIO domain
KZL64230	
KZL64231	PF00246|Zinc carboxypeptidase
KZL64232	PF05721|Phytanoyl-CoA dioxygenase (PhyH)
KZL64233	PF00350|Dynamin family;PF24564|Domain of unknown function (DUF7605)
KZL64262	PF04515|Plasma-membrane choline transporter
KZL64263	
KZL64264	
KZL64298	PF00023|Ankyrin repeat;PF12796|Ankyrin repeats (3 copies);PF13637|Ankyrin repeats (many copies);PF17107|N-terminal domain on NACHT_NTPase and P-loop NTPases;PF24883|Nephrocystin 3, N-terminal
KZL64299	PF04108|Autophagy protein ATG17-like domain
KZL72883	PF01822|WSC domain
KZL72884	PF07690|Major Facilitator Superfamily
KZL72888	PF06985|Heterokaryon incompatibility protein (HET);PF23397|Domain of unknown function (DUF7104)
KZL72890	PF00246|Zinc carboxypeptidase
KZL72892	PF01083|Cutinase
KZL72893	
KZL72894	PF07969|Amidohydrolase family
KZL72921	PF24564|Domain of unknown function (DUF7605)
KZL72922	PF01408|Oxidoreductase family, NAD-binding Rossmann fold;PF02894|Oxidoreductase family, C-terminal alpha/beta domain
KZL72923	PF17107|N-terminal domain on NACHT_NTPase and P-loop NTPases
KZL72924	
KZL72936	PF00023|Ankyrin repeat;PF12796|Ankyrin repeats (3 copies);PF22939|GPI inositol-deacylase, winged helix domain;PF24883|Nephrocystin 3, N-terminal
KZL72937	PF01687|Riboflavin kinase;PF26728|FMNK-like N-terminal domain
KZL72938	PF04515|Plasma-membrane choline transporter
KZL72939	PF01163|RIO domain
KZL72947	PF24864|Domain of unknown function (DUF7730)
KZL72948	PF17784|Sulfotransferase domain
KZL72949	PF05721|Phytanoyl-CoA dioxygenase (PhyH)
OBR14457	PF01822|WSC domain
OBR14458	PF07690|Major Facilitator Superfamily
OBR14459	PF01408|Oxidoreductase family, NAD-binding Rossmann fold;PF02894|Oxidoreductase family, C-terminal alpha/beta domain
OBR14460	
OBR14461	PF01083|Cutinase
OBR14462	PF07969|Amidohydrolase family
OBR14463	PF00350|Dynamin family;PF24564|Domain of unknown function (DUF7605)
OBR14464	PF00246|Zinc carboxypeptidase
OBR14465	
OBR14466	
OBR14468	PF01163|RIO domain
OBR14469	PF01822|WSC domain
OBR14470	PF24864|Domain of unknown function (DUF7730)
OBR14471	
OBR14472	PF17784|Sulfotransferase domain
OBR14473	PF01687|Riboflavin kinase;PF26728|FMNK-like N-terminal domain
OBR14474	PF04515|Plasma-membrane choline transporter
OBR14475	PF13409|Glutathione S-transferase, N-terminal domain;PF22041|Glutathione S-transferase, C-terminal domain
OBR14476	PF04108|Autophagy protein ATG17-like domain
OBR14477	PF00732|GMC oxidoreductase;PF05199|GMC oxidoreductase
OHE94165	PF01408|Oxidoreductase family, NAD-binding Rossmann fold;PF02894|Oxidoreductase family, C-terminal alpha/beta domain
OHE94166	PF07690|Major Facilitator Superfamily
OHE94167	PF01083|Cutinase
OHE94168	PF07969|Amidohydrolase family
OHE94169	PF00350|Dynamin family;PF24564|Domain of unknown function (DUF7605)
OHE94170	
OHE94171	
OHE94172	PF00246|Zinc carboxypeptidase
OHE94173	
OHE94174	
OHE94176	
OHE94177	PF01163|RIO domain
OHE94178	
OHE94179	PF24864|Domain of unknown function (DUF7730)
OHE94180	PF17784|Sulfotransferase domain
