accession	organism_id	lineage	nucleotide_acc	protein_id	molecule_type	n_embl_refs
A0A074RTB9	1423351		AZST01000284	KEP50119.1	Genomic_DNA	1
A0A074RXR6	1423351		AZST01000284	KEP50120.1	Genomic_DNA	1
A0A074S0H8	1423351		AZST01000257	KEP50408.1	Genomic_DNA	1
A0A074S7C5	1423351		AZST01000057	KEP53525.1	Genomic_DNA	1
A0A074S7W9	1423351		AZST01001266	KEP46137.1	Genomic_DNA	1
A0A074SA15	1423351		AZST01000924	KEP46862.1	Genomic_DNA	1
A0A074SFZ9	1423351		AZST01000426	KEP48977.1	Genomic_DNA	1
A0A074SK72	1423351		AZST01000253	KEP50447.1	Genomic_DNA	1
A0A074SK81	1423351		AZST01000251	KEP50462.1	Genomic_DNA	1
A0A074SUA9	1423351		AZST01000058	KEP53512.1	Genomic_DNA	1
A0A074VGZ0	1043003		KL584857	KEQ58304.1	Genomic_DNA	1
A0A074WJS2	1043004		KL584718	KEQ70067.1	Genomic_DNA	1
A0A074WWD6	1043004		KL584704	KEQ75849.1	Genomic_DNA	1
A0A074XNA1	1043002		KL584981	KEQ85134.1	Genomic_DNA	1
A0A074YH07	1043005		KL584766	KEQ93382.1	Genomic_DNA	1
A0A075DN54	13449		KC972611	AHN09736.1	mRNA	1
A0A080Z0A1	1317066		ANJA01004009	ETO60062.1	Genomic_DNA	1
A0A080ZVS2	1317066		ANJA01002277	ETO70733.1	Genomic_DNA	1
A0A080ZVS5	1317066		ANJA01002277	ETO70736.1	Genomic_DNA	1
A0A080ZVS7	1317066		ANJA01002277	ETO70738.1	Genomic_DNA	1
A0A081AVN2	1317066		ANJA01000603	ETO82943.1	Genomic_DNA	1
A0A084AF08	1280523		KL649639	KEY63887.1	Genomic_DNA	1
A0A084AR48	1280523		KL648604	KEY67777.1	Genomic_DNA	1
A0A084B2K4	1280523		KL648196	KEY71783.1	Genomic_DNA	1
A0A084BB06	1280523		KL647495	KEY74735.1	Genomic_DNA	1
A0A084G3K0	563466		JOWA01000105	KEZ41912.1	Genomic_DNA	1
A0A084G6B5	563466		JOWA01000098	KEZ42877.1	Genomic_DNA	1
A0A084GCK1	563466		JOWA01000086	KEZ45063.1	Genomic_DNA	1
A0A084QCB8	1283841		KL660845	KFA61603.1	Genomic_DNA	1
A0A084QWG9	1283841		KL659939	KFA68304.1	Genomic_DNA	1
A0A084QX23	1283841		KL659845	KFA68508.1	Genomic_DNA	1
A0A084QY85	1283841		KL659661	KFA68920.1	Genomic_DNA	1
A0A086SV08	857340		JPKY01000155	KFH40940.1	Genomic_DNA	1
A0A087QSF6	9233		KL225857	KFM04160.1	Genomic_DNA	1
A0A087R0E2	9233		KL226010	KFM06946.1	Genomic_DNA	1
A0A087X5L9	48698					0
A0A087XJW4	48698					0
A0A087YDX2	48698					0
A0A090CL68	515849		FO904938	CDP26527.1	Genomic_DNA	1
A0A090N5Z6	2594811		CBMI010003828	CEG05396.1	Genomic_DNA	1
A0A091DE91	885580		KN122430	KFO30469.1	Genomic_DNA	1
A0A091EJW4	85066		KK718721	KFO58233.1	Genomic_DNA	1
A0A091EQ39	885580		KN120716	KFO37821.1	Genomic_DNA	1
A0A091GBZ3	55661		KL447272	KFO71697.1	Genomic_DNA	1
A0A091H384	175836		KL519465	KFO89130.1	Genomic_DNA	1
A0A091HDB5	175836		KL530830	KFO92710.1	Genomic_DNA	1
A0A091HSS0	9244		KL217733	KFO98187.1	Genomic_DNA	1
A0A091ISS4	9244		KL218151	KFP02716.1	Genomic_DNA	1
A0A091K495	57412		KK544391	KFP31875.1	Genomic_DNA	1
A0A091L5Q5	43455		KL304095	KFP51779.1	Genomic_DNA	1
A0A091N6A9	57068		KK843285	KFP85348.1	Genomic_DNA	1
A0A091N6N3	57068		KK842958	KFP85101.1	Genomic_DNA	1
A0A091NYE1	57397		KL376813	KFP84475.1	Genomic_DNA	1
A0A091P7E8	188344		KK668611	KFQ03093.1	Genomic_DNA	1
A0A091QKA4	57421		KK700612	KFQ27046.1	Genomic_DNA	1
A0A091QM34	57421		KK702541	KFQ28238.1	Genomic_DNA	1
A0A091RH37	54374		KK816013	KFQ38264.1	Genomic_DNA	1
A0A091SAS8	176057		KK946524	KFQ54811.1	Genomic_DNA	1
A0A091TDY4	176057		KK949354	KFQ57031.1	Genomic_DNA	1
A0A091U7D6	9218		KK417774	KFQ85750.1	Genomic_DNA	1
A0A091W550	30419		KK734743	KFR10604.1	Genomic_DNA	1
A0A091W941	128390		KL410692	KFQ98290.1	Genomic_DNA	1
A0A091WPJ3	30419		KK736024	KFR16813.1	Genomic_DNA	1
A0A093CEY8	240206		KL245368	KFV14460.1	Genomic_DNA	1
A0A093FW37	56313		KK398377	KFV58576.1	Genomic_DNA	1
A0A093GEC8	118200		KL215980	KFV67558.1	Genomic_DNA	1
A0A093IJB5	54383		KK557161	KFV98863.1	Genomic_DNA	1
A0A093NYR8	9238		KL225242	KFW69943.1	Genomic_DNA	1
A0A093PRN0	328815		KL670487	KFW79071.1	Genomic_DNA	1
A0A093R2N9	9209		KL444370	KFW95026.1	Genomic_DNA	1
A0A093V4K7	1077442		JPOX01000015	KFX47472.1	Genomic_DNA	1
A0A094KB04	279965		KL347248	KFZ56578.1	Genomic_DNA	1
A0A096P1J2	9555					0
A0A098E091	229533		HG970334	CEF87029.1	Genomic_DNA	1
A0A099ZU00	94827		KL897604	KGL84598.1	Genomic_DNA	1
A0A0A0AZE1	50402		KL873356	KGL98460.1	Genomic_DNA	1
A0A0A0B9F3	1408250		AXNT01000048	KGM02434.1	Genomic_DNA	1
A0A0A1UJW0	1086054		JATN01000321	EUC59434.1	Genomic_DNA	1
A0A0A1UJX2	1086054		JATN01000321	EUC59444.1	Genomic_DNA	1
A0A0A1V7Z8	568076		JELW01000001	EXV05708.1	Genomic_DNA	1
A0A0A2JEJ9	27334		JQFZ01000252	KGO53093.1	Genomic_DNA	1
A0A0A2JPW5	27334		JQFZ01000157	KGO56886.1	Genomic_DNA	1
A0A0A2JVP7	27334		JQFZ01000170	KGO56270.1	Genomic_DNA	1
A0A0A2KL20	40296		JQGA01001201	KGO68522.1	Genomic_DNA	1
A0A0A2VYA5	1245745		ANFO01000917	KGQ05699.1	Genomic_DNA	1
A0A0A7CLT5	74557		KM037952	AIG55413.1	Genomic_DNA	2
A0A0A7CMC8	74557		KM038113	AIG55574.1	Genomic_DNA	1
A0A0A7CNE6	1202772		KM038562	AIG56023.1	Genomic_DNA	2
A0A0A7CNP6	1202772		KM039016	AIG56477.1	Genomic_DNA	2
A0A0A7CPE6	1202772		KM038955	AIG56416.1	Genomic_DNA	1
A0A0B2V753	6265		JPKZ01002430	KHN76800.1	Genomic_DNA	1
A0A0B4FP45	3151832		AZNF01000004	KID67476.1	Genomic_DNA	1
A0A0B4HCA4	1276136		AZNH01000001	KID93033.1	Genomic_DNA	1
A0A0B4XAD1	1041138		CP006879	AJD43568.1	Genomic_DNA	1
A0A0B7A0D2	1028688		HACG01027162	CEK74027.1	Transcribed_RNA	1
A0A0B7A1Q5	1028688		HACG01027161	CEK74026.1	Transcribed_RNA	1
A0A0B7A255	1028688		HACG01027160	CEK74025.1	Transcribed_RNA	1
A0A0B7AFX7	1028688		HACG01032823	CEK79688.1	Transcribed_RNA	1
A0A0B7AML2	1028688		HACG01034366	CEK81231.1	Transcribed_RNA	1
A0A0B7F0F6	1108050		LN679100	CEL51511.1	Genomic_DNA	1
A0A0B7F0G8	1108050		LN679100	CEL51521.1	Genomic_DNA	1
A0A0B7F0N2	1108050		LN679100	CEL51561.1	Genomic_DNA	1
A0A0B7F0Q1	1108050		LN679100	CEL51591.1	Genomic_DNA	1
A0A0B7F1Z6	1108050		LN679100	CEL51520.1	Genomic_DNA	1
A0A0B7F8H0	1108050		LN679113	CEL53845.1	Genomic_DNA	1
A0A0B7FCB0	1108050		LN679113	CEL53843.1	Genomic_DNA	1
A0A0B7FGN3	1108050		LN679127	CEL57146.1	Genomic_DNA	1
A0A0B7FN78	1108050		LN679129	CEL58389.1	Genomic_DNA	1
A0A0B7FUY2	1108050		LN679104	CEL60669.1	Genomic_DNA	1
A0A0B7FY08	1108050		LN679171	CEL62851.1	Genomic_DNA	1
A0A0B7G165	1108050		LN679171	CEL62844.1	Genomic_DNA	1
A0A0B7G340	1108050		LN679172	CEL62882.1	Genomic_DNA	1
A0A0B7KA41	29856		CDPU01000028	CEO52377.1	Genomic_DNA	1
A0A0C2F7M2	1398154		AWTV01000010	KIH87058.1	Genomic_DNA	1
A0A0C2XG69	933852		KN824295	KIM28072.1	Genomic_DNA	1
A0A0C3B7P4	933852		KN824295	KIM28124.1	Genomic_DNA	1
A0A0C3CP60	913774		KN832877	KIN00794.1	Genomic_DNA	1
A0A0C3CRE9	76867		KN831770	KIM46639.1	Genomic_DNA	1
A0A0C3DMT8	913774		KN832873	KIN03343.1	Genomic_DNA	1
A0A0C3FFF8	765440		KN832991	KIM83205.1	Genomic_DNA	1
A0A0C3FR79	765440		KN832998	KIM81626.1	Genomic_DNA	1
A0A0C3FYC4	765440		KN832991	KIM83201.1	Genomic_DNA	1
A0A0C4DI87	660025					0
A0A0C4DWW6	644358		GL876968	KLU85477.1	Genomic_DNA	1
A0A0C4DY08	644358		GL876969	KLU85898.1	Genomic_DNA	1
A0A0C4DYF2	644358		GL876969	KLU86054.1	Genomic_DNA	1
A0A0C4ECU2	644358		GL876975	KLU90675.1	Genomic_DNA	1
A0A0C5G0L4	477245		CP010849	AJP02075.1	Genomic_DNA	1
A0A0C9USP9	990650		KN837308	KIJ28356.1	Genomic_DNA	1
A0A0C9UT30	990650		KN837308	KIJ28355.1	Genomic_DNA	1
A0A0C9VHR2	990650		KN837140	KIJ40932.1	Genomic_DNA	1
A0A0C9W3X0	990650		KN837110	KIJ45896.1	Genomic_DNA	1
A0A0C9WDK0	994086		KN839854	KIJ62547.1	Genomic_DNA	1
A0A0D0CCA2	944289		KN834776	KIK60139.1	Genomic_DNA	1
A0A0D1E6L1	5270		CM003141	KIS71226.1	Genomic_DNA	1
A0A0D1YF04	1016849		KN846952	KIV81487.1	Genomic_DNA	1
A0A0D1ZN85	569365		KN847042	KIW29411.1	Genomic_DNA	1
A0A0D2AGE3	253628		KN847537	KIW05630.1	Genomic_DNA	1
A0A0D2BB96	569365		KN847040	KIW34852.1	Genomic_DNA	1
A0A0D2BH13	91928		KN847493	KIW18288.1	Genomic_DNA	1
A0A0D2BKG3	91928		KN847493	KIW19040.1	Genomic_DNA	1
A0A0D2BR19	91928		KN847497	KIW13649.1	Genomic_DNA	1
A0A0D2CZ06	1851006		KN846957	KIW70436.1	Genomic_DNA	1
A0A0D2D206	1851006		KN846957	KIW71471.1	Genomic_DNA	1
A0A0D2D664	215243		KN847342	KIW37870.1	Genomic_DNA	1
A0A0D2DPV7	215243		KN847342	KIW37869.1	Genomic_DNA	1
A0A0D2DYM6	215243		KN847338	KIW40639.1	Genomic_DNA	1
A0A0D2EDR6	215243		KN847333	KIW46064.1	Genomic_DNA	1
A0A0D2EIL3	348802		KN847320	KIW55248.1	Genomic_DNA	1
A0A0D2ETA8	348802		KN847318	KIW57965.1	Genomic_DNA	1
A0A0D2EZC7	1442368		KN846972	KIW79722.1	Genomic_DNA	1
A0A0D2F4M5	348802		KN847320	KIW54844.1	Genomic_DNA	1
A0A0D2G164	1442370		KN846988	KIW92472.1	Genomic_DNA	1
A0A0D2G9B5	1851006		KN846958	KIW68484.1	Genomic_DNA	1
A0A0D2HA46	1442368		KN846971	KIW81419.1	Genomic_DNA	1
A0A0D2HER3	1442369		KN847475	KIX09128.1	Genomic_DNA	1
A0A0D2HGH5	1442370		KN846994	KIW89900.1	Genomic_DNA	1
A0A0D2IAF0	1442371		KN848089	KIX94131.1	Genomic_DNA	1
A0A0D2JFD5	1442369		KN847476	KIX07950.1	Genomic_DNA	1
A0A0D2K829	1442371		KN848064	KIY02238.1	Genomic_DNA	1
A0A0D2P6I0	945553		KN817630	KJA16020.1	Genomic_DNA	1
A0A0D2XK45	660025					0
A0A0D2YBM6	660025					0
A0A0D9P6L9	1291518		KE384725	KJK81854.1	Genomic_DNA	1
A0A0D9R9M2	60711					0
A0A0D9RY79	60711					0
A0A0E0RYC2	229533		HG970333	CEF76247.1	Genomic_DNA	1
A0A0F0IK08	1403190		JZEE01000315	KJK66223.1	Genomic_DNA	1
A0A0F2MLY8	1397361		AXCR01000001	KJR90049.1	Genomic_DNA	1
A0A0F4YE03	1408163		LASV01000785	KKA16365.1	Genomic_DNA	1
A0A0F6YHH7	927083		CP011125	AKF04035.1	Genomic_DNA	1
A0A0F7RY93	49012		CCFA01001929	CDS00059.1	Genomic_DNA	2
A0A0F7S7B3	49012		LK056670	CDU24369.1	Genomic_DNA	2
A0A0F7TYM6	104259		CDHK01000012	CEJ61814.1	Genomic_DNA	1
A0A0F7VZF4	1437453		LN831790	CQR63993.1	Genomic_DNA	1
A0A0F7ZPL7	1043627		KQ030515	KJZ75720.1	Genomic_DNA	1
A0A0F8A0K4	1043627		KQ030517	KJZ75412.1	Genomic_DNA	1
A0A0F8CNX3	88771		LBBL01000414	KKF92427.1	Genomic_DNA	1
A0A0F8V8S6	138278		JYKN01001674	KKK19411.1	Genomic_DNA	1
A0A0F8W6I0	308745		JZBS01003801	KKK13480.1	Genomic_DNA	1
A0A0G2EEK2	420778		LAQI01000098	KKY20711.1	Genomic_DNA	1
A0A0G2EUA6	158046		LCWF01000039	KKY25721.1	Genomic_DNA	1
A0A0G2FG16	1214573		LCUC01000246	KKY33442.1	Genomic_DNA	1
A0A0G2FI58	1214573		LCUC01000216	KKY34132.1	Genomic_DNA	1
A0A0G3BQ28	413882		CP011371	AKJ29456.1	Genomic_DNA	1
A0A0G4KK98	100787		CVQI01001225	CRK07805.1	Genomic_DNA	2
A0A0G4KKL5	100787		CVQI01001225	CRK07799.1	Genomic_DNA	2
A0A0G4LN34	100787		CVQI01000447	CRJ96543.1	Genomic_DNA	2
A0A0G4M3R1	100787		CVQH01020752	CRK28535.1	Genomic_DNA	2
A0A0G4NL88	100787		CVQI01036273	CRK47151.1	Genomic_DNA	1
A0A0G4NX83	1429867		HG793135	CRL18728.1	Genomic_DNA	1
A0A0H1BRE8	2060906		LDEV01001402	KLJ11736.1	Genomic_DNA	1
A0A0H1R9T1	1225564		LCYG01000052	KLK91636.1	Genomic_DNA	1
A0A0I9Y4T4	5127		CABFJX010000057	VTT61250.1	Genomic_DNA	1
A0A0J6IJN4	454284		DS268113	KMM72102.1	Genomic_DNA	1
A0A0J6YKE2	404692		DS028098	KMP09101.1	Genomic_DNA	1
A0A0J7AYB6	404692		DS028103	KMP02432.1	Genomic_DNA	1
A0A0J8R972	454286		DS268201	KMU81446.1	Genomic_DNA	1
A0A0J8RM30	396776		DS016990	KMU85902.1	Genomic_DNA	1
A0A0J9END7	653446		GG749433	KMW67793.1	Genomic_DNA	2
A0A0J9UPS8	426428		DS231699	KNB00943.1	Genomic_DNA	1
A0A0J9W938	426428		DS231735	KNB19779.1	Genomic_DNA	1
A0A0J9WSW0	426428		DS231715	KNB14967.1	Genomic_DNA	1
A0A0K0NPU9	128017		KU837229	AON76724.1	Genomic_DNA	4
A0A0K0YB13	42192		KP757802	AKS48166.1	mRNA	1
A0A0K1ZKE1	305		CP025741	AYA46373.1	Genomic_DNA	9
A0A0K1ZP03	305		LN899823	CUV22037.1	Genomic_DNA	7
A0A0K6FKC6	456999		CYGV01000001	CUA66613.1	Genomic_DNA	1
A0A0K6FMF9	456999		CYGV01000038	CUA67189.1	Genomic_DNA	1
A0A0K6FMV0	456999		CAJMWT010004803	CAE6496440.1	Genomic_DNA	2
A0A0K6FPB5	456999		CYGV01000302	CUA68023.1	Genomic_DNA	1
A0A0K6FPV3	456999		CYGV01000302	CUA68009.1	Genomic_DNA	1
A0A0K6FU45	456999		CAJMWT010001775	CAE6419532.1	Genomic_DNA	2
A0A0K6FUE9	456999		CYGV01000890	CUA69679.1	Genomic_DNA	1
A0A0K6FYY1	456999		CYGV01001240	CUA71470.1	Genomic_DNA	1
A0A0K6G019	456999		CYGV01001249	CUA71592.1	Genomic_DNA	1
A0A0K6GEK7	456999		CYGV01001759	CUA77043.1	Genomic_DNA	1
A0A0K6GFZ7	456999		CYGV01001842	CUA77396.1	Genomic_DNA	1
A0A0K6GIP8	456999		CYGV01001988	CUA78326.1	Genomic_DNA	1
A0A0K6GIR3	456999		CYGV01002011	CUA78420.1	Genomic_DNA	1
A0A0L0T1I9	578462		GG745358	KNE68698.1	Genomic_DNA	1
A0A0L0T297	578462		GG745358	KNE68699.1	Genomic_DNA	1
A0A0L0T3A5	578462		GG745360	KNE69201.1	Genomic_DNA	1
A0A0L0T3E0	578462		GG745360	KNE69200.1	Genomic_DNA	1
A0A0L0VSW2	1165861		AJIL01000024	KNF02297.1	Genomic_DNA	1
A0A0L1INA1	1509407		JNOM01000511	KNG80984.1	Genomic_DNA	1
A0A0L1IVZ5	1509407		JNOM01000253	KNG83669.1	Genomic_DNA	1
A0A0M3IBJ1	6252					0
A0A0M3J581	6269		UYRR01003495	VDK20157.1	Genomic_DNA	1
A0A0M9ERT3	179993		JXCE01000307	KPA38166.1	Genomic_DNA	1
A0A0M9ETD6	179993		JXCE01000220	KPA39096.1	Genomic_DNA	1
A0A0M9EWC2	179993		JXCE01000103	KPA41249.1	Genomic_DNA	1
A0A0N1HXY4	1664694		LFJN01000001	KPI45556.1	Genomic_DNA	1
A0A0N1P0I4	1664694		LFJN01000005	KPI43615.1	Genomic_DNA	1
A0A0N4U1W5	318479		UYYG01001151	VDN55014.1	Genomic_DNA	1
A0A0N4VH14	51028		UXUI01010067	VDD94709.1	Genomic_DNA	1
A0A0N4WK64	6290		UZAF01017571	VDO42886.1	Genomic_DNA	1
A0A0N4XC55	27835		UYSL01000002	VDL61781.1	Genomic_DNA	1
A0A0N5CNE5	103827		UYYF01000245	VDM97282.1	Genomic_DNA	1
A0A0N7EI22	170012		KT371991	ALF12285.1	mRNA	1
A0A0N7HV29	9627		KR494285	ALI89102.1	mRNA	1
A0A0P0BZ27	512763		CP012643	ALI97726.1	Genomic_DNA	1
A0A0P1AML5	4781		CCYD01000645	CEG42383.1	Genomic_DNA	1
A0A0P1AW40	4781		CCYD01002047	CEG46445.1	Genomic_DNA	1
A0A0P1AY18	4781		CCYD01002047	CEG46444.1	Genomic_DNA	1
A0A0P1AY43	4781		CCYD01002047	CEG46439.1	Genomic_DNA	1
A0A0P7BCC7	78410		LKCW01000143	KPM38127.1	Genomic_DNA	1
A0A0P7XBT8	113540		JARO02002520	KPP72470.1	Genomic_DNA	1
A0A0P7YXS6	113540		JARO02002310	KPP72990.1	Genomic_DNA	1
A0A0Q3PGP4	12930		LMAW01002556	KQK79955.1	Genomic_DNA	1
A0A0R0LTG5	146866		LGUB01000696	KRH92765.1	Genomic_DNA	1
A0A0S4TX46	305		LN899819	CUV14628.1	Genomic_DNA	2
A0A0S4U8D6	305		LN899821	CUV18498.1	Genomic_DNA	1
A0A0U3ND85	452646		KU186800	ALV13267.1	Genomic_DNA	1
A0A0U5GGT1	454130		CDMC01000028	CEL11601.1	Genomic_DNA	1
A0A0V1G4S3	6337		JYDT01000003	KRY93284.1	Genomic_DNA	1
A0A0W0EZ38	221103		LATX01002435	KTB29338.1	Genomic_DNA	1
A0A0W0F6C2	221103		LATX01002286	KTB31870.1	Genomic_DNA	1
A0A0W7VMU8	398673		MTYH01000050	PNP42450.1	Genomic_DNA	2
A0A0W8C3P5	4792		LNFO01005286	KUF78684.1	Genomic_DNA	1
A0A0W8CSU7	4792		LNFP01001229	KUF87103.1	Genomic_DNA	1
A0A0W8DI56	4792		LNFP01000193	KUF95968.1	Genomic_DNA	1
A0A0W8DVC6	4792		LNFO01000775	KUG00137.1	Genomic_DNA	1
A0A101M9I9	48697		LLXE01000504	KUM56340.1	Genomic_DNA	1
A0A101NIJ2	67285		LMWL01000044	KUM93825.1	Genomic_DNA	1
A0A101NKQ7	67285		LMWL01000033	KUM95143.1	Genomic_DNA	1
A0A101NV74	67386		LMWN01000061	KUM99677.1	Genomic_DNA	1
A0A124BUX3	5061		BCMY01000001	GAQ34267.1	Genomic_DNA	1
A0A135LM00	5078		LHQR01000048	KXG49986.1	Genomic_DNA	1
A0A135LUD3	5078		LHQR01000026	KXG52564.1	Genomic_DNA	1
A0A135RS91	703756		JFBX01000863	KXH26583.1	Genomic_DNA	1
A0A135RZK9	703756		JFBX01000758	KXH29104.1	Genomic_DNA	1
A0A135S3P5	1460502		JEMN01001656	KXH30530.1	Genomic_DNA	1
A0A135S4L3	703756		JFBX01000698	KXH30873.1	Genomic_DNA	1
A0A135S4U4	1209931		JFFI01002531	KXH30926.1	Genomic_DNA	1
A0A135SGH4	703756		JFBX01000572	KXH34999.1	Genomic_DNA	1
A0A135SGW1	703756		JFBX01000569	KXH35131.1	Genomic_DNA	1
A0A135SHP2	703756		JFBX01000564	KXH35385.1	Genomic_DNA	1
A0A135SM69	703756		JFBX01000510	KXH37013.1	Genomic_DNA	1
A0A135T2T3	1460502		JEMN01001253	KXH42478.1	Genomic_DNA	1
A0A135T5S7	1209931		JFFI01002099	KXH43499.1	Genomic_DNA	1
A0A135TH42	1460502		JEMN01001120	KXH47483.1	Genomic_DNA	1
A0A135TMP6	1460502		JEMN01001072	KXH49404.1	Genomic_DNA	1
A0A135TPT1	1209931		JFFI01001916	KXH50107.1	Genomic_DNA	1
A0A135TTE1	1460502		JEMN01001028	KXH51302.1	Genomic_DNA	1
A0A135TTJ8	703756		JFBX01000064	KXH51459.1	Genomic_DNA	1
A0A135U459	1460502		JEMN01000878	KXH55185.1	Genomic_DNA	1
A0A135UQQ8	1460502		JEMN01000269	KXH62734.1	Genomic_DNA	1
A0A135V3G6	1209931		JFFI01000544	KXH67077.1	Genomic_DNA	1
A0A136ILZ0	196109		KQ964273	KXJ85864.1	Genomic_DNA	1
A0A136INA1	196109		KQ964270	KXJ86129.1	Genomic_DNA	1
A0A136ISR9	196109		KQ964260	KXJ87859.1	Genomic_DNA	1
A0A136IUM9	196109		KQ964257	KXJ88754.1	Genomic_DNA	1
A0A136J918	196109		KQ964247	KXJ93661.1	Genomic_DNA	1
A0A137NQN3	796925		KQ965033	KXN64980.1	Genomic_DNA	1
A0A137NY78	796925		KQ964617	KXN67707.1	Genomic_DNA	1
A0A137P353	796925		KQ964538	KXN69351.1	Genomic_DNA	1
A0A137P8T8	796925		KQ964476	KXN71399.1	Genomic_DNA	1
A0A137PAW4	796925		KQ964460	KXN72124.1	Genomic_DNA	1
A0A139GZD1	321146		LFZN01000212	KXS95512.1	Genomic_DNA	1
A0A139HS50	113226		LFZO01000572	KXT05280.1	Genomic_DNA	1
A0A146FM76	1069201		AP024426	BCR96037.1	Genomic_DNA	2
A0A146PCI2	8078		GCES01144728	JAQ41594.1	Transcribed_RNA	2
A0A151NRJ9	8496		AKHW03002195	KYO39466.1	Genomic_DNA	1
A0A151NSM3	8496		AKHW03002195	KYO39465.1	Genomic_DNA	1
A0A151P161	8496		AKHW03001345	KYO42837.1	Genomic_DNA	1
A0A158Q6U1	1147741					0
A0A161VHR9	708197		LFIV01000087	KZL70564.1	Genomic_DNA	1
A0A161W8U8	708197		LFIV01000135	KZL67883.1	Genomic_DNA	1
A0A161WG29	1573173		LFIW01001110	KZL83428.1	Genomic_DNA	1
A0A162MRN0	1081102		AZHD01000003	OAA65840.1	Genomic_DNA	1
A0A163HMT0	5454		JYNV01000129	KZM25369.1	Genomic_DNA	1
A0A163K839	5454		JYNV01000091	KZM26836.1	Genomic_DNA	1
A0A163MEU3	5454		JYNV01000005	KZM28651.1	Genomic_DNA	1
A0A164PTP5	1314777		KV419431	KZS89027.1	Genomic_DNA	1
A0A164SP08	1314777		KV419414	KZS91671.1	Genomic_DNA	1
A0A165J5C9	1353952		KV423923	KZT61394.1	Genomic_DNA	1
A0A165V412	1314782		KV425555	KZT29126.1	Genomic_DNA	1
A0A165YMC5	1314776		KV428244	KZT33401.1	Genomic_DNA	1
A0A166ALV4	1759441		KV417658	KZP11745.1	Genomic_DNA	1
A0A166DZQ5	1314776		KV428052	KZT39063.1	Genomic_DNA	1
A0A166LSS0	1573173		LFIW01002722	KZL63894.1	Genomic_DNA	1
A0A166PAB6	708197		LFIV01000172	KZL66551.1	Genomic_DNA	1
A0A166QLI8	1573173		LFIW01002514	KZL68078.1	Genomic_DNA	1
