accession	organism_id	lineage	nucleotide_acc	protein_id	molecule_type	n_embl_refs
A0ABR0KBS0	1690604		JAVRRG010000047	KAK5093171.1	Genomic_DNA	1
A0ABR0KH52	1690604		JAVRRG010000023	KAK5096256.1	Genomic_DNA	1
A0ABR0RAB7	1635080		JAVHJV010000018	KAK5937207.1	Genomic_DNA	1
A0ABR0RMX2	1635080		JAVHJV010000006	KAK5941954.1	Genomic_DNA	1
A0ACC2ZZX6	3383035		JAPDRQ010000157	KAJ9653346.1	Genomic_DNA	1
A0ACC3AAT4	3383035		JAPDRQ010000050	KAJ9658514.1	Genomic_DNA	1
H6BWF1	858893		JH226132	EHY55196.1	Genomic_DNA	2
H6C0Q8	858893		JH226133	EHY56432.1	Genomic_DNA	1
O97885	9796		AF076781	AAC97109.1	mRNA	1
Q7PCK9	9796		BK000021	DAA00083.1	mRNA	1
V9CZH8						0
V9DEV2						0
W2RIM6	1220924		KB822725	ETN36347.1	Genomic_DNA	1
W2SF58	1220924		KB822711	ETN46529.1	Genomic_DNA	1
W2SHB1	1220924		KB822711	ETN47254.1	Genomic_DNA	1
W9VMR6	1182543		AMGX01000047	EXJ53406.1	Genomic_DNA	1
W9VXV1	1182544		AMGW01000003	EXJ60667.1	Genomic_DNA	1
W9W212	1182544		AMGW01000002	EXJ62112.1	Genomic_DNA	1
W9WQA9	1182543		AMGX01000010	EXJ70108.1	Genomic_DNA	1
W9XSH8	1182541		AMWN01000006	EXJ83502.1	Genomic_DNA	1
W9Y3F5	1182542		AMGY01000003	EXJ87327.1	Genomic_DNA	1
W9YKS7	1182541		AMWN01000002	EXJ93507.1	Genomic_DNA	1
W9YQ03	1182542		AMGY01000001	EXJ91750.1	Genomic_DNA	1
