protein_id	pfam
EXJ70115	PF00083|Sugar (and other) transporter
EXJ70116	PF02769|AIR synthase related protein, C-terminal domain;PF13507|CobB/CobQ-like glutamine amidotransferase domain;PF18072|Formylglycinamide ribonucleotide amidotransferase linker domain;PF18076|Formylglycinamide ribonucleotide amidotransferase N-terminal;PF22689|FGAR-AT PurM_N-like domain
EXJ70117	PF01151|GNS1/SUR4 family
EXJ70118	PF02284|Cytochrome c oxidase subunit Va
EXJ83492	PF20254|N,N-dimethylformamidase beta subunit-like, C-terminal
EXJ83493	PF05721|Phytanoyl-CoA dioxygenase (PhyH)
EXJ83494	PF05721|Phytanoyl-CoA dioxygenase (PhyH)
EXJ83495	PF11951|Fungal specific transcription factor domain
EXJ83496	PF03417|Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase
EXJ83497	PF11927|Haem-dependent oxidative N-demethylase, alpha subunit-like
EXJ83498	PF13520|Amino acid permease
EXJ83499	PF01773|Na+ dependent nucleoside transporter N-terminus;PF07662|Na+ dependent nucleoside transporter C-terminus;PF07670|Nucleoside recognition
EXJ83500	PF02582|RMND1/Sif2-Sif3/Mrx10, DUF155
EXJ83501	PF12937|F-box-like
EXJ83503	PF00638|RanBP1 domain
EXJ83504	PF00246|Zinc carboxypeptidase
EXJ83505	PF00838|Translationally controlled tumour protein
EXJ83506	PF04116|Fatty acid hydroxylase
EXJ83507	
EXJ83508	PF07521|Zn-dependent metallo-hydrolase RNA specificity domain;PF10996|Beta-Casp domain;PF11718|Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term;PF16661|Metallo-beta-lactamase superfamily domain
EXJ83509	PF05236|Transcription initiation factor TFIID component TAF4 family
EXJ83510	PF00069|Protein kinase domain
EXJ83511	
EXJ83512	
EXJ87317	PF00320|GATA zinc finger;PF08447|PAS fold
EXJ87318	PF02463|RecF/RecN/SMC N terminal domain;PF13476|AAA domain
EXJ87319	PF00150|Cellulase (glycosyl hydrolase family 5)
EXJ87320	PF00928|Adaptor complexes medium subunit family;PF01217|Clathrin adaptor complex small chain
EXJ87321	PF10336|Protein of unknown function (DUF2420)
EXJ87322	PF03239|Iron permease FTR1 family
EXJ87323	PF00394|Multicopper oxidase;PF07731|Multicopper oxidase;PF07732|Multicopper oxidase
EXJ87324	PF01773|Na+ dependent nucleoside transporter N-terminus;PF07662|Na+ dependent nucleoside transporter C-terminus;PF07670|Nucleoside recognition
EXJ87325	PF02582|RMND1/Sif2-Sif3/Mrx10, DUF155
EXJ87326	PF12937|F-box-like
EXJ87328	PF00638|RanBP1 domain;PF08911|NUP50 (Nucleoporin 50 kDa)
EXJ87329	PF01198|Ribosomal protein L31e
EXJ87330	PF00795|Carbon-nitrogen hydrolase
EXJ87331	
EXJ87332	PF14420|Clr5 domain
EXJ87333	PF00023|Ankyrin repeat;PF12796|Ankyrin repeats (3 copies)
EXJ87334	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain;PF04082|Fungal specific transcription factor domain
EXJ87335	PF01363|FYVE zinc finger;PF13639|Ring finger domain
EXJ87336	PF06011|Transient receptor potential (TRP) ion channel;PF14558|ML-like domain
EXJ87337	PF13520|Amino acid permease
EXJ91740	
EXJ91741	PF00806|Pumilio-family RNA binding repeat
EXJ91742	PF00326|Prolyl oligopeptidase family
EXJ91743	PF03151|Triose-phosphate Transporter family
EXJ91744	PF03381|LEM3 (ligand-effect modulator 3) family / CDC50 family
EXJ91745	PF05572|Pregnancy-associated plasma protein-A
EXJ91746	PF02731|SKIP/SNW domain
EXJ91747	
EXJ91748	
EXJ91749	
EXJ91751	PF01253|Translation initiation factor SUI1;PF25304|eIF2D winged helix domain;PF26292|elF2D, PUA domain
EXJ91752	PF06884|Protein of unknown function (DUF1264)
EXJ91753	PF13561|Enoyl-(Acyl carrier protein) reductase
EXJ91754	PF11754|Velvet factor
EXJ91755	
EXJ91756	PF00328|Histidine phosphatase superfamily (branch 2)
EXJ91757	PF00443|Ubiquitin carboxyl-terminal hydrolase;PF12436|ICP0-binding domain of Ubiquitin-specific protease 7;PF14533|Ubiquitin-specific protease C-terminal;PF22486|MATH domain
EXJ91758	PF02518|Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase;PF10436|Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase
EXJ91759	PF01652|Eukaryotic initiation factor 4E
EXJ91760	PF02902|Ulp1 protease family, C-terminal catalytic domain;PF25424|Fungal deubiquitinating enzyme PH domain
EXJ93497	PF12796|Ankyrin repeats (3 copies)
EXJ93498	PF11905|Domain of unknown function (DUF3425)
EXJ93499	PF00928|Adaptor complexes medium subunit family;PF01217|Clathrin adaptor complex small chain
EXJ93500	PF14622|Ribonuclease-III-like
EXJ93501	PF00328|Histidine phosphatase superfamily (branch 2)
EXJ93502	
EXJ93503	PF11754|Velvet factor
EXJ93504	PF13561|Enoyl-(Acyl carrier protein) reductase
EXJ93505	PF06884|Protein of unknown function (DUF1264)
EXJ93506	PF01253|Translation initiation factor SUI1;PF25304|eIF2D winged helix domain;PF26292|elF2D, PUA domain
EXJ93508	PF15508|beta subunit of N-acylethanolamine-hydrolyzing acid amidase
EXJ93509	
EXJ93510	
EXJ93511	PF02731|SKIP/SNW domain
EXJ93512	PF13649|Methyltransferase domain
EXJ93513	PF05572|Pregnancy-associated plasma protein-A
EXJ93514	PF03381|LEM3 (ligand-effect modulator 3) family / CDC50 family
EXJ93515	PF03151|Triose-phosphate Transporter family
EXJ93516	PF00326|Prolyl oligopeptidase family
EXJ93517	PF00806|Pumilio-family RNA binding repeat
GMI36378	PF07714|Protein tyrosine and serine/threonine kinase
GMI36379	PF00561|alpha/beta hydrolase fold
KAF5723948	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain;PF04082|Fungal specific transcription factor domain
KAF5723949	PF00933|Glycosyl hydrolase family 3 N terminal domain;PF01915|Glycosyl hydrolase family 3 C-terminal domain;PF07691|PA14 domain;PF14310|Fibronectin type III-like domain
KAF5723950	PF07690|Major Facilitator Superfamily
KAF5723951	PF00083|Sugar (and other) transporter
KAF5723952	
KAF5723953	
KAF5723954	
KAF5723955	PF00023|Ankyrin repeat;PF12796|Ankyrin repeats (3 copies)
KAF5723956	
KAF5723957	PF00082|Subtilase family
KAF5723959	PF00387|Phosphatidylinositol-specific phospholipase C, Y domain;PF00388|Phosphatidylinositol-specific phospholipase C, X domain
KAF5723960	PF07859|alpha/beta hydrolase fold
KAF5723961	PF07714|Protein tyrosine and serine/threonine kinase
KAF5723962	PF01048|Phosphorylase superfamily;PF24883|Nephrocystin 3, N-terminal;PF28131|Domain of unknown function (DUF8372)
KAF5723963	
KAF5723964	PF13427|Aminoglycoside adenylyltransferase, C-terminal domain
KAF5723965	PF00067|Cytochrome P450
KAF5723966	PF02129|X-Pro dipeptidyl-peptidase (S15 family);PF08530|X-Pro dipeptidyl-peptidase C-terminal non-catalytic domain
KAF5723967	PF02900|Catalytic LigB subunit of aromatic ring-opening dioxygenase
KAF5723968	
KAJ9616685	PF10336|Protein of unknown function (DUF2420)
KAJ9616686	PF03239|Iron permease FTR1 family
KAJ9616687	PF00394|Multicopper oxidase;PF07731|Multicopper oxidase;PF07732|Multicopper oxidase
KAJ9616688	
KAJ9616689	PF13417|Glutathione S-transferase, N-terminal domain;PF25907|Domain of unknown function (DUF7962)
KAJ9616690	PF01773|Na+ dependent nucleoside transporter N-terminus;PF07662|Na+ dependent nucleoside transporter C-terminus;PF07670|Nucleoside recognition
KAJ9616691	PF02582|RMND1/Sif2-Sif3/Mrx10, DUF155
KAJ9616692	PF04117|Mpv17 / PMP22 family
KAJ9616693	
KAJ9616694	PF12937|F-box-like
KAJ9616696	PF00638|RanBP1 domain
KAJ9616697	PF01198|Ribosomal protein L31e
KAJ9616698	PF00795|Carbon-nitrogen hydrolase
KAJ9616699	
KAJ9616700	
KAJ9616701	
KAJ9616702	PF00004|ATPase family associated with various cellular activities (AAA);PF22942|Domain of unknown function (DUF7025);PF23232|Fungal AAA+ ATPase lid domain
KAJ9616703	PF24883|Nephrocystin 3, N-terminal
KAJ9616704	
KAJ9616705	
KAJ9617276	PF01151|GNS1/SUR4 family
KAJ9617277	PF02769|AIR synthase related protein, C-terminal domain;PF13507|CobB/CobQ-like glutamine amidotransferase domain;PF18072|Formylglycinamide ribonucleotide amidotransferase linker domain;PF18076|Formylglycinamide ribonucleotide amidotransferase N-terminal;PF22689|FGAR-AT PurM_N-like domain
KAJ9617278	PF00083|Sugar (and other) transporter
KAJ9617279	
KAJ9617280	PF00153|Mitochondrial carrier protein
KAJ9617281	PF00557|Metallopeptidase family M24;PF08512|Histone chaperone Rttp106-like, middle domain;PF08644|FACT complex subunit (SPT16/CDC68);PF14826|FACT complex subunit SPT16 N-terminal lobe domain;PF21091|FACT complex subunit SPT16, C-terminal domain;PF24824|FACT complex subunit SPT16 PH-like domain
KAJ9617282	
KAJ9617283	
KAJ9617284	
KAJ9617285	PF15508|beta subunit of N-acylethanolamine-hydrolyzing acid amidase
KAJ9617287	PF01370|NAD dependent epimerase/dehydratase family
KAJ9617288	
KAJ9617289	PF21924|XRCC4 coiled-coil
KAJ9617290	PF12585|Virulence factor CipC-like
KAJ9617291	PF02230|Phospholipase/Carboxylesterase
KAJ9617292	PF23867|Mmc1 N-terminal domain;PF23868|Mmc1 C-terminal domain
KAJ9617293	PF04130|Gamma tubulin complex component C-terminal;PF14609|Gamma-Tubulin ring complex non-core subunit mod21, N-terminal;PF17681|Gamma tubulin complex component N-terminal
KAJ9617294	PF03517|Regulator of volume decrease after cellular swelling
KAJ9617295	PF01793|Glycolipid 2-alpha-mannosyltransferase
KAJ9617296	PF07690|Major Facilitator Superfamily
KAJ9625458	PF00328|Histidine phosphatase superfamily (branch 2)
KAJ9625459	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain
KAJ9625460	
KAJ9625461	PF11754|Velvet factor
KAJ9625462	PF13738|Pyridine nucleotide-disulphide oxidoreductase
KAJ9625463	PF04082|Fungal specific transcription factor domain
KAJ9625464	PF00083|Sugar (and other) transporter
KAJ9625465	PF00289|Biotin carboxylase, N-terminal domain;PF00364|Biotin-requiring enzyme;PF01039|Carboxyl transferase domain;PF02785|Biotin carboxylase C-terminal domain;PF02786|Carbamoyl-phosphate synthase L chain, ATP binding domain
KAJ9625466	PF06884|Protein of unknown function (DUF1264)
KAJ9625467	PF01253|Translation initiation factor SUI1;PF25304|eIF2D winged helix domain;PF26292|elF2D, PUA domain
KAJ9625469	PF15508|beta subunit of N-acylethanolamine-hydrolyzing acid amidase
KAJ9625470	
KAJ9625471	
KAJ9625472	PF02731|SKIP/SNW domain
KAJ9625473	PF13649|Methyltransferase domain
KAJ9625474	PF03381|LEM3 (ligand-effect modulator 3) family / CDC50 family;PF05572|Pregnancy-associated plasma protein-A
KAJ9625475	PF03151|Triose-phosphate Transporter family
KAJ9625476	PF00326|Prolyl oligopeptidase family
KAJ9625477	PF00806|Pumilio-family RNA binding repeat
KAJ9625478	PF17733|PEX14-like KPWE domain;PF25871|Helix-turn-helix domain
KAJ9638629	PF01494|FAD binding domain
KAJ9638630	PF02515|CoA-transferase family III
KAJ9638631	PF07690|Major Facilitator Superfamily
KAJ9638632	PF02627|Carboxymuconolactone decarboxylase family
KAJ9638633	PF00753|Metallo-beta-lactamase superfamily
KAJ9638634	PF04082|Fungal specific transcription factor domain
KAJ9638635	PF03446|NAD binding domain of 6-phosphogluconate dehydrogenase;PF14833|NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase
KAJ9638636	
KAJ9638637	PF19047|HOOK domain
KAJ9638638	
KAJ9638640	PF04818|CID domain;PF11526|Pcf11, Clp1-interaction domain;PF21936|Pcf11, C-terminal domain
KAJ9638641	PF00153|Mitochondrial carrier protein
KAJ9638642	PF00561|alpha/beta hydrolase fold
KAJ9638643	PF11654|Non-classical export protein 1
KAJ9638644	PF00651|BTB/POZ domain
KAJ9638645	PF06516|Purine nucleoside permease (NUP)
KAJ9638646	PF00300|Histidine phosphatase superfamily (branch 1)
KAJ9638647	PF05368|NmrA-like family
KAJ9638648	PF00710|Asparaginase, N-terminal;PF12796|Ankyrin repeats (3 copies);PF17763|Glutaminase/Asparaginase C-terminal domain
KAJ9638649	PF09362|Domain of unknown function (DUF1996)
KAJ9645479	
KAJ9645480	
KAJ9645481	PF01172|Shwachman-Bodian-Diamond syndrome (SBDS) N-terminal domain;PF09377|SBDS protein, domain II;PF20268|SBDS protein, C-terminal domain
KAJ9645482	PF00773|RNB domain;PF23214|Mitochondrial protein cyt-4 SH3 domain;PF23216|Mitochondrial protein cyt-4, winged helix
KAJ9645483	
KAJ9645484	PF01425|Amidase
KAJ9645485	PF10336|Protein of unknown function (DUF2420)
KAJ9645486	PF01773|Na+ dependent nucleoside transporter N-terminus;PF07662|Na+ dependent nucleoside transporter C-terminus;PF07670|Nucleoside recognition
KAJ9645487	PF02582|RMND1/Sif2-Sif3/Mrx10, DUF155
KAJ9645488	PF12937|F-box-like
KAJ9645490	PF00638|RanBP1 domain
KAJ9645491	PF00795|Carbon-nitrogen hydrolase;PF01198|Ribosomal protein L31e
KAJ9645492	
KAJ9645493	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain;PF11951|Fungal specific transcription factor domain
KAJ9645494	PF00324|Amino acid permease
KAJ9645495	
KAJ9645496	PF13561|Enoyl-(Acyl carrier protein) reductase
KAJ9645497	
KAJ9645498	PF02668|Taurine catabolism dioxygenase TauD, TfdA family
KAJ9645499	PF00083|Sugar (and other) transporter
KAJ9653347	PF15508|beta subunit of N-acylethanolamine-hydrolyzing acid amidase
KAJ9653348	
KAJ9653349	PF00928|Adaptor complexes medium subunit family;PF01217|Clathrin adaptor complex small chain
KAJ9653350	PF14622|Ribonuclease-III-like
KAJ9653351	PF00890|FAD binding domain;PF02910|Fumarate reductase flavoprotein C-term
KAJ9653352	
KAJ9653353	PF00743|Flavin-binding monooxygenase-like
KAJ9653354	PF00956|Nucleosome assembly protein (NAP)
KAJ9653355	PF09177|Syntaxin 6/10/61, N-terminal
KAJ9653356	PF00107|Zinc-binding dehydrogenase;PF08240|Alcohol dehydrogenase GroES-like domain
KAJ9658504	PF28440|Domain of unknown function (DUF8399);PF28442|Domain of unknown function (DUF8400)
KAJ9658505	
KAJ9658506	PF09365|Conserved hypothetical protein (DUF2461)
KAJ9658507	PF13489|Methyltransferase domain
KAJ9658508	PF02676|Methyltransferase TYW3
KAJ9658509	PF12710|haloacid dehalogenase-like hydrolase
KAJ9658510	PF01544|CorA-like Mg2+ transporter protein
KAJ9658511	PF03972|MmgE/PrpD N-terminal domain;PF19305|MmgE/PrpD C-terminal domain
KAJ9658512	PF00501|AMP-binding enzyme;PF13193|AMP-binding enzyme C-terminal domain
KAJ9658513	
KAJ9658515	PF00501|AMP-binding enzyme;PF13193|AMP-binding enzyme C-terminal domain
KAJ9658516	PF00307|Calponin homology (CH) domain;PF08726|Ca2+ insensitive EF hand
KAJ9658517	PF01501|Glycosyl transferase family 8
KAJ9658518	
KAJ9658519	
KAJ9658520	
KAJ9658521	PF13350|Tyrosine phosphatase family
KAJ9658522	PF13350|Tyrosine phosphatase family
KAK5052408	PF01417|ENTH domain
KAK5052409	PF13489|Methyltransferase domain
KAK5052410	PF00067|Cytochrome P450
KAK5052411	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain;PF04082|Fungal specific transcription factor domain
KAK5052412	
KAK5052413	
KAK5052414	
KAK5052415	PF01773|Na+ dependent nucleoside transporter N-terminus;PF07662|Na+ dependent nucleoside transporter C-terminus;PF07670|Nucleoside recognition
KAK5052416	PF02582|RMND1/Sif2-Sif3/Mrx10, DUF155
KAK5052417	PF12937|F-box-like
KAK5052419	PF00638|RanBP1 domain;PF08911|NUP50 (Nucleoporin 50 kDa)
KAK5052420	PF01198|Ribosomal protein L31e
KAK5052421	PF00795|Carbon-nitrogen hydrolase
KAK5052422	
KAK5052423	PF05875|Ceramidase
KAK5052424	PF10346|Conidiation protein 6
KAK5052425	PF13561|Enoyl-(Acyl carrier protein) reductase
KAK5052426	PF00324|Amino acid permease
KAK5052427	PF02668|Taurine catabolism dioxygenase TauD, TfdA family
KAK5052428	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain;PF04082|Fungal specific transcription factor domain
KAK5058609	PF17733|PEX14-like KPWE domain;PF25871|Helix-turn-helix domain
KAK5058610	PF00806|Pumilio-family RNA binding repeat
KAK5058611	PF00326|Prolyl oligopeptidase family
KAK5058612	PF03151|Triose-phosphate Transporter family
KAK5058613	PF03381|LEM3 (ligand-effect modulator 3) family / CDC50 family;PF05572|Pregnancy-associated plasma protein-A
KAK5058614	PF13649|Methyltransferase domain
KAK5058615	PF02731|SKIP/SNW domain
KAK5058616	
KAK5058617	
KAK5058618	PF15508|beta subunit of N-acylethanolamine-hydrolyzing acid amidase
KAK5058620	PF04055|Radical SAM superfamily
KAK5058621	PF01042|Endoribonuclease L-PSP
KAK5058622	
KAK5058623	PF00109|Beta-ketoacyl synthase, N-terminal domain;PF00550|Phosphopantetheine attachment site;PF00698|Acyl transferase domain;PF00975|Thioesterase domain;PF02801|Beta-ketoacyl synthase, C-terminal domain;PF14765|Polyketide synthase dehydratase N-terminal domain;PF16073|Starter unit:ACP transacylase in aflatoxin biosynthesis;PF22621|CurL-like, PKS C-terminal
KAK5058624	PF02466|Tim17/Tim22/Tim23/Pmp24 family
KAK5058625	PF20408|Alpha/beta hydrolase domain
KAK5058626	
KAK5058627	
KAK5058628	PF10306|Hypothetical protein FLILHELTA
KAK5058629	PF00334|Nucleoside diphosphate kinase
KAK5067178	PF01053|Cys/Met metabolism PLP-dependent enzyme
KAK5067179	PF14622|Ribonuclease-III-like
KAK5067180	PF00890|FAD binding domain;PF02910|Fumarate reductase flavoprotein C-term
KAK5067181	PF00328|Histidine phosphatase superfamily (branch 2)
KAK5067182	
KAK5067183	
KAK5067184	PF11754|Velvet factor
KAK5067185	PF13561|Enoyl-(Acyl carrier protein) reductase
KAK5067186	PF06884|Protein of unknown function (DUF1264)
KAK5067187	PF01253|Translation initiation factor SUI1;PF25304|eIF2D winged helix domain;PF26292|elF2D, PUA domain
KAK5067189	PF15508|beta subunit of N-acylethanolamine-hydrolyzing acid amidase
KAK5067190	
KAK5067191	
KAK5067192	PF02731|SKIP/SNW domain
KAK5067193	PF13649|Methyltransferase domain
KAK5067194	
KAK5067195	PF03381|LEM3 (ligand-effect modulator 3) family / CDC50 family
KAK5067196	PF03151|Triose-phosphate Transporter family
KAK5067197	PF00326|Prolyl oligopeptidase family
KAK5067198	PF00806|Pumilio-family RNA binding repeat
KAK5088252	
KAK5088253	
KAK5088254	
KAK5088255	PF13639|Ring finger domain
KAK5088256	
KAK5088257	PF04588|Hypoxia induced protein conserved region
KAK5088258	PF01794|Ferric reductase like transmembrane component;PF08022|FAD-binding domain
KAK5088259	PF04851|Type III restriction enzyme, res subunit;PF13625|Helicase conserved C-terminal domain;PF16203|ERCC3/RAD25/XPB C-terminal helicase
KAK5088260	PF15932|Domain of unknown function (DUF4748)
KAK5088261	PF04818|CID domain
KAK5088263	
KAK5088264	PF00928|Adaptor complexes medium subunit family;PF01217|Clathrin adaptor complex small chain
KAK5088265	PF14622|Ribonuclease-III-like
KAK5088266	PF00890|FAD binding domain;PF02910|Fumarate reductase flavoprotein C-term
KAK5088267	
KAK5088268	PF00743|Flavin-binding monooxygenase-like
KAK5088269	
KAK5088270	PF00702|haloacid dehalogenase-like hydrolase
KAK5088271	
KAK5088272	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain
KAK5090854	PF01717|Cobalamin-independent synthase, Catalytic domain;PF08267|Cobalamin-independent synthase, N-terminal domain
KAK5090855	PF10369|Small subunit of acetolactate synthase;PF22629|AHAS small subunit-like ACT domain
KAK5090856	PF06687|SUR7/PalI family
KAK5090857	PF28440|Domain of unknown function (DUF8399);PF28442|Domain of unknown function (DUF8400)
KAK5090858	PF05856|ARP2/3 complex 20 kDa subunit (ARPC4)
KAK5090859	PF00240|Ubiquitin family;PF00443|Ubiquitin carboxyl-terminal hydrolase
KAK5090860	PF04758|Ribosomal protein S30
KAK5090861	
KAK5090862	PF12710|haloacid dehalogenase-like hydrolase
KAK5090863	PF00501|AMP-binding enzyme;PF13193|AMP-binding enzyme C-terminal domain
KAK5090865	
KAK5090866	PF00289|Biotin carboxylase, N-terminal domain;PF00364|Biotin-requiring enzyme;PF02785|Biotin carboxylase C-terminal domain;PF02786|Carbamoyl-phosphate synthase L chain, ATP binding domain
KAK5090867	
KAK5090868	
KAK5090869	
KAK5090870	PF00106|short chain dehydrogenase;PF13561|Enoyl-(Acyl carrier protein) reductase
KAK5090871	PF00566|Rab-GTPase-TBC domain
KAK5090872	PF00621|RhoGEF domain;PF00780|CNH domain;PF15405|Pleckstrin homology domain;PF23582|RGF3 winged helix domain
KAK5090873	PF00579|tRNA synthetases class I (W and Y)
KAK5090874	PF00561|alpha/beta hydrolase fold
KAK5093161	
KAK5093162	
KAK5093163	PF28440|Domain of unknown function (DUF8399);PF28442|Domain of unknown function (DUF8400)
KAK5093164	PF05856|ARP2/3 complex 20 kDa subunit (ARPC4)
KAK5093165	PF00240|Ubiquitin family;PF00443|Ubiquitin carboxyl-terminal hydrolase
KAK5093166	PF04758|Ribosomal protein S30
KAK5093167	
KAK5093168	PF12710|haloacid dehalogenase-like hydrolase
KAK5093169	
KAK5093170	PF00501|AMP-binding enzyme;PF13193|AMP-binding enzyme C-terminal domain
KAK5096246	PF13813|Membrane bound O-acyl transferase family
KAK5096247	PF01729|Quinolinate phosphoribosyl transferase, C-terminal domain;PF02749|Quinolinate phosphoribosyl transferase, N-terminal domain
KAK5096248	PF07247|Alcohol acetyltransferase
KAK5096249	PF07859|alpha/beta hydrolase fold
KAK5096250	PF00067|Cytochrome P450
KAK5096251	
KAK5096252	PF01494|FAD binding domain
KAK5096253	
KAK5096254	
KAK5096255	PF00920|Dihydroxy-acid/6-phosphogluconate dehydratase N-terminal;PF24877|Dihydroxy-acid/6-phosphogluconate dehydratase C-terminal
KAK5096257	PF15508|beta subunit of N-acylethanolamine-hydrolyzing acid amidase
KAK5096258	
KAK5096259	PF00928|Adaptor complexes medium subunit family;PF01217|Clathrin adaptor complex small chain
KAK5096260	PF14622|Ribonuclease-III-like
KAK5096261	PF00890|FAD binding domain;PF02910|Fumarate reductase flavoprotein C-term
KAK5096262	
KAK5096263	
KAK5096264	PF00743|Flavin-binding monooxygenase-like
KAK5096265	PF00956|Nucleosome assembly protein (NAP)
KAK5096266	PF09177|Syntaxin 6/10/61, N-terminal
KAK5529488	PF13489|Methyltransferase domain
KAK5529489	PF00067|Cytochrome P450
KAK5529490	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain;PF04082|Fungal specific transcription factor domain
KAK5529491	
KAK5529492	
KAK5529493	
KAK5529494	PF10336|Protein of unknown function (DUF2420)
KAK5529495	PF01773|Na+ dependent nucleoside transporter N-terminus;PF07662|Na+ dependent nucleoside transporter C-terminus;PF07670|Nucleoside recognition
KAK5529496	PF02582|RMND1/Sif2-Sif3/Mrx10, DUF155
KAK5529497	PF12937|F-box-like
