query_accession	nucleotide_acc	offset	is_target	gene_start	gene_end	strand	protein_id	locus_tag	product
A0A072P8W8	AMGV01000006	1	0	1373878	1374822	+	KEF56272.1	A1O9_07853	hypothetical protein
A0A072P8W8	AMGV01000006	2	0	1375309	1375734	-	KEF56273.1	A1O9_07854	hypothetical protein
A0A072P8W8	AMGV01000006	3	0	1380185	1381733	-	KEF56274.1	A1O9_07855	cytochrome P450, family 51 (sterol 14-demethylase)
A0A072P8W8	AMGV01000006	4	0	1387933	1389087	+	KEF56275.1	A1O9_07856	hypothetical protein
A0A072P8W8	AMGV01000006	5	0	1389567	1390668	+	KEF56276.1	A1O9_07857	hypothetical protein
A0A072P8W8	AMGV01000006	6	0	1392223	1393402	-	KEF56277.1	A1O9_07858	hypothetical protein
A0A072P8W8	AMGV01000006	7	0	1399780	1400273	-	KEF56278.1	A1O9_07859	hypothetical protein
A0A072P8W8	AMGV01000006	8	0	1406160	1407780	+	KEF56279.1	A1O9_07860	phenylalanyl-tRNA synthetase alpha chain
A0A072P8W8	AMGV01000006	9	0	1408487	1408843	-	KEF56280.1	A1O9_07861	40S ribosomal protein S21
A0A072P8W8	AMGV01000006	10	0	1411564	1412397	-	KEF56281.1	A1O9_07862	hypothetical protein
A0A0N1H7B4	LFJN01000017	-10	0	582368	583209	+	KPI38815.1	AB675_5938	hypothetical protein
A0A0N1H7B4	LFJN01000017	-9	0	583840	584981	-	KPI38720.1	AB675_5939	hypothetical protein
A0A0N1H7B4	LFJN01000017	-8	0	590015	590965	-	KPI38904.1	AB675_5940	hypothetical protein
A0A0N1H7B4	LFJN01000017	-7	0	591928	592911	-	KPI38764.1	AB675_5941	putative lysine-specific demethylase JMJD5
A0A0N1H7B4	LFJN01000017	-6	0	593471	595366	+	KPI38844.1	AB675_5942	Baeyer-Villiger monooxygenase
A0A0N1H7B4	LFJN01000017	-5	0	604049	604884	+	KPI38700.1	AB675_5943	hypothetical protein
A0A0N1H7B4	LFJN01000017	-4	0	605561	606241	+	KPI38808.1	AB675_5944	hypothetical protein
A0A0N1H7B4	LFJN01000017	-3	0	611780	612975	-	KPI38880.1	AB675_5945	Sorbitol dehydrogenase
A0A0N1H7B4	LFJN01000017	-2	0	613344	614659	+	KPI38729.1	AB675_5946	putative 2-hydroxyacid dehydrogenase UNK4.10
A0A0N1H7B4	LFJN01000017	-1	0	615387	617828	+	KPI38821.1	AB675_5947	ATP-binding cassette sub-family D member 2
A0A0N1H7B4	LFJN01000017	0	1	618578	619865	+	KPI38810.1	AB675_5948	hypothetical protein
A0A0N1H7B4	LFJN01000017	1	0	620016	621161	-	KPI38693.1	AB675_5949	hypothetical protein
A0A0N1H7B4	LFJN01000017	2	0	621855	622737	-	KPI38856.1	AB675_5950	Zinc-type alcohol dehydrogenase-like protein
A0A0N1H7B4	LFJN01000017	3	0	623672	624361	+	KPI38890.1	AB675_5951	40S ribosomal protein S7
A0A0N1H7B4	LFJN01000017	4	0	624730	625803	-	KPI38911.1	AB675_5952	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5
A0A0N1H7B4	LFJN01000017	5	0	626102	627876	+	KPI38707.1	AB675_5953	Dynactin subunit 4
A0A0N1H7B4	LFJN01000017	6	0	628257	628670	-	KPI38742.1	AB675_5954	Actin-related protein 2/3 complex subunit 5
A0A0N1H7B4	LFJN01000017	7	0	629378	630001	+	KPI38775.1	AB675_5955	ATP synthase F(0) complex subunit C2, mitochondrial
A0A0N1H7B4	LFJN01000017	8	0	630792	631631	+	KPI38800.1	AB675_5956	hypothetical protein
A0A0N1H7B4	LFJN01000017	9	0	632141	633150	-	KPI38830.1	AB675_5957	hypothetical protein
A0A0N1H7B4	LFJN01000017	10	0	633564	635413	-	KPI38710.1	AB675_5958	hypothetical protein
A0A177EUN3	LVKK01000146	-8	0	3241	5481	+	OAG34671.1	AYO21_11150	hypothetical protein
A0A177EUN3	LVKK01000146	-7	0	6959	8117	-	OAG34672.1	AYO21_11151	hypothetical protein
A0A177EUN3	LVKK01000146	-6	0	9826	11552	+	OAG34673.1	AYO21_11152	hypothetical protein
A0A177EUN3	LVKK01000146	-5	0	12502	14229	-	OAG34674.1	AYO21_11153	hypothetical protein
A0A177EUN3	LVKK01000146	-4	0	16110	18260	-	OAG34675.1	AYO21_11154	hypothetical protein
A0A177EUN3	LVKK01000146	-3	0	18516	19421	-	OAG34676.1	AYO21_11155	hypothetical protein
A0A177EUN3	LVKK01000146	-2	0	19929	20450	-	OAG34677.1	AYO21_11156	hypothetical protein
A0A177EUN3	LVKK01000146	-1	0	21335	23326	+	OAG34678.1	AYO21_11157	hypothetical protein
A0A177EUN3	LVKK01000146	0	1	24138	25100	-	OAG34679.1	AYO21_11158	hypothetical protein
A0A177EUN3	LVKK01000146	1	0	27889	32525	+	OAG34680.1	AYO21_11159	hypothetical protein
A0A177EUN3	LVKK01000146	2	0	33269	34095	-	OAG34681.1	AYO21_11160	hypothetical protein
A0A177EUN3	LVKK01000146	3	0	34554	35503	-	OAG34682.1	AYO21_11161	hypothetical protein
A0A177EUN3	LVKK01000146	4	0	36348	37313	+	OAG34683.1	AYO21_11162	hypothetical protein
A0A177EUN3	LVKK01000146	5	0	37932	39541	-	OAG34684.1	AYO21_11163	hypothetical protein
A0A177EUN3	LVKK01000146	6	0	41419	43410	+	OAG34685.1	AYO21_11164	hypothetical protein
A0A177EUN3	LVKK01000146	7	0	43550	45178	+	OAG34686.1	AYO21_11165	hypothetical protein
A0A177EUN3	LVKK01000146	8	0	46381	47015	-	OAG34687.1	AYO21_11166	hypothetical protein
A0A177EUN3	LVKK01000146	9	0	48495	51890	+	OAG34688.1	AYO21_11167	hypothetical protein
A0A177EUN3	LVKK01000146	10	0	52750	53403	+	OAG34689.1	AYO21_11168	hypothetical protein
A0A0N1P0I4	LFJN01000005	-10	0	742329	743313	-	KPI43424.1	AB675_6937	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit trm82
A0A0N1P0I4	LFJN01000005	-9	0	744960	746147	-	KPI43414.1	AB675_6938	54S ribosomal protein L3, mitochondrial
A0A0N1P0I4	LFJN01000005	-8	0	746837	747213	+	KPI43491.1	AB675_6939	hypothetical protein
A0A0N1P0I4	LFJN01000005	-7	0	747990	749228	-	KPI43162.1	AB675_6940	hypothetical protein
A0A0N1P0I4	LFJN01000005	-6	0	750843	752171	-	KPI43490.1	AB675_6941	putative G3BP-like protein
A0A0N1P0I4	LFJN01000005	-5	0	753161	754716	-	KPI43555.1	AB675_6942	putative DNA primase large subunit
A0A0N1P0I4	LFJN01000005	-4	0	755184	756001	+	KPI43356.1	AB675_6943	GTP:AMP phosphotransferase, mitochondrial
A0A0N1P0I4	LFJN01000005	-3	0	757266	762228	+	KPI43427.1	AB675_6944	putative fungistatic metabolite
A0A0N1P0I4	LFJN01000005	-2	0	764785	766401	+	KPI43223.1	AB675_6945	hypothetical protein
A0A0N1P0I4	LFJN01000005	-1	0	768034	768525	+	KPI43297.1	AB675_6946	hypothetical protein
A0A0N1P0I4	LFJN01000005	0	1	768831	769967	-	KPI43615.1	AB675_6947	hypothetical protein
A0A0N1P0I4	LFJN01000005	1	0	771342	772292	+	KPI43165.1	AB675_6948	hypothetical protein
A0A0N1P0I4	LFJN01000005	2	0	772772	773986	+	KPI43496.1	AB675_6949	hypothetical protein
A0A0N1P0I4	LFJN01000005	3	0	774200	775969	-	KPI43298.1	AB675_6950	hypothetical protein
A0A0N1P0I4	LFJN01000005	4	0	776371	777031	-	KPI43408.1	AB675_6951	hypothetical protein
A0A0N1P0I4	LFJN01000005	5	0	778372	778855	-	KPI43649.1	AB675_6952	hypothetical protein
A0A0N1P0I4	LFJN01000005	6	0	780452	784957	-	KPI43221.1	AB675_6953	hypothetical protein
A0A0N1P0I4	LFJN01000005	7	0	788042	789873	+	KPI43380.1	AB675_6954	hypothetical protein
A0A0N1P0I4	LFJN01000005	8	0	790372	791052	-	KPI43487.1	AB675_6955	hypothetical protein
A0A0N1P0I4	LFJN01000005	9	0	791535	793133	+	KPI43185.1	AB675_6956	hypothetical protein
A0A0N1P0I4	LFJN01000005	10	0	793734	794297	-	KPI43311.1	AB675_6957	hypothetical protein
A0A177FEY3	LVKK01000014	-10	0	384624	384939	-	OAG42803.1	AYO21_03086	cytochrome c oxidase subunit 6
A0A177FEY3	LVKK01000014	-9	0	386350	387492	+	OAG42804.1	AYO21_03087	hypothetical protein
A0A177FEY3	LVKK01000014	-8	0	388300	392463	-	OAG42805.1	AYO21_03088	phosphoribosylformylglycinamidine synthase
A0A177FEY3	LVKK01000014	-7	0	393969	394691	+	OAG42806.1	AYO21_03089	hypothetical protein
A0A177FEY3	LVKK01000014	-6	0	397225	399693	+	OAG42807.1	AYO21_03090	hypothetical protein
A0A177FEY3	LVKK01000014	-5	0	400247	401536	+	OAG42808.1	AYO21_03091	hypothetical protein
A0A177FEY3	LVKK01000014	-4	0	402351	405082	+	OAG42809.1	AYO21_03092	hypothetical protein
A0A177FEY3	LVKK01000014	-3	0	406650	407710	+	OAG42810.1	AYO21_03093	hypothetical protein
A0A177FEY3	LVKK01000014	-2	0	408128	408941	-	OAG42811.1	AYO21_03094	hypothetical protein
A0A177FEY3	LVKK01000014	-1	0	410323	411540	+	OAG42812.1	AYO21_03095	hypothetical protein
A0A177FEY3	LVKK01000014	0	1	412566	413720	+	OAG42813.1	AYO21_03096	hypothetical protein
A0A177FEY3	LVKK01000014	1	0	414312	416312	-	OAG42814.1	AYO21_03097	hypothetical protein
A0A177FEY3	LVKK01000014	2	0	416742	417599	-	OAG42815.1	AYO21_03098	hypothetical protein
A0A177FEY3	LVKK01000014	3	0	418591	419244	+	OAG42816.1	AYO21_03099	hypothetical protein
A0A177FEY3	LVKK01000014	4	0	424252	424563	-	OAG42817.1	AYO21_03100	hypothetical protein
A0A177FEY3	LVKK01000014	5	0	425357	427149	+	OAG42818.1	AYO21_03101	hypothetical protein
A0A0D2IAF0	KN848089	-10	0	184675	186493	+	KIX94121.1	Z520_10147	hypothetical protein
A0A0D2IAF0	KN848089	-9	0	187108	187590	-	KIX94122.1	Z520_10148	hypothetical protein
A0A0D2IAF0	KN848089	-8	0	188345	189991	-	KIX94123.1	Z520_10149	hypothetical protein
A0A0D2IAF0	KN848089	-7	0	192807	194527	+	KIX94124.1	Z520_10150	hypothetical protein
A0A0D2IAF0	KN848089	-6	0	195231	195986	-	KIX94125.1	Z520_10151	hypothetical protein
A0A0D2IAF0	KN848089	-5	0	198262	199110	+	KIX94126.1	Z520_10152	hypothetical protein
A0A0D2IAF0	KN848089	-4	0	201171	202965	-	KIX94127.1	Z520_10153	hypothetical protein
A0A0D2IAF0	KN848089	-3	0	208777	209599	-	KIX94128.1	Z520_10154	hypothetical protein
A0A0D2IAF0	KN848089	-2	0	210367	211205	+	KIX94129.1	Z520_10155	hypothetical protein
A0A0D2IAF0	KN848089	-1	0	211644	213641	+	KIX94130.1	Z520_10156	hypothetical protein
A0A0D2IAF0	KN848089	0	1	214139	215227	-	KIX94131.1	Z520_10157	hypothetical protein
A0A0D2IAF0	KN848089	1	0	216237	217454	-	KIX94132.1	Z520_10158	hypothetical protein
A0A0D2IAF0	KN848089	2	0	218642	219458	+	KIX94133.1	Z520_10159	hypothetical protein
A0A0D2IAF0	KN848089	3	0	219945	220709	-	KIX94134.1	Z520_10160	hypothetical protein
A0A0D2IAF0	KN848089	4	0	221681	224548	-	KIX94135.1	Z520_10161	hypothetical protein
A0A0D2IAF0	KN848089	5	0	225841	227130	-	KIX94136.1	Z520_10162	hypothetical protein
A0A0D2IAF0	KN848089	6	0	227710	230190	-	KIX94137.1	Z520_10163	hypothetical protein
A0A0D2IAF0	KN848089	7	0	231572	232710	-	KIX94138.1	Z520_10164	hypothetical protein
A0A0D2IAF0	KN848089	8	0	234999	239174	+	KIX94139.1	Z520_10165	hypothetical protein
A0A0D2IAF0	KN848089	9	0	240043	240726	-	KIX94140.1	Z520_10166	hypothetical protein
A0A0D2IAF0	KN848089	10	0	242172	242699	+	KIX94141.1	Z520_10167	cytochrome c oxidase subunit 6, mitochondrial
A0A178DF33	LVCJ01000003	-10	0	126576	128176	-	OAL39813.1	AYO20_00725	hypothetical protein
A0A178DF33	LVCJ01000003	-9	0	132640	136035	-	OAL39814.1	AYO20_00726	hypothetical protein
A0A178DF33	LVCJ01000003	-8	0	136935	137610	+	OAL39815.1	AYO20_00727	hypothetical protein
A0A178DF33	LVCJ01000003	-7	0	138976	139462	-	OAL39816.1	AYO20_00728	hypothetical protein
A0A178DF33	LVCJ01000003	-6	0	142110	143069	-	OAL39817.1	AYO20_00729	hypothetical protein
A0A178DF33	LVCJ01000003	-5	0	145105	146717	+	OAL39818.1	AYO20_00730	hypothetical protein
A0A178DF33	LVCJ01000003	-4	0	147333	148298	-	OAL39819.1	AYO20_00731	hypothetical protein
A0A178DF33	LVCJ01000003	-3	0	149132	150081	+	OAL39820.1	AYO20_00732	hypothetical protein
A0A178DF33	LVCJ01000003	-2	0	150541	151355	+	OAL39821.1	AYO20_00733	hypothetical protein
A0A178DF33	LVCJ01000003	-1	0	152102	156742	-	OAL39822.1	AYO20_00734	hypothetical protein
A0A178DF33	LVCJ01000003	0	1	159531	160493	+	OAL39823.1	AYO20_00735	hypothetical protein
A0A178DF33	LVCJ01000003	1	0	161299	163290	-	OAL39824.1	AYO20_00736	hypothetical protein
A0A178DF33	LVCJ01000003	2	0	164177	164698	+	OAL39825.1	AYO20_00737	hypothetical protein
A0A178DF33	LVCJ01000003	3	0	165196	166101	+	OAL39826.1	AYO20_00738	hypothetical protein
A0A178DF33	LVCJ01000003	4	0	166660	168488	+	OAL39827.1	AYO20_00739	hypothetical protein
A0A178DF33	LVCJ01000003	5	0	169781	171795	+	OAL39828.1	AYO20_00740	hypothetical protein
A0A178DF33	LVCJ01000003	6	0	172382	173404	-	OAL39829.1	AYO20_00741	hypothetical protein
A0A178DF33	LVCJ01000003	7	0	176402	177560	+	OAL39830.1	AYO20_00742	hypothetical protein
A0A178DF33	LVCJ01000003	8	0	179018	181261	-	OAL39831.1	AYO20_00743	hypothetical protein
A0A178DF33	LVCJ01000003	9	0	182251	183231	-	OAL39832.1	AYO20_00744	hypothetical protein
A0A178DF33	LVCJ01000003	10	0	185879	186319	+	OAL39833.1	AYO20_00745	hypothetical protein
A0A0G2EUA6	LCWF01000039	-10	0	74848	76655	-	KKY25711.1	UCRPC4_g01624	putative homoserine kinase
A0A0G2EUA6	LCWF01000039	-9	0	77142	79241	+	KKY25712.1	UCRPC4_g01625	putative bifunctional purine biosynthetic protein
A0A0G2EUA6	LCWF01000039	-8	0	80459	81424	+	KKY25713.1	UCRPC4_g01626	putative integral membrane protein
A0A0G2EUA6	LCWF01000039	-7	0	82132	84786	+	KKY25714.1	UCRPC4_g01627	putative mitochondrial mrna processing protein
A0A0G2EUA6	LCWF01000039	-6	0	88480	89262	-	KKY25715.1	UCRPC4_g01628	putative imidazoleglycerol-phosphate dehydratase
A0A0G2EUA6	LCWF01000039	-5	0	91843	92783	-	KKY25716.1	UCRPC4_g01629	putative mipc synthase subunit
A0A0G2EUA6	LCWF01000039	-4	0	97742	98974	+	KKY25717.1	UCRPC4_g01630	putative pectinesterase
A0A0G2EUA6	LCWF01000039	-3	0	103507	105338	-	KKY25718.1	UCRPC4_g01631	putative phosphoribosylaminoimidazole carboxylase
A0A0G2EUA6	LCWF01000039	-2	0	106308	107285	+	KKY25719.1	UCRPC4_g01632	hypothetical protein
A0A0G2EUA6	LCWF01000039	-1	0	108125	109067	+	KKY25720.1	UCRPC4_g01633	putative short chain dehydrogenase reductase family
A0A0G2EUA6	LCWF01000039	0	1	112105	113058	+	KKY25721.1	UCRPC4_g01634	putative fad binding domain-containing protein
A0A0G2EUA6	LCWF01000039	1	0	114345	114906	-	KKY25722.1	UCRPC4_g01635	putative camp-regulated phosphoprotein family protein igo1
A0A0G2EUA6	LCWF01000039	2	0	115995	116558	+	KKY25723.1	UCRPC4_g01636	hypothetical protein
A0A0G2EUA6	LCWF01000039	3	0	117922	119831	+	KKY25724.1	UCRPC4_g01637	putative pheromone processing carboxypeptidase kex1
A0A0G2EUA6	LCWF01000039	4	0	123956	125742	+	KKY25725.1	UCRPC4_g01638	putative mhyt domain signaling
A0A0G2EUA6	LCWF01000039	5	0	126183	126857	-	KKY25726.1	UCRPC4_g01639	putative flavin reductase
A0A0G2EUA6	LCWF01000039	6	0	127430	128848	+	KKY25727.1	UCRPC4_g01640	putative wd repeat protein
A0A0G2EUA6	LCWF01000039	7	0	129215	130774	+	KKY25728.1	UCRPC4_g01641	putative peroxin 20
A0A0G2EUA6	LCWF01000039	8	0	131322	132203	-	KKY25729.1	UCRPC4_g01642	putative cfem domain-containing protein
A0A0G2EUA6	LCWF01000039	9	0	136522	137390	-	KKY25730.1	UCRPC4_g01643	putative mfs transporter
A0A0G2EUA6	LCWF01000039	10	0	139483	140045	+	KKY25731.1	UCRPC4_g01644	putative efflux pump antibiotic resistance protein
A0A179A145	LVYI01000001	-10	0	4694542	4695684	+	OAP65707.1	AYL99_01679	hypothetical protein
A0A179A145	LVYI01000001	-9	0	4696516	4700737	-	OAP65708.1	AYL99_01680	phosphoribosylformylglycinamidine synthase
A0A179A145	LVYI01000001	-8	0	4702186	4702908	+	OAP65709.1	AYL99_01681	hypothetical protein
A0A179A145	LVYI01000001	-7	0	4705373	4707835	+	OAP65710.1	AYL99_01682	hypothetical protein
A0A179A145	LVYI01000001	-6	0	4708311	4709600	+	OAP65711.1	AYL99_01683	hypothetical protein
A0A179A145	LVYI01000001	-5	0	4710372	4713103	+	OAP65712.1	AYL99_01684	hypothetical protein
A0A179A145	LVYI01000001	-4	0	4714341	4715524	+	OAP65713.1	AYL99_01685	hypothetical protein
A0A179A145	LVYI01000001	-3	0	4715960	4716774	-	OAP65714.1	AYL99_01686	hypothetical protein
A0A179A145	LVYI01000001	-2	0	4717893	4718579	+	OAP65715.1	AYL99_01687	hypothetical protein
A0A179A145	LVYI01000001	-1	0	4718945	4719886	+	OAP65716.1	AYL99_01688	hypothetical protein
A0A179A145	LVYI01000001	0	1	4720837	4721928	+	OAP65717.1	AYL99_01689	hypothetical protein
A0A179A145	LVYI01000001	1	0	4722854	4724845	-	OAP65718.1	AYL99_01690	hypothetical protein
A0A179A145	LVYI01000001	2	0	4725222	4726038	-	OAP65719.1	AYL99_01691	hypothetical protein
A0A179A145	LVYI01000001	3	0	4726800	4727608	+	OAP65720.1	AYL99_01692	hypothetical protein
A0A179A145	LVYI01000001	4	0	4733290	4735090	+	OAP65721.1	AYL99_01693	hypothetical protein
A0A179A145	LVYI01000001	5	0	4737669	4738442	-	OAP65722.1	AYL99_01694	hypothetical protein
A0A179A145	LVYI01000001	6	0	4740669	4740977	+	OAP65723.1	AYL99_01695	hypothetical protein
A0A179A145	LVYI01000001	7	0	4741695	4743174	-	OAP65724.1	AYL99_01696	hypothetical protein
A0A179A145	LVYI01000001	8	0	4745735	4746213	+	OAP65725.1	AYL99_01697	succinate dehydrogenase, flavoprotein subunit
A0A179A145	LVYI01000001	9	0	4748402	4749358	+	OAP65726.1	AYL99_01698	hypothetical protein
A0A179A145	LVYI01000001	10	0	4750847	4752214	+	OAP65727.1	AYL99_01699	hypothetical protein
A0A1C1CNS0	LGRB01000010	-10	0	1742001	1743169	+	OCT50136.1	CLCR_06747	Iron transport multicopper oxidase FET3
A0A1C1CNS0	LGRB01000010	-9	0	1745256	1745760	-	OCT50137.1	CLCR_06721	Solute carrier family 28 member 3
A0A1C1CNS0	LGRB01000010	-8	0	1748769	1750522	-	OCT50138.1	CLCR_06950	Sad1-interacting factor 3
A0A1C1CNS0	LGRB01000010	-7	0	1752528	1753906	+	OCT50139.1	CLCR_07146	Arabinose-proton symporter
A0A1C1CNS0	LGRB01000010	-6	0	1754154	1754474	+	OCT50140.1	CLCR_07785	hypothetical protein
A0A1C1CNS0	LGRB01000010	-5	0	1755266	1755802	-	OCT50141.1	CLCR_07669	hypothetical protein
A0A1C1CNS0	LGRB01000010	-4	0	1760362	1760994	+	OCT50142.1	CLCR_07607	hypothetical protein
A0A1C1CNS0	LGRB01000010	-3	0	1764122	1766266	+	OCT50143.1	CLCR_06548	tol-like protein
A0A1C1CNS0	LGRB01000010	-2	0	1768897	1769853	-	OCT50144.1	CLCR_07422	putative mpv17 pmp22 family protein
A0A1C1CNS0	LGRB01000010	-1	0	1770742	1772715	+	OCT50145.1	CLCR_06821	hypothetical protein
A0A1C1CNS0	LGRB01000010	0	1	1773755	1774858	-	OCT50146.1	CLCR_07333	hypothetical protein
A0A1C1CNS0	LGRB01000010	1	0	1777383	1782074	+	OCT50147.1	CLCR_06546	hypothetical protein
A0A1C1CNS0	LGRB01000010	2	0	1782348	1782584	-	OCT50148.1	CLCR_07842	hypothetical protein
A0A1C1CNS0	LGRB01000010	3	0	1783036	1783461	-	OCT50149.1	CLCR_07566	60S ribosomal protein L31-B
A0A1C1CNS0	LGRB01000010	4	0	1784251	1785285	-	OCT50150.1	CLCR_07129	Hydrolase
A0A1C1CNS0	LGRB01000010	5	0	1786029	1787000	+	OCT50151.1	CLCR_07411	hypothetical protein
A0A1C1CNS0	LGRB01000010	6	0	1787427	1788311	+	OCT50152.1	CLCR_07461	hypothetical protein
A0A1C1CNS0	LGRB01000010	7	0	1789911	1791172	-	OCT50153.1	CLCR_07226	hypothetical protein
A0A1C1CNS0	LGRB01000010	8	0	1793386	1794954	+	OCT50154.1	CLCR_07058	Coatomer subunit delta
A0A1C1CNS0	LGRB01000010	9	0	1795831	1797064	-	OCT50155.1	CLCR_07177	Glucan 1,3-beta-glucosidase
A0A1C1CNS0	LGRB01000010	10	0	1798590	1802513	-	OCT50156.1	CLCR_06562	DNA repair protein RAD50
A0A8H6DNI4	JAAOAN010000050	-10	0	15386	16873	+	KAF5723948.1	FMUND_1269	oleate-activated transcription factor 1
A0A8H6DNI4	JAAOAN010000050	-9	0	17637	19984	-	KAF5723949.1	FMUND_1270	beta-glucosidase
A0A8H6DNI4	JAAOAN010000050	-8	0	21022	22626	+	KAF5723950.1	FMUND_1271	drug proton antiporter YHK8
A0A8H6DNI4	JAAOAN010000050	-7	0	23527	25101	+	KAF5723951.1	FMUND_1272	lactose permease
A0A8H6DNI4	JAAOAN010000050	-6	0	25398	25721	+	KAF5723952.1	FMUND_1273	hypothetical protein
A0A8H6DNI4	JAAOAN010000050	-5	0	26516	26911	+	KAF5723953.1	FMUND_1274	hypothetical protein
A0A8H6DNI4	JAAOAN010000050	-4	0	27402	27703	+	KAF5723954.1	FMUND_1275	hypothetical protein
A0A8H6DNI4	JAAOAN010000050	-3	0	27987	33048	-	KAF5723955.1	FMUND_1276	ankyrin repeat
A0A8H6DNI4	JAAOAN010000050	-2	0	34324	35187	-	KAF5723956.1	FMUND_1277	intracellular serine protease
A0A8H6DNI4	JAAOAN010000050	-1	0	35518	39065	+	KAF5723957.1	FMUND_1278	intracellular serine protease
A0A8H6DNI4	JAAOAN010000050	0	1	39466	40541	-	KAF5723958.1	FMUND_1279	tyrosinase precursor (monophenol monooxygenase)
A0A8H6DNI4	JAAOAN010000050	1	0	44178	47456	-	KAF5723959.1	FMUND_1280	1-phosphatidylinositol-4 5-bisphosphate phosphodiesterase 1
A0A8H6DNI4	JAAOAN010000050	2	0	50118	51163	+	KAF5723960.1	FMUND_1281	lipase (lipP)
A0A8H6DNI4	JAAOAN010000050	3	0	51636	52708	+	KAF5723961.1	FMUND_1282	TKL kinase
A0A8H6DNI4	JAAOAN010000050	4	0	53403	57063	-	KAF5723962.1	FMUND_1283	nucleoside phosphorylase
A0A8H6DNI4	JAAOAN010000050	5	0	60688	62085	+	KAF5723963.1	FMUND_1284	hypothetical protein
A0A8H6DNI4	JAAOAN010000050	6	0	62650	63438	-	KAF5723964.1	FMUND_1285	Streptomycin 3 adenylyltransferase
A0A8H6DNI4	JAAOAN010000050	7	0	64736	65708	-	KAF5723965.1	FMUND_1286	benzoate 4-monooxygenase cytochrome P450
A0A8H6DNI4	JAAOAN010000050	8	0	67002	68286	-	KAF5723966.1	FMUND_1287	acyl esterase
