protein_id	pfam
CEF78456	PF01184|GPR1/FUN34/yaaH family
CEF78457	
CEF78459	PF26676|Domain of unknown function (DUF8225)
CEF78460	
CEF78461	
CEF78462	PF24864|Domain of unknown function (DUF7730)
CEF78463	PF00457|Glycosyl hydrolases family 11
CEF78465	PF03358|NADPH-dependent FMN reductase
CEF78466	PF00732|GMC oxidoreductase;PF05199|GMC oxidoreductase
CEF78467	PF20684|Fungal rhodopsin domain
CEF78468	PF00734|Fungal cellulose binding domain;PF01341|Glycosyl hydrolases family 6
CRG91900	PF00270|DEAD/DEAH box helicase;PF00271|Helicase conserved C-terminal domain
CRG91901	PF13520|Amino acid permease
CRG91902	PF00501|AMP-binding enzyme;PF23562|AMP-binding enzyme C-terminal domain
CRG91903	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain
CRG91904	PF00732|GMC oxidoreductase;PF00890|FAD binding domain;PF05199|GMC oxidoreductase
CRG91905	PF00583|Acetyltransferase (GNAT) family
CRG91906	PF01363|FYVE zinc finger
CRG91907	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain
CRG91908	
CRG91909	PF01053|Cys/Met metabolism PLP-dependent enzyme
CRG91911	PF01966|HD domain
CRG91912	PF06355|Aegerolysin
CRG91913	
CRG91914	PF00857|Isochorismatase domain
CRG91915	PF05547|Immune inhibitor A peptidase M6, catalytic domain
CRG91916	PF01189|16S rRNA methyltransferase RsmB/F;PF21148|NOL1/NOP2/Sun domain family member 5, ferredoxin-like domain;PF21153|NOL1/NOP2/Sun domain family member 5, N-terminal domain
CRG91917	
CRG91918	
CRG91919	PF04116|Fatty acid hydroxylase
CRG91920	PF00838|Translationally controlled tumour protein
EAU47214	PF00496|Bacterial extracellular solute-binding proteins, family 5 Middle
EAU47215	PF00528|Binding-protein-dependent transport system inner membrane component;PF19300|Binding-prot-dependent transport system membrane comp, N-term
EAU47216	PF00528|Binding-protein-dependent transport system inner membrane component;PF12911|N-terminal TM domain of oligopeptide transport permease C
EAU47217	PF00005|ABC transporter;PF08352|Oligopeptide/dipeptide transporter, C-terminal region
EAU47218	PF22288|Domain of unknown function (DUF6963);PF23920|Domain of unknown function (DUF7259)
EAU47219	PF07969|Amidohydrolase family
EAU47220	PF26676|Domain of unknown function (DUF8225)
EAU47221	
EAU47222	PF26676|Domain of unknown function (DUF8225)
EAU47223	
EAU47225	PF17990|L-Lysine epsilon oxidase N-terminal;PF18417|L-lysine epsilon oxidase C-terminal domain
EAU47226	PF00890|FAD binding domain
EAU47227	PF02572|ATP:corrinoid adenosyltransferase BtuR/CobO/CobP;PF12557|Cob(I)alamin adenosyltransferase N terminal
EAU47228	PF07845|Protein of unknown function (DUF1636)
EAU47229	PF02492|CobW/HypB/UreG, nucleotide-binding domain;PF07683|Cobalamin synthesis protein cobW C-terminal domain
EAU47230	PF02514|CobN/Magnesium Chelatase
EAU47231	PF03460|Nitrite/Sulfite reductase ferredoxin-like half domain
EAU47232	PF02570|Precorrin-8X methylmutase
EAU47233	PF00590|Tetrapyrrole (Corrin/Porphyrin) Methylases
EAU47234	PF00590|Tetrapyrrole (Corrin/Porphyrin) Methylases
EKJ68635	PF24864|Domain of unknown function (DUF7730)
EKJ68636	
EKJ68637	
EKJ68638	PF26676|Domain of unknown function (DUF8225)
EKJ68640	PF01184|GPR1/FUN34/yaaH family
EKJ68641	PF00248|Aldo/keto reductase family
EXK84559	PF07883|Cupin domain
EXK84560	
EXK84561	PF02900|Catalytic LigB subunit of aromatic ring-opening dioxygenase
EXK84562	
EXK84563	PF02129|X-Pro dipeptidyl-peptidase (S15 family);PF08530|X-Pro dipeptidyl-peptidase C-terminal non-catalytic domain
EXK84564	PF00067|Cytochrome P450
EXK84565	PF01909|Nucleotidyltransferase domain;PF13427|Aminoglycoside adenylyltransferase, C-terminal domain
EXK84566	PF00106|short chain dehydrogenase
EXK84567	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain;PF11951|Fungal specific transcription factor domain
EXK84568	
EXK84570	PF00264|Common central domain of tyrosinase
EXK84571	PF26676|Domain of unknown function (DUF8225)
EXK84572	
EXK84573	PF00387|Phosphatidylinositol-specific phospholipase C, Y domain;PF00388|Phosphatidylinositol-specific phospholipase C, X domain
EXK84574	PF07859|alpha/beta hydrolase fold
EXK84575	PF00082|Subtilase family
EXK84576	
EXK84577	
EXK84578	
EXK84579	
GJN28133	PF15277|Exocyst complex component SEC3 N-terminal PIP2 binding PH
GJN28134	PF20654|Exocyst complex component Sec3, C-terminal
GJN28135	PF20654|Exocyst complex component Sec3, C-terminal
GJN28136	PF01256|NAD(P)H-hydrate dehydratase
GJN28137	
GJN28138	PF07676|TolB beta propeller domain
GJN28139	PF07939|Protein of unknown function (DUF1685)
GJN28140	PF07939|Protein of unknown function (DUF1685)
GJN28141	PF00854|POT family
GJN28142	
GJN28144	PF00560|Leucine Rich Repeat;PF07714|Protein tyrosine and serine/threonine kinase;PF08263|Leucine rich repeat N-terminal domain;PF13855|Leucine rich repeat;PF23598|Leucine-rich repeat region
GJN28145	PF00933|Glycosyl hydrolase family 3 N terminal domain;PF01915|Glycosyl hydrolase family 3 C-terminal domain;PF14310|Fibronectin type III-like domain
GJN28146	PF04938|Survival motor neuron (SMN) interacting protein 1 (SIP1)
GJN28147	PF00789|UBX domain
GJN28148	PF00397|WW domain
GJN28149	PF00022|Actin
GJN28150	PF07714|Protein tyrosine and serine/threonine kinase
GJN28151	PF03552|Cellulose synthase
GJN28152	
GJN28153	PF03552|Cellulose synthase
GJN40620	PF00891|O-methyltransferase domain;PF08100|O-methyltransferase dimerisation domain
GJN40621	PF12143|Chloroplastic Polyphenol Oxidase C-terminal domain
GMR34400	PF00503|G-protein alpha subunit
GMR34401	
GMR34402	
GMR34403	
GMR34404	PF00096|Zinc finger, C2H2 type;PF13894|C2H2-type zinc finger;PF13912|C2H2-type zinc finger
GMR34405	
GMR34406	
GMR34407	
GMR34408	PF01731|Arylesterase
GMR34409	
GMR34411	PF19272|Acid sphingomyelin phosphodiesterase C-terminal region
GMR34412	
GMR34413	
GMR34414	
GMR34415	
GMR34416	PF00156|Phosphoribosyl transferase domain
GMR34417	PF00248|Aldo/keto reductase family
GMR34418	
GMR34419	PF00651|BTB/POZ domain
GMR34420	PF10324|Serpentine type 7TM GPCR chemoreceptor Srw
GMS92100	PF10317|Serpentine type 7TM GPCR chemoreceptor Srd
GMS92101	PF00106|short chain dehydrogenase
GMS92102	
GMS92103	PF02958|Ecdysteroid kinase-like family
GMS92104	
GMS92105	PF10328|Serpentine type 7TM GPCR chemoreceptor Srx
GMS92106	PF00106|short chain dehydrogenase
GMS92107	PF10326|Serpentine type 7TM GPCR chemoreceptor Str
GMS92108	PF04083|Partial alpha/beta-hydrolase lipase region
GMS92109	PF03125|Sre G protein-coupled chemoreceptor
GMS92111	
GMS92112	PF13847|Methyltransferase domain
GMS92113	
GMS92114	PF10327|Serpentine type 7TM GPCR chemoreceptor Sri
GMS92115	PF00104|Ligand-binding domain of nuclear hormone receptor
GMS92116	PF10326|Serpentine type 7TM GPCR chemoreceptor Str
GMS92117	PF10326|Serpentine type 7TM GPCR chemoreceptor Str
GMS92118	
GMS92119	
GMS92120	PF00104|Ligand-binding domain of nuclear hormone receptor;PF00105|Double treble clef zinc finger, C4 type
GMT12763	
GMT12764	PF10327|Serpentine type 7TM GPCR chemoreceptor Sri
GMT12765	PF00270|DEAD/DEAH box helicase
GMT12766	
GMT12767	
GMT12768	PF08016|Polycystin cation channel;PF20519|Polycystin domain
GMT12769	
GMT12770	
GMT12771	
GMT12772	
GMT12774	
GMT12775	PF13499|EF-hand domain pair
GMT12776	PF01400|Astacin (Peptidase family M12A)
GMT12777	
GMT12778	
GMT12779	PF00240|Ubiquitin family
GMT12780	PF00651|BTB/POZ domain
GMT12781	PF00240|Ubiquitin family
GMT12782	
GMT12783	
KAB8077663	PF03632|Glycosyl hydrolase family 65 central catalytic domain;PF03633|Glycosyl hydrolase family 65, C-terminal domain;PF03636|Glycosyl hydrolase family 65, N-terminal domain
KAB8077664	
KAB8077665	PF20684|Fungal rhodopsin domain
KAB8077666	
KAB8077667	
KAB8077668	
KAB8077669	
KAB8077670	
KAB8077671	
KAB8077672	
KAB8077674	PF01693|Ribonuclease H1 N-terminal domain
KAB8077675	
KAB8077676	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain;PF04082|Fungal specific transcription factor domain
KAB8077677	
KAB8077678	PF01494|FAD binding domain
KAB8077679	PF03959|Serine hydrolase (FSH1)
KAB8077680	PF07690|Major Facilitator Superfamily
KAB8077681	PF03795|YCII-related domain
KAB8077682	PF03171|2OG-Fe(II) oxygenase superfamily;PF14226|non-haem dioxygenase in morphine synthesis N-terminal
KAB8077683	PF00106|short chain dehydrogenase
KAE8356233	
KAE8356234	PF12680|SnoaL-like domain
KAE8356235	PF06500|Esterase FrsA-like
KAE8356236	PF13602|Zinc-binding dehydrogenase
KAE8356237	PF00106|short chain dehydrogenase
KAE8356238	
KAE8356239	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain;PF11951|Fungal specific transcription factor domain
KAE8356240	PF07859|alpha/beta hydrolase fold
KAE8356241	PF00854|POT family;PF01266|FAD dependent oxidoreductase
KAE8356242	PF04082|Fungal specific transcription factor domain
KAE8356244	PF00652|Ricin-type beta-trefoil lectin domain;PF16499|Alpha galactosidase A;PF17801|Alpha galactosidase C-terminal beta sandwich domain
KAE8356245	PF00082|Subtilase family
KAE8356246	
KAE8356247	
KAE8356248	
KAE8356249	
KAE8356250	PF00732|GMC oxidoreductase
KAE8356251	PF10282|Lactonase, 7-bladed beta-propeller
KAE8356252	PF13532|2OG-Fe(II) oxygenase superfamily
KAE8356253	
KAE8365878	PF00501|AMP-binding enzyme;PF00550|Phosphopantetheine attachment site;PF00975|Thioesterase domain
KAE8365879	PF01494|FAD binding domain
KAE8365881	PF07690|Major Facilitator Superfamily
KAE8365882	PF03446|NAD binding domain of 6-phosphogluconate dehydrogenase
KAE8365883	PF01521|Iron-sulphur cluster biosynthesis
KAE8365884	PF10255|RNA polymerase I-associated factor PAF67
KAE8365885	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain;PF04082|Fungal specific transcription factor domain
KAE8365886	PF22580|Kynureninase C-terminal domain
KAE8365887	PF06417|ER membrane protein complex subunit 4
KAE8365888	PF01602|Adaptin N terminal region
KAE8365889	PF10197|N-terminal domain of CBF1 interacting co-repressor CIR;PF12542|Pre-mRNA splicing factor
KAE8365890	PF00018|SH3 domain;PF25459|AIM3/BBC1 Cysteine proteinase-fold domain
KAE8414953	PF07690|Major Facilitator Superfamily
KAE8414954	PF03446|NAD binding domain of 6-phosphogluconate dehydrogenase
KAE8414955	PF01521|Iron-sulphur cluster biosynthesis
KAE8414956	PF10255|RNA polymerase I-associated factor PAF67
KAE8414957	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain;PF04082|Fungal specific transcription factor domain
KAE8414958	
KAE8414959	PF22580|Kynureninase C-terminal domain
KAE8414960	PF06417|ER membrane protein complex subunit 4
KAE8414961	PF01602|Adaptin N terminal region
KAE8414962	PF10197|N-terminal domain of CBF1 interacting co-repressor CIR;PF12542|Pre-mRNA splicing factor
KAF0332004	PF01906|Putative heavy-metal-binding
KAF0332005	PF18271|Glycoside hydrolase 131 catalytic N-terminal domain
KAF0332006	PF01975|Survival protein SurE
KAF0332007	
KAF0332008	
KAF0332009	
KAF0332010	
KAF0332011	
KAF0332012	PF03208|PRA1 family protein
KAF0332013	
KAF0332015	PF26676|Domain of unknown function (DUF8225)
KAF0332016	
KAF0332017	PF03650|Mitochondrial pyruvate carriers
KAF0332018	PF00289|Biotin carboxylase, N-terminal domain;PF00364|Biotin-requiring enzyme;PF00682|HMGL-like;PF02436|Conserved carboxylase domain;PF02785|Biotin carboxylase C-terminal domain;PF02786|Carbamoyl-phosphate synthase L chain, ATP binding domain
KAF0332019	PF01256|NAD(P)H-hydrate dehydratase
KAF0332020	PF00888|Cullin alpha solenoid domain;PF10557|Cullin protein neddylation domain;PF26557|Cullin alpha+beta domain
KAF0332021	PF05180|DNL zinc finger
KAF0332022	PF07539|U3 small nucleolar RNA-associated protein 20, N-terminal;PF20416|U3 small nucleolar RNA-associated protein 20 domain
KAF0332023	PF04676|Protein similar to CwfJ C-terminus 2;PF04677|Protein similar to CwfJ C-terminal
KAF0332024	
KAF2844425	
KAF2844426	
KAF2844427	
KAF2844428	PF01966|HD domain
KAF2844430	PF01053|Cys/Met metabolism PLP-dependent enzyme
KAF2844431	PF00270|DEAD/DEAH box helicase
KAF2844432	
KAF4341644	PF14420|Clr5 domain
KAF4341646	PF26676|Domain of unknown function (DUF8225)
KAF4341647	
KAF4341648	PF00387|Phosphatidylinositol-specific phospholipase C, Y domain;PF00388|Phosphatidylinositol-specific phospholipase C, X domain
KAF4341649	
KAF4341650	PF07859|alpha/beta hydrolase fold
KAF4341651	PF13489|Methyltransferase domain
KAF4341652	
KAF4341653	PF00173|Cytochrome b5-like Heme/Steroid binding domain;PF00175|Oxidoreductase NAD-binding domain;PF00667|FAD binding domain;PF01231|Indoleamine 2,3-dioxygenase
KAF4341654	PF07690|Major Facilitator Superfamily
KAF4341655	PF05630|Necrosis inducing protein (NPP1)
KAF4441147	PF13489|Methyltransferase domain
KAF4441148	PF00173|Cytochrome b5-like Heme/Steroid binding domain;PF00175|Oxidoreductase NAD-binding domain;PF00667|FAD binding domain;PF01231|Indoleamine 2,3-dioxygenase
KAF4441149	PF00933|Glycosyl hydrolase family 3 N terminal domain;PF01915|Glycosyl hydrolase family 3 C-terminal domain;PF07691|PA14 domain
KAF4441150	PF07690|Major Facilitator Superfamily
KAF4441151	
KAF4441152	PF00264|Common central domain of tyrosinase;PF18132|Tyrosinase C-terminal domain
KAF4441153	PF07859|alpha/beta hydrolase fold
