query_accession	nucleotide_acc	offset	is_target	gene_start	gene_end	strand	protein_id	locus_tag	product
A0A0B2VUC6	JPKZ01000912	5	0	359558	361588	-	KHN84607.1	Tcan_09211	Orcokinin peptides type B
A0A0B2VUC6	JPKZ01000912	6	0	430480	431525	-	KHN84601.1	Tcan_09198	Sperm-specific class P protein 34
A0A0B2VUC6	JPKZ01000912	7	0	433990	434689	-	KHN84610.1	Tcan_09197	Small subunit processome component 20 -like protein
A0A0B2VUC6	JPKZ01000912	8	0	491374	493006	-	KHN84597.1	Tcan_09196	hypothetical protein
A0A0B2VUC6	JPKZ01000912	9	0	498168	499246	-	KHN84578.1	Tcan_09187	hypothetical protein
A0A0B2VUC6	JPKZ01000912	10	0	507837	508435	-	KHN84600.1	Tcan_09193	Sperm-specific class P protein 32
A0A136IUL0	KQ964257	-10	0	72423	74118	-	KXJ88660.1	Micbo1qcDRAFT_166094	putative NADH-cytochrome B5 reductase
A0A136IUL0	KQ964257	-9	0	75347	75874	-	KXJ88661.1	Micbo1qcDRAFT_213763	hypothetical protein
A0A136IUL0	KQ964257	-8	0	76934	77749	+	KXJ88662.1	Micbo1qcDRAFT_122660	SGNH hydrolase-type esterase domain-containing protein
A0A136IUL0	KQ964257	-7	0	77870	79882	-	KXJ88663.1	Micbo1qcDRAFT_206834	phosphotransferase enzyme family protein
A0A136IUL0	KQ964257	-6	0	80783	83160	+	KXJ88664.1	Micbo1qcDRAFT_189786	small oligopeptide transporter
A0A136IUL0	KQ964257	-5	0	84269	84997	+	KXJ88665.1	Micbo1qcDRAFT_213775	hypothetical protein
A0A136IUL0	KQ964257	-4	0	85702	87000	-	KXJ88666.1	Micbo1qcDRAFT_15467	hypothetical protein
A0A136IUL0	KQ964257	-3	0	88644	90315	+	KXJ88667.1	Micbo1qcDRAFT_184878	hypothetical protein
A0A136IUL0	KQ964257	-2	0	90396	91828	-	KXJ88668.1	Micbo1qcDRAFT_15482	hypothetical protein
A0A136IUL0	KQ964257	-1	0	92606	94783	+	KXJ88669.1	Micbo1qcDRAFT_99409	hypothetical protein
A0A136IUL0	KQ964257	0	1	94826	96743	+	KXJ88670.1	Micbo1qcDRAFT_150590	hypothetical protein
A0A136IUL0	KQ964257	1	0	97299	98018	+	KXJ88671.1	Micbo1qcDRAFT_166099	hypothetical protein
A0A136IUL0	KQ964257	2	0	98272	99270	-	KXJ88672.1	Micbo1qcDRAFT_166100	aldo-keto reductase-like protein
A0A136IUL0	KQ964257	3	0	100026	101228	+	KXJ88673.1	Micbo1qcDRAFT_166102	hypothetical protein
A0A136IUL0	KQ964257	4	0	101654	102540	+	KXJ88674.1	Micbo1qcDRAFT_235576	WD40-repeat-containing domain protein
A0A136IUL0	KQ964257	5	0	105480	106985	-	KXJ88675.1	Micbo1qcDRAFT_166107	WD40-repeat-containing domain protein
A0A136IUL0	KQ964257	6	0	107437	108298	-	KXJ88676.1	Micbo1qcDRAFT_235578	Alpha/beta hydrolase fold-1
A0A136IUL0	KQ964257	7	0	109464	110711	+	KXJ88677.1	Micbo1qcDRAFT_197079	hypothetical protein
A0A136IUL0	KQ964257	8	0	112089	112296	-	KXJ88678.1	Micbo1qcDRAFT_166111	hypothetical protein
A0A136IUL0	KQ964257	9	0	112851	114655	-	KXJ88679.1	Micbo1qcDRAFT_197081	hypothetical protein
A0A136IUL0	KQ964257	10	0	115395	116396	-	KXJ88680.1	Micbo1qcDRAFT_189793	cell cycle control protein
A0A0U1MAB1	CVMT01000010	-10	0	1377005	1379701	+	CRG91900.1	PISL3812_08954	hypothetical protein
A0A0U1MAB1	CVMT01000010	-9	0	1380890	1381676	+	CRG91901.1	PISL3812_08955	High-affinity methionine permease
A0A0U1MAB1	CVMT01000010	-8	0	1383152	1384597	-	CRG91902.1	PISL3812_08956	hypothetical protein
A0A0U1MAB1	CVMT01000010	-7	0	1388904	1390180	-	CRG91903.1	PISL3812_08957	hypothetical protein
A0A0U1MAB1	CVMT01000010	-6	0	1390888	1392841	-	CRG91904.1	PISL3812_08958	Long-chain-alcohol oxidase FAO3
A0A0U1MAB1	CVMT01000010	-5	0	1394006	1394803	+	CRG91905.1	PISL3812_08959	hypothetical protein
A0A0U1MAB1	CVMT01000010	-4	0	1395200	1396680	-	CRG91906.1	PISL3812_08960	FYVE-type zinc finger-containing protein C9B6,03
A0A0U1MAB1	CVMT01000010	-3	0	1398906	1400608	-	CRG91907.1	PISL3812_08961	Lysine biosynthesis regulatory protein LYS14
A0A0U1MAB1	CVMT01000010	-2	0	1401545	1401820	+	CRG91908.1	PISL3812_08962	hypothetical protein
A0A0U1MAB1	CVMT01000010	-1	0	1402731	1403981	-	CRG91909.1	PISL3812_08963	hypothetical protein
A0A0U1MAB1	CVMT01000010	0	1	1404834	1406524	-	CRG91910.1	PISL3812_08964	hypothetical protein
A0A0U1MAB1	CVMT01000010	1	0	1407382	1408166	+	CRG91911.1	PISL3812_08965	hypothetical protein
A0A0U1MAB1	CVMT01000010	2	0	1411366	1411833	-	CRG91912.1	PISL3812_08966	hypothetical protein
A0A0U1MAB1	CVMT01000010	3	0	1412938	1413246	-	CRG91913.1	PISL3812_08967	hypothetical protein
A0A0U1MAB1	CVMT01000010	4	0	1416017	1416669	-	CRG91914.1	PISL3812_08968	hypothetical protein
A0A0U1MAB1	CVMT01000010	5	0	1417867	1419368	+	CRG91915.1	PISL3812_08969	hypothetical protein
A0A0U1MAB1	CVMT01000010	6	0	1420538	1422234	+	CRG91916.1	PISL3812_08970	hypothetical protein
A0A0U1MAB1	CVMT01000010	7	0	1422365	1423164	-	CRG91917.1	PISL3812_08971	hypothetical protein
A0A0U1MAB1	CVMT01000010	8	0	1424990	1426639	+	CRG91918.1	PISL3812_08972	hypothetical protein
A0A0U1MAB1	CVMT01000010	9	0	1427202	1428520	-	CRG91919.1	PISL3812_08973	hypothetical protein
A0A0U1MAB1	CVMT01000010	10	0	1430618	1431349	+	CRG91920.1	PISL3812_08974	Translationally-controlled tumor protein homolog
A0A1E3V4Z2	LYBW01000065	-10	0	55246	55911	-	ODR88363.1	A8M32_25475	cytidyltransferase
A0A1E3V4Z2	LYBW01000065	-9	0	55920	56720	-	ODR88364.1	A8M32_25480	hypothetical protein
A0A1E3V4Z2	LYBW01000065	-8	0	56804	57430	-	ODR88365.1	A8M32_25485	phosphoheptose isomerase
A0A1E3V4Z2	LYBW01000065	-7	0	57448	58437	-	ODR88366.1	A8M32_25490	hypothetical protein
A0A1E3V4Z2	LYBW01000065	-6	0	58430	59479	-	ODR88367.1	A8M32_25495	hypothetical protein
A0A1E3V4Z2	LYBW01000065	-5	0	60146	60922	-	ODR88368.1	A8M32_25500	sugar ABC transporter
A0A1E3V4Z2	LYBW01000065	-4	0	61133	61399	+	ODR88369.1	A8M32_25505	prevent-host-death protein
A0A1E3V4Z2	LYBW01000065	-3	0	61396	61843	+		A8M32_25510	twitching motility protein PilT
A0A1E3V4Z2	LYBW01000065	-2	0	62065	63606	-	ODR88524.1	A8M32_25515	hypothetical protein
A0A1E3V4Z2	LYBW01000065	-1	0	63724	65475	-	ODR88370.1	A8M32_25520	hypothetical protein
A0A1E3V4Z2	LYBW01000065	0	1	65503	67173	-	ODR88525.1	A8M32_25525	tyrosinase
A0A1E3V4Z2	LYBW01000065	1	0	67445	67894	+	ODR88526.1	A8M32_25530	AsnC family transcriptional regulator
A0A1E3V4Z2	LYBW01000065	2	0	68691	69233	-	ODR88371.1	A8M32_25535	hypothetical protein
A0A1E3V4Z2	LYBW01000065	3	0	69637	70452	-	ODR88527.1	A8M32_25540	hypothetical protein
A0A1E3V4Z2	LYBW01000065	4	0	71272	71640	-	ODR88528.1	A8M32_25545	hypothetical protein
A0A1E3V4Z2	LYBW01000065	5	0	72327	72809	+	ODR88372.1	A8M32_25550	hypothetical protein
A0A1E3V4Z2	LYBW01000065	6	0	72899	73630	-	ODR88373.1	A8M32_25555	GntR family transcriptional regulator
A0A1E3V4Z2	LYBW01000065	7	0	73827	74840	+	ODR88374.1	A8M32_25560	sugar isomerase
A0A1E3V4Z2	LYBW01000065	8	0	74980	75792	+	ODR88375.1	A8M32_25565	fructoselysine 6-kinase
A0A1E3V4Z2	LYBW01000065	9	0	75831	76586	-	ODR88376.1	A8M32_25570	glutamine ABC transporter ATP-binding protein
A0A1E3V4Z2	LYBW01000065	10	0	76603	77484	-	ODR88377.1	A8M32_25575	hypothetical protein
A0A1E3B9D8	JXNT01000008	-10	0	914888	915253	+	ODM17565.1	SI65_07240	hypothetical protein
A0A1E3B9D8	JXNT01000008	-9	0	915873	916473	-	ODM17566.1	SI65_07241	hypothetical protein
A0A1E3B9D8	JXNT01000008	-8	0	916784	917267	-	ODM17567.1	SI65_07242	hypothetical protein
A0A1E3B9D8	JXNT01000008	-7	0	918374	918781	-	ODM17568.1	SI65_07243	hypothetical protein
A0A1E3B9D8	JXNT01000008	-6	0	919601	920063	-	ODM17569.1	SI65_07244	hypothetical protein
A0A1E3B9D8	JXNT01000008	-5	0	923465	924084	+	ODM17570.1	SI65_07245	hypothetical protein
A0A1E3B9D8	JXNT01000008	-4	0	924636	926041	-	ODM17571.1	SI65_07246	hypothetical protein
A0A1E3B9D8	JXNT01000008	-3	0	926876	927505	+	ODM17572.1	SI65_07247	hypothetical protein
A0A1E3B9D8	JXNT01000008	-2	0	928263	928728	-	ODM17573.1	SI65_07248	hypothetical protein
A0A1E3B9D8	JXNT01000008	-1	0	930174	930643	+	ODM17574.1	SI65_07249	hypothetical protein
A0A1E3B9D8	JXNT01000008	0	1	932948	933458	-	ODM17575.1	SI65_07250	hypothetical protein
A0A1E3B9D8	JXNT01000008	1	0	936978	938307	-	ODM17576.1	SI65_07251	hypothetical protein
A0A1E3B9D8	JXNT01000008	2	0	940338	943121	+	ODM17577.1	SI65_07252	hypothetical protein
A0A1E3B9D8	JXNT01000008	3	0	945679	946695	-	ODM17578.1	SI65_07253	hypothetical protein
A0A1E3B9D8	JXNT01000008	4	0	947309	947798	-	ODM17579.1	SI65_07254	hypothetical protein
A0A1E3B9D8	JXNT01000008	5	0	948612	949761	+	ODM17580.1	SI65_07255	hypothetical protein
A0A1E3B9D8	JXNT01000008	6	0	950284	951231	-	ODM17581.1	SI65_07256	hypothetical protein
A0A1E3B9D8	JXNT01000008	7	0	954192	955015	+	ODM17582.1	SI65_07257	hypothetical protein
A0A1E3B9D8	JXNT01000008	8	0	955834	956885	-	ODM17583.1	SI65_07258	hypothetical protein
A0A1E3B9D8	JXNT01000008	9	0	961529	962849	+	ODM17584.1	SI65_07259	hypothetical protein
A0A1E3B9D8	JXNT01000008	10	0	963919	964737	-	ODM17585.1	SI65_07260	hypothetical protein
A0A183IVI7	UZAM01010796	0	1	2307	5010	+	VDP13771.1	SBAD_LOCUS7633	hypothetical protein
A0A183IVI7	UZAM01010796	1	0	8440	9121	-	VDP13772.1	SBAD_LOCUS7634	hypothetical protein
A0A1G9L3I7	FNGY01000001	-10	0	882584	884284	+	SDL56279.1	SAMN05421820_101747	Starch-binding associating with outer membrane
A0A1G9L3I7	FNGY01000001	-9	0	884425	885396	-	SDL56313.1	SAMN05421820_101748	Protein of unknown function
A0A1G9L3I7	FNGY01000001	-8	0	885565	886488	+	SDL56344.1	SAMN05421820_101749	hypothetical protein
A0A1G9L3I7	FNGY01000001	-7	0	886511	887035	+	SDL56368.1	SAMN05421820_101750	hypothetical protein
A0A1G9L3I7	FNGY01000001	-6	0	887052	888254	+	SDL56394.1	SAMN05421820_101751	MORN repeat variant
A0A1G9L3I7	FNGY01000001	-5	0	888298	890529	+	SDL56417.1	SAMN05421820_101752	Radical SAM superfamily enzyme YgiQ, UPF0313 family
A0A1G9L3I7	FNGY01000001	-4	0	890541	891320	+	SDL56443.1	SAMN05421820_101753	Antitoxin component YwqK of the YwqJK toxin-antitoxin module
A0A1G9L3I7	FNGY01000001	-3	0	891332	892354	-	SDL56478.1	SAMN05421820_101754	Uncharacterized protein YjbI, contains pentapeptide repeats
A0A1G9L3I7	FNGY01000001	-2	0	892532	893350	+	SDL56506.1	SAMN05421820_101755	AraC-type DNA-binding protein
A0A1G9L3I7	FNGY01000001	-1	0	893391	894962	+	SDL56534.1	SAMN05421820_101756	2-polyprenyl-6-methoxyphenol hydroxylase
A0A1G9L3I7	FNGY01000001	0	1	895007	896644	+	SDL56559.1	SAMN05421820_101757	Common central domain of tyrosinase
A0A1G9L3I7	FNGY01000001	1	0	896680	897147	-	SDL56593.1	SAMN05421820_101758	hypothetical protein
A0A1G9L3I7	FNGY01000001	2	0	897182	898453	-	SDL56623.1	SAMN05421820_101759	amidohydrolase
A0A1G9L3I7	FNGY01000001	3	0	898657	901263	-	SDL56647.1	SAMN05421820_101760	putative heme-binding domain-containing protein
A0A1G9L3I7	FNGY01000001	4	0	901292	902149	-	SDL56674.1	SAMN05421820_101761	protein of unknown function
A0A1G9L3I7	FNGY01000001	5	0	902637	903629	-	SDL56702.1	SAMN05421820_101762	AraC family transcriptional regulator
A0A1G9L3I7	FNGY01000001	6	0	903772	904371	+	SDL56728.1	SAMN05421820_101763	RNA polymerase sigma-70 factor, ECF subfamily
A0A1G9L3I7	FNGY01000001	7	0	904464	905657	+	SDL56754.1	SAMN05421820_101764	protein of unknown function
A0A1G9L3I7	FNGY01000001	8	0	905773	909129	+	SDL56783.1	SAMN05421820_101765	TonB-linked outer membrane protein, SusC/RagA family
A0A1G9L3I7	FNGY01000001	9	0	909143	910855	+	SDL56817.1	SAMN05421820_101766	SusD family protein
A0A1G9L3I7	FNGY01000001	10	0	910848	910955	-	SDL56847.1	SAMN05421820_101767	hypothetical protein
A0A1L9V3Y6	KV878930	-10	0	2071	2619	+	OJJ78643.1	ASPGLDRAFT_53408	hypothetical protein
A0A1L9V3Y6	KV878930	-9	0	8556	9146	+	OJJ78644.1	ASPGLDRAFT_86365	hypothetical protein
A0A1L9V3Y6	KV878930	-8	0	10124	17459	+	OJJ78645.1	ASPGLDRAFT_138443	hypothetical protein
A0A1L9V3Y6	KV878930	-7	0	18017	18238	+	OJJ78646.1	ASPGLDRAFT_53412	hypothetical protein
A0A1L9V3Y6	KV878930	-6	0	18235	18414	-	OJJ78647.1	ASPGLDRAFT_53414	hypothetical protein
A0A1L9V3Y6	KV878930	-5	0	18658	19266	+	OJJ78648.1	ASPGLDRAFT_30474	hypothetical protein
A0A1L9V3Y6	KV878930	-4	0	22941	25057	+	OJJ78649.1	ASPGLDRAFT_182230	hypothetical protein
A0A1L9V3Y6	KV878930	-3	0	26196	28993	-	OJJ78650.1	ASPGLDRAFT_53420	hypothetical protein
A0A1L9V3Y6	KV878930	-2	0	29715	31151	+	OJJ78651.1	ASPGLDRAFT_53422	hypothetical protein
A0A1L9V3Y6	KV878930	-1	0	32249	32503	+	OJJ78652.1	ASPGLDRAFT_138442	hypothetical protein
A0A1L9V3Y6	KV878930	0	1	34611	35578	-	OJJ78653.1	ASPGLDRAFT_53424	hypothetical protein
A0A1L9V3Y6	KV878930	1	0	40651	42111	-	OJJ78654.1	ASPGLDRAFT_70634	hypothetical protein
A0A1L9V3Y6	KV878930	2	0	43090	43875	-	OJJ78655.1	ASPGLDRAFT_53426	hypothetical protein
A0A1L9V3Y6	KV878930	3	0	44520	45479	+	OJJ78656.1	ASPGLDRAFT_53427	hypothetical protein
A0A1L9V3Y6	KV878930	4	0	46342	46840	+	OJJ78657.1	ASPGLDRAFT_30482	hypothetical protein
A0A1L9V3Y6	KV878930	5	0	46871	47531	-	OJJ78658.1	ASPGLDRAFT_62381	hypothetical protein
A0A1L9V3Y6	KV878930	6	0	48021	48960	+	OJJ78659.1	ASPGLDRAFT_78082	hypothetical protein
A0A1L9V3Y6	KV878930	7	0	49372	50625	-	OJJ78660.1	ASPGLDRAFT_53428	hypothetical protein
A0A1L9V3Y6	KV878930	8	0	51819	52949	+	OJJ78661.1	ASPGLDRAFT_53429	hypothetical protein
A0A1L9V3Y6	KV878930	9	0	54009	54542	-	OJJ78662.1	ASPGLDRAFT_1510602	hypothetical protein
A0A1L9V3Y6	KV878930	10	0	54973	56051	-	OJJ78663.1	ASPGLDRAFT_53430	hypothetical protein
A0A1G9LQ44	FNGI01000005	-10	0	204021	205091	+	SDL63877.1	SAMN05661010_02194	L,D-transpeptidase ErfK/SrfK
A0A1G9LQ44	FNGI01000005	-9	0	205153	205392	-	SDL63896.1	SAMN05661010_02195	hypothetical protein
A0A1G9LQ44	FNGI01000005	-8	0	205555	206118	-	SDL63928.1	SAMN05661010_02196	L,D-transpeptidase catalytic domain
A0A1G9LQ44	FNGI01000005	-7	0	206328	206879	+	SDL63941.1	SAMN05661010_02197	Protein of unknown function, DUF488
A0A1G9LQ44	FNGI01000005	-6	0	206889	207968	-	SDL63960.1	SAMN05661010_02198	DNA end-binding protein Ku
A0A1G9LQ44	FNGI01000005	-5	0	207961	208737	-	SDL63978.1	SAMN05661010_02199	DNA end-binding protein Ku
A0A1G9LQ44	FNGI01000005	-4	0	208738	208938	-	SDL63995.1	SAMN05661010_02200	hypothetical protein
A0A1G9LQ44	FNGI01000005	-3	0	208935	211532	-	SDL64010.1	SAMN05661010_02201	bifunctional non-homologous end joining protein LigD
A0A1G9LQ44	FNGI01000005	-2	0	211611	213155	-	SDL64033.1	SAMN05661010_02202	hypothetical protein
A0A1G9LQ44	FNGI01000005	-1	0	213166	214932	-	SDL64042.1	SAMN05661010_02203	hypothetical protein
A0A1G9LQ44	FNGI01000005	0	1	215018	216808	-	SDL64050.1	SAMN05661010_02204	Common central domain of tyrosinase
A0A1G9LQ44	FNGI01000005	1	0	217199	217582	-	SDL64071.1	SAMN05661010_02205	hypothetical protein
A0A1G9LQ44	FNGI01000005	2	0	217572	218993	-	SDL64087.1	SAMN05661010_02206	Zn-binding Pro-Ala-Ala-Arg (PAAR) domain-containing protein, incolved in TypeVI secretion
A0A1G9LQ44	FNGI01000005	3	0	219143	219652	-	SDL64108.1	SAMN05661010_02207	hypothetical protein
A0A1G9LQ44	FNGI01000005	4	0	219999	221681	+	SDL64132.1	SAMN05661010_02208	Glutamate synthase domain-containing protein 2
A0A1G9LQ44	FNGI01000005	5	0	221923	223173	+	SDL64157.1	SAMN05661010_02209	MFS transporter, FSR family, fosmidomycin resistance protein
A0A1G9LQ44	FNGI01000005	6	0	223216	224799	-	SDL64182.1	SAMN05661010_02210	Glutamate synthase domain-containing protein 2
A0A1G9LQ44	FNGI01000005	7	0	224959	225399	-	SDL64210.1	SAMN05661010_02211	YtoQ family protein
A0A1G9LQ44	FNGI01000005	8	0	225497	226087	-	SDL64228.1	SAMN05661010_02212	protein of unknown function
A0A1G9LQ44	FNGI01000005	9	0	226112	227809	-	SDL64252.1	SAMN05661010_02213	ATPase components of ABC transporters with duplicated ATPase domains
A0A1G9LQ44	FNGI01000005	10	0	227891	229348	-	SDL64270.1	SAMN05661010_02214	succinate semialdehyde dehydrogenase
A0A1N7U5H3	CP007637	-10	0	2414385	2415254	+	AIB36146.1	PS417_11280	HxcX atypical pseudopilin
A0A1N7U5H3	CP007637	-9	0	2415251	2416312	+	AIB36147.1	PS417_11285	general secretion pathway protein GspL
A0A1N7U5H3	CP007637	-8	0	2416305	2416817	+	AIB36148.1	PS417_11290	general secretion pathway protein GspM
A0A1N7U5H3	CP007637	-7	0	2416814	2419108	+	AIB36149.1	PS417_11295	general secretion pathway protein GspD
A0A1N7U5H3	CP007637	-6	0	2419461	2420879	+	AIB36150.1	PS417_11300	general secretion pathway protein GspE
A0A1N7U5H3	CP007637	-5	0	2420879	2422090	+	AIB36151.1	PS417_11305	general secretion pathway protein GspF
A0A1N7U5H3	CP007637	-4	0	2422420	2423601	+	AIB36152.1	PS417_11310	alkaline phosphatase
A0A1N7U5H3	CP007637	-3	0	2423785	2436357	+	AIB36153.1	PS417_11315	hemagglutinin
A0A1N7U5H3	CP007637	-2	0	2436433	2438019	-	AIB36154.1	PS417_11320	hypothetical protein
A0A1N7U5H3	CP007637	-1	0	2438087	2439820	-	AIB36155.1	PS417_11325	hypothetical protein
A0A1N7U5H3	CP007637	0	1	2439817	2441604	-	AIB36156.1	PS417_11330	tyrosinase
A0A1N7U5H3	CP007637	1	0	2441742	2442239	+	AIB36157.1	PS417_11335	AsnC family transcriptional regulator
A0A1N7U5H3	CP007637	2	0	2442653	2443246	+	AIB36158.1	PS417_11340	prevent-host-death protein
A0A1N7U5H3	CP007637	3	0	2443306	2444889	+	AIB36159.1	PS417_11345	membrane protein
A0A1N7U5H3	CP007637	4	0	2444914	2446713	+	AIB36160.1	PS417_11350	biopolymer transporter ExbB
A0A1N7U5H3	CP007637	5	0	2446725	2447150	+	AIB36161.1	PS417_11355	biopolymer transporter ExbD
A0A1N7U5H3	CP007637	6	0	2447154	2447858	+	AIB36162.1	PS417_11360	energy transducer TonB
A0A1N7U5H3	CP007637	7	0	2447901	2449601	+	AIB36163.1	PS417_11365	membrane protein
A0A1N7U5H3	CP007637	8	0	2449620	2450246	+	AIB36164.1	PS417_11370	DNA repair protein
A0A1N7U5H3	CP007637	9	0	2450261	2450719	+	AIB36165.1	PS417_11375	hypothetical protein
A0A1N7U5H3	CP007637	10	0	2450716	2451657	+	AIB36166.1	PS417_11380	peptidylprolyl isomerase
A0A249PKJ6	CP023068	-10	0	1221004	1222011	-	ASY66257.1	SJ05684_b52750	Arabinose 5-phosphate isomerase
A0A249PKJ6	CP023068	-9	0	1222146	1223573	-	ASY66258.1	SJ05684_b52760	Mannose-1-phosphate guanylyltransferase (GDP)
A0A249PKJ6	CP023068	-8	0	1223585	1225015	-	ASY66259.1	SJ05684_b52770	Phosphomannomutase
A0A249PKJ6	CP023068	-7	0	1225190	1225894	-	ASY66260.1	SJ05684_b52780	hypothetical protein
A0A249PKJ6	CP023068	-6	0	1225898	1228411	-	ASY66261.1	SJ05684_b52790	Glycosyltransferase
A0A249PKJ6	CP023068	-5	0	1229632	1230612	+	ASY66262.1	SJ05684_b52800	Capsule polysaccharide export protein
A0A249PKJ6	CP023068	-4	0	1230625	1230978	-	ASY66263.1	SJ05684_b52810	hypothetical protein
A0A249PKJ6	CP023068	-3	0	1231363	1231479	-	ASY66264.1	SJ05684_b52820	hypothetical protein
A0A249PKJ6	CP023068	-2	0	1231543	1233138	-	ASY66265.1	SJ05684_b52830	Cytochrome c family protein
A0A249PKJ6	CP023068	-1	0	1233201	1234895	-	ASY66266.1	SJ05684_b52840	hypothetical protein
A0A249PKJ6	CP023068	0	1	1234980	1236596	-	ASY66267.1	SJ05684_b52850	tyrosinase
A0A249PKJ6	CP023068	1	0	1236579	1236860	+	ASY66268.1	SJ05684_b52860	hypothetical protein
A0A249PKJ6	CP023068	2	0	1236911	1237372	+	ASY66269.1	SJ05684_b52870	Leucine-responsive regulatory protein
A0A249PKJ6	CP023068	3	0	1237585	1237713	-	ASY66270.1	SJ05684_b52880	hypothetical protein
A0A249PKJ6	CP023068	4	0	1237891	1238157	+	ASY66271.1	SJ05684_b52890	proteinAntitoxin of toxin-antitoxin stability system
A0A249PKJ6	CP023068	5	0	1238154	1238600	+	ASY66272.1	SJ05684_b52900	VapC toxin protein
A0A249PKJ6	CP023068	6	0	1238778	1239245	-	ASY66273.1	SJ05684_b52910	hypothetical protein
A0A249PKJ6	CP023068	7	0	1239564	1239752	+	ASY66274.1	SJ05684_b52920	hypothetical protein
A0A249PKJ6	CP023068	8	0	1239840	1240556	+	ASY66275.1	SJ05684_b52930	ABC-type transport system involved in Fe-S cluster assembly, permease component
A0A249PKJ6	CP023068	9	0	1240570	1240695	-	ASY66276.1	SJ05684_b52940	hypothetical protein
A0A249PKJ6	CP023068	10	0	1240682	1241245	-	ASY66277.1	SJ05684_b52950	hypothetical protein
A0A1V6QQ78	MDYN01000001	-10	0	1611257	1612048	+	OQD90783.1	PENANT_c001G09830	hypothetical protein
A0A1V6QQ78	MDYN01000001	-9	0	1612316	1612738	-	OQD90405.1	PENANT_c001G08470	hypothetical protein
A0A1V6QQ78	MDYN01000001	-8	0	1614819	1615016	-	OQD90472.1	PENANT_c001G01631	hypothetical protein
A0A1V6QQ78	MDYN01000001	-7	0	1616523	1617654	-	OQD91117.1	PENANT_c001G03452	hypothetical protein
A0A1V6QQ78	MDYN01000001	-6	0	1617939	1618695	-	OQD91152.1	PENANT_c001G08251	hypothetical protein
A0A1V6QQ78	MDYN01000001	-5	0	1620129	1624939	-	OQD90826.1	PENANT_c001G01518	hypothetical protein
A0A1V6QQ78	MDYN01000001	-4	0	1626056	1626949	-	OQD91113.1	PENANT_c001G06993	hypothetical protein
A0A1V6QQ78	MDYN01000001	-3	0	1628204	1629941	+	OQD90548.1	PENANT_c001G04160	hypothetical protein
A0A1V6QQ78	MDYN01000001	-2	0	1630438	1631401	+	OQD90799.1	PENANT_c001G08586	hypothetical protein
A0A1V6QQ78	MDYN01000001	-1	0	1632582	1633805	+	OQD90526.1	PENANT_c001G01890	hypothetical protein
A0A1V6QQ78	MDYN01000001	0	1	1635541	1637720	+	OQD91086.1	PENANT_c001G07223	hypothetical protein
A0A1V6QQ78	MDYN01000001	1	0	1640081	1641514	+	OQD91115.1	PENANT_c001G00105	hypothetical protein
A0A1V6QQ78	MDYN01000001	2	0	1642149	1643021	+	OQD91133.1	PENANT_c001G02645	hypothetical protein
A0A1V6QQ78	MDYN01000001	3	0	1646204	1646677	-	OQD91106.1	PENANT_c001G01504	hypothetical protein
A0A1V6QQ78	MDYN01000001	4	0	1647976	1648828	-	OQD90952.1	PENANT_c001G00066	hypothetical protein
A0A1V6QQ78	MDYN01000001	5	0	1650582	1650835	-	OQD90630.1	PENANT_c001G06790	hypothetical protein
