accession	organism_id	lineage	nucleotide_acc	protein_id	molecule_type	n_embl_refs
A0A8B7BKB2	42345					0
A0A8B8ER43	6565					0
A0A8B9A045	42345					0
A0A8H3WRY4	702518		WOWK01000001	KAF0332014.1	Genomic_DNA	1
A0A8H4JY40	78861		JAADJF010000061	KAF4441157.1	Genomic_DNA	1
A0A8H4ZL32	48485		JABEVY010000126	KAF5248711.1	Genomic_DNA	1
A0A8H4ZZ08						0
A0A8H5JC63	751941		JAAOAM010000072	KAF5551330.1	Genomic_DNA	1
A0A8H5LGT6	42677		JAAOAV010000186	KAF5591020.1	Genomic_DNA	1
A0A8H5WYS4	48490		JAAQPE010000238	KAF5675995.1	Genomic_DNA	1
A0A8H6E4D1	209559		SPNV01000182	KAF5859007.1	Genomic_DNA	1
A0A8H6LBS9						0
A0A8H7JCU1	205686		RZGK01000002	KAF9701279.1	Genomic_DNA	1
A0A8J2IPY8						0
A0A8J5NKZ0						0
A0A8J5PNS1						0
A0A8J5SQH5	103762		JAAALK010000282	KAG8078185.1	Genomic_DNA	1
A0A8S3R655	6550		CAJPWZ010000886	CAG2202338.1	Genomic_DNA	1
A0A8S3TBT4	6550		CAJPWZ010002010	CAG2228895.1	Genomic_DNA	1
A0A8S9ZKX1	189291		JABEBT010000066	KAF7634008.1	Genomic_DNA	1
A0A8W8JFH2	29159					0
A0A8W8JY26	29159					0
A0A8W8K452	29159					0
A0A914X740	2011161					0
A0A915KH89	13658					0
A0A915KKL6	13658					0
A0A934W1F1	657651		JAEPRQ010000004	MBK4216749.1	Genomic_DNA	1
A0A937FSZ6	2494733		JAEUGD010000001	MBL6444714.1	Genomic_DNA	1
A0A9N8WZP9						0
A0A9P1CS61	2562237		CAMXCT030002142	CAL4783290.1	Genomic_DNA	1
A0A9P1G1G0	2562237		CAMXCT030002142	CAL4783288.1	Genomic_DNA	1
A0A9P1G3G3	2562237		CAMXCT030002142	CAL4783289.1	Genomic_DNA	1
A0A9P5AMW5	44412		PVQB02000183	KAF4341645.1	Genomic_DNA	1
A0A9P5XZM4	64659		MU150312	KAF9459658.1	Genomic_DNA	1
A0A9P8SUG2						0
A0A9P8ZYD0	152316		JAGPXC010000003	KAH6655911.1	Genomic_DNA	1
A0A9P9HJ81	169388		JAGTJS010000009	KAH7258575.1	Genomic_DNA	1
A0A9P9IXR3	1079267		JAGMUU010000014	KAH7139608.1	Genomic_DNA	1
A0A9P9JVC3	48865		JAGMUX010000017	KAH7234641.1	Genomic_DNA	1
A0A9W4IER4						0
A0A9W4N770	99116		CAJVOS010000093	CAG8277016.1	Genomic_DNA	1
A0A9W9IP98	2972119		JAPQKQ010000009	KAJ5181452.1	Genomic_DNA	1
A0A9X4D7M1						0
A0A9X4I0A2						0
A0AA36JF65	2562239		CAUJNA010003514	CAJ1403873.1	Genomic_DNA	1
A0AAD4L0L4	1131652		JAJTJA010000001	KAH8705378.1	Genomic_DNA	1
A0AAD6IJM2	5083		JAQJZL010000002	KAJ6051319.1	Genomic_DNA	1
A0AAD8U991	27357		JAHMHS010000175	KAK1710016.1	Genomic_DNA	1
A0AAD9SNU1	1214568		JAUJFL010000001	KAK2613139.1	Genomic_DNA	1
A0AAE0LZ24	516989		JAUEDM010000009	KAK3312169.1	Genomic_DNA	1
A0AAJ3LKX2						0
A0AAJ5HX26						0
A0AAN4ZCE4	1317129		BTRK01000002	GMR34410.1	Genomic_DNA	1
A0AAN5YXM8	282268		JAAMOD010000710	KAF5227082.1	Genomic_DNA	1
A0AAN6PSA1	113614		MU863695	KAK4096813.1	Genomic_DNA	1
A0AAN6TRL8	2587402		MU853258	KAK4118855.1	Genomic_DNA	1
A0AAN7ADJ0	1536484		MU864634	KAK4182604.1	Genomic_DNA	1
A0AAU7EFE9	3045158		CP155618	XBL13885.1	Genomic_DNA	1
A0AAV5EZW6	191504		BQKI01000080	GJN28143.1	Genomic_DNA	1
A0AAV5G052	191504		BQKI01000161	GJN40622.1	Genomic_DNA	1
A0AAV5TAE6	358040		BTSX01000004	GMS92110.1	Genomic_DNA	1
A0AAV5V305	1538716		BTSY01000002	GMT12773.1	Genomic_DNA	1
A0AAW5AIV8	219574		WKEW01000121	MCF5060106.1	Genomic_DNA	1
A0AB72UHW7						0
A0ABQ6WCU9	1825620		ML735775	KAE8414952.1	Genomic_DNA	1
A0ABQ8QXP3	61235		JAOQBH010000031	KAJ4112502.1	Genomic_DNA	1
A0ABQ9EE55	220873		JARBDR010000917	KAJ8302701.1	Genomic_DNA	1
A0ABR1FXH8	44056		JBBJCI010000208	KAK7240922.1	Genomic_DNA	1
A0ABR3FVG0	585013		JBAHYK010000057	KAL0579507.1	Genomic_DNA	1
A0ABR3FVU5	585013		JBAHYK010000057	KAL0579506.1	Genomic_DNA	1
A0ABR3GF19	1032678		JBBBZM010000092	KAL0634520.1	Genomic_DNA	1
A0ABR4P8H6	108571		JBFCZG010000007	KAL3419621.1	Genomic_DNA	1
A0ABR4TSS6	1353532		AUNC01000003	KEO58924.1	Genomic_DNA	1
A0ABR5Y6J9	220697		LPXL01000004	KZD06707.1	Genomic_DNA	1
A0ABR6V5Y3	470150		JABWRS010000005	MBC3475836.1	Genomic_DNA	1
A0ABS6QBR2	485876		JABWRZ020000001	MBV4491626.1	Genomic_DNA	1
A0ABS9FD76	78544		WKED01000078	MCF5110307.1	Genomic_DNA	1
A0ABS9G7M5						0
A0ABT2ZPY2	2984134		JAOWKZ010000003	MCV2873208.1	Genomic_DNA	1
A0ABT5NM23	2745512		JAMDHD010000060	MDD0988792.1	Genomic_DNA	1
A0ABU1D0H3	515393		JAVGXC010000055	MDR0193035.1	Genomic_DNA	1
A0ABU5KX76	2219225		JAXUBM010000008	MDZ5738521.1	Genomic_DNA	1
A0ABW1EZ25	67265		JBHSOD010000026	MFC5887387.1	Genomic_DNA	1
A0ABW8R094	2853159		JBJHQF010000013	MFK9004620.1	Genomic_DNA	1
A0ABX2QSF3	117680		JACARY010000014	NWD94734.1	Genomic_DNA	1
A0ABX7K4S3	2812000		CP070506	QSB41710.1	Genomic_DNA	1
A0ABY0T4X6	169669		LT629708	SDP91106.1	Genomic_DNA	1
A0ABY9SUW3	1940636		CP127845	WMY87384.1	Genomic_DNA	1
A0ABZ1ADG6	915099		CP139639	WRI26976.1	Genomic_DNA	1
A0ACC1P0Q8	42375		JAPDGR010001132	KAJ2985275.1	Genomic_DNA	1
A0ACC2SF11	34485		QTSX02005115	KAJ9060949.1	Genomic_DNA	1
A0ACC2U9E0	34485		QTSX02001029	KAJ9083340.1	Genomic_DNA	1
A0ACC6LFG7	2740531		JAVLRO010000007	MDR9877184.1	Genomic_DNA	1
A0ACD3YYX0	2747967		CP090033	UPK94167.1	Genomic_DNA	1
A1BB10	318586		CP000491	ABL72704.1	Genomic_DNA	1
A1D120	331117		DS027688	EAW22113.1	Genomic_DNA	1
B0XPC0	451804		DS499594	EDP56958.1	Genomic_DNA	1
B6HTY5	500485		AM920437	CAP97791.1	Genomic_DNA	1
D5GL91	656061		FN430347	CAZ85284.1	Genomic_DNA	1
F0Y9F1	44056		GL833128	EGB08351.1	Genomic_DNA	1
F9G0F0						0
G0RFJ8	431241		GL985061	EGR49734.1	Genomic_DNA	1
I1S6D3	229533		HG970333	CEF78458.1	Genomic_DNA	1
J3L4U3	4533					0
K1QPB3						0
K3V6C2	1028729		AFNW01000405	EKJ68639.1	Genomic_DNA	1
N1RTX1	2502994		KB726480	EMT68831.1	Genomic_DNA	1
N4U6B2						0
Q0FSM9	314265		AATQ01000008	EAU47224.1	Genomic_DNA	1
Q5AXC0	227321		BN001304	CBF79167.1	Genomic_DNA	1
Q8J130	330879		AJ293806	CAC82195.1	Genomic_DNA	2
R1CU85						0
R1CV39						0
U1TTP3						0
V4AN59	225164		KB201701	ESO95046.1	Genomic_DNA	1
V7D4V9						0
V9V1D4						0
W9HKZ6						0
W9JX29						0
W9NP81						0
W9YYG2						0
W9YZK1						0
X0C1C7	1089458		JH658395	EXK84569.1	Genomic_DNA	1
X0HP82						0
X0KLF2						0
X0LE01						0
