accession	organism_id	lineage	nucleotide_acc	protein_id	molecule_type	n_embl_refs
A0A1W2TRD3	77044		DF977499	GAP91030.2	Genomic_DNA	1
A0A1W7D1S4	2878388		CP021121	ARQ70955.1	Genomic_DNA	1
A0A1Y1ZS34	1231657		MCFA01000047	ORY12827.1	Genomic_DNA	1
A0A1Y2EBR8	1141098		MCFJ01000003	ORY69010.1	Genomic_DNA	1
A0A212C521	46360		MKHE01000029	OWK01087.1	Genomic_DNA	1
A0A249PKJ6	716928		CP023068	ASY66267.1	Genomic_DNA	1
A0A284RJ44	47428		FUEG01000009	SJL08784.1	Genomic_DNA	1
A0A2B4RIN6	50429		LSMT01000422	PFX18254.1	Genomic_DNA	1
A0A2B4RKW6	50429		LSMT01000422	PFX18251.1	Genomic_DNA	1
A0A2B4RN75	50429		LSMT01000422	PFX18249.1	Genomic_DNA	1
A0A2B4RNC9	50429		LSMT01000398	PFX18676.1	Genomic_DNA	1
A0A2B4RPF7	50429		LSMT01000398	PFX18679.1	Genomic_DNA	1
A0A2B4RQ59	50429		LSMT01000398	PFX18680.1	Genomic_DNA	1
A0A2B4RQQ5	50429		LSMT01000398	PFX18677.1	Genomic_DNA	1
A0A2B4SFS2	50429		LSMT01000098	PFX27670.1	Genomic_DNA	1
A0A2B4SG55	50429		LSMT01000103	PFX27425.1	Genomic_DNA	1
A0A2B4STS7	50429		LSMT01000006	PFX34084.1	Genomic_DNA	1
A0A2B7WN75	2060905		PDNC01000080	PGH00824.1	Genomic_DNA	1
A0A2C9JDT0						0
A0A2C9L419						0
A0A2H3C2Z9	1076256		KZ293426	PBK70513.1	Genomic_DNA	1
A0A2H3GCF0						0
A0A2H3SVM4						0
A0A2H5BVB1	1535768		CP026304	AVZ74334.1	Genomic_DNA	1
A0A2J0YX98						0
A0A2J6R7T9	1149755		KZ613953	PMD34560.1	Genomic_DNA	1
A0A2N5SR99	200324		PGCJ01000887	PLW15765.1	Genomic_DNA	1
A0A2N5UIA0						0
A0A2N5VYB5	200324		PGCJ01000038	PLW54978.1	Genomic_DNA	1
A0A2P5HUK7	158607		MAVT02000708	POS73933.1	Genomic_DNA	1
A0A2S4VAI6	27350		PKSM01000158	POW06485.1	Genomic_DNA	1
A0A2S4VYL5	27350		PKSL01000017	POW14576.1	Genomic_DNA	1
A0A2S9E9Y7	200451		PCQL01000037	PRC11704.1	Genomic_DNA	1
A0A2T2N650	1448308		KZ678146	PSN60925.1	Genomic_DNA	1
A0A2T4BLM2	58853		KZ680207	PTB70206.1	Genomic_DNA	1
A0A2T4BQX4	983965		KZ679146	PTB71694.1	Genomic_DNA	1
A0A2T4FKC8	1869229		MAUE01000026	OCW24568.1	Genomic_DNA	1
A0A2T6ZI61	42251		NESQ01000246	PUU75187.1	Genomic_DNA	1
A0A379ICC9						0
A0A395M9N5	2675880		PXXK01000476	RFN43983.1	Genomic_DNA	1
A0A395S4M8	694270		PXOG01000212	RGP67019.1	Genomic_DNA	1
A0A396ZRZ2						0
A0A397A3C6						0
A0A397A491						0
A0A397AG26						0
A0A397AX90						0
A0A397AZ25						0
A0A397BLC7						0
A0A397BPY8						0
A0A397BYR1						0
A0A397C8W8						0
A0A397CCK8						0
A0A397CDV6						0
A0A397CWG7						0
A0A397D945						0
A0A397DFP7						0
A0A397DKV6						0
A0A397DXJ3						0
A0A397E0M5						0
A0A397EM03						0
A0A397EQH8						0
A0A397EQT5						0
A0A397EYS8						0
A0A397FVJ8						0
A0A397FW62						0
A0A397FW77						0
A0A3B0YDV7						0
A0A3F2RCF2						0
A0A3L6MZC5						0
A0A3M6TCS2	46731		RCHS01003857	RMX39153.1	Genomic_DNA	1
A0A3M6U071	46731		RCHS01002511	RMX47007.1	Genomic_DNA	1
A0A3M6UE86	46731		RCHS01001709	RMX51879.1	Genomic_DNA	1
A0A3M6UM69	46731		RCHS01001212	RMX54732.1	Genomic_DNA	1
A0A3M6UP51	46731		RCHS01001065	RMX55401.1	Genomic_DNA	1
A0A3M6UR97	46731		RCHS01000895	RMX56180.1	Genomic_DNA	1
A0A3M6URF3	46731		RCHS01000895	RMX56179.1	Genomic_DNA	1
A0A3M8TNP8						0
A0A3N4IZV1	1336337		ML120498	RPA91406.1	Genomic_DNA	1
A0A3N4KYW5	1392247		ML119112	RPB15727.1	Genomic_DNA	1
A0A3R6VRZ5	157072		QUSY01001381	RHY25152.1	Genomic_DNA	1
A0A3R6WTM7						0
A0A3R6X6W7						0
A0A3R6ZA35						0
A0A3R7A7P4						0
A0A3R7BWT8						0
A0A3R7CD36						0
A0A3R7CFL8						0
A0A3R7E8Z5						0
A0A3R7EK41						0
A0A3R7MJX7	325452		MBDN02000711	RLN73591.1	Genomic_DNA	1
A0A3R7WGA7	112090		MZMZ02002655	RQM24765.1	Genomic_DNA	1
A0A3R7WQH8	112090		MZMZ02001555	RQM29045.1	Genomic_DNA	1
A0A3R7ZIF7	112090		MZMZ02001730	RQM28508.1	Genomic_DNA	1
A0A401VX81	92743		BHZD01000001	GCD41689.1	Genomic_DNA	1
A0A418AHC0	157072		QUSY01002412	RHY21320.1	Genomic_DNA	1
A0A418AND4	157072		QUSY01001000	RHY26442.1	Genomic_DNA	1
A0A418AQE9	157072		QUSY01000786	RHY27375.1	Genomic_DNA	1
A0A418C2V2						0
A0A418CC15						0
A0A418E6Z8						0
A0A418FGP4						0
A0A420NVL3						0
A0A420R194						0
A0A423FGB7						0
A0A425DJS3	112090		MZMZ02001271	RQM29584.1	Genomic_DNA	1
A0A438NAJ9						0
A0A438NAZ0						0
A0A439CSR6	363999		RYZI01000466	RWA05207.1	Genomic_DNA	1
A0A446BNG4						0
A0A485K5I4	120398		CAADRA010000130	VFT78749.1	Genomic_DNA	1
A0A485K9M7	120398		CAADRA010000130	VFT78748.1	Genomic_DNA	1
A0A485KAJ9	120398		CAADRA010000130	VFT78747.1	Genomic_DNA	1
A0A485KB07	120398		CAADRA010000875	VFT81227.1	Genomic_DNA	1
A0A485KBW3	120398		CAADRA010001230	VFT81869.1	Genomic_DNA	1
A0A485KGF6	120398		CAADRA010001523	VFT82206.1	Genomic_DNA	1
A0A485L799	120398		CAADRA010006080	VFT93983.1	Genomic_DNA	1
A0A485L7D7	120398		CAADRA010006080	VFT93987.1	Genomic_DNA	1
A0A485L8F1	120398		CAADRA010005888	VFT93113.1	Genomic_DNA	1
A0A485LKF7	120398		CAADRA010006931	VFT97435.1	Genomic_DNA	1
A0A485LNI1	120398		CAADRA010007331	VFU00406.1	Genomic_DNA	1
A0A485LSG3	120398		CAADRA010007515	VFU01791.1	Genomic_DNA	1
A0A4P7N6R7						0
A0A4Q2VQ33						0
A0A4Q9PR44	114155		ML145145	TBU56847.1	Genomic_DNA	1
A0A4S4MA69	1095465		SGPL01000001	THH21568.1	Genomic_DNA	1
A0A4Z0AQA6	2293833		QUZT01000056	TFY88573.1	Genomic_DNA	1
A0A4Z0YS91	37992		SKBN01000015	TGJ87269.1	Genomic_DNA	1
A0A507BF90	1093900		SKBQ01000001	TPX15959.1	Genomic_DNA	1
A0A553HXR9	2512241		VFLP01000034	TRX92748.1	Genomic_DNA	1
A0A559KLZ0						0
A0A5B0M872	56615		VSWC01000158	KAA1073357.1	Genomic_DNA	1
A0A5B0PDE5	56615		VSWC01000145	KAA1076529.1	Genomic_DNA	1
A0A5B2UX14	129817		LT629800	SDU89586.1	Genomic_DNA	1
A0A5C6SHS5						0
A0A5N5DHS7	45133		VCHE01000023	KAB2576572.1	Genomic_DNA	1
A0A643BP73	9770		SGJD01006520	KAB0389772.1	Genomic_DNA	1
A0A6A4Z4G4						0
A0A6A4ZAE7						0
A0A6A4ZEX0						0
A0A6A4ZGA7						0
A0A6A4ZWX8						0
A0A6A4ZX03						0
A0A6A5ADG0						0
A0A6A5AMC3						0
A0A6A5U3X8	147558		ML976989	KAF1957686.1	Genomic_DNA	1
A0A6A5W2X8	1392246		ML977700	KAF1993505.1	Genomic_DNA	1
A0A6A5Y4J9	1450172		ML978066	KAF2020505.1	Genomic_DNA	1
A0A6A5Z917	690887		ML977321	KAF2116009.1	Genomic_DNA	1
A0A6A6E0T2	1314779		ML994633	KAF2185557.1	Genomic_DNA	1
A0A6A6I9W4	390896		ML987199	KAF2246320.1	Genomic_DNA	1
A0A6A6JKI9	318751		ML986492	KAF2276774.1	Genomic_DNA	1
A0A6A6RY10	1395130		MU006788	KAF2638844.1	Genomic_DNA	1
A0A6A6TBX0	1314788		MU004337	KAF2656373.1	Genomic_DNA	1
A0A6A6U8W6	703497		MU004236	KAF2668715.1	Genomic_DNA	1
A0A6A6V5Z2	1340428		MU006587	KAF2744627.1	Genomic_DNA	1
A0A6A6XS31	1314802		MU001767	KAF2799260.1	Genomic_DNA	1
A0A6A6ZWM6	1469910		MU006229	KAF2824959.1	Genomic_DNA	1
A0A6A7AQI4	1408161		MU006380	KAF2844429.1	Genomic_DNA	1
A0A6G0X2P4	100861		VJMJ01000117	KAF0734182.1	Genomic_DNA	1
A0A6G0XE75	100861		VJMJ01000073	KAF0738533.1	Genomic_DNA	1
A0A6G0XEC3	100861		VJMJ01000073	KAF0738538.1	Genomic_DNA	1
A0A6G0XPY3	100861		VJMJ01000026	KAF0742591.1	Genomic_DNA	1
A0A6G0XR43	100861		VJMJ01000023	KAF0742889.1	Genomic_DNA	1
A0A6G0XRD8	100861		VJMJ01000023	KAF0742890.1	Genomic_DNA	1
A0A6G1INV5	1168545		MU005602	KAF2679670.1	Genomic_DNA	1
A0A6G1KA37	1314801		MU005770	KAF2709227.1	Genomic_DNA	1
A0A6G2BAK0	2569853		WIXO01000001	MTE19099.1	Genomic_DNA	1
A0A6J8E5E4	42192		CACVKT020008338	CAC5414261.1	Genomic_DNA	1
A0A6P8HAX5	6105					0
A0A6P8HXM1	6105					0
A0A6P8I080	6105					0
A0A6P8I0S2	6105					0
A0A6P8I583	6105					0
A0A6P8IFD5	6105					0
A0A6P8IFJ7	6105					0
A0A6P8ITZ4	6105					0
A0A6P8IWU9	6105					0
A0A6P8IXP5	6105					0
A0A6P8IXU5	6105					0
A0A6S7GH91	317549		CACRXK020001397	CAB3988872.1	Genomic_DNA	1
A0A6S7H2E1	317549		CACRXK020002940	CAB3996759.1	Genomic_DNA	1
A0A6S7H6Z2	317549		CACRXK020003684	CAB3999846.1	Genomic_DNA	1
A0A6S7HJV0	317549		CACRXK020004952	CAB4004609.1	Genomic_DNA	1
A0A6S7IGK9	317549		CACRXK020009051	CAB4016273.1	Genomic_DNA	1
A0A6S7IY75	317549		CACRXK020006749	CAB4010322.1	Genomic_DNA	1
A0A6S7JHU5	317549		CACRXK020009051	CAB4016272.1	Genomic_DNA	1
A0A6U1NCL5						0
A0A7C8IMI0	323545		WUBL01000136	KAF2964803.1	Genomic_DNA	1
A0A7C8M1F0	100035		JAADJZ010000025	KAF2867040.1	Genomic_DNA	1
A0A7D9ED42	317549		CACRXK020005451	CAB4006231.1	Genomic_DNA	1
A0A7D9HKT2	317549		CACRXK020000799	CAB3984903.1	Genomic_DNA	1
A0A7D9IRV5	317549		CACRXK020008826	CAB4015742.1	Genomic_DNA	1
A0A7D9IU48	317549		CACRXK020007898	CAB4013469.1	Genomic_DNA	1
A0A7D9IUI2	317549		CACRXK020007898	CAB4013470.1	Genomic_DNA	1
A0A7D9J4R1	317549		CACRXK020011669	CAB4021861.1	Genomic_DNA	1
A0A7D9J5S3	317549		CACRXK020012031	CAB4022546.1	Genomic_DNA	1
A0A7J0CCQ1	284028		BLWC01000001	GFN00270.1	Genomic_DNA	1
A0A7J7EAG6	77932		JACDTQ010003801	KAF5912792.1	Genomic_DNA	1
A0A7M5U0C1	252671					0
A0A7M6DMJ9	252671					0
A0A7M6DMK7	252671					0
A0A7M6DQ32	252671					0
A0A7W9DMW4	763782		JACHBR010000001	MBB5624786.1	Genomic_DNA	1
A0A7X1AU61	2724178		JAAXCZ010000029	MBC2385506.1	Genomic_DNA	1
A0A7Y1MNK6						0
A0A7Y8ELP5						0
A0A7Y8FG76						0
A0A7Y8G6M0						0
A0A8A1UX83						0
A0A8B6GWX5	29158		UYJE01009182	VDI70856.1	Genomic_DNA	1
A0A8C4YB85	1825980					0
A0A8C6UF35	47308					0
A0A8H3BVH4						0
A0A8H3WRY4	702518		WOWK01000001	KAF0332014.1	Genomic_DNA	1
A0A8H4JY40	78861		JAADJF010000061	KAF4441157.1	Genomic_DNA	1
A0A8H4RXW4	354080		JAAMPI010000021	KAF4637486.1	Genomic_DNA	1
A0A8H4ZL32	48485		JABEVY010000126	KAF5248711.1	Genomic_DNA	1
A0A8H4ZZ08						0
A0A8H5JC63	751941		JAAOAM010000072	KAF5551330.1	Genomic_DNA	1
A0A8H5JW57	47803		JAAOAQ010000177	KAF5562979.1	Genomic_DNA	1
A0A8H5LGT6	42677		JAAOAV010000186	KAF5591020.1	Genomic_DNA	1
A0A8H5WYS4	48490		JAAQPE010000238	KAF5675995.1	Genomic_DNA	1
A0A8H6DNI4	1567541		JAAOAN010000050	KAF5723958.1	Genomic_DNA	1
A0A8H6LBS9						0
A0A8H7HXA0						0
A0A8H7JCU1	205686		RZGK01000002	KAF9701279.1	Genomic_DNA	1
A0A8H7M7A9						0
A0A8J2IPY8						0
A0A8J4S7I2						0
A0A8J5NKZ0						0
A0A8J5PNS1						0
A0A8J6AKY6	202257		JAGFMF010011478	KAG8521311.1	Genomic_DNA	1
A0A8S3PVY6	6550		CAJPWZ010000167	CAG2187398.1	Genomic_DNA	1
A0A8S3UET5	6550		CAJPWZ010002574	CAG2240790.1	Genomic_DNA	1
A0A913WQ01	2652724					0
A0A913WWA6	2652724					0
A0A913X4H6	2652724					0
A0A913XDR8	2652724					0
A0A913XUE8	2652724					0
A0A913XUF7	2652724					0
A0A913Y9Y4	2652724					0
A0A913YC92	2652724					0
A0A913YCG3	2652724					0
A0A913YCI0	2652724					0
A0A913YDR0	2652724					0
A0A913YE43	2652724					0
A0A913YST3	2652724					0
A0A918F473	66870		BMSX01000003	GGR02745.1	Genomic_DNA	1
A0A919FJI3	67307		BNBO01000008	GHH67124.1	Genomic_DNA	1
A0A934W1F1	657651		JAEPRQ010000004	MBK4216749.1	Genomic_DNA	1
A0A9N8WZP9						0
A0A9P1M7K0	1442378		CALLCH030000007	CAI4213207.1	Genomic_DNA	1
A0A9P4MWE6	1513339		ML993851	KAF2205686.1	Genomic_DNA	1
A0A9P4PMY7	1392251		MU001498	KAF2446103.1	Genomic_DNA	1
A0A9P4QZV1	682080		ML996150	KAF2734227.1	Genomic_DNA	1
A0A9P5AMW5	44412		PVQB02000183	KAF4341645.1	Genomic_DNA	1
A0A9P5XZM4	64659		MU150312	KAF9459658.1	Genomic_DNA	1
A0A9P6GF49	565426		WJXW01000008	KAF9734148.1	Genomic_DNA	1
A0A9P6NP50	708437		MU167217	KAG0150690.1	Genomic_DNA	1
A0A9P6NUP1	708437		MU167217	KAG0150692.1	Genomic_DNA	1
A0A9P7YDW7	45428		MU251594	KAG9231566.1	Genomic_DNA	1
A0A9P8ZYD0	152316		JAGPXC010000003	KAH6655911.1	Genomic_DNA	1
A0A9P9EE65	256645		JAGMWT010000002	KAH7135802.1	Genomic_DNA	1
A0A9P9HJ81	169388		JAGTJS010000009	KAH7258575.1	Genomic_DNA	1
A0A9P9IXR3	1079267		JAGMUU010000014	KAH7139608.1	Genomic_DNA	1
A0A9P9JVC3	48865		JAGMUX010000017	KAH7234641.1	Genomic_DNA	1
A0A9Q0AJM4	1658444		JAFIMR010000052	KAI1855002.1	Genomic_DNA	1
A0A9Q3E4W3	1389203		AVOT02023760	MBW0514008.1	Genomic_DNA	1
A0A9U8DXM5	6526					0
A0A9U8DXQ3	6526					0
A0A9U8DY29	6526					0
A0A9W3BCD9	6526					0
A0A9W3BCN2	6526					0
A0A9W3BCU0	6526					0
A0A9W3BCU2	6526					0
A0A9W3BCU8	6526					0
A0A9W3BCV1	6526					0
A0A9W4XQI1	1303443		CAOQHR010000004	CAI6333741.1	Genomic_DNA	1
A0A9W8N7V4	114810		JANPWZ010002034	KAJ3561650.1	Genomic_DNA	1
A0A9W8V7S4	1237075		JAOQAZ010000039	KAJ4247509.1	Genomic_DNA	1
A0A9W8YXX2	1191159		JAPEVB010000002	KAJ4393393.1	Genomic_DNA	1
A0A9W9YWR8	174260		MU826855	KAJ7370850.1	Genomic_DNA	1
A0A9W9YWV3	174260		MU826855	KAJ7370851.1	Genomic_DNA	1
A0A9W9ZU34	174260		MU825873	KAJ7387500.1	Genomic_DNA	1
A0A9X0CDF4	174260		MU827804	KAJ7326089.1	Genomic_DNA	1
A0A9X4D7M1						0
A0A9X4I0A2						0
A0A9X8ECT6						0
A0A9X8H7L7						0
A0A9X8HDI2						0
A0AA38NMR0	2804958		MU793300	KAJ3787039.1	Genomic_DNA	1
A0AA38RL25	41990		JANBVO010000008	KAJ9150246.1	Genomic_DNA	1
A0AA38RLD9	91930		JANBVN010000134	KAJ9139224.1	Genomic_DNA	1
A0AA38XND7	386627		JAPDRK010000001	KAJ9616695.1	Genomic_DNA	1
A0AA38XQF2	386627		JAPDRK010000001	KAJ9617286.1	Genomic_DNA	1
A0AA38XXB7	1002370		JAPDRN010000086	KAJ9625468.1	Genomic_DNA	1
A0AA38Y990	1002370		JAPDRN010000020	KAJ9638639.1	Genomic_DNA	1
A0AA38YDK5	1002370		JAPDRN010000004	KAJ9645489.1	Genomic_DNA	1
A0AA39JBC8	47425		JAUEPT010000039	KAK0439199.1	Genomic_DNA	1
A0AA39WCE6	252184		JAULSR010000009	KAK0612520.1	Genomic_DNA	1
A0AA39WJQ3	314043		JAULSU010000005	KAK0616632.1	Genomic_DNA	1
A0AA39WLS3	314043		JAULSU010000005	KAK0617754.1	Genomic_DNA	1
A0AA39Y7F5	92897		JAULSV010000004	KAK0646780.1	Genomic_DNA	1
A0AA39ZZ44	1954250		JAUIRO010000007	KAK0706322.1	Genomic_DNA	1
A0AA40A3H6	260670		JAUKUA010000006	KAK0708504.1	Genomic_DNA	1
A0AA40ANQ1	260670		JAUKUA010000003	KAK0719198.1	Genomic_DNA	1
A0AA40BQV3	314040		JAUKUD010000007	KAK0738706.1	Genomic_DNA	1
A0AA40DDD7	330535		JAULSY010000011	KAK0672643.1	Genomic_DNA	1
A0AA40DEJ6	330535		JAULSY010000022	KAK0671327.1	Genomic_DNA	1
A0AA40ECL0	314023		JAUKTV010000006	KAK0736444.1	Genomic_DNA	1
A0AA40F5A8	314040		JAUKUD010000002	KAK0751415.1	Genomic_DNA	1
A0AA40K3E2	314023		JAUKTV010000002	KAK0744463.1	Genomic_DNA	1
A0AA97P1L6						0
A0AAD4L0L4	1131652		JAJTJA010000001	KAH8705378.1	Genomic_DNA	1
A0AAD6IJM2	5083		JAQJZL010000002	KAJ6051319.1	Genomic_DNA	1
A0AAD8ATH3	112525		JASAOG010000249	KAK0042160.1	Genomic_DNA	1
A0AAD8ATH6	112525		JASAOG010000249	KAK0042164.1	Genomic_DNA	1
A0AAD8ATJ4	112525		JASAOG010000249	KAK0042161.1	Genomic_DNA	1
A0AAD8ATK2	112525		JASAOG010000249	KAK0042162.1	Genomic_DNA	1
A0AAD8AV10	112525		JASAOG010000249	KAK0042159.1	Genomic_DNA	1
A0AAD8AV33	112525		JASAOG010000249	KAK0042158.1	Genomic_DNA	1
A0AAD8U991	27357		JAHMHS010000175	KAK1710016.1	Genomic_DNA	1
A0AAD9Q3A2	6130		JARQWQ010000075	KAK2553749.1	Genomic_DNA	1
A0AAD9QB75	6130		JARQWQ010000046	KAK2558116.1	Genomic_DNA	1
A0AAD9SAU8	1214568		JAUJFL010000005	KAK2603302.1	Genomic_DNA	1
A0AAE0HH78	1854472		JAUEPN010000004	KAK3296469.1	Genomic_DNA	1
A0AAE0HSX3	516989		JAUEDM010000009	KAK3312280.1	Genomic_DNA	1
A0AAE0HT14	516989		JAUEDM010000009	KAK3312383.1	Genomic_DNA	1
A0AAE0I6J2	314031		JAUEPO010000006	KAK3319573.1	Genomic_DNA	1
A0AAE0K860	92902		JAULSN010000005	KAK3371150.1	Genomic_DNA	1
A0AAE0LZ24	516989		JAUEDM010000009	KAK3312169.1	Genomic_DNA	1
A0AAE0NGK3	330526		JAULSW010000005	KAK3381090.1	Genomic_DNA	1
A0AAE0NP88	330526		JAULSW010000004	KAK3385203.1	Genomic_DNA	1
A0AAE0XD17	314037		JAULSO010000002	KAK3690470.1	Genomic_DNA	1
A0AAJ0B3A3	438768		MU839859	KAK1749407.1	Genomic_DNA	1
A0AAJ0B3L8	438768		MU839843	KAK1751070.1	Genomic_DNA	1
A0AAJ0GKT0	1170767		JAUDZG010000008	KAK3301769.1	Genomic_DNA	1
A0AAJ0H0A0	1170767		JAUDZG010000001	KAK3309387.1	Genomic_DNA	1
A0AAJ0H5P6	260671		JAUIQD010000009	KAK3339748.1	Genomic_DNA	1
A0AAJ0HDQ5	260671		JAUIQD010000005	KAK3348948.1	Genomic_DNA	1
A0AAJ0HEA8	260671		JAUIQD010000005	KAK3349056.1	Genomic_DNA	1
A0AAJ3LKX2						0
A0AAJ5HX26						0
A0AAN5YXM8	282268		JAAMOD010000710	KAF5227082.1	Genomic_DNA	1
A0AAN6DP90	2486360		MU404360	KAI1609523.1	Genomic_DNA	1
A0AAN6EN09						0
A0AAN6EWD7						0
A0AAN6IG51	2486360		MU404352	KAI1615790.1	Genomic_DNA	1
A0AAN6MNM3	2831512		MU855436	KAK3903656.1	Genomic_DNA	1
A0AAN6N4Y0	303347		MU853844	KAK3937838.1	Genomic_DNA	1
A0AAN6P5W1	2588326		MU854630	KAK4032259.1	Genomic_DNA	1
A0AAN6PI32	2588326		MU854401	KAK4039389.1	Genomic_DNA	1
A0AAN6QDL8	2074819		MU853364	KAK4108287.1	Genomic_DNA	1
A0AAN6RFI8	1892770		WVTA01000014	KAK3202073.1	Genomic_DNA	1
