rep1	rep2	min_tm
A0A179HCZ8_taxID_33203_model	A0A8H4YZH8_taxID_48485_model	0.4591
A0ACB7PGA3_taxID_1854479_model_A	Q2HCB5_taxID_306901_model_A	0.4573
A0A8W8J4S3_taxID_29159_model	A0AAV4IQ38_taxID_1093978_model	0.4567
A0A364L5W2_taxID_1196081_model	A0AA37L8J5_taxID_700344_model_A	0.4541
A0A2P6U1N3_taxID_3076_model_A	A0ABQ0CQG4_taxID_79588_model_A	0.4537
A0ABN8LP07_taxID_104178_model	A0ABN8M8J6_taxID_104178_model	0.4527
A0A409YPA9_taxID_231916_model	A0A5N6JRM5_taxID_61186_model	0.4527
A0A409YPA9_taxID_231916_model	A0AA37L8J5_taxID_700344_model_A	0.4525
A0A7S4GNC1_taxID_2969_model	A0A8J2X377_taxID_35677_model	0.4522
A0A0E0PEB1_taxID_4529_model	A0AAV7G5I4_taxID_161865_model	0.4518
A0A4S4MP01_taxID_2447956_model	A0ABQ0CQG4_taxID_79588_model_A	0.4518
A0A6P8I583_taxID_6105_model	A0A6S7IY75_taxID_317549_model_A	0.4513
A0A1I7VBE5_taxID_7209_model	A0AA88YDI9_taxID_66713_model	0.4510
A0A162K920_taxID_1081108_model	A0A8H6MRC0_taxID_2175907_model	0.4506
A0A179HCZ8_taxID_33203_model	A0ABR3V8J2_taxID_85995_model	0.4505
A0A1X6PIR8_taxID_2786_model	A0A6S7IY75_taxID_317549_model_A	0.4497
A0A1V6PRI1_taxID_416450_model	A0ABR3V8J2_taxID_85995_model	0.4496
A0A166CKA0_taxID_1314776_model	A0A6G1HLY0_taxID_703511_model_A	0.4488
A0AAV7G5I4_taxID_161865_model	A0ABD1H5D5_taxID_28513_model	0.4487
A0A1I7H5J0_taxID_1231_model_A	A0A6B2L294_taxID_1963864_model	0.4482
A0A179HCZ8_taxID_33203_model	A0A8H7E8W0_taxID_1187904_model	0.4480
A0A6P8I080_taxID_6105_model	A0AAU9WI44_taxID_46732_model	0.4476
A0A484G057_taxID_1213857_model	A0AA37L8J5_taxID_700344_model_A	0.4470
A0ABQ0M0Y9_taxID_658473_model_A	A0ABR3V8J2_taxID_85995_model	0.4465
A0A409YPA9_taxID_231916_model	A0A8H4YZH8_taxID_48485_model	0.4465
A0A7C8MWQ0_taxID_323545_model_A	A0ACC2IQ67_taxID_749465_model_A	0.4463
A0A7C8MWQ0_taxID_323545_model_A	A0AA37L8J5_taxID_700344_model_A	0.4459
A0A364L5W2_taxID_1196081_model	A0A9P6IHM1_taxID_1095194_model	0.4453
A0A8K0WPV5_taxID_80388_model_A	A0ACC2IQ67_taxID_749465_model_A	0.4448
A0A409YPA9_taxID_231916_model	A0ABQ0M0Y9_taxID_658473_model_A	0.4446
A0AAD5SAV4_taxID_64517_model	A0AAD5X3H5_taxID_64517_model	0.4443
A0A484G057_taxID_1213857_model	A0ACC2IQ67_taxID_749465_model_A	0.4441
A0AAD5T9G3_taxID_109957_model	A0AAD5UGL0_taxID_261099_model	0.4439
A0A1V6PRI1_taxID_416450_model	A0A8H7E8W0_taxID_1187904_model	0.4434
A0A1I7VBE5_taxID_7209_model	A0ACB1AT13_taxID_390850_model	0.4430
A0AAJ8BCI9_taxID_8187_model	A0AAV4IQ38_taxID_1093978_model	0.4425
A0A915N8X1_taxID_6303_model	A0AA88YDI9_taxID_66713_model	0.4424
A0A1I7VBE5_taxID_7209_model	A0A1X6PIR8_taxID_2786_model	0.4410
A0A163KNP0_taxID_5454_model_A	A0AA37L8J5_taxID_700344_model_A	0.4410
A0A163KNP0_taxID_5454_model_A	A0ACC2IQ67_taxID_749465_model_A	0.4406
A0A179HCZ8_taxID_33203_model	A0ACC2IQ67_taxID_749465_model_A	0.4392
A0A364L5W2_taxID_1196081_model	A0A8H4YZH8_taxID_48485_model	0.4383
A0A409YPA9_taxID_231916_model	A0ACC2IQ67_taxID_749465_model_A	0.4379
A0A9P3PKR9_taxID_47721_model	A0AA39UQR7_taxID_153913_model_A	0.4374
A0ABX2C6M7_taxID_2675748_model	D3BV93_taxID_670386_model_A	0.4374
A0A0F4GBJ7_taxID_1047168_model	A0A5N6JRM5_taxID_61186_model	0.4364
A0A163KNP0_taxID_5454_model_A	A0A8H7E8W0_taxID_1187904_model	0.4362
A0A1V9YE51_taxID_74557_model	K3X5C6_taxID_431595_model	0.4361
A0A2R5GU51_taxID_2315210_model	A0A813FLF8_taxID_89957_model	0.4359
A0A5N6JRM5_taxID_61186_model	A0ABR1WCT8_taxID_335842_model	0.4357
A0A7S4GNC1_taxID_2969_model	F0Y9F1_taxID_44056_model	0.4349
A0A9P6IHM1_taxID_1095194_model	A0ACC2IQ67_taxID_749465_model_A	0.4348
A0A8H7E8W0_taxID_1187904_model	A0ABQ0M0Y9_taxID_658473_model_A	0.4345
A0A7S3RCE1_taxID_2903_model	P56826_taxID_6610_model	0.4344
A0A0C3F7Q7_taxID_765440_model	A0AA39UQR7_taxID_153913_model_A	0.4342
A0A163KNP0_taxID_5454_model_A	A0A7C8MWQ0_taxID_323545_model_A	0.4339
A0A139HFA6_taxID_321146_model_A	A0A409YPA9_taxID_231916_model	0.4338
A0AAD9QB69_taxID_6130_model	A0ABN8M8J6_taxID_104178_model	0.4336
A0ABW5MSE8_taxID_1775166_model	A0ABY2RQH2_taxID_2571143_model	0.4336
A0AAE0HNE5_taxID_1854472_model_A	A0ACB7PGA3_taxID_1854479_model_A	0.4335
A0A8T0LKJ4_taxID_325452_model	K3X5C6_taxID_431595_model	0.4331
A0A409YPA9_taxID_231916_model	A0ABR1WCT8_taxID_335842_model	0.4330
A0A6P8I583_taxID_6105_model	A0AAD9QB69_taxID_6130_model	0.4330
A0A9P3PKR9_taxID_47721_model	A0ABR1WCT8_taxID_335842_model	0.4329
A0A075B1D3_taxID_988480_model	A0A4P9YFS3_taxID_988480_model	0.4328
A0AA37L8J5_taxID_700344_model_A	A0ABQ0M0Y9_taxID_658473_model_A	0.4326
A0A1I7VBE5_taxID_7209_model	A0A6S7IY75_taxID_317549_model_A	0.4323
A0A7S4C8S2_taxID_73025_model	A0A8X6KWP2_taxID_2740835_model	0.4323
A0A364L5W2_taxID_1196081_model	A0A5N6JRM5_taxID_61186_model	0.4323
A0A409WEP5_taxID_231916_model_A	A0A409YPA9_taxID_231916_model	0.4321
A0A364L5W2_taxID_1196081_model	A0ACC2IQ67_taxID_749465_model_A	0.4321
A0ABR1WCT8_taxID_335842_model	A0ACC2IQ67_taxID_749465_model_A	0.4316
A0A8K1LL24_taxID_364589_model	A0ACC2HA47_taxID_75939_model	0.4314
A0A2P5YJV4_taxID_3634_model_A	A0ABS1MHS4_taxID_2802282_model_A	0.4314
A0AAD5UGL0_taxID_261099_model	A0ABN8SN36_taxID_104178_model	0.4301
A0A5N6JRM5_taxID_61186_model	A0A9P6IHM1_taxID_1095194_model	0.4298
A0A5N6JRM5_taxID_61186_model	A0A7C8MWQ0_taxID_323545_model_A	0.4294
A0A484G057_taxID_1213857_model	A0A5N6JRM5_taxID_61186_model	0.4293
A0A8H4YZH8_taxID_48485_model	A0A9P6IHM1_taxID_1095194_model	0.4292
A0AAD5UGL0_taxID_261099_model	A0ABN8M8J6_taxID_104178_model	0.4284
A0A484G057_taxID_1213857_model	A0A8H7E8W0_taxID_1187904_model	0.4274
A0A8H7E8W0_taxID_1187904_model	A0A9P6IHM1_taxID_1095194_model	0.4271
A0A163KNP0_taxID_5454_model_A	A0A5N6JRM5_taxID_61186_model	0.4267
A0A364L5W2_taxID_1196081_model	A0A8H7E8W0_taxID_1187904_model	0.4262
A0A7J7J2C8_taxID_10212_model	A0A8X6KWP2_taxID_2740835_model	0.4259
A0A0B2VVI5_taxID_6265_model	A0A915N8X1_taxID_6303_model	0.4258
A0A8S9ZP28_taxID_189291_model	A0A915N8X1_taxID_6303_model	0.4257
A0A163KNP0_taxID_5454_model_A	A0A8H4YZH8_taxID_48485_model	0.4253
A0A163KNP0_taxID_5454_model_A	A0A409YPA9_taxID_231916_model	0.4250
A0A8S3PWU5_taxID_6550_model	A0A915N8X1_taxID_6303_model	0.4250
A0A409YPA9_taxID_231916_model	A0A8H7E8W0_taxID_1187904_model	0.4246
A0A2G8L6J4_taxID_307972_model	A0AAJ8BCI9_taxID_8187_model	0.4243
A0A409YPA9_taxID_231916_model	A0A8H4RXW4_taxID_354080_model_A	0.4236
A0A7J7J2C8_taxID_10212_model	A0A8W8J4S3_taxID_29159_model	0.4236
A0A6G1HLY0_taxID_703511_model_A	A0ACC1PD21_taxID_42375_model	0.4233
A0A163KNP0_taxID_5454_model_A	A0A484G057_taxID_1213857_model	0.4227
A0A7C8MWQ0_taxID_323545_model_A	A0A8H4YZH8_taxID_48485_model	0.4223
A0A409WEP5_taxID_231916_model_A	A0ABQ0M0Y9_taxID_658473_model_A	0.4220
A0A0B7A0D2_taxID_1028688_model	A0ABD0JMJ5_taxID_370345_model	0.4213
A0A8S3PWU5_taxID_6550_model	A0AA88YDI9_taxID_66713_model	0.4211
A0A8W8J4S3_taxID_29159_model	A0AAJ8BCI9_taxID_8187_model	0.4209
A0A3M6UR97_taxID_46731_model_A	A0A6P8I583_taxID_6105_model	0.4205
A0A8X6KWP2_taxID_2740835_model	A0AAV2QDB1_taxID_48144_model	0.4204
A0A5N6JRM5_taxID_61186_model	A0AA39UQR7_taxID_153913_model_A	0.4203
A0A7C8MWQ0_taxID_323545_model_A	A0ABQ0M0Y9_taxID_658473_model_A	0.4202
A0A179HCZ8_taxID_33203_model	A0A8H4RXW4_taxID_354080_model_A	0.4198
A0A1V6PRI1_taxID_416450_model	A0ACC2IQ67_taxID_749465_model_A	0.4198
A0A484G057_taxID_1213857_model	A0A8H4YZH8_taxID_48485_model	0.4197
A0AAE0HNE5_taxID_1854472_model_A	A0AAE8SXX8_taxID_2041049_model_A	0.4195
A0A2B4RQ59_taxID_50429_model	A0AAU9WFJ4_taxID_46732_model	0.4194
A0A1V6PRI1_taxID_416450_model	A0A409YPA9_taxID_231916_model	0.4194
A0A0B2VVI5_taxID_6265_model	A0A8S9ZP28_taxID_189291_model	0.4192
A0A2R5GU51_taxID_2315210_model	A0A7S4GNC1_taxID_2969_model	0.4186
A0A1I7VBE5_taxID_7209_model	A0ABN8LP07_taxID_104178_model	0.4184
A0A5N6JRM5_taxID_61186_model	A0ABQ0M0Y9_taxID_658473_model_A	0.4180
A0A484G057_taxID_1213857_model	A0ABR3V8J2_taxID_85995_model	0.4179
A0A409YPA9_taxID_231916_model	A0A7C8MWQ0_taxID_323545_model_A	0.4178
A0AA39UQR7_taxID_153913_model_A	A0ABR3V8J2_taxID_85995_model	0.4175
A0A5N6JRM5_taxID_61186_model	A0A9P3PKR9_taxID_47721_model	0.4173
A0A179HCZ8_taxID_33203_model	A0A409YPA9_taxID_231916_model	0.4171
A0A163KNP0_taxID_5454_model_A	A0ABR3V8J2_taxID_85995_model	0.4167
A0A1S9S186_taxID_104259_model	A0AA37L8J5_taxID_700344_model_A	0.4167
A0ABQ0M0Y9_taxID_658473_model_A	A0ACC2IQ67_taxID_749465_model_A	0.4167
A0A1I4RJF6_taxID_44574_model_A	A0A6B2L294_taxID_1963864_model	0.4166
A0A9P6IHM1_taxID_1095194_model	A0ABR3V8J2_taxID_85995_model	0.4163
A0A074RXE5_taxID_1423351_model_A	A0A8H3AAQ4_taxID_456999_model	0.4161
A0A8K0WPV5_taxID_80388_model_A	A0ABQ0M0Y9_taxID_658473_model_A	0.4160
A0A1V6PRI1_taxID_416450_model	A0A8K0WPV5_taxID_80388_model_A	0.4158
A0A409YPA9_taxID_231916_model	A0A8K0WPV5_taxID_80388_model_A	0.4152
A0A8H4YZH8_taxID_48485_model	A0A9P3PKR9_taxID_47721_model	0.4152
A0A163KNP0_taxID_5454_model_A	A0ABQ0M0Y9_taxID_658473_model_A	0.4151
A0A0F4GBJ7_taxID_1047168_model	A0ABR4BR18_taxID_86028_model	0.4150
A0A1S9S186_taxID_104259_model	A0A9P6IHM1_taxID_1095194_model	0.4148
A0A074RXE5_taxID_1423351_model_A	A0A4S4M1Y3_taxID_1095465_model_A	0.4146
A0A074RXE5_taxID_1423351_model_A	A0ABQ0M0Y9_taxID_658473_model_A	0.4143
A0A8X6KWP2_taxID_2740835_model	A0ABN8SN36_taxID_104178_model	0.4142
A0A8H3IL14_taxID_116794_model	A0A9N8WZP9_taxID_5518_model	0.4140
A0A5Q4BMU6_taxID_2078593_model	A0A6G1HLY0_taxID_703511_model_A	0.4135
A0A484G057_taxID_1213857_model	A0A7C8MWQ0_taxID_323545_model_A	0.4134
A0AAE8SXX8_taxID_2041049_model_A	Q2HCB5_taxID_306901_model_A	0.4133
A0AAE8SXX8_taxID_2041049_model_A	A0ACB7PGA3_taxID_1854479_model_A	0.4127
A0A179HCZ8_taxID_33203_model	A0A8K0WPV5_taxID_80388_model_A	0.4120
A0A9P6GFF6_taxID_565426_model_A	A0ACC2IIZ4_taxID_749465_model	0.4119
A0A6G1HLY0_taxID_703511_model_A	F0X9X8_taxID_655863_model	0.4118
A0A8H4RXW4_taxID_354080_model_A	A0ABQ0M0Y9_taxID_658473_model_A	0.4114
A0A409WEP5_taxID_231916_model_A	A0AA37L8J5_taxID_700344_model_A	0.4112
A0A8J2X377_taxID_35677_model	F0Y9F1_taxID_44056_model	0.4112
A0A8X6KWP2_taxID_2740835_model	A0AAJ8BCI9_taxID_8187_model	0.4110
A0A8H7E8W0_taxID_1187904_model	A0ABR1WCT8_taxID_335842_model	0.4110
A0A4U0XX60_taxID_329884_model	F0X9X8_taxID_655863_model	0.4109
A0A179HCZ8_taxID_33203_model	A0A7C8MWQ0_taxID_323545_model_A	0.4108
A0A0E0PEB1_taxID_4529_model	A0ABS1MHS4_taxID_2802282_model_A	0.4107
A0A163KNP0_taxID_5454_model_A	A0A1V6PRI1_taxID_416450_model	0.4105
A0A163KNP0_taxID_5454_model_A	A0A2G7FYG7_taxID_656916_model_A	0.4104
A0A8K0WPV5_taxID_80388_model_A	A0A9P3PKR9_taxID_47721_model	0.4103
A0A1V6PRI1_taxID_416450_model	A0A8H4RXW4_taxID_354080_model_A	0.4103
A0A4S4M1Y3_taxID_1095465_model_A	A0AA39UQR7_taxID_153913_model_A	0.4100
A0A1X6PIR8_taxID_2786_model	A0ACC3C5E3_taxID_2788_model	0.4098
A0A2G7FYG7_taxID_656916_model_A	A0AA37L8J5_taxID_700344_model_A	0.4098
A0A2P5YJV4_taxID_3634_model_A	A0ABR6YEY6_taxID_2762297_model_A	0.4098
A0A9P3PKR9_taxID_47721_model	A0ABR3V8J2_taxID_85995_model	0.4094
A0A8J3MXC0_taxID_2778364_model	A0ABX2C6M7_taxID_2675748_model	0.4092
A0A8S4QC54_taxID_6347_model	A0AA88YDI9_taxID_66713_model	0.4091
A0A2G7FYG7_taxID_656916_model_A	A0ACC2IQ67_taxID_749465_model_A	0.4090
B5RHQ6_taxID_515353_model	P56826_taxID_6610_model	0.4086
A0A2G7FYG7_taxID_656916_model_A	A0A7C8MWQ0_taxID_323545_model_A	0.4086
A0ACC2IIZ4_taxID_749465_model	A0ACC2IRA4_taxID_749465_model	0.4079
A0A409YPA9_taxID_231916_model	A0A484G057_taxID_1213857_model	0.4077
A0A484G057_taxID_1213857_model	A0A9P6IHM1_taxID_1095194_model	0.4077
A0A9D2WSC4_taxID_182264_model_A	A0ABP6PWQ7_taxID_111803_model	0.4077
A0A1V6PRI1_taxID_416450_model	A0A7C8MWQ0_taxID_323545_model_A	0.4075
A0A8K0WPV5_taxID_80388_model_A	A0ABR1WCT8_taxID_335842_model	0.4075
A0A409YPA9_taxID_231916_model	A0AAD9AGU9_taxID_1836956_model	0.4065
A0A8W8J4S3_taxID_29159_model	A0AAD9KZ40_taxID_27915_model	0.4063
A0A409YPA9_taxID_231916_model	A0AAE8SXX8_taxID_2041049_model_A	0.4063
A0A179HCZ8_taxID_33203_model	A0ABQ0M0Y9_taxID_658473_model_A	0.4057
A0A139HFA6_taxID_321146_model_A	A0ABR1WCT8_taxID_335842_model	0.4055
A0A2U1JAZ7_taxID_133377_model	A0AAD5UGL0_taxID_261099_model	0.4053
A0A139HFA6_taxID_321146_model_A	A0A163KNP0_taxID_5454_model_A	0.4051
A0A913YCG3_taxID_2652724_model	A0AAU9WFJ4_taxID_46732_model	0.4049
A0A8H3IL14_taxID_116794_model	A0A9P8ZYD0_taxID_152316_model	0.4048
A0A8K0WPV5_taxID_80388_model_A	A0AA39UQR7_taxID_153913_model_A	0.4047
A0A1V6PRI1_taxID_416450_model	A0ABQ0M0Y9_taxID_658473_model_A	0.4047
A0ABN8CQB0_taxID_622444_model	K3X5C6_taxID_431595_model	0.4044
A0A8X6KWP2_taxID_2740835_model	A0AA88YDI9_taxID_66713_model	0.4043
A0A1X6PIR8_taxID_2786_model	A0A7S4C8S2_taxID_73025_model	0.4041
A0A163KNP0_taxID_5454_model_A	A0A179HCZ8_taxID_33203_model	0.4037
A0A4Q4SXW4_taxID_155417_model	A0AAE8SXX8_taxID_2041049_model_A	0.4036
