name	majority_kingdom	frac_Fungi	frac_Metazoa	frac_Bacteria	frac_Viridiplantae	frac_Other_Eukaryota	frac_Unknown
A0A162K920_taxID_1081108_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A9N8WZP9_taxID_5518_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A0D6M6M4_taxID_53326_model	Metazoa	0.0000	0.6667	0.0000	0.0000	0.0000	0.3333
A0A1L7XXI3_taxID_576137_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
W7TM70_taxID_72520_model	Metazoa	0.0000	0.6667	0.0000	0.0000	0.3333	0.0000
A0A926ZFT3_taxID_2949571_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A0E0PEB1_taxID_4529_model	Viridiplantae	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000
A0AAN6PSA1_taxID_113614_model_A	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0ABS1MHS4_taxID_2802282_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A7R8Z532_taxID_61478_model_A	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A3N4KYW5_taxID_1392247_model	Fungi	0.6667	0.0000	0.3333	0.0000	0.0000	0.0000
A0ABD1H5D5_taxID_28513_model	Viridiplantae	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000
A0A484G057_taxID_1213857_model	Fungi	0.6667	0.0000	0.0000	0.0000	0.0000	0.3333
A0A139HFA6_taxID_321146_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0AAD9KZ40_taxID_27915_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A507F8P2_taxID_246404_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A7S2JHL4_taxID_1333877_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A8H7E8W0_taxID_1187904_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A2C5YKI6_taxID_2004952_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0ABR2XQ66_taxID_138064_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A8S4QC54_taxID_6347_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A813FLF8_taxID_89957_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A9P6IHM1_taxID_1095194_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A8K1LL24_taxID_364589_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0AAI9YQA0_taxID_1209916_model	Unknown	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000
A0AA39UQR7_taxID_153913_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0ABR6YEY6_taxID_2762297_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A8H3S9D4_taxID_91492_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
F0Y9F1_taxID_44056_model	Other_Eukaryota	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000
A0AAV4IQ38_taxID_1093978_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
Q5AZ38_taxID_227321_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A8H8P906_taxID_456999_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A4Z1K5V5_taxID_87229_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0ABN8SN36_taxID_104178_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A7S3RCE1_taxID_2903_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0ABD0JMJ5_taxID_370345_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0AAU9WI44_taxID_46732_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0ACC2HA47_taxID_75939_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A1Y2HVF8_taxID_765915_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A9P6LK99_taxID_1095194_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A409WEP5_taxID_231916_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A4V1Q2I3_taxID_2316362_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A9P6HVN3_taxID_1095194_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A1H3SYD2_taxID_137265_model_A	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0AAD2E0S8_taxID_56036_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0ABY2RQH2_taxID_2571143_model	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A7S2JTA5_taxID_1333877_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A1V9YE51_taxID_74557_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A2G7FYG7_taxID_656916_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0ACC1PQ96_taxID_42375_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A2U1JAZ7_taxID_133377_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A8B6DAC3_taxID_29158_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0AAD5X3H5_taxID_64517_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0ABR4MVH6_taxID_2732419_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0AAE8STA2_taxID_2041049_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A098SBM4_taxID_1524460_model	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0AAD9QB69_taxID_6130_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A5Q4BMU6_taxID_2078593_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0AAV2QDB1_taxID_48144_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A1X6PIR8_taxID_2786_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A6S7IY75_taxID_317549_model_A	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0ABU9X9V4_taxID_3143436_model	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0ABQ0M0Y9_taxID_658473_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
K3X5C6_taxID_431595_model	Other_Eukaryota	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000
Q2HCB5_taxID_306901_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A1V6QQ78_taxID_416450_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A8S3PWU5_taxID_6550_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A364L5W2_taxID_1196081_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0ABP5WHK2_taxID_66879_model	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A3M6UR97_taxID_46731_model_A	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A2T9YY63_taxID_133385_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0AAE8SXX8_taxID_2041049_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0AAU9WFJ4_taxID_46732_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0AAV3X2D7_taxID_2530354_model	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A4Z0L9R6_taxID_2562683_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A1S9S186_taxID_104259_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A4U7AY24_taxID_40998_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A914V8X7_taxID_2011161_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A9W9CD07_taxID_1932322_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A4P9Y3Y8_taxID_1907219_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0AAD5U6Y0_taxID_447962_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0ACC1PD21_taxID_42375_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A7SSF6_taxID_45351_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A7S4C8S2_taxID_73025_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A6H0Y3Z6_taxID_286661_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0AAJ8BCI9_taxID_8187_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A1V6PRI1_taxID_416450_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A8H3GJ96_taxID_456999_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A8T0LKJ4_taxID_325452_model	Other_Eukaryota	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000
A0A8J3MXC0_taxID_2778364_model	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0AAD5SAV4_taxID_64517_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A8J2X377_taxID_35677_model	Other_Eukaryota	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000
A0AAE0H7V4_taxID_1854472_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0ABR4BR18_taxID_86028_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0ACC3C5E3_taxID_2788_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0AAE0HNE5_taxID_1854472_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A0G4HRH3_taxID_1169474_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A0C3F7Q7_taxID_765440_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A9N7UE72_taxID_8262_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A6P8I080_taxID_6105_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A010RYF3_taxID_1445577_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0AAV7G5I4_taxID_161865_model	Viridiplantae	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000
P56826_taxID_6610_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A4U0XX60_taxID_329884_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A8H4EHU7_taxID_4874_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A179HCZ8_taxID_33203_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0ACB7PGA3_taxID_1854479_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A1I7VBE5_taxID_7209_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0AAD7UG45_taxID_2483200_model	Other_Eukaryota	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000
A0A0F4GBJ7_taxID_1047168_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0ACC2IGC0_taxID_749465_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A9W8MAQ6_taxID_2828524_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A9N8DN83_taxID_568900_model	Other_Eukaryota	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000
A0ABR4CSW7_taxID_86028_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A0K6FZ23_taxID_456999_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0ACC2S0A8_taxID_34485_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A8J1UW52_taxID_6347_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A1I4RJF6_taxID_44574_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A2B4RQ59_taxID_50429_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A4S4MP01_taxID_2447956_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0ABR1WCT8_taxID_335842_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A9P7H0N9_taxID_40199_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A409YPA9_taxID_231916_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A409VYZ7_taxID_181874_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A8H3A0M5_taxID_456999_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A6V7V3D6_taxID_390850_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A8W8J4S3_taxID_29159_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A4P9YFS3_taxID_988480_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A913YCG3_taxID_2652724_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A3N0CP77_taxID_661483_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A163KNP0_taxID_5454_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A9P9XQR7_taxID_1671311_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A547PT19_taxID_2489174_model	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A2T7PF37_taxID_400727_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A8S9ZP28_taxID_189291_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A6G0XI62_taxID_100861_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0AAX6MJK2_taxID_292717_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A4Q4SXW4_taxID_155417_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A1I8IJ91_taxID_282301_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A9D2WSC4_taxID_182264_model_A	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A9P4TEG7_taxID_90978_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A915DFA9_taxID_166011_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A418YC39_taxID_2303987_model_A	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A9P6GFF6_taxID_565426_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
B5RHQ6_taxID_515353_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A7S3QEJ9_taxID_122233_model	Other_Eukaryota	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000
A0AA39H3A8_taxID_289476_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A6B2L294_taxID_1963864_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A7R9KZT3_taxID_1979941_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0ACB5RUU5_taxID_310453_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A7R9E5Y2_taxID_170555_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0AAD9AGU9_taxID_1836956_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0ABN8CQB0_taxID_622444_model	Other_Eukaryota	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000
A0A7C8MWQ0_taxID_323545_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0ABW5MSE8_taxID_1775166_model	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0ACC2IRA4_taxID_749465_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
F0X9X8_taxID_655863_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A9P7UD37_taxID_1209932_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0AAU7B3G6_taxID_2997339_model	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
B9XQZ3_taxID_320771_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A915N8X1_taxID_6303_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A8H3IL14_taxID_116794_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A1Y2CTW7_taxID_329046_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A8H3AAQ4_taxID_456999_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A9P5AJD2_taxID_44412_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0AAD5UGL0_taxID_261099_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
D3BV93_taxID_670386_model_A	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A9P3PKR9_taxID_47721_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A3R6Z2B6_taxID_112090_model	Other_Eukaryota	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000
A0AAN5YXZ8_taxID_282268_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Q92LD3_taxID_266834_model	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A7R9PVW4_taxID_1979941_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A9P8ZYD0_taxID_152316_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A9W7G1T1_taxID_2557542_model	Other_Eukaryota	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000
A0A075B1D3_taxID_988480_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A3B1A6T7_taxID_652676_model_A	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A2P6U1N3_taxID_3076_model_A	Viridiplantae	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000
A0ABP6PWQ7_taxID_111803_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A5S6QUR5_taxID_70415_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A6P8I583_taxID_6105_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0ACC2IIZ4_taxID_749465_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
F2UDJ6_taxID_946362_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A8N4B1_taxID_240176_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A915K057_taxID_13658_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0AAD5T9G3_taxID_109957_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A8X6KWP2_taxID_2740835_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A1H1Q0J6_taxID_546871_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0ABN8M8J6_taxID_104178_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A0F9J123_taxID_412755_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A7J7J2C8_taxID_10212_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A917F9X2_taxID_1195761_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A2R5GU51_taxID_2315210_model	Other_Eukaryota	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000
A0A0B2VVI5_taxID_6265_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A8S3SG45_taxID_6550_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0AAE0JIY1_taxID_94610_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A4S4MA69_taxID_1095465_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A074RXE5_taxID_1423351_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
E7CLR6_taxID_34541_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0AAN6JPW5_taxID_155126_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A5B8MIF6_taxID_1764295_model	Viridiplantae	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000
A0ABX2C6M7_taxID_2675748_model	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A4S4M1Y3_taxID_1095465_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0ACB1AT13_taxID_390850_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
S0EJD0_taxID_1279085_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A8H6MRC0_taxID_2175907_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A8H4RXW4_taxID_354080_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0ABR3V8J2_taxID_85995_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
