protein_id	pfam
CEG42550	PF27662|Protein downstream neighbor of Son
CEG42551	
EQC25731	PF00892|EamA-like transporter family
EQC25732	PF00892|EamA-like transporter family
EQC25733	
EQC25734	PF06733|DEAD_2;PF13307|Helicase C-terminal domain
EQC25735	PF06733|DEAD_2;PF13307|Helicase C-terminal domain
EQC25736	
EQC25737	PF07173|Glycine-rich domain-containing protein-like
EQC25738	PF01554|MatE
EQC25739	
EQC25740	PF01423|LSM domain
EQC25742	PF00071|Ras family
EQC25743	PF13347|MFS/sugar transport protein
EQC25744	
EQC25745	PF00899|ThiF family;PF16420|Ubiquitin-like modifier-activating enzyme ATG7 N-terminus
EQC25746	PF01161|Phosphatidylethanolamine-binding protein
EQC25747	PF03031|NLI interacting factor-like phosphatase
EQC25748	
EQC25749	
EQC25750	
EQC25751	
ETI35463	
ETI35464	
ETI35465	
ETI35466	PF00264|Common central domain of tyrosinase
ETI35467	PF00264|Common central domain of tyrosinase
ETI35468	PF00168|C2 domain;PF12234|RAVE protein 1 C terminal
ETI35469	PF00027|Cyclic nucleotide-binding domain;PF00069|Protein kinase domain;PF00481|Protein phosphatase 2C
ETI35470	
ETI35471	PF00583|Acetyltransferase (GNAT) family
ETI35472	PF03171|2OG-Fe(II) oxygenase superfamily;PF14226|non-haem dioxygenase in morphine synthesis N-terminal
ETI35473	
KAE9222271	PF01399|PCI domain
KAE9222272	PF00168|C2 domain;PF12234|RAVE protein 1 C terminal
KAE9222273	PF03457|Helicase associated domain
KAE9222274	PF00107|Zinc-binding dehydrogenase;PF08240|Alcohol dehydrogenase GroES-like domain
KAE9222275	PF03457|Helicase associated domain
KAE9222276	PF01465|GRIP domain
KAE9222277	
KAE9222279	
KAE9222280	PF06728|GPI transamidase subunit PIG-U
KAE9222281	PF00027|Cyclic nucleotide-binding domain;PF00069|Protein kinase domain;PF00481|Protein phosphatase 2C
KAE9222282	
KAF4041380	PF16810|RXLR phytopathogen effector protein, Avirulence activity
KAF4041381	PF00270|DEAD/DEAH box helicase;PF00271|Helicase conserved C-terminal domain;PF04408|Helicase associated domain (HA2), winged-helix;PF05773|RWD domain;PF07717|Oligonucleotide/oligosaccharide-binding (OB)-fold;PF21010|Helicase associated domain (HA2), ratchet-like;PF24385|ATP-dependent RNA helicase DHX29, DSRM-like;PF26026|C-terminal domain in RNA helicases
KAF4041382	
KAF4041383	
KAF4041384	
KAF4041385	PF00005|ABC transporter
KAF4041386	PF24906|WRKY19 zinc finger domain
KAF4041387	PF00069|Protein kinase domain
KAF4041388	
KAF4041389	PF01465|GRIP domain
KAF4041391	
KAF4041392	PF00168|C2 domain
KAF4041393	PF12234|RAVE protein 1 C terminal
KAF4041394	PF00027|Cyclic nucleotide-binding domain;PF00069|Protein kinase domain;PF00481|Protein phosphatase 2C
KAF4041395	
KAF4041396	PF00583|Acetyltransferase (GNAT) family
KAF4041397	PF03171|2OG-Fe(II) oxygenase superfamily;PF14226|non-haem dioxygenase in morphine synthesis N-terminal
KAF4041398	
KAF4041399	
KAF4041400	
KAG6969470	
KAG6969471	PF00069|Protein kinase domain
KAG6969472	
KAG6969473	
KAG6969474	PF01465|GRIP domain;PF15619|Ciliary protein causing Leber congenital amaurosis disease
KAG6969475	
KAG6969476	PF12234|RAVE protein 1 C terminal
KAG6969477	PF00027|Cyclic nucleotide-binding domain;PF00069|Protein kinase domain;PF00481|Protein phosphatase 2C
KAG6969478	
KAG6969480	
KAG6969481	PF00583|Acetyltransferase (GNAT) family
KAG6969482	
KAG6969483	PF03171|2OG-Fe(II) oxygenase superfamily;PF14226|non-haem dioxygenase in morphine synthesis N-terminal
KAG7388338	PF12796|Ankyrin repeats (3 copies)
KAG7388339	PF00270|DEAD/DEAH box helicase;PF00271|Helicase conserved C-terminal domain;PF05773|RWD domain;PF07717|Oligonucleotide/oligosaccharide-binding (OB)-fold;PF21010|Helicase associated domain (HA2), ratchet-like;PF24385|ATP-dependent RNA helicase DHX29, DSRM-like;PF26026|C-terminal domain in RNA helicases
KAG7388340	
KAG7388341	PF00005|ABC transporter
KAG7388342	
KAG7388343	
KAG7388344	PF00069|Protein kinase domain
KAG7388345	
KAG7388346	
KAG7388347	PF01465|GRIP domain
KAG7388349	
KAG7388350	PF00023|Ankyrin repeat;PF07714|Protein tyrosine and serine/threonine kinase;PF12796|Ankyrin repeats (3 copies);PF13637|Ankyrin repeats (many copies)
KAG7388351	PF03171|2OG-Fe(II) oxygenase superfamily;PF14226|non-haem dioxygenase in morphine synthesis N-terminal
KAG7388352	PF00583|Acetyltransferase (GNAT) family
KAG7388353	
KAG7388354	PF00027|Cyclic nucleotide-binding domain;PF00069|Protein kinase domain;PF00481|Protein phosphatase 2C
KAG7388355	PF00168|C2 domain;PF12234|RAVE protein 1 C terminal
KAG7388356	
KAG7397016	PF03134|TB2/DP1, HVA22 family
KAG7397017	PF07896|Protein of unknown function (DUF1674)
KAG7397018	PF00136|DNA polymerase family B;PF03104|DNA polymerase family B, exonuclease domain;PF08996|DNA Polymerase alpha zinc finger;PF12254|DNA polymerase alpha subunit p180 N terminal
KAG7397019	PF00179|Ubiquitin-conjugating enzyme
KAG7397020	PF00179|Ubiquitin-conjugating enzyme
KAG7397021	PF07159|CYRIA/CYRIB Rac1 binding domain
KAG7397022	PF04032|RNAse P Rpr2/Rpp21/SNM1 subunit domain
KAG7397023	PF00270|DEAD/DEAH box helicase;PF00271|Helicase conserved C-terminal domain;PF05773|RWD domain;PF07717|Oligonucleotide/oligosaccharide-binding (OB)-fold;PF21010|Helicase associated domain (HA2), ratchet-like;PF24385|ATP-dependent RNA helicase DHX29, DSRM-like;PF24899|ATP-dependent RNA helicase DHX29, UBA domain;PF26026|C-terminal domain in RNA helicases
KAG7397024	
KAG7397025	PF01465|GRIP domain
KAG7397027	
KAG7397028	PF00168|C2 domain
KAG7397029	
KAK1941302	PF05630|Necrosis inducing protein (NPP1)
KAK1941303	PF00230|Major intrinsic protein
KAK1941304	
KAK1941305	PF00561|alpha/beta hydrolase fold
KAK1941306	PF00561|alpha/beta hydrolase fold
KAK1941307	PF03171|2OG-Fe(II) oxygenase superfamily;PF14226|non-haem dioxygenase in morphine synthesis N-terminal
KAK1941308	PF00583|Acetyltransferase (GNAT) family
KAK1941309	
KAK1941310	PF00027|Cyclic nucleotide-binding domain;PF00069|Protein kinase domain;PF00481|Protein phosphatase 2C
KAK1941311	PF12234|RAVE protein 1 C terminal
KAK1941313	
KAK1941314	
KAK1941315	
KAK1941316	
KAK1941317	
KAK1941318	PF01465|GRIP domain
KAK1941319	
KAK1941320	PF00069|Protein kinase domain;PF24906|WRKY19 zinc finger domain
KAK1941321	PF00005|ABC transporter
KAK1941322	
KAL3670240	PF00230|Major intrinsic protein
KAL3670241	
KAL3670242	
KAL3670243	PF00561|alpha/beta hydrolase fold
KAL3670244	PF00561|alpha/beta hydrolase fold
KAL3670245	
KAL3670246	PF00583|Acetyltransferase (GNAT) family
KAL3670247	PF03171|2OG-Fe(II) oxygenase superfamily;PF14226|non-haem dioxygenase in morphine synthesis N-terminal
KAL3670248	PF00027|Cyclic nucleotide-binding domain;PF00069|Protein kinase domain;PF00481|Protein phosphatase 2C
KAL3670249	PF00168|C2 domain;PF12234|RAVE protein 1 C terminal
KAL3670251	
KAL3670252	
KAL3670253	
KAL3670254	
KAL3670255	
KAL3670256	
KAL3670257	PF01465|GRIP domain
KAL3670258	
KAL3670259	PF00069|Protein kinase domain
KAL3670260	PF24906|WRKY19 zinc finger domain
OQR83989	PF01554|MatE
OQR86921	PF00892|EamA-like transporter family
OQR86923	PF01554|MatE
OQR86924	PF06733|DEAD_2;PF13307|Helicase C-terminal domain
OQR86925	PF00149|Calcineurin-like phosphoesterase
OQR86926	
OQR86927	PF03031|NLI interacting factor-like phosphatase
OQR86928	PF01423|LSM domain;PF28412|U7 snRNA-associated Sm-like protein LSM11 N-terminal domain
OQR86929	PF01053|Cys/Met metabolism PLP-dependent enzyme
OQR86930	PF00071|Ras family
OQR86931	PF00400|WD domain, G-beta repeat
OQR86933	
OQR86934	PF02547|Queuosine biosynthesis protein
OQR86935	
OQR86936	PF00899|ThiF family;PF16420|Ubiquitin-like modifier-activating enzyme ATG7 N-terminus
OQR86938	
OQR86939	PF28397|DG1062 N-terminal domain
OQR86940	
OQR86941	
OQR86942	PF00892|EamA-like transporter family
OQR86944	PF13347|MFS/sugar transport protein
OQR92858	
OQR92860	
OQR92861	PF00498|FHA domain
OQR92865	
OQR92866	PF02958|Ecdysteroid kinase-like family
OQR92870	PF13181|Tetratricopeptide repeat;PF13424|Tetratricopeptide repeat
OQR92871	PF04658|TAFII55 protein conserved region
OQR92876	
OQR92877	PF00169|PH domain
OQR92881	PF02383|SacI homology domain
OQR92882	PF00566|Rab-GTPase-TBC domain
RLN80979	PF00179|Ubiquitin-conjugating enzyme
RLN80980	PF00136|DNA polymerase family B;PF03104|DNA polymerase family B, exonuclease domain;PF08996|DNA Polymerase alpha zinc finger;PF12254|DNA polymerase alpha subunit p180 N terminal
RLN80981	PF01417|ENTH domain
RLN80982	
RLN80985	PF00179|Ubiquitin-conjugating enzyme
RLN80986	PF05994|Cytoplasmic Fragile-X interacting family
RLN80987	PF00270|DEAD/DEAH box helicase;PF00271|Helicase conserved C-terminal domain;PF05773|RWD domain;PF07717|Oligonucleotide/oligosaccharide-binding (OB)-fold;PF21010|Helicase associated domain (HA2), ratchet-like;PF24385|ATP-dependent RNA helicase DHX29, DSRM-like;PF24899|ATP-dependent RNA helicase DHX29, UBA domain;PF26026|C-terminal domain in RNA helicases
RLN80988	PF01465|GRIP domain
RLN80990	
RLN80991	
RLN80992	
RLN80993	
RLN80994	PF03134|TB2/DP1, HVA22 family
RLN80995	PF03813|Nrap protein domain 1;PF17403|Nrap protein PAP/OAS-like domain;PF17404|Nrap protein domain 3;PF17405|Nrap protein nucleotidyltransferase domain 4;PF17406|Nrap protein PAP/OAS1-like domain 5;PF17407|Nrap protein domain 6
RMX67186	PF00168|C2 domain;PF12234|RAVE protein 1 C terminal
RMX67188	
RMX67189	PF03171|2OG-Fe(II) oxygenase superfamily
RMX67190	PF00583|Acetyltransferase (GNAT) family
RMX67191	
RMX67192	PF00027|Cyclic nucleotide-binding domain;PF00069|Protein kinase domain;PF00481|Protein phosphatase 2C
RMX67200	
RMX67201	PF00069|Protein kinase domain
RMX67202	PF00439|Bromodomain
RMX67204	
RMX67205	PF00121|Triosephosphate isomerase
TDH68459	PF01465|GRIP domain
TDH68460	
TDH68462	PF00168|C2 domain;PF12234|RAVE protein 1 C terminal
TDH68463	PF00027|Cyclic nucleotide-binding domain;PF00069|Protein kinase domain;PF00481|Protein phosphatase 2C
TDH68464	
TDH68465	PF00583|Acetyltransferase (GNAT) family
TDH68491	
TDH68492	
TDH68863	
TDH68864	PF00069|Protein kinase domain
TDH68865	PF00439|Bromodomain
TDH68866	
TDH68911	PF00270|DEAD/DEAH box helicase;PF00271|Helicase conserved C-terminal domain;PF05773|RWD domain;PF07717|Oligonucleotide/oligosaccharide-binding (OB)-fold;PF21010|Helicase associated domain (HA2), ratchet-like;PF24899|ATP-dependent RNA helicase DHX29, UBA domain;PF26026|C-terminal domain in RNA helicases
TDH68912	
TDH68913	
TDH68914	PF00179|Ubiquitin-conjugating enzyme
TDH68915	PF00179|Ubiquitin-conjugating enzyme
TDH70024	
TDH70025	PF01399|PCI domain
TDH70101	PF08241|Methyltransferase domain
VFT87064	PF05822|Pyrimidine 5'-nucleotidase (UMPH-1)
VFT87065	PF12640|Peptide arginase FlmR/OhkR-like, N-terminal domain
VFT87066	PF00226|DnaJ domain;PF10269|Transmembrane Fragile-X-F protein
VFT87067	PF00857|Isochorismatase domain
VFT87068	PF00266|Aminotransferase class-V
VFT87069	PF00041|Fibronectin type III domain;PF01344|Kelch motif;PF24681|KLHDC2/KLHL20/DRC7 Kelch-repeats domain
VFT87070	
VFT87071	
VFT87072	PF00264|Common central domain of tyrosinase
VFT87073	PF00264|Common central domain of tyrosinase
VFT87075	PF07914|Uncharacterized oxidoreductase dhs-27
VFT87076	PF00650|CRAL/TRIO domain
VFT87077	PF14753|Protein FAM221A/B
VFT87078	
VFT87079	
VFT87080	PF00650|CRAL/TRIO domain
VFT87081	PF00650|CRAL/TRIO domain
VFT87082	PF07731|Multicopper oxidase;PF07732|Multicopper oxidase
VFT87083	PF03935|Beta-glucan synthesis-associated protein SKN1/KRE6/Sbg1
VFT87084	
