query_accession	nucleotide_acc	offset	is_target	gene_start	gene_end	strand	protein_id	locus_tag	product
A0A0A6UH53	JRTT01000028	9	0	50197	50913	+	KHD75362.1	MB27_23280	histidine kinase
A0A0A6UH53	JRTT01000028	10	0	51268	51906	+	KHD75405.1	MB27_23285	haloacid dehalogenase
A0A0A6UH99	JRTT01000043	-10	0	9744	10436	+	KHD74458.1	MB27_28465	NUDIX hydrolase
A0A0A6UH99	JRTT01000043	-9	0	10461	11399	-	KHD74459.1	MB27_28470	oxidoreductase
A0A0A6UH99	JRTT01000043	-8	0	11465	12067	+	KHD74460.1	MB27_28475	TetR family transcriptional regulator
A0A0A6UH99	JRTT01000043	-7	0	12131	12313	+	KHD74461.1	MB27_28480	hypothetical protein
A0A0A6UH99	JRTT01000043	-6	0	12812	13579	-	KHD74462.1	MB27_28490	methyltransferase
A0A0A6UH99	JRTT01000043	-5	0	13659	14162	-	KHD74463.1	MB27_28495	flavin reductase
A0A0A6UH99	JRTT01000043	-4	0	14159	15328	-	KHD74464.1	MB27_28500	alkanesulfonate monooxygenase
A0A0A6UH99	JRTT01000043	-3	0	15425	16915	-	KHD74465.1	MB27_28505	inosine-5-monophosphate dehydrogenase
A0A0A6UH99	JRTT01000043	-2	0	16964	17800	-	KHD74466.1	MB27_28510	hypothetical protein
A0A0A6UH99	JRTT01000043	-1	0	17891	18616	+	KHD74467.1	MB27_28515	hypothetical protein
A0A0A6UH99	JRTT01000043	0	1	18607	19413	-	KHD74468.1	MB27_28520	hypothetical protein
A0A0A6UH99	JRTT01000043	1	0	19441	19878	-	KHD74469.1	MB27_28525	hypothetical protein
A0A0A6UH99	JRTT01000043	2	0	20025	20378	+	KHD74470.1	MB27_28530	hypothetical protein
A0A0A6UH99	JRTT01000043	3	0	20421	21755	-	KHD74471.1	MB27_28535	monooxygenase
A0A0A6UH99	JRTT01000043	4	0	21752	22489	-	KHD74472.1	MB27_28540	sulfonate ABC transporter ATP-binding protein
A0A0A6UH99	JRTT01000043	5	0	22465	23307	-	KHD74473.1	MB27_28545	ABC transporter permease
A0A0A6UH99	JRTT01000043	6	0	23304	24368	-	KHD74474.1	MB27_28550	sulfonate ABC transporter
A0A0A6UH99	JRTT01000043	7	0	24387	24884	-	KHD74493.1	MB27_28555	flavin reductase
A0A0A6UH99	JRTT01000043	8	0	25055	26224	-	KHD74494.1	MB27_28560	ROK family transcriptional regulator
A0A0A6UH99	JRTT01000043	9	0	26505	28109	-	KHD74475.1	MB27_28565	hypothetical protein
A0A0A6UH99	JRTT01000043	10	0	28313	28948	+	KHD74476.1	MB27_28570	membrane protein
A0A0A6UK08	JRTT01000018	-10	0	99132	99902	-	KHD76440.1	MB27_17175	short-chain dehydrogenase
A0A0A6UK08	JRTT01000018	-9	0	99899	101047	-	KHD76441.1	MB27_17180	acyl-CoA dehydrogenase
A0A0A6UK08	JRTT01000018	-8	0	101139	102608	+	KHD76442.1	MB27_17185	fatty acid--CoA ligase
A0A0A6UK08	JRTT01000018	-7	0	102605	103444	+	KHD76443.1	MB27_17190	enoyl-CoA hydratase
A0A0A6UK08	JRTT01000018	-6	0	105384	106295	+	KHD76444.1	MB27_17200	hypothetical protein
A0A0A6UK08	JRTT01000018	-5	0	108826	109485	-	KHD76445.1	MB27_17215	hypothetical protein
A0A0A6UK08	JRTT01000018	-4	0	109813	110394	-	KHD76446.1	MB27_17220	restriction endonuclease
A0A0A6UK08	JRTT01000018	-3	0	110563	111177	+	KHD76447.1	MB27_17225	hypothetical protein
A0A0A6UK08	JRTT01000018	-2	0	111223	111621	-	KHD76448.1	MB27_17230	hypothetical protein
A0A0A6UK08	JRTT01000018	-1	0	112020	112457	+	KHD76449.1	MB27_17235	hypothetical protein
A0A0A6UK08	JRTT01000018	0	1	112498	113307	+	KHD76450.1	MB27_17240	hypothetical protein
A0A0A6UK08	JRTT01000018	1	0	113368	113922	-	KHD76451.1	MB27_17245	hypothetical protein
A0A0A6UK08	JRTT01000018	2	0	114156	114350	+	KHD76452.1	MB27_17250	hypothetical protein
A0A0A6UK08	JRTT01000018	3	0	114797	115759	+	KHD76453.1	MB27_17255	hypothetical protein
A0A0A6UK08	JRTT01000018	4	0	115842	116393	-	KHD76492.1	MB27_17260	monooxygenase
A0A0A6UK08	JRTT01000018	5	0	116927	117208	+	KHD76454.1	MB27_17265	hypothetical protein
A0A0A6UK08	JRTT01000018	6	0	117417	118220	-	KHD76455.1	MB27_17270	4,5-9,10-diseco-3-hydroxy-5,9, 17-trioxoandrosta-1(10),2-diene-4-oate hydrolase
A0A0A6UK08	JRTT01000018	7	0	118282	119448	-	KHD76456.1	MB27_17275	monooxygenase
A0A0A6UK08	JRTT01000018	8	0	119530	120657	+	KHD76457.1	MB27_17280	3-ketosteroid-9-alpha-hydroxylase
A0A0A6UK08	JRTT01000018	9	0	120810	121076	+	KHD76493.1	MB27_17285	hypothetical protein
A0A0A6UK08	JRTT01000018	10	0	121076	121999	+	KHD76458.1	MB27_17290	3-ketosteroid-9-alpha-hydroxylase
A0A1I2GNX2	FONV01000007	-10	0	24248	26461	+	SFF18847.1	SAMN05421541_10721	ABC transporter transmembrane region
A0A1I2GNX2	FONV01000007	-9	0	26444	28378	-	SFF18864.1	SAMN05421541_10722	HAMP domain-containing protein
A0A1I2GNX2	FONV01000007	-8	0	28730	29368	+	SFF18880.1	SAMN05421541_10723	hypothetical protein
A0A1I2GNX2	FONV01000007	-7	0	29439	30920	+	SFF18890.1	SAMN05421541_10724	hypothetical protein
A0A1I2GNX2	FONV01000007	-6	0	30975	31244	+	SFF18903.1	SAMN05421541_10725	hypothetical protein
A0A1I2GNX2	FONV01000007	-5	0	31399	31848	+	SFF18919.1	SAMN05421541_10726	hypothetical protein
A0A1I2GNX2	FONV01000007	-4	0	31913	33133	+	SFF18931.1	SAMN05421541_10727	pectinesterase
A0A1I2GNX2	FONV01000007	-3	0	33206	34510	+	SFF18941.1	SAMN05421541_10728	Right handed beta helix region
A0A1I2GNX2	FONV01000007	-2	0	34515	36470	-	SFF18959.1	SAMN05421541_10729	ribosomal protection tetracycline resistance protein
A0A1I2GNX2	FONV01000007	-1	0	36645	37061	+	SFF18964.1	SAMN05421541_10730	hypothetical protein
A0A1I2GNX2	FONV01000007	0	1	37081	37887	-	SFF18978.1	SAMN05421541_10731	tyrosinase
A0A1I2GNX2	FONV01000007	1	0	37913	38404	-	SFF18990.1	SAMN05421541_10732	Tyrosinase co-factor MelC1
A0A1I2GNX2	FONV01000007	2	0	38619	39131	+	SFF19004.1	SAMN05421541_10733	Tyrosinase co-factor MelC1
A0A1I2GNX2	FONV01000007	3	0	39138	40694	-	SFF19016.1	SAMN05421541_10734	putative peptidoglycan lipid II flippase
A0A1I2GNX2	FONV01000007	4	0	40780	41661	-	SFF19033.1	SAMN05421541_10735	hypothetical protein
A0A1I2GNX2	FONV01000007	5	0	41704	42360	-	SFF19046.1	SAMN05421541_10736	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains
A0A1I2GNX2	FONV01000007	6	0	42357	43526	-	SFF19063.1	SAMN05421541_10737	Signal transduction histidine kinase
A0A1I2GNX2	FONV01000007	7	0	43709	44536	+	SFF19078.1	SAMN05421541_10738	hypothetical protein
A0A1I2GNX2	FONV01000007	8	0	44533	45630	+	SFF19095.1	SAMN05421541_10739	hypothetical protein
A0A1I2GNX2	FONV01000007	9	0	45627	48413	+	SFF19111.1	SAMN05421541_10740	Peptidase family M48
A0A1I2GNX2	FONV01000007	10	0	48543	49022	-	SFF19120.1	SAMN05421541_10741	hypothetical protein
A0A1K0GCJ9	MEIA01000541	-10	0	9076	9399	-	OJF09885.1	BG844_35085	hypothetical protein
A0A1K0GCJ9	MEIA01000541	-9	0	10196	10939	-	OJF09886.1	BG844_35090	hypothetical protein
A0A1K0GCJ9	MEIA01000541	-8	0	10936	11616	-	OJF09887.1	BG844_35095	hypothetical protein
A0A1K0GCJ9	MEIA01000541	-7	0	11743	12945	+	OJF09888.1	BG844_35100	hypothetical protein
A0A1K0GCJ9	MEIA01000541	-6	0	12942	13544	+	OJF09889.1	BG844_35105	DNA-binding response regulator
A0A1K0GCJ9	MEIA01000541	-5	0	13650	15053	-	OJF09890.1	BG844_35110	MFS transporter
A0A1K0GCJ9	MEIA01000541	-4	0	15142	15684	+	OJF09891.1	BG844_35115	TetR family transcriptional regulator
A0A1K0GCJ9	MEIA01000541	-3	0	15681	16565	-	OJF09892.1	BG844_35120	dihydropteroate synthase
A0A1K0GCJ9	MEIA01000541	-2	0	16625	16969	+	OJF09904.1	BG844_35125	hypothetical protein
A0A1K0GCJ9	MEIA01000541	-1	0	17052	17525	+	OJF09893.1	BG844_35130	hypothetical protein
A0A1K0GCJ9	MEIA01000541	0	1	17564	18370	-	OJF09894.1	BG844_35135	hypothetical protein
A0A1K0GCJ9	MEIA01000541	1	0	18427	18870	-	OJF09895.1	BG844_35140	hypothetical protein
A0A1K0GCJ9	MEIA01000541	2	0	19103	19513	+	OJF09896.1	BG844_35145	hypothetical protein
A0A1K0GCJ9	MEIA01000541	3	0	20235	21083	+	OJF09897.1	BG844_35150	hypothetical protein
A0A1K0GCJ9	MEIA01000541	4	0	21080	21502	+	OJF09898.1	BG844_35155	hypothetical protein
A0A1K0GCJ9	MEIA01000541	5	0	21478	22116	+	OJF09899.1	BG844_35160	hypothetical protein
A0A1K0GCJ9	MEIA01000541	6	0	22189	23151	+	OJF09900.1	BG844_35165	LLM class F420-dependent oxidoreductase
A0A1K0GCJ9	MEIA01000541	7	0	23160	24551	-	OJF09905.1	BG844_35170	succinate-semialdehyde dehydrogenase
A0A1K0GCJ9	MEIA01000541	8	0	24697	26340	+	OJF09901.1	BG844_35175	carbamoyltransferase
A0A1K0GCJ9	MEIA01000541	9	0	26352	27350	+	OJF09906.1	BG844_35180	transferase
A0A1K0GCJ9	MEIA01000541	10	0	27293	28365	+		BG844_35185	haloacid dehalogenase
A0A2A2J8D8	LIAE01010614	-10	0	70296	70627	-	PAV57913.1	WR25_23818	hypothetical protein isoform G
A0A2A2J8D8	LIAE01010614	-9	0	70543	71095	-	PAV57914.1	WR25_23818	hypothetical protein isoform H
A0A2A2J8D8	LIAE01010614	-8	0	73757	74727	+	PAV57915.1	WR25_23819	hypothetical protein
A0A2A2J8D8	LIAE01010614	-7	0	78460	79042	+	PAV57916.1	WR25_23820	hypothetical protein
A0A2A2J8D8	LIAE01010614	-6	0	82136	83178	+	PAV57917.1	WR25_23821	hypothetical protein
A0A2A2J8D8	LIAE01010614	-5	0	85405	86056	-	PAV57918.1	WR25_23822	hypothetical protein
A0A2A2J8D8	LIAE01010614	-4	0	90512	91133	+	PAV57919.1	WR25_23823	hypothetical protein
A0A2A2J8D8	LIAE01010614	-3	0	93859	94494	-	PAV57920.1	WR25_23824	hypothetical protein
A0A2A2J8D8	LIAE01010614	-2	0	97700	97930	+	PAV57921.1	WR25_23825	hypothetical protein
A0A2A2J8D8	LIAE01010614	-1	0	99576	100240	+	PAV57922.1	WR25_23826	hypothetical protein
A0A2A2J8D8	LIAE01010614	0	1	103323	103570	-	PAV57923.1	WR25_23827	hypothetical protein
A0A2A2J8D8	LIAE01010614	1	0	107392	107721	-	PAV57924.1	WR25_23828	hypothetical protein
A0A2A2J8D8	LIAE01010614	2	0	117409	118701	+	PAV57925.1	WR25_23829	hypothetical protein
A0A2A2J8D8	LIAE01010614	3	0	123762	124261	-	PAV57926.1	WR25_23830	hypothetical protein
A0A2A2J8D8	LIAE01010614	4	0	131221	131625	-	PAV57927.1	WR25_23831	hypothetical protein
A0A2A2J8D8	LIAE01010614	5	0	142454	142822	-	PAV57928.1	WR25_23832	hypothetical protein
A0A2A2J8D8	LIAE01010614	6	0	143473	143932	-	PAV57929.1	WR25_23833	hypothetical protein
A0A2A2J8D8	LIAE01010614	7	0	147573	147783	-	PAV57930.1	WR25_23834	hypothetical protein
A0A2A2J8D8	LIAE01010614	8	0	149049	150013	-	PAV57931.1	WR25_23835	hypothetical protein isoform A
A0A2A2J8D8	LIAE01010614	9	0	149049	150013	-	PAV57932.1	WR25_23835	hypothetical protein isoform B
A0A2A2J8D8	LIAE01010614	10	0	149049	150013	-	PAV57933.1	WR25_23835	hypothetical protein isoform C
A0A2B4RN75	LSMT01000422	-10	0	2066	5868	-	PFX18240.1	AWC38_SpisGene17386	hypothetical protein
A0A2B4RN75	LSMT01000422	-9	0	15675	17135	+	PFX18241.1	AWC38_SpisGene17387	hypothetical protein
A0A2B4RN75	LSMT01000422	-8	0	17848	21226	-	PFX18238.1	AWC38_SpisGene17388	Chromatin modification-related protein YNG2
A0A2B4RN75	LSMT01000422	-7	0	23975	25556	+	PFX18239.1	AWC38_SpisGene17389	hypothetical protein
A0A2B4RN75	LSMT01000422	-6	0	29628	31394	+	PFX18248.1	AWC38_SpisGene17390	hypothetical protein
A0A2B4RN75	LSMT01000422	-5	0	32446	34262	+	PFX18247.1	AWC38_SpisGene17391	hypothetical protein
A0A2B4RN75	LSMT01000422	-4	0	41422	43594	+	PFX18246.1	AWC38_SpisGene17392	hypothetical protein
A0A2B4RN75	LSMT01000422	-3	0	55001	57954	+	PFX18252.1	AWC38_SpisGene17394	hypothetical protein
A0A2B4RN75	LSMT01000422	-2	0	64729	71477	+	PFX18251.1	AWC38_SpisGene17395	Tyrosinase
A0A2B4RN75	LSMT01000422	-1	0	72786	76279	+	PFX18250.1	AWC38_SpisGene17396	hypothetical protein
A0A2B4RN75	LSMT01000422	0	1	95749	97997	+	PFX18249.1	AWC38_SpisGene17397	Tyrosinase
A0A2B4RN75	LSMT01000422	1	0	103702	106216	+	PFX18254.1	AWC38_SpisGene17398	O-aminophenol oxidase
A0A2B4RN75	LSMT01000422	2	0	134363	136406	+	PFX18253.1	AWC38_SpisGene17399	Kinesin light chain 1
A0A2B4RN75	LSMT01000422	3	0	139946	143535	-	PFX18237.1	AWC38_SpisGene17400	Carbohydrate sulfotransferase 4
A0A2B4RN75	LSMT01000422	4	0	172212	178264	+	PFX18236.1	AWC38_SpisGene17401	Beta-lactamase-like protein 2
A0A2B4RN75	LSMT01000422	5	0	183657	183861	-	PFX18234.1	AWC38_SpisGene17402	hypothetical protein
A0A2B4RN75	LSMT01000422	6	0	201321	203654	+	PFX18235.1	AWC38_SpisGene17403	Uncharacterized protein C17orf59-like
A0A2B4RN75	LSMT01000422	7	0	211066	212966	-	PFX18245.1	AWC38_SpisGene17404	Galanin receptor type 2
A0A2B4RN75	LSMT01000422	8	0	215568	217716	-	PFX18244.1	AWC38_SpisGene17405	hypothetical protein
A0A2B4RN75	LSMT01000422	9	0	254372	264375	+	PFX18243.1	AWC38_SpisGene17406	Tetratricopeptide repeat protein 28
A0A2B4RN75	LSMT01000422	10	0	286457	287711	-	PFX18242.1	AWC38_SpisGene17407	Uncharacterized protein K02A2.6
A0A1R0H9J9	LSSL01000005	-3	0	3663	3872	-	OLY85774.1	AYI68_g25	hypothetical protein
A0A1R0H9J9	LSSL01000005	-2	0	4408	7428	+	OLY85775.1	AYI68_g26	Exosome complex exonuclease rrp6
A0A1R0H9J9	LSSL01000005	-1	0	23015	24348	+	OLY85776.1	AYI68_g27	Tyrosinase
A0A1R0H9J9	LSSL01000005	0	1	24417	25775	-	OLY85777.1	AYI68_g28	Tyrosinase
A0A1R0H9J9	LSSL01000005	1	0	45414	46805	+	OLY85778.1	AYI68_g29	Tyrosinase
A0A1R0H9J9	LSSL01000005	2	0	48765	48965	-	OLY85779.1	AYI68_g30	hypothetical protein
A0A1R4HGF1	FUKI01000145	-10	0	34279	35109	-	SJM95306.1	CRENPOLYSF1_670033	Hydrolase, exosortase system type 1 associated
A0A1R4HGF1	FUKI01000145	-9	0	35106	35357	-	SJM95308.1	CRENPOLYSF1_670034	conserved hypothetical protein
A0A1R4HGF1	FUKI01000145	-8	0	35493	37130	-	SJM95309.1	CRENPOLYSF1_670035	conserved hypothetical protein
A0A1R4HGF1	FUKI01000145	-7	0	37309	37434	+	SJM95311.1	CRENPOLYSF1_670036	hypothetical protein
A0A1R4HGF1	FUKI01000145	-6	0	37557	39476	-	SJM95314.1	CRENPOLYSF1_670037	protease, ATP-dependent zinc-metallo
A0A1R4HGF1	FUKI01000145	-5	0	39745	41151	-	SJM95317.1	CRENPOLYSF1_670038	RNA polymerase sigma factor
A0A1R4HGF1	FUKI01000145	-4	0	41331	41480	-	SJM95318.1	CRENPOLYSF1_670039	hypothetical protein
A0A1R4HGF1	FUKI01000145	-3	0	41673	41831	-	SJM95320.1	CRENPOLYSF1_670040	hypothetical protein
A0A1R4HGF1	FUKI01000145	-2	0	41961	43364	-	SJM95322.1	CRENPOLYSF1_670041	ABC-type transporter, integral membrane subunit
A0A1R4HGF1	FUKI01000145	-1	0	43449	43934	-	SJM95324.1	CRENPOLYSF1_670042	exported hypothetical protein
A0A1R4HGF1	FUKI01000145	0	1	44052	45482	-	SJM95326.1	CRENPOLYSF1_670043	putative tyrosinase
A0A1R4HGF1	FUKI01000145	1	0	45968	47860	-	SJM95328.1	CRENPOLYSF1_670044	fused putative transporter subunits of ABC superfamily: ATP-binding components
A0A1R4HGF1	FUKI01000145	2	0	47969	51676	-	SJM95329.1	CRENPOLYSF1_670045	exported hypothetical protein
A0A1R4HGF1	FUKI01000145	3	0	51708	52175	-	SJM95330.1	CRENPOLYSF1_670046	hypothetical protein
A0A1R4HGF1	FUKI01000145	4	0	52172	53011	-	SJM95331.1	CRENPOLYSF1_670047	hypothetical protein
A0A1R4HGF1	FUKI01000145	5	0	53011	53442	-	SJM95332.1	CRENPOLYSF1_670048	hypothetical protein
A0A1R4HGF1	FUKI01000145	6	0	53439	53900	-	SJM95335.1	CRENPOLYSF1_670049	putative Tfp pilus assembly protein, major pilin PilA
A0A1R4HGF1	FUKI01000145	7	0	53865	54029	+	SJM95337.1	CRENPOLYSF1_670050	hypothetical protein
A0A1R4HGF1	FUKI01000145	8	0	53894	54451	-	SJM95339.1	CRENPOLYSF1_670051	putative Type IV pilus biogenesis protein PilE
A0A1R4HGF1	FUKI01000145	9	0	54841	55089	-	SJM95340.1	CRENPOLYSF1_670052	hypothetical protein
A0A1R4HGF1	FUKI01000145	10	0	55067	56419	+	SJM95343.1	CRENPOLYSF1_670053	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
A0A1H1YK07	LT629758	-10	0	3233744	3234715	+	SDT21375.1	SAMN04489716_2872	DNA-binding transcriptional regulator, ArsR family
A0A1H1YK07	LT629758	-9	0	3234789	3235568	+	SDT21411.1	SAMN04489716_2873	Alginate lyase
A0A1H1YK07	LT629758	-8	0	3235549	3236700	-	SDT21435.1	SAMN04489716_2874	Major Facilitator Superfamily protein
A0A1H1YK07	LT629758	-7	0	3236831	3237844	-	SDT21472.1	SAMN04489716_2875	Ricin-type beta-trefoil lectin domain-containing protein
A0A1H1YK07	LT629758	-6	0	3237868	3238554	-	SDT21498.1	SAMN04489716_2876	Protein kinase domain-containing protein
A0A1H1YK07	LT629758	-5	0	3239063	3239671	+	SDT21519.1	SAMN04489716_2877	Transcriptional regulatory protein, C terminal
A0A1H1YK07	LT629758	-4	0	3239823	3240419	-	SDT21549.1	SAMN04489716_2878	anti-anti-sigma factor
A0A1H1YK07	LT629758	-3	0	3240982	3241887	-	SDT21580.1	SAMN04489716_2880	Hemolysin-type calcium-binding repeat-containing protein
A0A1H1YK07	LT629758	-2	0	3242021	3242521	-	SDT21613.1	SAMN04489716_2881	Tyrosinase co-factor MelC1
A0A1H1YK07	LT629758	-1	0	3242816	3243352	+	SDT21638.1	SAMN04489716_2882	Tyrosinase co-factor MelC1
A0A1H1YK07	LT629758	0	1	3243389	3244195	+	SDT21665.1	SAMN04489716_2883	tyrosinase
A0A1H1YK07	LT629758	1	0	3244266	3245651	+	SDT21685.1	SAMN04489716_2884	PS-10 peptidase S37
A0A1H1YK07	LT629758	2	0	3245727	3246116	+	SDT21720.1	SAMN04489716_2885	Protein of unknown function
A0A1H1YK07	LT629758	3	0	3246130	3246510	-	SDT21742.1	SAMN04489716_2886	hypothetical protein
A0A1H1YK07	LT629758	4	0	3246680	3248803	+	SDT21771.1	SAMN04489716_2887	protein of unknown function
A0A1H1YK07	LT629758	5	0	3248807	3250414	-	SDT21794.1	SAMN04489716_2888	putative peptidoglycan lipid II flippase
A0A1H1YK07	LT629758	6	0	3250443	3252836	-	SDT21827.1	SAMN04489716_2889	aminopeptidase N
A0A1H1YK07	LT629758	7	0	3252942	3254012	+	SDT21853.1	SAMN04489716_2890	Pyridine nucleotide-disulphide oxidoreductase
A0A1H1YK07	LT629758	8	0	3254046	3255404	+	SDT21880.1	SAMN04489716_2891	BNR repeat-containing family member
A0A1H1YK07	LT629758	9	0	3255469	3256188	+	SDT21909.1	SAMN04489716_2892	hypothetical protein
A0A1H1YK07	LT629758	10	0	3256185	3257726	-	SDT21936.1	SAMN04489716_2893	protein of unknown function
A0A1I7S4X7	CAJFDI010000004	-10	0	8300763	8301819	-	CAD5227317.1	BXYJ_LOCUS9862	hypothetical protein
A0A1I7S4X7	CAJFDI010000004	-9	0	8302968	8303446	-	CAD5227318.1	BXYJ_LOCUS9863	hypothetical protein
A0A1I7S4X7	CAJFDI010000004	-8	0	8307504	8308219	-	CAD5227319.1	BXYJ_LOCUS9864	hypothetical protein
A0A1I7S4X7	CAJFDI010000004	-7	0	8311372	8312061	+	CAD5227320.1	BXYJ_LOCUS9865	hypothetical protein
A0A1I7S4X7	CAJFDI010000004	-6	0	8314625	8314908	-	CAD5227321.1	BXYJ_LOCUS9866	hypothetical protein
A0A1I7S4X7	CAJFDI010000004	-5	0	8317592	8317881	-	CAD5227322.1	BXYJ_LOCUS9867	hypothetical protein
A0A1I7S4X7	CAJFDI010000004	-4	0	8320751	8321188	-	CAD5227323.1	BXYJ_LOCUS9868	hypothetical protein
A0A1I7S4X7	CAJFDI010000004	-3	0	8332039	8332380	-	CAD5227324.1	BXYJ_LOCUS9869	hypothetical protein
A0A1I7S4X7	CAJFDI010000004	-2	0	8334695	8335059	-	CAD5227325.1	BXYJ_LOCUS9870	hypothetical protein
A0A1I7S4X7	CAJFDI010000004	-1	0	8338067	8338603	-	CAD5227326.1	BXYJ_LOCUS9871	hypothetical protein
A0A1I7S4X7	CAJFDI010000004	0	1	8341158	8341720	+	CAD5227327.1	BXYJ_LOCUS9872	hypothetical protein
A0A1I7S4X7	CAJFDI010000004	1	0	8343942	8344668	-	CAD5227328.1	BXYJ_LOCUS9873	hypothetical protein
A0A1I7S4X7	CAJFDI010000004	2	0	8353831	8354321	+	CAD5227329.1	BXYJ_LOCUS9874	hypothetical protein
A0A1I7S4X7	CAJFDI010000004	3	0	8356090	8356685	-	CAD5227330.1	BXYJ_LOCUS9875	hypothetical protein
A0A1I7S4X7	CAJFDI010000004	4	0	8357090	8357780	-	CAD5227331.1	BXYJ_LOCUS9876	hypothetical protein
A0A1I7S4X7	CAJFDI010000004	5	0	8358869	8359279	+	CAD5227332.1	BXYJ_LOCUS9877	hypothetical protein
A0A1I7S4X7	CAJFDI010000004	6	0	8359736	8360486	-	CAD5227333.1	BXYJ_LOCUS9878	hypothetical protein
A0A1I7S4X7	CAJFDI010000004	7	0	8365869	8366382	+	CAD5227334.1	BXYJ_LOCUS9879	hypothetical protein
A0A1I7S4X7	CAJFDI010000004	8	0	8369536	8370072	+	CAD5227335.1	BXYJ_LOCUS9880	hypothetical protein
A0A1I7S4X7	CAJFDI010000004	9	0	8370178	8370623	-	CAD5227336.1	BXYJ_LOCUS9881	hypothetical protein
A0A1I7S4X7	CAJFDI010000004	10	0	8372358	8372635	-	CAD5227337.1	BXYJ_LOCUS9882	hypothetical protein
A0A2I1BV77	MSZS01000010	-10	0	412422	412809	-	PKX89283.1	P174DRAFT_396894	pantothenate transporter
A0A2I1BV77	MSZS01000010	-9	0	414968	415974	-	PKX89284.1	P174DRAFT_378750	dimethylaniline monooxygenase
A0A2I1BV77	MSZS01000010	-8	0	417250	418530	+	PKX89285.1	P174DRAFT_470440	alpha-ketoglutarate-dependent taurine dioxygenase
A0A2I1BV77	MSZS01000010	-7	0	418768	419612	-	PKX89286.1	P174DRAFT_378886	hypothetical protein
A0A2I1BV77	MSZS01000010	-6	0	421571	421877	+	PKX89287.1	P174DRAFT_454967	hypothetical protein
A0A2I1BV77	MSZS01000010	-5	0	423293	424188	-	PKX89288.1	P174DRAFT_414204	putative RTA1 domain protein
A0A2I1BV77	MSZS01000010	-4	0	424768	426027	+	PKX89289.1	P174DRAFT_464430	hypothetical protein
A0A2I1BV77	MSZS01000010	-3	0	426136	427484	-	PKX89290.1	P174DRAFT_515979	hypothetical protein
A0A2I1BV77	MSZS01000010	-2	0	427814	428743	-	PKX89291.1	P174DRAFT_396904	putative zinc finger protein
A0A2I1BV77	MSZS01000010	-1	0	430977	431390	-	PKX89292.1	P174DRAFT_515981	hypothetical protein
A0A2I1BV77	MSZS01000010	0	1	435128	435847	+	PKX89293.1	P174DRAFT_507610	putative tyrosinase
A0A2I1BV77	MSZS01000010	1	0	437097	438099	+	PKX89294.1	P174DRAFT_515983	hypothetical protein
A0A2I1BV77	MSZS01000010	2	0	439390	440460	+	PKX89295.1	P174DRAFT_445860	hypothetical protein
A0A2I1BV77	MSZS01000010	3	0	443281	443735	+	PKX89296.1	P174DRAFT_454976	C2H2 type zinc finger domain protein
A0A2I1BV77	MSZS01000010	4	0	444606	444797	-	PKX89297.1	P174DRAFT_464438	GMP synthase
A0A2I1BV77	MSZS01000010	5	0	448193	449786	+	PKX89298.1	P174DRAFT_396916	putative MFS multidrug transporter
