accession	organism_id	lineage	nucleotide_acc	protein_id	molecule_type	n_embl_refs
A0A8H6WIU6	658473		JACAZE010000006	KAF7313884.1	Genomic_DNA	1
A0A8H7D4T6	230812		JACAZH010000009	KAF7358946.1	Genomic_DNA	1
A0A8H7DEF9	2733690		JACAZI010000002	KAF7369148.1	Genomic_DNA	1
A0A8H7DQG2	5322		JACETU010000009	KAF7420822.1	Genomic_DNA	1
A0A8K0WNM9	80388		JAGPNK010000013	KAH7309632.1	Genomic_DNA	1
A0A8S9ZXM6	189291		JABEBT010000016	KAF7637878.1	Genomic_DNA	1
A0A914GX34	31243					0
A0A914I0C7	31243					0
A0A914KGN4	6306					0
A0A915PE14	298350					0
A0A931G5C6	2792083		JADQTO010000018	MBG0566114.1	Genomic_DNA	1
A0A9P5ZHD6	5323		MU154806	KAF9487190.1	Genomic_DNA	1
A0A9P6DDV4	5323		MU154601	KAF9492458.1	Genomic_DNA	1
A0A9P7S7P4	181124		CM032183	KAG7095503.1	Genomic_DNA	1
A0A9W7Y720	147472		JANBOJ010000002	KAJ1725722.1	Genomic_DNA	1
A0A9W8B7S7	2761393		JANBQB010000190	KAJ1979975.1	Genomic_DNA	1
A0A9W8BH04	2663907		JANBQF010000124	KAJ2004991.1	Genomic_DNA	1
A0A9W8CWN9	1286918		JANBOI010001072	KAJ1727514.1	Genomic_DNA	1
A0A9W8CXW5	1286918		JANBOI010000874	KAJ1728194.1	Genomic_DNA	1
A0A9W8GLQ1	417178		JANBTX010000083	KAJ2687089.1	Genomic_DNA	1
A0A9W8GXD7	1052879		JANBUH010000059	KAJ2755534.1	Genomic_DNA	1
A0A9W8GZT3	1052879		JANBUH010000264	KAJ2752613.1	Genomic_DNA	1
A0A9W8H1R1	2761396		JANBUL010000318	KAJ2777012.1	Genomic_DNA	1
A0A9W8H6W1	2761396		JANBUL010000140	KAJ2780391.1	Genomic_DNA	1
A0A9W8HQF2	2761395		JANBUO010001582	KAJ2797643.1	Genomic_DNA	1
A0A9W8IDD7	2650707		JANBUW010000006	KAJ2852062.1	Genomic_DNA	1
A0A9W8IG38	417176		JANBUY010000154	KAJ2862722.1	Genomic_DNA	1
A0A9W8LKD4	1126814		JANBUM010000091	KAJ2785323.1	Genomic_DNA	1
A0A9W8LSU1	2761395		JANBUO010000242	KAJ2805930.1	Genomic_DNA	1
A0A9W8M233	2650707		JANBUW010000017	KAJ2851135.1	Genomic_DNA	1
A0A9W8M6D4	417176		JANBUY010000108	KAJ2863875.1	Genomic_DNA	1
A0AA39M604	289476		JAUCMV010000001	KAK0422911.1	Genomic_DNA	1
A0AAD4MY73	166010		JAKKPZ010000059	KAI1705170.1	Genomic_DNA	1
A0AAD6T862	1745969		JARJCM010000020	KAJ7040646.1	Genomic_DNA	1
A0AAD6T8W8	1745969		JARJCM010000019	KAJ7041051.1	Genomic_DNA	1
A0AAD6UEA5	1033014		JARJCN010000005	KAJ7100707.1	Genomic_DNA	1
A0AAD6YJW0	153505		JARJCW010000014	KAJ7217120.1	Genomic_DNA	1
A0AAD6ZEL1	1033008		JARIHO010000055	KAJ7318949.1	Genomic_DNA	1
A0AAD7AIV8	1033008		JARIHO010000006	KAJ7359823.1	Genomic_DNA	1
A0AAD7JQN9	1033252		JARKIB010000020	KAJ7768197.1	Genomic_DNA	1
A0AAD7MIH2	230809		JARJLG010000296	KAJ7719100.1	Genomic_DNA	1
A0AAU9WGN4	46732		CALNXJ010000012	CAH3110206.1	Genomic_DNA	1
A0AAW0CQ31	297713		JAYKXP010000038	KAK7040129.1	Genomic_DNA	1
A0ABD2I4S2	97005		JBICCN010000351	KAL3075479.1	Genomic_DNA	1
A0ABD2JWA1	157864		JBICBT010000890	KAL3094887.1	Genomic_DNA	1
A0ABD2KIP0	157864		JBICBT010000749	KAL3102795.1	Genomic_DNA	1
A0ABD2KLI7	97005		JBICCN010000015	KAL3103299.1	Genomic_DNA	1
A0ABD2LMP6	157864		JBICBT010000358	KAL3116498.1	Genomic_DNA	1
A0ABD2M5Y3	157864		JBICBT010000177	KAL3121824.1	Genomic_DNA	1
A0ABD6E5N7	75299		JBGFUD010000381	MFH4974416.1	Genomic_DNA	1
A0ABQ0M0Y9	658473		DF849380	GAT57033.1	Genomic_DNA	1
A0ABQ3XK95	403638		BOMG01000092	GID58923.1	Genomic_DNA	1
A0ABQ3YK86	113561		BOMI01000190	GID80398.1	Genomic_DNA	1
A0ABR3FAS3	585013		JBAHYK010000633	KAL0572405.1	Genomic_DNA	1
A0ABR3IZU5	104357		JASNQZ010000012	KAL0948839.1	Genomic_DNA	1
A0ABT5BA12	2995305		JAQNDN010000011	MDC0670349.1	Genomic_DNA	1
A0ABT6WGX1	3045177		JASCTH010000005	MDI6098971.1	Genomic_DNA	1
A0ABT6X1I4	3045177		JASCTH010000052	MDI6105711.1	Genomic_DNA	1
A0ABV8JG77	1547892		JBHSBL010000041	MFC4072720.1	Genomic_DNA	1
A0ABW4AR86	512349		JBHTMK010000064	MFD1373088.1	Genomic_DNA	1
A0ACB0Y497	390850		CAVMJV010000005	CAK5031319.1	Genomic_DNA	1
A0ACB0Y7T5	390850		CAVMJV010000007	CAK5034158.1	Genomic_DNA	1
A0ACB0YFD1	390850		CAVMJV010000011	CAK5044479.1	Genomic_DNA	1
A0ACB7IK85	5321		WQMT02000011	KAG9217933.1	Genomic_DNA	1
A0ACC1K810	2789366		JANBUJ010000050	KAJ2774950.1	Genomic_DNA	1
A0ACC1KJ20	2663919		JANBUK010000267	KAJ2790761.1	Genomic_DNA	1
A0ACC1LGB1	1286919		JANBUN010000043	KAJ2807629.1	Genomic_DNA	1
A0ACC1LIP9	417177		JANBUP010000941	KAJ2809664.1	Genomic_DNA	1
A0ACC1M753	417176		JANBVB010000050	KAJ2898715.1	Genomic_DNA	1
A0ACC1M7I5	417176		JANBVB010000112	KAJ2897531.1	Genomic_DNA	1
A0ACC2UQA1	34485		QTSX02000077	KAJ9088926.1	Genomic_DNA	1
B8J766	455488		CP001359	ACL65256.1	Genomic_DNA	1
F0WYB1						0
V2X5U0	1381753		AWSO01000587	ESK89122.1	Genomic_DNA	1
V2YHW2	1381753		AWSO01000359	ESK91284.1	Genomic_DNA	1
