product	n_queries	freq_all	freq_with_data	total
sugar phosphate isomerase/epimerase	1	0.010	0.016	1
aminotransferase	1	0.010	0.016	1
rok family protein	1	0.010	0.016	1
tetratricopeptide repeat protein	1	0.010	0.016	1
pqq-dependent sugar dehydrogenase	1	0.010	0.016	1
gaf domain-containing protein	1	0.010	0.016	1
zinc-binding dehydrogenase	1	0.010	0.016	1
family 1 glycoside hydrolase	1	0.010	0.016	1
putative mfs hexose transporter	1	0.010	0.016	1
putative gpi anchored protein	1	0.010	0.016	1
pyoverdine/dityrosine biosynthesis protein	1	0.010	0.016	1
heterokaryon incompatibility protein-domain-containing protein	1	0.010	0.016	1
daunorubicin c-13 ketoreductase	1	0.010	0.016	1
pectate lyase superfamily protein-domain-containing protein	1	0.010	0.016	1
pyoverdine/dityrosine biosynthesis protein-domain-containing protein	1	0.010	0.016	1
26s proteasome regulatory subunit	1	0.010	0.016	1
putative glycosidase crh2	1	0.010	0.016	2
amidohydrolase 3	1	0.010	0.016	1
rna-binding domain-containing protein	1	0.010	0.016	1
glycoside hydrolase	1	0.010	0.016	1
elongation factor 1-gamma	1	0.010	0.016	1
mitochondrial translocator assembly and maintenance protein 41	1	0.010	0.016	1
transcriptional repressor	1	0.010	0.016	1
small nuclear ribonucleoprotein sm d1	1	0.010	0.016	1
cytochrome oxidase assembly	1	0.010	0.016	1
up in starvation	1	0.010	0.016	1
3'-5' rna exonuclease complex component	1	0.010	0.016	1
atpase-like protein	1	0.010	0.016	1
serpentine type 7tm gpcr chemoreceptor srd domain-containing protein	1	0.010	0.016	1
udp-glucoronosyl and udp-glucosyl transferase domain-containing protein	1	0.010	0.016	1
serpentine type 7tm gpcr chemoreceptor srt domain-containing protein	1	0.010	0.016	1
serine carboxypeptidase s28 domain-containing protein	1	0.010	0.016	1
palmitoyltransferase akr1	1	0.010	0.016	1
centromeric dna-binding histone h3-like protein cse4	1	0.010	0.016	1
ribonuclease h-like domain-containing protein	1	0.010	0.016	1
intradiol ring-cleavage dioxygenase	1	0.010	0.016	1
fungalysin metallopeptidase-domain-containing protein	1	0.010	0.016	1
family s53 protease-like protein	1	0.010	0.016	1
laccase	1	0.010	0.016	1
phosphatidylserine decarboxylase	1	0.010	0.016	1
carbohydrate-binding wsc	1	0.010	0.016	1
fad/nad-binding domain-containing protein	1	0.010	0.016	1
scf ubiquitin ligase complex subunit cdc4	1	0.010	0.016	1
ubia prenyltransferase family-domain-containing protein	1	0.010	0.016	1
3-hydroxyisobutyryl-coa hydrolase	1	0.010	0.016	1
fad/nad(p)-binding domain-containing protein	1	0.010	0.016	1
phosphatidylserine decarboxylase-domain-containing protein	1	0.010	0.016	1
indoleamine 2,3-dioxygenase	1	0.010	0.016	1
arabinofuranosidase	1	0.010	0.016	1
putative zinc metalloprotease	1	0.010	0.016	1
synaptobrevin	1	0.010	0.016	1
predicted protein	1	0.010	0.016	15
lipid ii flippase murj	1	0.010	0.016	1
nadp-dependent oxidoreductase	1	0.010	0.016	1
transcriptional regulator	1	0.010	0.016	1
tripeptidyl aminopeptidase	1	0.010	0.016	1
amino acid transporter	1	0.010	0.016	1
40s ribosomal protein s17.e.b	1	0.010	0.016	1
40s ribosomal protein s22	1	0.010	0.016	1
alpha/beta fold hydrolase	1	0.010	0.016	1
sdr family nad(p)-dependent oxidoreductase	1	0.010	0.016	1
sir2 family protein	1	0.010	0.016	1
exodeoxyribonuclease iii	1	0.010	0.016	1
sigma-54-dependent fis family transcriptional regulator	1	0.010	0.016	1
superoxide dismutase	1	0.010	0.016	1
sigma-54 dependent transcriptional regulator	1	0.010	0.016	1
duf1552 domain-containing protein	1	0.010	0.016	1
duf1588 domain-containing protein	1	0.010	0.016	1
mbl fold metallo-hydrolase	1	0.010	0.016	1
nitroreductase	1	0.010	0.016	1
lysine 2,3-aminomutase	1	0.010	0.016	1
asparagine synthase b	1	0.010	0.016	1
is30 family transposase	1	0.010	0.016	1
duf4253 domain-containing protein	1	0.010	0.016	1
lpxtg cell wall anchor domain-containing protein	1	0.010	0.016	1
nicotinamide mononucleotide transporter	1	0.010	0.016	1
alpha/beta hydrolase	1	0.010	0.016	1
tetr/acrr family transcriptional regulator	1	0.010	0.016	1
atp-binding cassette domain-containing protein	1	0.010	0.016	1
duf87 domain-containing protein	1	0.010	0.016	1
ggdef domain-containing protein	1	0.010	0.016	1
m4 family metallopeptidase	1	0.010	0.016	1
stas domain-containing protein	1	0.010	0.016	2
methyl-accepting chemotaxis protein	1	0.010	0.016	1
polysaccharide deacetylase family protein	1	0.010	0.016	1
signal peptidase i	1	0.010	0.016	1
pilz domain-containing protein	1	0.010	0.016	1
dead/deah box helicase	1	0.010	0.016	1
merr family transcriptional regulator	1	0.010	0.016	1
m28 family peptidase	1	0.010	0.016	1
thiamine pyrophosphate-binding protein	1	0.010	0.016	1
sensor histidine kinase	1	0.010	0.016	1
duf1996 domain-containing protein	1	0.010	0.016	1
cpbp family intramembrane glutamic endopeptidase	1	0.010	0.016	1
response regulator	1	0.010	0.016	1
duf305 domain-containing protein	1	0.010	0.016	1
dihydrodipicolinate synthase	1	0.010	0.016	1
dicer-like protein 1	1	0.010	0.016	1
dicer-2, isoform a	1	0.010	0.016	1
glutamine--fructose-6-phosphate transaminase (isomerizing)	1	0.010	0.016	1
extracellular triacylglycerol lipase precursor	1	0.010	0.016	1
c6 transcription	1	0.010	0.016	3
protein ycac	1	0.010	0.016	1
vacuolar amino acid permease	1	0.010	0.016	2
radh flavin-dependent halogenase	1	0.010	0.016	1
alpha-glucosidase	1	0.010	0.016	1
tkl tkl-ccin protein kinase	1	0.010	0.016	1
metal dependent phosphohydrolase	1	0.010	0.016	1
abc transporter related	1	0.010	0.016	1
glycoside hydrolase family 57	1	0.010	0.016	1
twin-arginine translocation pathway signal	1	0.010	0.016	1
phosphoribosylglycinamide formyltransferase 2	1	0.010	0.016	1
protein of unknown function duf214	1	0.010	0.016	1
(isocitrate dehydrogenase (nadp(+))) kinase	1	0.010	0.016	1
multiple antibiotic resistance (marc)-related protein	1	0.010	0.016	1
methyltransferase type 11	1	0.010	0.016	1
phosphomethylpyrimidine kinase	1	0.010	0.016	1
