protein_id	pfam
EMR68938	PF00571|CBS domain
EMR68939	PF00956|Nucleosome assembly protein (NAP)
EMR68940	PF03663|Glycosyl hydrolase family 76
GAB1316299	
GAB1316300	PF07938|Fungal fucose-specific lectin
GAB1316301	
GAB1316302	PF00069|Protein kinase domain
GAB1316303	PF00383|Cytidine and deoxycytidylate deaminase zinc-binding region
GAB1316304	
GAB1316305	
GAB1316306	PF13668|Ferritin-like domain
GAB1316307	
GAB1316308	PF00135|Carboxylesterase family
GAB1316310	
GAB1316311	
GAB1316312	PF05769|SIKE family
GAB1316313	PF00067|Cytochrome P450
GAB1316314	PF12796|Ankyrin repeats (3 copies)
GAB1316315	
GAB1316316	
GAB1316317	PF06985|Heterokaryon incompatibility protein (HET);PF26640|Domain of unknown function (DUF8212)
GAB1316318	
GAB1316319	
GCB27374	PF11951|Fungal specific transcription factor domain
GCB27375	PF00122|P-type ATPase actuator domain;PF00689|Cation transporting ATPase, C-terminus;PF00690|Cation transporter/ATPase, N-terminus;PF01699|Sodium/calcium exchanger protein;PF13246|P-type ATPase, cytoplasmic domain N
GCB27376	PF01699|Sodium/calcium exchanger protein
GCB27377	PF01699|Sodium/calcium exchanger protein
GCB27378	PF13374|Tetratricopeptide repeat;PF13424|Tetratricopeptide repeat
GCB27379	PF00106|short chain dehydrogenase
GCB27380	PF00004|ATPase family associated with various cellular activities (AAA);PF22942|Domain of unknown function (DUF7025);PF23232|Fungal AAA+ ATPase lid domain
GCB27381	
GCB27382	PF00544|Pectate lyase
GCB27383	
GCB27385	PF06355|Aegerolysin
GCB27386	PF07690|Major Facilitator Superfamily
GCB27387	
GCB27388	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain;PF04082|Fungal specific transcription factor domain
GCB27389	PF02515|CoA-transferase family III
GCB27390	PF00083|Sugar (and other) transporter;PF00725|3-hydroxyacyl-CoA dehydrogenase, C-terminal domain;PF02737|3-hydroxyacyl-CoA dehydrogenase, NAD binding domain
GCB27391	PF12697|Alpha/beta hydrolase family
GCB27392	PF00187|Chitin recognition protein;PF00704|Glycosyl hydrolases family 18
GCB27393	PF01476|LysM domain;PF12708|Rhamnogalacturonase A/epimerase, pectate lyase-like
GCB27394	PF12796|Ankyrin repeats (3 copies)
KAB5491496	PF00144|Beta-lactamase;PF00933|Glycosyl hydrolase family 3 N terminal domain
KAB5491497	PF00534|Glycosyl transferases group 1;PF13439|Glycosyltransferase Family 4
KAB5491498	
KAB5491499	PF00691|OmpA family
KAB5491500	PF00501|AMP-binding enzyme
KAB5491501	PF00550|Phosphopantetheine attachment site
KAB5491502	PF00132|Bacterial transferase hexapeptide (six repeats);PF17836|PglD N-terminal domain
KAB5491503	PF02397|Bacterial sugar transferase
KAB5491504	PF27533|CapK C-terminal domain
KAB5491505	PF00041|Fibronectin type III domain
KAB5491506	PF00403|Heavy-metal-associated domain
KAB5491507	PF07715|TonB-dependent Receptor Plug Domain;PF13715|CarboxypepD_reg-like domain
KAB5491508	
KAB5491509	PF27533|CapK C-terminal domain
KAB5491510	PF00534|Glycosyl transferases group 1;PF13477|Glycosyl transferase 4-like
KAB5491511	
KAB5491512	PF00984|UDP-glucose/GDP-mannose dehydrogenase family, central domain;PF03720|UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain;PF03721|UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
KAB5491513	
KAB5491514	PF04932|O-Antigen ligase
KAB5491515	PF13440|Polysaccharide biosynthesis protein
KAB8075477	PF03318|Clostridium epsilon toxin ETX/Bacillus mosquitocidal toxin MTX2
KAB8075478	PF00206|Lyase;PF10397|Adenylosuccinate lyase C-terminus
KAB8075479	PF00756|Putative esterase
KAB8075480	PF00005|ABC transporter;PF00664|ABC transporter transmembrane region
KAB8075481	PF07690|Major Facilitator Superfamily;PF13302|Acetyltransferase (GNAT) domain
KAB8075482	PF07992|Pyridine nucleotide-disulphide oxidoreductase
KAB8075483	PF07103|Protein of unknown function (DUF1365)
KAB8075484	PF00891|O-methyltransferase domain
KAB8075485	
KAB8075486	PF04828|Glutathione-dependent formaldehyde-activating enzyme
KAB8075488	
KAB8075489	PF07690|Major Facilitator Superfamily
KAB8075490	PF01968|Hydantoinase/oxoprolinase;PF02538|Hydantoinase B/oxoprolinase;PF05378|Hydantoinase/oxoprolinase N-terminal region;PF19278|Hydantoinase/oxoprolinase C-terminal domain
KAB8075491	PF24840|SigF NTF2-like domain
KAB8075492	PF21269|Trehalose synthase, N-terminal domain;PF27036|Trehalose phosphorylase-like, N-terminal domain
KAB8075493	PF13086|AAA domain;PF13087|AAA domain;PF20173|RZ type zinc finger domain
KAB8075494	
KAB8075495	PF00036|EF hand domain;PF13499|EF-hand domain pair
KAB8075496	
KAB8075497	PF02990|Endomembrane protein 70
KAB8201371	
KAB8201372	PF11807|Mycotoxin biosynthesis protein UstYa
KAB8201373	PF11807|Mycotoxin biosynthesis protein UstYa
KAB8201374	PF11807|Mycotoxin biosynthesis protein UstYa
KAB8201375	PF11807|Mycotoxin biosynthesis protein UstYa
KAB8201376	PF11807|Mycotoxin biosynthesis protein UstYa
KAB8201377	
KAB8201378	
KAB8201379	PF04389|Peptidase family M28
KAB8201380	PF07690|Major Facilitator Superfamily
KAB8201382	PF00324|Amino acid permease
KAB8201383	PF13520|Amino acid permease
KAB8201384	PF20684|Fungal rhodopsin domain
KAB8201385	
KAB8201386	PF11951|Fungal specific transcription factor domain
KAB8201387	
KAB8201388	
KAB8201389	PF01565|FAD binding domain;PF02913|FAD linked oxidases, C-terminal domain
KAB8201390	
KAB8201391	PF03446|NAD binding domain of 6-phosphogluconate dehydrogenase;PF14833|NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase
KAB8214832	PF04389|Peptidase family M28
KAB8214833	PF07690|Major Facilitator Superfamily
KAB8214835	PF00324|Amino acid permease
KAB8214836	PF13520|Amino acid permease
KAB8214837	PF11951|Fungal specific transcription factor domain
KAB8214838	
KAB8214839	
KAB8214840	
KAB8214841	PF01565|FAD binding domain;PF02913|FAD linked oxidases, C-terminal domain
KAB8214842	
KAB8214843	PF03446|NAD binding domain of 6-phosphogluconate dehydrogenase;PF14833|NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase
KAB8214844	
KAB8274904	PF01565|FAD binding domain;PF08031|Berberine and berberine like
KAB8274905	PF20684|Fungal rhodopsin domain
KAB8274906	
KAB8274907	PF03446|NAD binding domain of 6-phosphogluconate dehydrogenase;PF14833|NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase
KAB8274908	PF00069|Protein kinase domain
KAB8274909	
KAB8274910	PF11951|Fungal specific transcription factor domain
KAB8274911	PF20684|Fungal rhodopsin domain
KAB8274912	PF13520|Amino acid permease
KAB8274913	PF00324|Amino acid permease
KAB8274915	PF07690|Major Facilitator Superfamily
KAB8274916	PF11991|Tryptophan dimethylallyltransferase
KAB8274917	PF13489|Methyltransferase domain
KAB8274918	PF04389|Peptidase family M28
KAB8274919	
KAB8274920	PF11807|Mycotoxin biosynthesis protein UstYa
KAB8274921	PF11807|Mycotoxin biosynthesis protein UstYa
KAB8274922	PF11807|Mycotoxin biosynthesis protein UstYa
KAB8274923	PF11807|Mycotoxin biosynthesis protein UstYa
KAB8274924	PF11807|Mycotoxin biosynthesis protein UstYa
KAE8153490	
KAE8153491	PF00106|short chain dehydrogenase
KAE8153492	
KAE8153493	PF00808|Histone-like transcription factor (CBF/NF-Y) and archaeal histone
KAE8153494	PF00022|Actin
KAE8153495	PF10357|KIN17 WH-like domain;PF25095|KIN17 C2H2-type zinc finger domain
KAE8153496	PF00642|Zinc finger C-x8-C-x5-C-x3-H type (and similar)
KAE8153497	PF07574|Nse1 non-SMC component of SMC5-6 complex;PF08746|RING-like domain
KAE8153498	
KAE8153499	PF12340|Protein of unknown function (DUF3638);PF12359|Protein of unknown function (DUF3645);PF20255|Family of unknown function (DUF6606)
KAE8153501	PF00732|GMC oxidoreductase;PF05199|GMC oxidoreductase
KAE8153502	PF00339|Arrestin (or S-antigen), N-terminal domain
KAE8153503	PF13520|Amino acid permease
KAE8153504	PF20684|Fungal rhodopsin domain
KAE8153505	PF00457|Glycosyl hydrolases family 11
KAE8153506	PF00501|AMP-binding enzyme;PF00550|Phosphopantetheine attachment site;PF00668|Condensation domain
KAE8153507	PF11991|Tryptophan dimethylallyltransferase
KAE8153508	PF12697|Alpha/beta hydrolase family
KAE8153509	PF00083|Sugar (and other) transporter
KAE8153510	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain;PF11951|Fungal specific transcription factor domain
KAE8168436	
KAE8168437	
KAE8168438	PF01222|Ergosterol biosynthesis ERG4/ERG24 family
KAE8168439	PF02458|Transferase family
KAE8168440	PF00005|ABC transporter;PF01061|ABC-2 type transporter;PF06422|CDR ABC transporter;PF14510|ABC-transporter N-terminal;PF19055|ABC-2 type transporter
KAE8168441	PF03483|B3/4 domain
KAE8168442	PF11807|Mycotoxin biosynthesis protein UstYa
KAE8168443	PF12937|F-box-like
KAE8168444	
KAE8168445	PF07690|Major Facilitator Superfamily
KAE8168447	PF00324|Amino acid permease
KAE8168448	
KAE8168449	PF13520|Amino acid permease
KAE8168450	PF20684|Fungal rhodopsin domain
KAE8168451	
KAE8168452	PF11951|Fungal specific transcription factor domain
KAE8168453	
KAE8168454	PF07690|Major Facilitator Superfamily
KAE8168455	PF00195|Chalcone and stilbene synthases, N-terminal domain;PF02797|Chalcone and stilbene synthases, C-terminal domain
KAE8168456	PF03446|NAD binding domain of 6-phosphogluconate dehydrogenase;PF14833|NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase
KAE8317682	PF11807|Mycotoxin biosynthesis protein UstYa
KAE8317683	PF11807|Mycotoxin biosynthesis protein UstYa
KAE8317684	
KAE8317685	PF04389|Peptidase family M28
KAE8317686	
KAE8317687	
KAE8317688	PF11951|Fungal specific transcription factor domain
KAE8317689	PF20684|Fungal rhodopsin domain
KAE8317690	PF13520|Amino acid permease
KAE8317691	PF00324|Amino acid permease
KAE8317693	PF07690|Major Facilitator Superfamily
KAE8317694	PF01565|FAD binding domain;PF02913|FAD linked oxidases, C-terminal domain
KAE8317695	
KAE8317696	PF03446|NAD binding domain of 6-phosphogluconate dehydrogenase;PF14833|NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase
KAE8317697	
KAE8317698	PF20684|Fungal rhodopsin domain
KAE8317699	PF01565|FAD binding domain;PF08031|Berberine and berberine like
KAE8317700	
KAE8317701	PF08240|Alcohol dehydrogenase GroES-like domain
KAE8317702	
KAE8326623	PF20684|Fungal rhodopsin domain
KAE8326624	PF13640|2OG-Fe(II) oxygenase superfamily
KAE8326625	PF03446|NAD binding domain of 6-phosphogluconate dehydrogenase;PF14833|NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase
KAE8326626	PF00069|Protein kinase domain
KAE8326627	PF01565|FAD binding domain;PF02913|FAD linked oxidases, C-terminal domain
KAE8326628	
KAE8326629	PF11951|Fungal specific transcription factor domain
KAE8326630	PF20684|Fungal rhodopsin domain
KAE8326631	PF13520|Amino acid permease
KAE8326632	PF00324|Amino acid permease
KAE8326634	PF07690|Major Facilitator Superfamily
KAE8326635	PF04389|Peptidase family M28
KAE8326636	PF11807|Mycotoxin biosynthesis protein UstYa
KAE8326637	PF11807|Mycotoxin biosynthesis protein UstYa
KAE8326638	PF11807|Mycotoxin biosynthesis protein UstYa
KAE8326639	PF11807|Mycotoxin biosynthesis protein UstYa
KAE8326640	PF11807|Mycotoxin biosynthesis protein UstYa
KAE8326641	
KAE8326642	
KAE8326643	PF03483|B3/4 domain
KAE8370706	PF13640|2OG-Fe(II) oxygenase superfamily
KAE8370707	
KAE8370708	PF03446|NAD binding domain of 6-phosphogluconate dehydrogenase;PF14833|NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase
KAE8370709	PF00195|Chalcone and stilbene synthases, N-terminal domain;PF02797|Chalcone and stilbene synthases, C-terminal domain
KAE8370710	PF07690|Major Facilitator Superfamily
KAE8370711	
KAE8370712	PF11951|Fungal specific transcription factor domain
KAE8370713	PF20684|Fungal rhodopsin domain
KAE8370714	PF13520|Amino acid permease
KAE8370715	PF00324|Amino acid permease
KAE8370717	PF07690|Major Facilitator Superfamily
KAE8370718	PF12937|F-box-like
KAE8370719	PF10009|Uncharacterized protein conserved in bacteria (DUF2252)
KAE8370720	PF00023|Ankyrin repeat;PF12796|Ankyrin repeats (3 copies)
KAE8370721	PF03483|B3/4 domain
KAE8370722	
KAE8370723	PF00005|ABC transporter;PF01061|ABC-2 type transporter;PF06422|CDR ABC transporter;PF14510|ABC-transporter N-terminal;PF19055|ABC-2 type transporter
KAE8370724	PF02458|Transferase family
KAE8370725	PF07690|Major Facilitator Superfamily
KAE8370726	
KAE8374827	PF00295|Glycosyl hydrolases family 28
KAE8374828	PF06110|Thioredoxin domain-containing protein 17-like, thioredoxin domain
KAE8374829	
KAE8374830	
KAE8374831	PF01522|Polysaccharide deacetylase
KAE8374832	PF00005|ABC transporter;PF01061|ABC-2 type transporter;PF06422|CDR ABC transporter;PF14510|ABC-transporter N-terminal;PF19055|ABC-2 type transporter
KAE8374833	
KAE8374834	PF03483|B3/4 domain
KAE8374835	
KAE8374836	PF07690|Major Facilitator Superfamily
KAE8374838	PF00324|Amino acid permease
KAE8374839	PF00324|Amino acid permease
KAE8374840	
KAE8374841	PF11951|Fungal specific transcription factor domain
KAE8374842	
KAE8374843	
KAE8374844	
KAE8374845	PF03446|NAD binding domain of 6-phosphogluconate dehydrogenase;PF14833|NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase
KAE8374846	PF13640|2OG-Fe(II) oxygenase superfamily
KAE8374847	PF28402|Pneumocandin biosynthesis cluster protein B C-terminal domain
KAE8422256	PF12796|Ankyrin repeats (3 copies)
KAE8422257	PF07690|Major Facilitator Superfamily
KAE8422258	PF02458|Transferase family
KAE8422259	
KAE8422260	PF00005|ABC transporter;PF01061|ABC-2 type transporter;PF06422|CDR ABC transporter;PF14510|ABC-transporter N-terminal;PF19055|ABC-2 type transporter
KAE8422261	
KAE8422262	PF03483|B3/4 domain
KAE8422263	PF10009|Uncharacterized protein conserved in bacteria (DUF2252)
KAE8422264	PF12937|F-box-like
KAE8422265	PF07690|Major Facilitator Superfamily
KAE8422267	PF00324|Amino acid permease
KAE8422268	PF13520|Amino acid permease
KAE8422269	PF20684|Fungal rhodopsin domain
KAE8422270	
KAE8422271	PF11951|Fungal specific transcription factor domain
KAE8422272	
KAE8422273	PF07690|Major Facilitator Superfamily
KAE8422274	PF00195|Chalcone and stilbene synthases, N-terminal domain;PF02797|Chalcone and stilbene synthases, C-terminal domain
KAE8422275	PF03446|NAD binding domain of 6-phosphogluconate dehydrogenase;PF14833|NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase
KAE8422276	
KAF0323795	
KAF0323796	PF01184|GPR1/FUN34/yaaH family
KAF0323797	
KAF0323798	
KAF0323799	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain
KAF0323800	PF00890|FAD binding domain
KAF0323801	PF00082|Subtilase family;PF05922|Peptidase inhibitor I9
KAF0323802	PF01757|Acyltransferase domain
KAF0323803	PF05592|Bacterial alpha-L-rhamnosidase concanavalin-like domain;PF08531|Alpha-L-rhamnosidase N-terminal domain;PF17389|Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain;PF25788|Rha78A-like, N-terminal immunoglobulin domain
KAF0323804	PF20253|Family of unknown function (DUF6604)
KAF0323806	PF00264|Common central domain of tyrosinase
KAF0323807	PF04616|Glycosyl hydrolases family 43
KAF0323808	
KAF0323809	PF00082|Subtilase family;PF06280|Fn3-like domain
KAF0323810	PF00232|Glycosyl hydrolase family 1
KAF0323811	PF04082|Fungal specific transcription factor domain;PF04909|Amidohydrolase
KAF0323812	PF03171|2OG-Fe(II) oxygenase superfamily;PF14226|non-haem dioxygenase in morphine synthesis N-terminal
KAF0323813	PF00122|P-type ATPase actuator domain;PF00689|Cation transporting ATPase, C-terminus;PF00690|Cation transporter/ATPase, N-terminus;PF13246|P-type ATPase, cytoplasmic domain N
KAF0323814	PF00083|Sugar (and other) transporter
KAF0323815	PF00180|Isocitrate/isopropylmalate dehydrogenase
KAF2971272	PF15979|Glycosyl hydrolase family 115;PF17829|Glycosyl hydrolase family 115 C-terminal domain
KAF2971274	
KAF2971299	PF19086|Terpene synthase family 2, C-terminal metal binding
KAF2971300	PF01636|Phosphotransferase enzyme family
KAF2971301	PF00285|Citrate synthase, C-terminal domain
KAF2971302	PF00083|Sugar (and other) transporter
KAF2971303	PF00069|Protein kinase domain;PF26616|CorA-like transporters
KAF2971304	PF03142|Chitin synthase
KAF2971305	PF00984|UDP-glucose/GDP-mannose dehydrogenase family, central domain;PF03721|UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
