query_accession	nucleotide_acc	offset	is_target	gene_start	gene_end	strand	protein_id	locus_tag	product
A0A1F8A6I4	LYCR01000023	5	0	177395	179797	+	OGM47399.1	ABOM_002589	hypothetical protein
A0A1F8A6I4	LYCR01000023	6	0	185200	186910	+	OGM47463.1	ABOM_002590	hypothetical protein
A0A1F8A6I4	LYCR01000023	7	0	192255	192910	+	OGM47462.1	ABOM_002591	hypothetical protein
A0A1F8A6I4	LYCR01000023	8	0	198128	198646	-	OGM47409.1	ABOM_002592	integral membrane protein
A0A1F8A6I4	LYCR01000023	9	0	200883	202598	+	OGM47461.1	ABOM_002593	FAD binding domain protein
A0A1F8A6I4	LYCR01000023	10	0	204583	205495	-	OGM47460.1	ABOM_002594	quinone oxidoreductase
A0A1G7JAM5	FNAO01000020	-8	0	1	270	+	SDF21276.1	SAMN05421636_1201	Transposase DDE domain-containing protein
A0A1G7JAM5	FNAO01000020	-7	0	584	2908	+	SDF21306.1	SAMN05421636_1202	C-terminal processing protease CtpA/Prc, contains a PDZ domain
A0A1G7JAM5	FNAO01000020	-6	0	2957	3895	+	SDF21346.1	SAMN05421636_1203	Peptidase family S41
A0A1G7JAM5	FNAO01000020	-5	0	4083	4250	-	SDF21373.1	SAMN05421636_1204	hypothetical protein
A0A1G7JAM5	FNAO01000020	-4	0	4338	4592	-	SDF21407.1	SAMN05421636_1205	Transposase DDE domain-containing protein
A0A1G7JAM5	FNAO01000020	-3	0	4647	5072	-	SDF21443.1	SAMN05421636_1206	hypothetical protein
A0A1G7JAM5	FNAO01000020	-2	0	5102	5449	-	SDF21470.1	SAMN05421636_1207	hypothetical protein
A0A1G7JAM5	FNAO01000020	-1	0	5757	7109	+	SDF21499.1	SAMN05421636_1208	phenylacetate-CoA ligase
A0A1G7JAM5	FNAO01000020	0	1	7500	8861	-	SDF21529.1	SAMN05421636_1209	tyrosinase
A0A1G7JAM5	FNAO01000020	1	0	8901	10421	-	SDF21558.1	SAMN05421636_12010	Fibronectin type III domain-containing protein
A0A1G7JAM5	FNAO01000020	2	0	10550	11299	-	SDF21591.1	SAMN05421636_12011	sugar O-acyltransferase, sialic acid O-acetyltransferase NeuD family
A0A1G7JAM5	FNAO01000020	3	0	13161	13430	-	SDF21620.1	SAMN05421636_12012	Transposase DDE domain-containing protein
A0A1G7K2Z2	FNBD01000011	-10	0	55938	57026	+	SDF31268.1	SAMN04487992_11150	Glycosyltransferase involved in cell wall bisynthesis
A0A1G7K2Z2	FNBD01000011	-9	0	57065	58222	+	SDF31295.1	SAMN04487992_11151	Glycosyltransferase involved in cell wall bisynthesis
A0A1G7K2Z2	FNBD01000011	-8	0	58209	58862	+	SDF31305.1	SAMN04487992_11152	Sugar transferase involved in LPS biosynthesis (colanic, teichoic acid)
A0A1G7K2Z2	FNBD01000011	-7	0	58855	59475	+	SDF31339.1	SAMN04487992_11153	Sugar transferase involved in LPS biosynthesis (colanic, teichoic acid)
A0A1G7K2Z2	FNBD01000011	-6	0	59512	61296	+	SDF31362.1	SAMN04487992_11154	sugar O-acyltransferase, sialic acid O-acetyltransferase NeuD family
A0A1G7K2Z2	FNBD01000011	-5	0	61325	62038	-	SDF31380.1	SAMN04487992_11155	sugar O-acyltransferase, sialic acid O-acetyltransferase NeuD family
A0A1G7K2Z2	FNBD01000011	-4	0	62065	63369	-	SDF31401.1	SAMN04487992_11156	phenylacetate-CoA ligase
A0A1G7K2Z2	FNBD01000011	-3	0	63413	63763	-	SDF31436.1	SAMN04487992_11157	hypothetical protein
A0A1G7K2Z2	FNBD01000011	-2	0	63969	66209	+	SDF31468.1	SAMN04487992_11158	Outer membrane receptor for ferrienterochelin and colicins
A0A1G7K2Z2	FNBD01000011	-1	0	66214	66576	+	SDF31484.1	SAMN04487992_11159	Copper chaperone CopZ
A0A1G7K2Z2	FNBD01000011	0	1	66578	67933	-	SDF31517.1	SAMN04487992_11160	tyrosinase
A0A1G7K2Z2	FNBD01000011	1	0	67968	70316	-	SDF31543.1	SAMN04487992_11161	Chitodextrinase
A0A1G7K2Z2	FNBD01000011	2	0	70492	71457	-	SDF31568.1	SAMN04487992_11162	hypothetical protein
A0A1G7K2Z2	FNBD01000011	3	0	71460	72908	-	SDF31587.1	SAMN04487992_11163	D-alanyl-lipoteichoic acid acyltransferase DltB, MBOAT superfamily
A0A1G7K2Z2	FNBD01000011	4	0	73159	73596	-	SDF31614.1	SAMN04487992_11164	hypothetical protein
A0A1G7K2Z2	FNBD01000011	5	0	73599	74741	-	SDF31634.1	SAMN04487992_11165	N-acetyl-alpha-D-glucosaminyl L-malate synthase BshA
A0A1G7K2Z2	FNBD01000011	6	0	74890	77799	-	SDF31663.1	SAMN04487992_11166	beta-glucosidase
A0A1G7K2Z2	FNBD01000011	7	0	78008	78490	-	SDF31684.1	SAMN04487992_11167	hypothetical protein
A0A1G7K2Z2	FNBD01000011	8	0	78503	79294	-	SDF31709.1	SAMN04487992_11168	Cysteine-rich domain-containing protein
A0A1G7K2Z2	FNBD01000011	9	0	79307	80617	-	SDF31731.1	SAMN04487992_11169	4Fe-4S dicluster domain-containing protein
A0A1G7K2Z2	FNBD01000011	10	0	80621	81586	-	SDF31766.1	SAMN04487992_11170	phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein
A0A1M6NA87	FQYX01000060	-1	0	1	1206	+	SHJ92639.1	SAMN04487911_1601	hypothetical protein
A0A1M6NA87	FQYX01000060	0	1	1232	2584	+	SHJ92670.1	SAMN04487911_1602	tyrosinase
A0A1M6NA87	FQYX01000060	1	0	2663	3040	-	SHJ92694.1	SAMN04487911_1603	Copper chaperone CopZ
A0A1M6NA87	FQYX01000060	2	0	3095	5332	-	SHJ92720.1	SAMN04487911_1604	Outer membrane receptor proteins, mostly Fe transport
A0A1M6NA87	FQYX01000060	3	0	5664	6020	+	SHJ92744.1	SAMN04487911_1605	hypothetical protein
A0A1M6NA87	FQYX01000060	4	0	6108	7478	+	SHJ92772.1	SAMN04487911_1606	phenylacetate-CoA ligase
A0A1M6NA87	FQYX01000060	5	0	7605	7864	+	SHJ92806.1	SAMN04487911_1607	Winged helix-turn helix
A0A285MR25	OBEH01000002	-10	0	298344	301256	+	SNY99610.1	SAMN06265377_1421	beta-glucosidase
A0A285MR25	OBEH01000002	-9	0	301286	302428	+	SNY99611.1	SAMN06265377_1422	N-acetyl-alpha-D-glucosaminyl L-malate synthase BshA
A0A285MR25	OBEH01000002	-8	0	302498	302890	+	SNY99612.1	SAMN06265377_1423	hypothetical protein
A0A285MR25	OBEH01000002	-7	0	303010	304185	+	SNY99613.1	SAMN06265377_1424	Outer membrane protein OmpA
A0A285MR25	OBEH01000002	-6	0	304451	305734	+	SNY99614.1	SAMN06265377_1425	phenylacetate-CoA ligase
A0A285MR25	OBEH01000002	-5	0	305744	306781	-	SNY99615.1	SAMN06265377_1426	Sugar-transfer associated ATP-grasp
A0A285MR25	OBEH01000002	-4	0	306848	307879	-	SNY99616.1	SAMN06265377_1427	carbamoyl-phosphate synthase large subunit
A0A285MR25	OBEH01000002	-3	0	308231	308849	+	SNY99617.1	SAMN06265377_1428	hypothetical protein
A0A285MR25	OBEH01000002	-2	0	308937	309715	+	SNY99618.1	SAMN06265377_1429	Fibronectin type III domain-containing protein
A0A285MR25	OBEH01000002	-1	0	309751	310794	+	SNY99619.1	SAMN06265377_1430	Sugar-transfer associated ATP-grasp
A0A285MR25	OBEH01000002	0	1	310831	312234	+	SNY99620.1	SAMN06265377_1431	tyrosinase
A0A285MR25	OBEH01000002	1	0	312295	312657	-	SNY99621.1	SAMN06265377_1432	Copper chaperone CopZ
A0A285MR25	OBEH01000002	2	0	312661	314817	-	SNY99622.1	SAMN06265377_1433	Outer membrane receptor for ferrienterochelin and colicins
A0A285MR25	OBEH01000002	3	0	315066	315464	+	SNY99623.1	SAMN06265377_1434	hypothetical protein
A0A285MR25	OBEH01000002	4	0	315515	316888	+	SNY99624.1	SAMN06265377_1435	phenylacetate-CoA ligase
A0A285MR25	OBEH01000002	5	0	316902	317543	-	SNY99625.1	SAMN06265377_1436	Sugar transferase involved in LPS biosynthesis (colanic, teichoic acid)
A0A285MR25	OBEH01000002	6	0	317810	319819	+	SNY99626.1	SAMN06265377_1437	hypothetical protein
A0A285MR25	OBEH01000002	7	0	320071	321186	+	SNY99627.1	SAMN06265377_1438	GDPmannose 4,6-dehydratase
A0A285MR25	OBEH01000002	8	0	321186	322280	+	SNY99628.1	SAMN06265377_1439	GDP-L-fucose synthase
A0A285MR25	OBEH01000002	9	0	322323	323648	+	SNY99629.1	SAMN06265377_1440	Membrane protein involved in the export of O-antigen and teichoic acid
A0A285MR25	OBEH01000002	10	0	323775	325628	+	SNY99630.1	SAMN06265377_1441	asparagine synthase (glutamine-hydrolysing)
A0A2V1CZI9	KZ805956	0	1	1312	2432	-	PVH91111.1	DM02DRAFT_678236	Di-copper centre-containing protein
A0A2V1CZI9	KZ805956	1	0	3207	3371	+	PVH91112.1	DM02DRAFT_369649	hypothetical protein
A0A2Z4LVM5	CP030104	-10	0	3107078	3108304	-	AWX45783.1	HME9304_02813	hypothetical protein
A0A2Z4LVM5	CP030104	-9	0	3108417	3109586	-	AWX45784.1	HME9304_02814	hypothetical protein
A0A2Z4LVM5	CP030104	-8	0	3109595	3110818	-	AWX45785.1	HME9304_02815	hypothetical protein
A0A2Z4LVM5	CP030104	-7	0	3110847	3111794	-	AWX45786.1	HME9304_02816	hypothetical protein
A0A2Z4LVM5	CP030104	-6	0	3111877	3113118	-	AWX45787.1	HME9304_02817	hypothetical protein
A0A2Z4LVM5	CP030104	-5	0	3113174	3114121	-	AWX45788.1	HME9304_02818	hypothetical protein
A0A2Z4LVM5	CP030104	-4	0	3114128	3115570	-	AWX45789.1	HME9304_02819	putative alginate O-acetylase AlgI
A0A2Z4LVM5	CP030104	-3	0	3115766	3116818	-	AWX45790.1	HME9304_02820	hypothetical protein
A0A2Z4LVM5	CP030104	-2	0	3116991	3117113	-	AWX45791.1	HME9304_02821	hypothetical protein
A0A2Z4LVM5	CP030104	-1	0	3117474	3119330	+	AWX45792.1	HME9304_02822	Chitinase
A0A2Z4LVM5	CP030104	0	1	3119360	3120724	+	AWX45793.1	HME9304_02823	Tyrosinase
A0A2Z4LVM5	CP030104	1	0	3120758	3121108	-	AWX45794.1	HME9304_02824	hypothetical protein
A0A2Z4LVM5	CP030104	2	0	3121125	3123377	-	AWX45795.1	HME9304_02825	hypothetical protein
A0A2Z4LVM5	CP030104	3	0	3123775	3124140	+	AWX45796.1	HME9304_02826	hypothetical protein
A0A2Z4LVM5	CP030104	4	0	3124227	3125633	+	AWX45797.1	HME9304_02827	Phenylacetate--CoA ligase
A0A2Z4LVM5	CP030104	5	0	3125658	3126263	-	AWX45798.1	HME9304_02828	putative sugar transferase EpsL
A0A2Z4LVM5	CP030104	6	0	3126331	3128577	-	AWX45799.1	HME9304_02829	uncharacterized protein
A0A2Z4LVM5	CP030104	7	0	3128933	3130108	-	AWX45800.1	HME9304_02830	Capsular polysaccharide biosynthesis glycosyltransferase CapM
A0A2Z4LVM5	CP030104	8	0	3130616	3131590	+	AWX45801.1	HME9304_02831	General stress protein
A0A2Z4LVM5	CP030104	9	0	3131594	3132658	-	AWX45802.1	HME9304_02832	Poly(glycerol-phosphate) alpha-glucosyltransferase
A0A2Z4LVM5	CP030104	10	0	3132670	3134208	-	AWX45803.1	HME9304_02833	putative membrane protein EpsK
A0A316L4G5	QGEG01000002	-10	0	1392283	1394133	-	PWL39154.1	DKG77_13135	asparagine synthase (glutamine-hydrolyzing)
A0A316L4G5	QGEG01000002	-9	0	1394321	1395661	-	PWL39155.1	DKG77_13140	flippase
A0A316L4G5	QGEG01000002	-8	0	1395729	1396817	-	PWL39156.1	DKG77_13145	GDP-L-fucose synthase
A0A316L4G5	QGEG01000002	-7	0	1396818	1397933	-	PWL39157.1	DKG77_13150	GDP-mannose 4,6-dehydratase
A0A316L4G5	QGEG01000002	-6	0	1400010	1400096	-		DKG77_13155	DUF501 domain-containing protein
A0A316L4G5	QGEG01000002	-5	0	1400545	1401165	+	PWL39158.1	DKG77_13160	sugar transferase
A0A316L4G5	QGEG01000002	-4	0	1401183	1402556	-	PWL39159.1	DKG77_13165	CoF synthetase
A0A316L4G5	QGEG01000002	-3	0	1402617	1402832	-	PWL39160.1	DKG77_13170	hypothetical protein
A0A316L4G5	QGEG01000002	-2	0	1403181	1405415	+	PWL39161.1	DKG77_13175	TonB-dependent receptor
A0A316L4G5	QGEG01000002	-1	0	1405425	1405787	+	PWL39162.1	DKG77_13180	metal transporter
A0A316L4G5	QGEG01000002	0	1	1405837	1407198	-	PWL39163.1	DKG77_13185	tyrosinase
A0A316L4G5	QGEG01000002	1	0	1407258	1408301	-	PWL39164.1	DKG77_13190	hypothetical protein
A0A316L4G5	QGEG01000002	2	0	1408319	1409164	-	PWL39165.1	DKG77_13195	hypothetical protein
A0A317WBK9	MSFK01000020	-8	0	1531	1851	+	PWY81502.1	BO94DRAFT_547789	hypothetical protein
A0A317WBK9	MSFK01000020	-7	0	5996	7696	+	PWY81503.1	BO94DRAFT_547790	hypothetical protein
A0A317WBK9	MSFK01000020	-6	0	14092	15329	-	PWY81504.1	BO94DRAFT_536794	maltose permease
A0A317WBK9	MSFK01000020	-5	0	16890	17179	-	PWY81505.1	BO94DRAFT_587218	hypothetical protein
A0A317WBK9	MSFK01000020	-4	0	17897	18709	-	PWY81506.1	BO94DRAFT_536795	S-adenosyl-L-methionine-dependent methyltransferase
A0A317WBK9	MSFK01000020	-3	0	19316	20163	-	PWY81507.1	BO94DRAFT_547793	hypothetical protein
A0A317WBK9	MSFK01000020	-2	0	20679	21138	-	PWY81508.1	BO94DRAFT_547794	hypothetical protein
A0A317WBK9	MSFK01000020	-1	0	22282	23769	-	PWY81509.1	BO94DRAFT_557966	alpha/beta-hydrolase
A0A317WBK9	MSFK01000020	0	1	25039	25843	-	PWY81510.1	BO94DRAFT_144335	tyrosinase
A0A317WBK9	MSFK01000020	1	0	27874	29629	-	PWY81511.1	BO94DRAFT_144332	hypothetical protein
A0A317WBK9	MSFK01000020	2	0	31607	33676	-	PWY81512.1	BO94DRAFT_587225	hypothetical protein
A0A317WBK9	MSFK01000020	3	0	38061	38807	+	PWY81513.1	BO94DRAFT_536804	pectin lyase D
A0A317WBK9	MSFK01000020	4	0	40181	41938	-	PWY81514.1	BO94DRAFT_536805	alpha/beta-hydrolase
A0A317WBK9	MSFK01000020	5	0	43094	44111	-	PWY81515.1	BO94DRAFT_144555	NAD(P)-binding protein
A0A317WBK9	MSFK01000020	6	0	45128	46501	-	PWY81516.1	BO94DRAFT_547801	TPR-like protein
A0A317WBK9	MSFK01000020	7	0	47733	49080	+	PWY81517.1	BO94DRAFT_144776	calcium/proton exchanger
A0A317WBK9	MSFK01000020	8	0	49224	50540	-	PWY81518.1	BO94DRAFT_536808	hypothetical protein
A0A317WBK9	MSFK01000020	9	0	51275	52605	+	PWY81519.1	BO94DRAFT_144526	vacuolar calcium ion transporter
A0A317WBK9	MSFK01000020	10	0	52658	52978	-	PWY81520.1	BO94DRAFT_144721	hypothetical protein
A0A317UZS7	MSFU01000027	-10	0	157344	157922	+	PWY65430.1	BO83DRAFT_401901	hypothetical protein
A0A317UZS7	MSFU01000027	-9	0	160454	160708	-	PWY65431.1	BO83DRAFT_119327	hypothetical protein
A0A317UZS7	MSFU01000027	-8	0	160964	161965	+	PWY65432.1	BO83DRAFT_367933	hypothetical protein
A0A317UZS7	MSFU01000027	-7	0	164074	164716	-	PWY65433.1	BO83DRAFT_440269	general substrate transporter
A0A317UZS7	MSFU01000027	-6	0	166855	167599	-	PWY65434.1	BO83DRAFT_367938	3-hydroxyacyl-CoA dehyrogenase
A0A317UZS7	MSFU01000027	-5	0	168509	170302	+	PWY65435.1	BO83DRAFT_381392	alpha methylacyl-CoA racemase
A0A317UZS7	MSFU01000027	-4	0	170606	171315	-	PWY65436.1	BO83DRAFT_419956	hypothetical protein
A0A317UZS7	MSFU01000027	-3	0	173346	174275	+	PWY65437.1	BO83DRAFT_381396	YWTD domain-containing protein
A0A317UZS7	MSFU01000027	-2	0	175819	176870	+	PWY65438.1	BO83DRAFT_453113	hypothetical protein
A0A317UZS7	MSFU01000027	-1	0	177468	177980	-	PWY65439.1	BO83DRAFT_381397	hypothetical protein
A0A317UZS7	MSFU01000027	0	1	180341	181015	-	PWY65440.1	BO83DRAFT_381399	tyrosinase
A0A317UZS7	MSFU01000027	1	0	183088	184132	-	PWY65441.1	BO83DRAFT_401911	hypothetical protein
A0A317UZS7	MSFU01000027	2	0	192243	192839	+	PWY65442.1	BO83DRAFT_453123	pectin lyase D
A0A317UZS7	MSFU01000027	3	0	194602	195543	+	PWY65443.1	BO83DRAFT_345019	pfs domain-containing protein
A0A317UZS7	MSFU01000027	4	0	196450	197474	-	PWY65444.1	BO83DRAFT_119775	short chain dehydrogenase
A0A317UZS7	MSFU01000027	5	0	198407	199777	-	PWY65445.1	BO83DRAFT_119774	kinesin light chain 3
A0A317UZS7	MSFU01000027	6	0	200957	202294	+	PWY65446.1	BO83DRAFT_119766	vacuolar calcium ion transporter
A0A317UZS7	MSFU01000027	7	0	202445	203375	-	PWY65447.1	BO83DRAFT_381406	vacuolar calcium ion transporter
A0A317UZS7	MSFU01000027	8	0	204495	205857	+	PWY65448.1	BO83DRAFT_401918	plasma membrane calcium-transporting ATPase
A0A317UZS7	MSFU01000027	9	0	210533	211752	-	PWY65449.1	BO83DRAFT_345039	hypothetical protein
A0A317UZS7	MSFU01000027	10	0	213671	214311	+	PWY65450.1	BO83DRAFT_440284	hypothetical protein
A0A318ZGW2	KZ821456	-10	0	24709	25449	+	PYH35282.1	BO87DRAFT_405846	hypothetical protein
A0A318ZGW2	KZ821456	-9	0	26011	26618	-	PYH35283.1	BO87DRAFT_385563	hypothetical protein
A0A318ZGW2	KZ821456	-8	0	27710	28739	-	PYH35284.1	BO87DRAFT_458033	general substrate transporter
A0A318ZGW2	KZ821456	-7	0	30570	31638	-	PYH35285.1	BO87DRAFT_405848	3-hydroxyacyl-CoA dehyrogenase
A0A318ZGW2	KZ821456	-6	0	32223	34015	+	PYH35286.1	BO87DRAFT_375492	alpha methylacyl-CoA racemase
A0A318ZGW2	KZ821456	-5	0	34319	35513	-	PYH35287.1	BO87DRAFT_305903	hypothetical protein
A0A318ZGW2	KZ821456	-4	0	37064	37993	+	PYH35288.1	BO87DRAFT_375495	YWTD domain-containing protein
A0A318ZGW2	KZ821456	-3	0	38196	39020	-	PYH35289.1	BO87DRAFT_395936	MFS allantoate transporter
A0A318ZGW2	KZ821456	-2	0	40882	41929	+	PYH35290.1	BO87DRAFT_405852	hypothetical protein
A0A318ZGW2	KZ821456	-1	0	42467	42978	-	PYH35291.1	BO87DRAFT_375496	hypothetical protein
A0A318ZGW2	KZ821456	0	1	45336	46159	-	PYH35292.1	BO87DRAFT_26614	tyrosinase
A0A318ZGW2	KZ821456	1	0	46546	47184	-	PYH35293.1	BO87DRAFT_26694	hypothetical protein
A0A318ZGW2	KZ821456	2	0	48065	49802	-	PYH35294.1	BO87DRAFT_433894	hypothetical protein
A0A318ZGW2	KZ821456	3	0	52096	52971	+	PYH35295.1	BO87DRAFT_458042	hypothetical protein
A0A318ZGW2	KZ821456	4	0	57067	57824	+	PYH35296.1	BO87DRAFT_356461	pectin lyase D
A0A318ZGW2	KZ821456	5	0	59260	60390	+	PYH35297.1	BO87DRAFT_375500	purine and uridine phosphorylase
A0A318ZGW2	KZ821456	6	0	61090	62114	-	PYH35298.1	BO87DRAFT_26742	short chain dehydrogenase
A0A318ZGW2	KZ821456	7	0	62170	62505	-	PYH35299.1	BO87DRAFT_26730	hypothetical protein
A0A318ZGW2	KZ821456	8	0	63038	64408	-	PYH35300.1	BO87DRAFT_26764	kinesin light chain 3
A0A318ZGW2	KZ821456	9	0	64677	65123	+	PYH35301.1	BO87DRAFT_26749	hypothetical protein
A0A318ZGW2	KZ821456	10	0	65571	66904	+	PYH35302.1	BO87DRAFT_26750	vacuolar calcium ion transporter
A0A319E1L0	KZ826374	-9	0	13098	13877	-	PYI03927.1	BO78DRAFT_388885	hypothetical protein
A0A319E1L0	KZ826374	-8	0	14014	15148	-	PYI03928.1	BO78DRAFT_373902	hypothetical protein
A0A319E1L0	KZ826374	-7	0	16684	17670	+	PYI03929.1	BO78DRAFT_373903	P-loop containing nucleoside triphosphate hydrolase protein
A0A319E1L0	KZ826374	-6	0	22322	23916	+	PYI03930.1	BO78DRAFT_388888	hypothetical protein
A0A319E1L0	KZ826374	-5	0	29819	31069	-	PYI03931.1	BO78DRAFT_388889	maltose permease
A0A319E1L0	KZ826374	-4	0	34655	35425	-	PYI03932.1	BO78DRAFT_321565	hypothetical protein
A0A319E1L0	KZ826374	-3	0	35823	36635	-	PYI03933.1	BO78DRAFT_462910	S-adenosyl-L-methionine-dependent methyltransferase
A0A319E1L0	KZ826374	-2	0	37912	38365	-	PYI03934.1	BO78DRAFT_409374	hypothetical protein
A0A319E1L0	KZ826374	-1	0	39433	40848	-	PYI03935.1	BO78DRAFT_321509	hypothetical protein
A0A319E1L0	KZ826374	0	1	41628	42437	-	PYI03936.1	BO78DRAFT_399313	tyrosinase
A0A319E1L0	KZ826374	1	0	44399	46162	-	PYI03937.1	BO78DRAFT_321610	hypothetical protein
A0A319E1L0	KZ826374	2	0	47743	48372	-	PYI03938.1	BO78DRAFT_409378	aspartate transaminase
A0A319E1L0	KZ826374	3	0	49504	51573	-	PYI03939.1	BO78DRAFT_321529	hypothetical protein
A0A319E1L0	KZ826374	4	0	55893	57014	+	PYI03940.1	BO78DRAFT_399316	pectin lyase D
A0A319E1L0	KZ826374	5	0	57620	59386	-	PYI03941.1	BO78DRAFT_409381	alpha/beta-hydrolase
A0A319E1L0	KZ826374	6	0	60552	61567	-	PYI03942.1	BO78DRAFT_321427	NAD(P)-binding protein
A0A319E1L0	KZ826374	7	0	62430	63803	-	PYI03943.1	BO78DRAFT_186192	TPR-like protein
A0A319E1L0	KZ826374	8	0	64903	66252	+	PYI03944.1	BO78DRAFT_348536	vacuolar calcium ion transporter
A0A319E1L0	KZ826374	9	0	66404	67820	-	PYI03945.1	BO78DRAFT_321601	vacuolar calcium ion transporter
A0A319E1L0	KZ826374	10	0	68439	69766	+	PYI03946.1	BO78DRAFT_471578	plasma membrane calcium-transporting ATPase
