accession	organism_id	lineage	nucleotide_acc	protein_id	molecule_type	n_embl_refs
A0AAW0QU21	1337665		JAQQWP010000007	KAK8109406.1	Genomic_DNA	1
A0AB74C4H3						0
A0ABQ0GEZ1	1157608		BAAFSV010000003	GAB1316309.1	Genomic_DNA	1
A0ABQ6X2C6	1825620		ML735695	KAE8422266.1	Genomic_DNA	1
A0ABR0REJ7	1635080		JAVHJV010000013	KAK5938529.1	Genomic_DNA	1
A0ABR1Q1Z9	335848		JAQQWE010000007	KAK7946023.1	Genomic_DNA	1
A0ABR1RZG1	335849		JAQQWI010000008	KAK8023248.1	Genomic_DNA	1
A0ABR1VBU5	335842		JAQQWM010000004	KAK8068648.1	Genomic_DNA	1
A0ABR1VKF8	1337664		JAQQWN010000008	KAK8070368.1	Genomic_DNA	1
A0ABR1VWS6	2905665		JAQQWL010000005	KAK8074359.1	Genomic_DNA	1
A0ABR2JIV1	335852		JAPCWZ010000002	KAK8877741.1	Genomic_DNA	1
A0ABU2WI91	3075609		JAVRIC010000008	MDT0497290.1	Genomic_DNA	1
A0ABU3LA82	3076079		JAVTTP010000002	MDT7830651.1	Genomic_DNA	1
A0ABV8PKK5	1775168		JBHSCL010000004	MFC4220522.1	Genomic_DNA	1
A0ABW4XUU2	2055905		JBHUHU010000001	MFD2098870.1	Genomic_DNA	1
A0ABY6UQ04	29856		CABFNS010000844	VUC32086.1	Genomic_DNA	1
A0ACC1HST6	68401		JAMZIH010000338	KAJ1679507.1	Genomic_DNA	1
A0ACC2JU58	1108764		JAPUUL010000438	KAJ8130718.1	Genomic_DNA	1
A0ACC3AFN8	3383035		JAPDRQ010000022	KAJ9661542.1	Genomic_DNA	1
A0ACD1IDW1	1448317		KZ824550	RAK88483.1	Genomic_DNA	1
C9SL09	526221		DS985219	EEY19377.1	Genomic_DNA	1
E6X453	688270		CP002453	ADV50395.1	Genomic_DNA	1
G2X9U2	498257		DS572709	EGY15973.1	Genomic_DNA	1
I8A8A1						0
L2G1G8	1213859		ANPB02000007	KAF4479509.1	Genomic_DNA	1
M7SWL2	1287681		KB706150	EMR68933.1	Genomic_DNA	1
Q2U7F6	510516		AP007164	BAE62509.1	Genomic_DNA	2
T0JYN4						0
