sequence_id,filter_status
A0A0D1ZZE1,canonical
A0A0D2AGE3,canonical
A0A0D2ANN3,canonical
A0A0D2B6L8,canonical
A0A0D2BB96,canonical
A0A0D2BH13,canonical
A0A0D2BK54,canonical
A0A0D2BKG3,canonical
A0A0D2BQ72,canonical
A0A0D2BR19,canonical
A0A0D2BUH7,canonical
A0A0D2C2B9,canonical
A0A0D2C7N4,canonical
A0A0D2CCR2,canonical
A0A0D2CEU5,canonical
A0A0D2CGS3,canonical
A0A0D2CK37,canonical
A0A0D2CYM2,canonical
A0A0D2CZ06,canonical
A0A0D2D206,canonical
A0A0D2D664,canonical
A0A0D2D9V1,canonical
A0A0D2DPV7,canonical
A0A0D2DYM6,canonical
A0A0D2E0K9,canonical
A0A0D2EDR6,canonical
A0A0D2EE95,canonical
A0A0D2EIL3,canonical
A0A0D2EJY3,canonical
A0A0D2ETA8,canonical
A0A0D2EZC7,canonical
A0A0D2F3M9,canonical
A0A0D2F4M5,canonical
A0A0D2G164,canonical
A0A0D2G9B5,canonical
A0A0D2GDT0,canonical
A0A0D2HA46,canonical
A0A0D2HB08,canonical
A0A0D2HER3,canonical
A0A0D2HGH5,canonical
A0A0D2IAF0,canonical
A0A0D2IUZ3,canonical
A0A0D2IWH9,canonical
A0A0D2JFD5,canonical
A0A0D2JSE2,canonical
A0A0D2K829,canonical
A0A0D2KPV7,canonical
A0A0D2KQZ9,canonical
A0A0D2L070,canonical
A0A0D2LDS6,canonical
A0A0D2LGV5,canonical
A0A0D2MIA5,canonical
A0A0D2MNS5,canonical
A0A0D2N6P1,canonical
A0A0D2NI02,canonical
A0A0D2P6I0,canonical
A0A0D2PGN2,canonical
A0A0D2PWI2,canonical
A0A0D2R8B0,canonical
A0A0D2R8B7,canonical
A0A0D2RZ91,canonical
A0A0D2TW57,canonical
A0A0D2UGD8,canonical
A0A0D2VFA6,canonical
A0A0D2XK45,canonical
A0A0D2XQH2,canonical
A0A0D2XTU9,canonical
A0A0D2XZ37,canonical
A0A0D2Y718,canonical
A0A0D2YBM6,canonical
A0A0D2YK19,canonical
A0A0D3EUY4,canonical
A0A0D3G0L1,canonical
A0A0D3ITL1,canonical
A0A0D3IU29,canonical
A0A0D3JE56,canonical
A0A0D3JSQ2,canonical
A0A0D3JST8,canonical
A0A0D3L0P7,canonical
A0A0D3QE84,canonical
A0A0D3QEA5,canonical
A0A0D3QEB3,canonical
A0A0D3QEC2,canonical
A0A0D4D5X8,canonical
A0A0D4DDB6,canonical
A0A0D6B3K9,canonical
A0A0D6L5D9,canonical
A0A0D6LDG1,canonical
A0A0D6LE19,canonical
A0A0D6LFQ9,canonical
A0A0D6LVI5,canonical
A0A0D6LVJ5,canonical
A0A0D6LYK8,canonical
A0A0D6MD13,canonical
A0A0D6P930,canonical
A0A0D6R7V1,canonical
A0A0D7AWR7,canonical
A0A0D7AZP4,canonical
A0A0D7BDR1,canonical
A0A0D7BEH6,canonical
A0A0D7BKM1,canonical
A0A0D8BE38,canonical
A0A0D8Y241,canonical
A0A0D8Y996,canonical
A0A0D8Y9Y2,canonical
A0A0D8ZXF6,canonical
A0A0D8ZXW9,canonical
A0A0D8ZY20,canonical
A0A0D9NK72,canonical
A0A0D9NNM1,canonical
A0A0D9NRE3,canonical
A0A0D9NTT3,canonical
A0A0D9P6L9,canonical
A0A0D9R9M2,canonical
A0A0D9RY79,canonical
A0A0D9S0Q1,canonical
A0A0D9W9R3,canonical
A0A0D9YG01,canonical
A0A0D9ZQY0,canonical
A0A0D9ZQY1,canonical
A0A0E0C8Q0,canonical
A0A0E0DIL3,canonical
A0A0E0FUB3,canonical
A0A0E0FUB6,canonical
A0A0E0H672,canonical
A0A0E0JPQ3,canonical
A0A0E0JPQ4,canonical
A0A0E0KVG9,canonical
A0A0E0N3H7,canonical
A0A0E0N3I2,canonical
A0A0E0PEB1,canonical
A0A0E0RYC2,canonical
A0A0E1VPL6,canonical
A0A0E3J9W7,canonical
A0A0E4BYS9,canonical
A0A0F0GI82,canonical
A0A0F0I246,canonical
A0A0F0IBW7,canonical
A0A0F0IFR5,canonical
A0A0F0IHD9,canonical
A0A0F0IK08,canonical
A0A0F2M048,canonical
A0A0F2MHX9,canonical
A0A0F2MIH6,canonical
A0A0F2MJY8,canonical
A0A0F2MLY8,canonical
A0A0F2T924,canonical
A0A0F4G447,canonical
A0A0F4G6N0,canonical
A0A0F4G9M2,canonical
A0A0F4GHY4,canonical
A0A0F4GM26,canonical
A0A0F4GNX0,canonical
A0A0F4GR75,canonical
A0A0F4GRH8,canonical
A0A0F4GT00,canonical
A0A0F4GX97,canonical
A0A0F4H1R9,canonical
A0A0F4ITK2,canonical
A0A0F4JBG8,canonical
A0A0F4JVR7,canonical
A0A0F4XVI2,canonical
A0A0F4ZCE5,canonical
A0A0F4ZJV7,canonical
A0A0F6AHE7,canonical
A0A0F6YHH7,canonical
A0A0F7G9W3,canonical
A0A0F7KCK6,canonical
A0A0F7RVY0,canonical
A0A0F7RY93,canonical
A0A0F7S7B3,canonical
A0A0F7TJ40,canonical
A0A0F7TKD9,canonical
A0A0F7TMS3,canonical
A0A0F7TS50,canonical
A0A0F7TYM6,canonical
A0A0F7VGQ2,canonical
A0A0F7VZF4,canonical
A0A0F7ZGR3,canonical
A0A0F7ZHW4,canonical
A0A0F7ZJT6,canonical
A0A0F7ZKE7,canonical
A0A0F7ZKL0,canonical
A0A0F7ZPL7,canonical
A0A0F7ZRN8,canonical
A0A0F7ZUV5,canonical
A0A0F7ZWF9,canonical
A0A0F7ZYT2,canonical
A0A0F8A039,canonical
A0A0F8A0A1,canonical
A0A0F8A0K4,canonical
A0A0F8A1R3,canonical
A0A0F8A4Q7,canonical
A0A0F8B351,canonical
A0A0F8CNX3,canonical
A0A0F8URR2,canonical
A0A0F8W6I0,canonical
A0A0F8WX93,canonical
A0A0F9J123,canonical
A0A0F9WDC2,canonical
A0A0F9X0I7,canonical
A0A0F9ZGV2,canonical
A0A0G2DYV8,canonical
A0A0G2E4V6,canonical
A0A0G2EEK2,canonical
A0A0G2ET15,canonical
A0A0G2EUA6,canonical
A0A0G2EWS7,canonical
A0A0G2F5W5,canonical
A0A0G2F9B1,canonical
A0A0G2FCS1,canonical
A0A0G2FDL8,canonical
A0A0G2FG16,canonical
A0A0G2FI58,canonical
A0A0G2FLP9,canonical
A0A0G2FNI6,canonical
A0A0G2FTB0,canonical
A0A0G2FTH2,canonical
A0A0G2G035,canonical
A0A0G2GEG2,canonical
A0A0G2H6R0,canonical
A0A0G2HJR1,canonical
A0A0G2HXK2,canonical
A0A0G2I8P6,canonical
A0A0G2I941,canonical
A0A0G2IAS2,canonical
A0A0G2ICP6,canonical
A0A0G2IGH9,canonical
A0A0G2J5V5,canonical
A0A0G2J6J9,canonical
A0A0G2YLH0,canonical
A0A0G3BQ28,canonical
A0A0G3EXV0,canonical
A0A0G4GQD9,canonical
A0A0G4GTR9,canonical
A0A0G4HMU6,canonical
A0A0G4HRH3,canonical
A0A0G4I9S5,canonical
A0A0G4ICW5,canonical
A0A0G4IJY2,canonical
A0A0G4IK72,canonical
A0A0G4IPB5,canonical
A0A0G4IQ91,canonical
A0A0G4IUB1,canonical
A0A0G4IUQ3,canonical
A0A0G4J7H3,canonical
A0A0G4KK98,canonical
A0A0G4KKL5,canonical
A0A0G4KL14,canonical
A0A0G4KXE8,canonical
A0A0G4KXM3,canonical
A0A0G4KZ42,canonical
A0A0G4L6X2,canonical
A0A0G4LGJ4,canonical
A0A0G4LMV7,canonical
A0A0G4LN34,canonical
A0A0G4LPB5,canonical
A0A0G4M1R8,canonical
A0A0G4M3R1,canonical
A0A0G4N2N6,canonical
A0A0G4NL88,canonical
A0A0G4NN18,canonical
A0A0G4NN28,canonical
A0A0G4NX83,canonical
A0A0G4PWG2,canonical
A0A0H1B385,canonical
A0A0H1B458,canonical
A0A0H1B4Y0,canonical
A0A0H1BKK9,canonical
A0A0H1BKR6,canonical
A0A0H1BRE8,canonical
A0A0H1BRF6,canonical
A0A0H1R9T1,canonical
A0A0H2RSH5,canonical
A0A0H3HYW4,canonical
A0A0H5R6Z8,canonical
A0A0H5RCB1,canonical
A0A0H5RF96,canonical
A0A0H5S2I7,canonical
A0A0I9N9E9,canonical
A0A0I9XPQ9,canonical
A0A0I9Y4T4,canonical
A0A0I9ZEE2,canonical
A0A0J6H4S8,canonical
A0A0J6H9I7,canonical
A0A0J6IJN4,canonical
A0A0J6SSV4,canonical
A0A0J6XJT5,canonical
A0A0J6YFZ0,canonical
A0A0J6YKE2,canonical
A0A0J7AI25,canonical
A0A0J7AYB6,canonical
A0A0J7IIV1,canonical
A0A0J7Z2T4,canonical
A0A0J7ZCV6,canonical
A0A0J8QZ21,canonical
A0A0J8R972,canonical
A0A0J8RM30,canonical
A0A0J8RYC4,canonical
A0A0J9END7,canonical
A0A0J9UP62,canonical
A0A0J9UPS8,canonical
A0A0J9UPT4,canonical
A0A0J9UYA5,canonical
A0A0J9V2F4,canonical
A0A0J9VB39,canonical
A0A0J9VNP9,canonical
A0A0J9W938,canonical
A0A0J9W9W5,canonical
A0A0J9WIE9,canonical
A0A0J9WSW0,canonical
A0A0J9YBJ2,canonical
A0A0K0DST0,canonical
A0A0K0DT82,canonical
A0A0K0E814,canonical
A0A0K0ESW5,canonical
A0A0K0EYH4,canonical
A0A0K0EZE2,canonical
A0A0K0FIL8,canonical
A0A0K0G017,canonical
A0A0K0NPU9,canonical
A0A0K0YB13,canonical
A0A0K1ZKE1,canonical
A0A0K1ZP03,canonical
A0A0K2AS04,canonical
A0A0K6FKC6,canonical
A0A0K6FMF9,canonical
A0A0K6FMV0,canonical
A0A0K6FPB5,canonical
A0A0K6FPV3,canonical
A0A0K6FQJ6,canonical
A0A0K6FU45,canonical
A0A0K6FUE9,canonical
A0A0K6FYY1,canonical
A0A0K6FZ11,canonical
A0A0K6FZ23,canonical
A0A0K6FZJ5,canonical
A0A0K6G019,canonical
A0A0K6G833,canonical
A0A0K6G9I9,canonical
A0A0K6G9U9,canonical
A0A0K6GC82,canonical
A0A0K6GCX1,canonical
A0A0K6GD51,canonical
A0A0K6GEK7,canonical
A0A0K6GFZ7,canonical
A0A0K6GIP8,canonical
A0A0K6GIR3,canonical
A0A0K6GJ17,canonical
A0A0K8PDA5,canonical
A0A0K8PE74,canonical
A0A0K8PWI6,canonical
A0A0K9NMQ6,canonical
A0A0K9NTB7,canonical
A0A0K9P7U4,canonical
A0A0K9PD68,canonical
A0A0K9PS79,canonical
A0A0K9PZY4,canonical
A0A0K9Q3U4,canonical
A0A0L0GEJ5,canonical
A0A0L0HF05,canonical
A0A0L0HG65,canonical
A0A0L0HGD9,canonical
A0A0L0KD03,canonical
A0A0L0LVJ1,canonical
A0A0L0N6W4,canonical
A0A0L0NDW4,canonical
A0A0L0RXW5,canonical
A0A0L0RZ18,canonical
A0A0L0S5H6,canonical
A0A0L0S6J0,canonical
A0A0L0S771,canonical
A0A0L0SBE5,canonical
A0A0L0SHB1,canonical
A0A0L0SML6,canonical
A0A0L0SNS0,canonical
A0A0L0SY24,canonical
A0A0L0T1I9,canonical
A0A0L0T297,canonical
A0A0L0T3A5,canonical
A0A0L0T3E0,canonical
A0A0L0T7W0,canonical
A0A0L0TAE3,canonical
A0A0L0TBD6,canonical
A0A0L0TFC6,canonical
A0A0L0W3I3,canonical
A0A0L0W3R9,canonical
A0A0L1INA1,canonical
