protein_id	pfam
CAC5393224	PF00653|Inhibitor of Apoptosis domain
CAC5393225	PF00907|T-box
CAC5393226	
CAC5393227	
CAC5393228	PF13409|Glutathione S-transferase, N-terminal domain;PF13410|Glutathione S-transferase, C-terminal domain
CAC5393229	PF13409|Glutathione S-transferase, N-terminal domain;PF13410|Glutathione S-transferase, C-terminal domain
CAC5393230	PF13409|Glutathione S-transferase, N-terminal domain;PF13410|Glutathione S-transferase, C-terminal domain
CAC5393231	PF13409|Glutathione S-transferase, N-terminal domain;PF13410|Glutathione S-transferase, C-terminal domain
CAC5396268	PF00025|ADP-ribosylation factor family
CAC5396269	PF02798|Glutathione S-transferase, N-terminal domain;PF14497|Glutathione S-transferase, C-terminal domain
CAC5396270	
CAC5396271	PF02798|Glutathione S-transferase, N-terminal domain;PF13843|Transposase IS4
CAC5396272	PF02798|Glutathione S-transferase, N-terminal domain;PF13843|Transposase IS4
CAC5396273	PF07258|COMM domain;PF21672|COMMD2-7/10, HN domain
CAC5396274	PF14497|Glutathione S-transferase, C-terminal domain
CAC5396275	PF14497|Glutathione S-transferase, C-terminal domain
CAC5396276	PF02798|Glutathione S-transferase, N-terminal domain;PF14497|Glutathione S-transferase, C-terminal domain
CAC5396277	
CAC5396278	PF00264|Common central domain of tyrosinase
CAC5396279	
CAC5396280	PF00264|Common central domain of tyrosinase
CAC5396281	PF00264|Common central domain of tyrosinase
CAC5396282	PF00264|Common central domain of tyrosinase
CAC5396283	PF00264|Common central domain of tyrosinase
CAC5396284	PF07004|Sperm-tail PG-rich repeat
CAC5396285	
CAC5396286	PF00041|Fibronectin type III domain;PF07679|Immunoglobulin I-set domain;PF13882|Bravo-like intracellular region;PF13927|Immunoglobulin domain
CAC5396287	PF00041|Fibronectin type III domain;PF07679|Immunoglobulin I-set domain;PF13882|Bravo-like intracellular region;PF13927|Immunoglobulin domain
CAC5396288	PF00041|Fibronectin type III domain;PF07679|Immunoglobulin I-set domain;PF13927|Immunoglobulin domain
CAC5396289	
CAC5396290	
CAC5396291	
CAC5404482	
CAC5404483	
CAC5404484	
CAC5404485	
CAC5404486	
CAC5404487	
CAC5404488	
CAC5404489	PF00024|PAN domain;PF00147|Fibrinogen beta and gamma chains, C-terminal globular domain
CAC5404490	PF00147|Fibrinogen beta and gamma chains, C-terminal globular domain
CAC5404491	PF00147|Fibrinogen beta and gamma chains, C-terminal globular domain
CAC5404493	
CAC5404494	
CAC5404495	PF07679|Immunoglobulin I-set domain
CAC5404496	
CAC5404497	PF00090|Thrombospondin type 1 domain
CAC5404498	
CAC5404499	
CAC5404500	
CAC5404501	
CAC5404502	
CAC5404566	PF07177|Neuralized
CAC5404569	PF00249|Myb-like DNA-binding domain
CAC5404570	PF13181|Tetratricopeptide repeat
CAC5404571	
CAC5404572	PF03483|B3/4 domain;PF17759|Phenylalanyl tRNA synthetase beta chain CLM domain;PF18262|Phe-tRNA synthetase beta subunit B1 domain
CAC5404573	PF03483|B3/4 domain;PF17759|Phenylalanyl tRNA synthetase beta chain CLM domain;PF18262|Phe-tRNA synthetase beta subunit B1 domain
CAC5404574	PF03483|B3/4 domain;PF17759|Phenylalanyl tRNA synthetase beta chain CLM domain;PF18262|Phe-tRNA synthetase beta subunit B1 domain
CAC5404575	PF00619|Caspase recruitment domain;PF00656|Caspase domain
CAC5404576	PF00078|Reverse transcriptase (RNA-dependent DNA polymerase)
CAC5404577	PF00619|Caspase recruitment domain;PF00656|Caspase domain
CAC5404579	PF07690|Major Facilitator Superfamily
CAC5404580	PF02017|CIDE-N domain;PF09230|DNA fragmentation factor 40 kDa
CAC5404581	PF02017|CIDE-N domain;PF09230|DNA fragmentation factor 40 kDa
CAC5404582	PF21038|Centrosomal protein CEP104, N-terminal domain;PF21039|Centrosomal protein CEP104, ZnF;PF21040|Centrosomal protein CEP104, TOG domain
CAC5404583	PF21038|Centrosomal protein CEP104, N-terminal domain;PF21039|Centrosomal protein CEP104, ZnF;PF21040|Centrosomal protein CEP104, TOG domain
CAC5404584	PF21038|Centrosomal protein CEP104, N-terminal domain;PF21040|Centrosomal protein CEP104, TOG domain
CAC5404585	
CAC5404586	PF12796|Ankyrin repeats (3 copies);PF20720|Novel STAND NTPase 3
CAC5404587	PF02798|Glutathione S-transferase, N-terminal domain;PF14497|Glutathione S-transferase, C-terminal domain
CAC5404588	
CAG2208691	
CAG2208692	
CAG2208693	PF01026|TatD related DNase
CAG2208694	PF00264|Common central domain of tyrosinase
CAG2208695	
CAG2208696	PF00400|WD domain, G-beta repeat;PF02902|Ulp1 protease family, C-terminal catalytic domain;PF04434|SWIM zinc finger;PF15299|Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 8;PF21056|Zinc finger SWIM domain-containing protein 1/3, RNaseH-like domain
CAG2208697	PF00400|WD domain, G-beta repeat;PF02902|Ulp1 protease family, C-terminal catalytic domain;PF04434|SWIM zinc finger;PF15299|Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 8;PF21056|Zinc finger SWIM domain-containing protein 1/3, RNaseH-like domain
CAG2208698	PF00080|Copper/zinc superoxide dismutase (SODC)
CAG2208699	
CAG2208700	
CAG2208702	PF00264|Common central domain of tyrosinase
CAG2208703	PF00264|Common central domain of tyrosinase
CAG2208704	PF00264|Common central domain of tyrosinase
CAG2208705	PF02931|Neurotransmitter-gated ion-channel ligand binding domain;PF02932|Neurotransmitter-gated ion-channel transmembrane region
CAG2208706	
CAG2208707	
CAG2208708	
CAG2208709	PF00643|B-box zinc finger
CAG2208710	
CAG2208711	PF00098|Zinc knuckle
CAG2217637	
CAG2217638	PF14529|Endonuclease-reverse transcriptase
CAG2217639	PF00078|Reverse transcriptase (RNA-dependent DNA polymerase)
CAG2217640	PF03732|Retrotransposon-derived protein PEG10, N-terminal capsid-like domain
CAG2217641	
CAG2217642	PF00069|Protein kinase domain;PF00350|Dynamin family
CAG2217643	
CAG2217644	
CAG2217645	
CAG2217646	
CAG2217648	
CAG2217649	PF00147|Fibrinogen beta and gamma chains, C-terminal globular domain
CAG2217650	
CAG2217651	
CAG2217652	
CAG2217653	
CAG2217654	
CAG2217655	
CAG8276541	PF01992|ATP synthase (C/AC39) subunit
CAG8276589	PF01798|snoRNA binding domain, fibrillarin;PF08156|NOP5NT (NUC127) domain
CAG8276634	PF00083|Sugar (and other) transporter
CAG8276686	PF08450|SMP-30/Gluconolactonase/LRE-like region
CAG8276738	PF00389|D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain;PF02826|D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
CAG8276787	PF04909|Amidohydrolase
CAG8276822	PF07690|Major Facilitator Superfamily
CAG8276868	PF03328|HpcH/HpaI aldolase/citrate lyase
CAG8276916	PF00022|Actin
CAG8276963	PF00867|XPG I-region;PF18380|Holliday junction resolvase Gen1 C-terminal domain
CAG8277063	
CAG8277103	PF00378|Enoyl-CoA hydratase/isomerase;PF06792|Uncharacterised protein family (UPF0261) N-terminal domain;PF23189|Uncharacterised protein family (UPF0261) C-terminal domain
CAG8277150	PF09370|Phosphoenolpyruvate hydrolase-like
CAG8277171	
CAG8277221	
CAG8277258	
CAG8277306	PF01145|SPFH domain / Band 7 family
CAG8277348	PF00270|DEAD/DEAH box helicase;PF00271|Helicase conserved C-terminal domain;PF13959|ATP-dependent rRNA helicase SPB4-like, C-terminal extension;PF23681|ATP-dependent rRNA helicase SPB4-like, C-terminal tail
CAG8277395	
CAG8277444	
CAH3145268	
CAH3145270	PF07699|Tyrosine-protein kinase ephrin type A/B receptor-like
CAH3145272	PF00069|Protein kinase domain;PF00130|Phorbol esters/diacylglycerol binding domain (C1 domain);PF00169|PH domain;PF25525|Serine/threonine-protein kinase D1-like, ubiquitin-like domain
CAH3145274	PF02453|Reticulon
CAH3145276	PF00264|Common central domain of tyrosinase
CAH3145278	PF00264|Common central domain of tyrosinase
CAH3145280	PF00264|Common central domain of tyrosinase
CAH3145281	PF00264|Common central domain of tyrosinase
CAH3145282	
CAH3145283	PF00264|Common central domain of tyrosinase
CAH3145285	PF00264|Common central domain of tyrosinase
CAH3145286	PF02731|SKIP/SNW domain
CAH3145287	PF00685|Sulfotransferase domain
CAH3145288	PF00076|RNA recognition motif
CAH3145289	PF12770|CHAT domain
CAH3145290	PF00005|ABC transporter;PF06472|ABC transporter transmembrane region 2
CAH3145291	PF02221|ML domain
CAH3145292	PF02221|ML domain
CAH3145293	PF13086|AAA domain;PF13087|AAA domain;PF16399|Intron-binding protein aquarius N-terminal;PF21143|Intron-binding protein aquarius, beta-barrel;PF21144|Intron-binding protein aquarius insert domain
CAH3145294	PF00676|Dehydrogenase E1 component;PF02779|Transketolase, pyrimidine binding domain;PF16870|2-oxoglutarate dehydrogenase C-terminal
CAI4213198	
CAI4213199	
CAI4213200	PF00107|Zinc-binding dehydrogenase
CAI4213201	PF08028|Acyl-CoA dehydrogenase, C-terminal domain
CAI4213202	
CAI4213203	PF28379|Acyl-CoA N-acyltransferase verG N-terminal domain
CAI4213204	
CAI4213205	
CAI4213206	
CAI4213208	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain
CAI4213209	PF07995|Glucose / Sorbosone dehydrogenase
CAI4213210	
CAI4213211	PF07690|Major Facilitator Superfamily
CAI4213212	PF13561|Enoyl-(Acyl carrier protein) reductase
CAI4213213	PF00067|Cytochrome P450
CAI4213214	PF13561|Enoyl-(Acyl carrier protein) reductase
CAI4213215	PF00890|FAD binding domain
CAI4213216	PF00083|Sugar (and other) transporter
CAI4213264	PF03171|2OG-Fe(II) oxygenase superfamily
CAI4213265	PF27522|Oxidoreductase/YMDC permease-like domain
CAI4213266	PF04082|Fungal specific transcription factor domain
CAI4213267	PF07690|Major Facilitator Superfamily
CAI4213268	PF00743|Flavin-binding monooxygenase-like;PF06985|Heterokaryon incompatibility protein (HET)
CAI4213269	PF00230|Major intrinsic protein;PF07690|Major Facilitator Superfamily
CAI4213270	PF07690|Major Facilitator Superfamily
CAI4213271	PF08240|Alcohol dehydrogenase GroES-like domain
CAI4213273	PF00732|GMC oxidoreductase;PF05199|GMC oxidoreductase
CAI4213274	PF00732|GMC oxidoreductase;PF05199|GMC oxidoreductase
CAI4213275	PF00004|ATPase family associated with various cellular activities (AAA)
CAI4213276	PF20684|Fungal rhodopsin domain
CAI4213277	PF00326|Prolyl oligopeptidase family;PF02897|Prolyl oligopeptidase, N-terminal beta-propeller domain
CAI4213278	
CAI4213279	PF08241|Methyltransferase domain
CAI4213280	PF00083|Sugar (and other) transporter
CAI4213281	PF02668|Taurine catabolism dioxygenase TauD, TfdA family
CAI4213282	
CAI4213302	
CAI4213303	
CAI4213311	
CAI4213312	PF00743|Flavin-binding monooxygenase-like
CAI9584589	
CAI9584590	PF25787|Sleeping Beauty transposase HTH domain
CAI9584591	
CAI9584601	
CAI9584602	
CAI9584603	
CAI9584604	
CAI9584605	
CAI9584607	
CAI9584608	PF00240|Ubiquitin family
CAI9584609	PF28562|C14orf132
DBA14672	PF09787|Golgin subfamily A member 5
DBA14673	PF01271|Granin (chromogranin or secretogranin)
DBA14674	PF05770|Inositol 1,3,4-trisphosphate 5/6-kinase ATP-grasp domain;PF17927|Inositol 1,3,4-trisphosphate 5/6-kinase pre-ATP-grasp domain
DBA14675	PF15190|Transmembrane protein 251
DBA14676	PF15387|Domain of unknown function (DUF4611)
DBA14677	PF02207|Putative zinc finger in N-recognin (UBR box)
DBA14678	PF07679|Immunoglobulin I-set domain;PF13855|Leucine rich repeat
DBA14679	PF12937|F-box-like
DBA14680	
DBA14681	
DBA14683	PF00462|Glutaredoxin
DBA14684	
DBA14685	PF25803|Nesprin-1, spectrin repeats;PF25804|Nesprin-3 domain
DBA14686	PF00307|Calponin homology (CH) domain
DBA14687	PF00271|Helicase conserved C-terminal domain;PF00636|Ribonuclease III domain;PF02170|PAZ domain;PF03368|Dicer dimerisation domain;PF20931|Dicer, platform domain;PF20932|Dicer, dsRNA-binding domain
DBA14688	PF00046|Homeodomain
DBA14689	PF00079|Serpin (serine protease inhibitor)
DBA14690	PF00079|Serpin (serine protease inhibitor)
DBA14691	PF00079|Serpin (serine protease inhibitor)
DBA14692	PF00079|Serpin (serine protease inhibitor)
EDM73702	
EDM73703	PF00743|Flavin-binding monooxygenase-like
EDM73705	PF00126|Bacterial regulatory helix-turn-helix protein, lysR family;PF03466|LysR substrate binding domain
EDM73706	PF21340|Cip1-like, core domain
EDM73707	PF13191|AAA ATPase domain
GAA0329390	PF00754|F5/8 type C domain;PF02838|Glycosyl hydrolase family 20, domain 2;PF07555|beta-N-acetylglucosaminidase;PF21774|Hyaluronidase post-catalytic domain-like
GAA0329399	PF14279|HNH endonuclease
GAA0329408	PF00924|Mechanosensitive ion channel, beta-domain;PF21082|Mechanosensitive ion channel MscS, C-terminal;PF21088|Mechanosensitive ion channel, transmembrane helices 2/3
GAA0329416	PF00480|ROK family;PF12802|MarR family
GAA0329423	PF01547|Bacterial extracellular solute-binding protein
GAA0329432	PF00528|Binding-protein-dependent transport system inner membrane component
GAA0329440	PF00528|Binding-protein-dependent transport system inner membrane component
GAA0329451	PF02056|Family 4 glycosyl hydrolase;PF11975|Family 4 glycosyl hydrolase C-terminal domain
GAA0329457	PF01869|BadF/BadG/BcrA/BcrD ATPase family
GAA0329465	PF06236|Tyrosinase co-factor MelC1
GAA0329483	PF28326|Actinobacterial sensor domain
GAA0329492	PF00497|Bacterial extracellular solute-binding proteins, family 3
GAA0329501	
GAA0329510	PF00069|Protein kinase domain;PF16918|Protein kinase G tetratricopeptide repeat;PF16919|Protein kinase G rubredoxin domain
GAA0329518	PF13672|Protein phosphatase 2C
GAA0329527	PF13768|von Willebrand factor type A domain;PF18571|von Willebrand factor type A C-terminal domain
GAA0329534	PF00498|FHA domain
GAA0329541	PF01135|Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)
GAA0329549	PF01152|Bacterial-like globin
GAA0329558	PF26035|Domain of unknown function (DUF8010);PF26572|Domain of unknown function (DUF8185)
GAA4789061	
GAA4789068	PF00188|Cysteine-rich secretory protein family
GAA4789074	PF00188|Cysteine-rich secretory protein family;PF04542|Sigma-70 region 2
GAA4789081	PF03795|YCII-related domain
GAA4789088	PF04542|Sigma-70 region 2;PF08281|Sigma-70, region 4;PF20239|Family of unknown function (DUF6596)
GAA4789094	PF19707|Family of unknown function (DUF6204)
GAA4789098	PF10756|Bacterial PH domain
GAA4789104	PF01042|Endoribonuclease L-PSP
GAA4789110	PF01638|HxlR-like helix-turn-helix
GAA4789118	PF06236|Tyrosinase co-factor MelC1
GAA4789132	PF00075|RNase H
GAA4789138	PF00300|Histidine phosphatase superfamily (branch 1)
GAA4789145	PF00313|'Cold-shock' DNA-binding domain
GAA4789151	PF07690|Major Facilitator Superfamily
GAA4789158	PF01590|GAF domain;PF07228|Stage II sporulation protein E (SpoIIE);PF08448|PAS fold;PF13581|Histidine kinase-like ATPase domain
GAA4789165	
GAA4789170	PF07228|Stage II sporulation protein E (SpoIIE)
GAA4789176	
GAA4789183	PF00455|DeoR C terminal sensor domain;PF08220|DeoR-like helix-turn-helix domain
GAA4789191	PF03446|NAD binding domain of 6-phosphogluconate dehydrogenase;PF14833|NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase
GGT13295	
GGT13301	
GGT13307	PF03640|Secreted repeat of unknown function
GGT13313	PF04672|S-adenosyl methyltransferase
GGT13319	PF00563|EAL domain;PF00990|Diguanylate cyclase, GGDEF domain;PF08448|PAS fold
GGT13325	PF00126|Bacterial regulatory helix-turn-helix protein, lysR family;PF03466|LysR substrate binding domain
GGT13331	
GGT13337	PF00890|FAD binding domain;PF02910|Fumarate reductase flavoprotein C-term
GGT13343	PF12838|4Fe-4S dicluster domain;PF13085|2Fe-2S iron-sulfur cluster binding domain
GGT13349	PF06236|Tyrosinase co-factor MelC1
GGT13362	PF00296|Luciferase-like monooxygenase
GGT13369	PF25109|Polynucleotide kinase PNKP phosphatase domain
GGT13376	PF07311|Dodecin
GGT13382	PF01547|Bacterial extracellular solute-binding protein
GGT13388	PF13444|Acetyltransferase (GNAT) domain
GGT13395	PF01553|Acyltransferase
GGT13402	PF10017|Histidine-specific methyltransferase, SAM-dependent
GGT13412	PF13230|Glutamine amidotransferases class-II
GGT13418	PF03781|Sulfatase-modifying factor enzyme 1-like domain;PF12867|DinB superfamily
GGT13426	PF04107|Glutamate-cysteine ligase family 2(GCS2)
GGX52776	PF11220|Protein of unknown function (DUF3015)
GGX52784	PF13387|Lnb N-terminal periplasmic domain;PF25225|Domain of unknown function (DUF7843)
GGX52789	
GGX52796	
GGX52804	
GGX52811	
GGX52819	
GGX52825	
GGX52832	PF11319|Type VI secretion system VasI, EvfG, VC_A0118
GGX52838	PF00561|alpha/beta hydrolase fold
GGX52849	
GGX52856	PF00486|Transcriptional regulatory protein, C terminal;PF13191|AAA ATPase domain
GGX52862	PF07040|Protein of unknown function (DUF1326)
GGX52868	PF09948|Copper chaperone
GGX52874	PF11301|Protein of unknown function (DUF3103)
GGX52880	PF00440|Bacterial regulatory proteins, tetR family
GGX52885	PF07690|Major Facilitator Superfamily
GGX52890	PF01645|Conserved region in glutamate synthase;PF09360|Iron-binding zinc finger CDGSH type
GGX52895	
GGX52900	PF00990|Diguanylate cyclase, GGDEF domain
GHE81303	PF04542|Sigma-70 region 2;PF08281|Sigma-70, region 4
GHE81311	PF03734|L,D-transpeptidase catalytic domain;PF17964|Bacterial Ig domain
GHE81316	PF00144|Beta-lactamase
GHE81322	PF13581|Histidine kinase-like ATPase domain
GHE81328	PF13560|Helix-turn-helix domain;PF19054|Domain of unknown function (DUF5753)
GHE81332	PF04149|Domain of unknown function (DUF397)
GHE81345	PF06236|Tyrosinase co-factor MelC1
GHE81352	
GHE81358	PF04892|VanZ/LLP1
GHE81362	
GHE81367	PF07690|Major Facilitator Superfamily
GHE81373	PF04851|Type III restriction enzyme, res subunit
GHE81379	PF01614|Bacterial transcriptional regulator IclR C-terminal;PF09339|IclR helix-turn-helix domain
GHE81385	PF05362|Lon protease (S16) C-terminal proteolytic domain
GHE81391	PF12840|Helix-turn-helix domain
GHE81398	PF04069|Substrate binding domain of ABC-type glycine betaine transport system
GHF35804	
GHF35811	PF00081|Iron/manganese superoxide dismutases, alpha-hairpin domain;PF02777|Iron/manganese superoxide dismutases, C-terminal domain
GHF35818	PF01433|Peptidase family M1 domain;PF11838|ERAP1-like C-terminal domain;PF17900|Peptidase M1 N-terminal domain
GHF35825	
GHF35833	PF02446|4-alpha-glucanotransferase
GHF35840	PF00754|F5/8 type C domain;PF02838|Glycosyl hydrolase family 20, domain 2;PF07555|beta-N-acetylglucosaminidase;PF21774|Hyaluronidase post-catalytic domain-like
GHF35847	PF14279|HNH endonuclease
GHF35853	PF00924|Mechanosensitive ion channel, beta-domain;PF21082|Mechanosensitive ion channel MscS, C-terminal;PF21088|Mechanosensitive ion channel, transmembrane helices 2/3
GHF35860	PF16571|FBP C-terminal treble-clef zinc-finger
GHF35868	PF06236|Tyrosinase co-factor MelC1
GHF35882	PF28326|Actinobacterial sensor domain
GHF35889	PF00497|Bacterial extracellular solute-binding proteins, family 3
GHF35897	
GHF35904	
GHF35913	PF00069|Protein kinase domain;PF16918|Protein kinase G tetratricopeptide repeat;PF16919|Protein kinase G rubredoxin domain
GHF35920	PF13672|Protein phosphatase 2C
GHF35926	PF13768|von Willebrand factor type A domain;PF18571|von Willebrand factor type A C-terminal domain
GHF35932	PF00498|FHA domain
GHF35941	PF01152|Bacterial-like globin
GHF35948	PF26035|Domain of unknown function (DUF8010);PF26572|Domain of unknown function (DUF8185)
GHI69150	PF00270|DEAD/DEAH box helicase;PF00271|Helicase conserved C-terminal domain
GHI69151	PF00313|'Cold-shock' DNA-binding domain
GHI69152	
GHI69153	PF00703|Glycosyl hydrolases family 2;PF18368|Exo-beta-D-glucosaminidase Ig-fold domain;PF22666|Glycosyl hydrolase 2 galactose-binding domain-like
GHI69154	PF00383|Cytidine and deoxycytidylate deaminase zinc-binding region
GHI69155	PF00702|haloacid dehalogenase-like hydrolase
GHI69156	PF00583|Acetyltransferase (GNAT) family
GHI69157	
GHI69158	
GHI69159	PF09948|Copper chaperone
GHI69161	PF02585|GlcNAc-PI de-N-acetylase
GHI69162	PF00188|Cysteine-rich secretory protein family
GHI69163	PF00144|Beta-lactamase
GHI69164	PF01757|Acyltransferase domain
GHI69165	PF01522|Polysaccharide deacetylase;PF13641|Glycosyltransferase like family 2
GHI69166	
GHI69167	
GHI69168	PF00962|Adenosine deaminase
GHI69169	PF14085|Domain of unknown function (DUF4265)
GHI69170	PF00293|NUDIX domain
GHI74826	
GHI74827	
GHI74828	
GHI74829	PF00932|Lamin Tail Domain
GHI74830	
GHI74831	PF00144|Beta-lactamase
GHI74832	PF00188|Cysteine-rich secretory protein family
GHI74833	PF04264|YceI-like domain
GHI74834	PF03777|ChpA-C
GHI74835	PF09948|Copper chaperone
GHI74837	
GHI74838	PF00400|WD domain, G-beta repeat;PF20703|Novel STAND NTPase 1
GHI74839	PF00652|Ricin-type beta-trefoil lectin domain
GHI74840	PF07690|Major Facilitator Superfamily
GHI74841	PF00652|Ricin-type beta-trefoil lectin domain
GHI74842	
GHI74843	
GHI74844	PF12833|Helix-turn-helix domain
GHI74845	
GHI74846	PF13360|Outer membrane protein assembly factor BamB
GMI36378	PF07714|Protein tyrosine and serine/threonine kinase
GMI36379	PF00561|alpha/beta hydrolase fold
KAA2266049	PF00072|Response regulator receiver domain;PF00196|Bacterial regulatory proteins, luxR family
KAA2266050	PF02518|Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase;PF07730|Histidine kinase
KAA2266051	PF01061|ABC-2 type transporter
KAA2266052	PF00005|ABC transporter
KAA2266053	PF00587|tRNA synthetase class II core domain (G, H, P, S and T);PF03129|Anticodon binding domain
KAA2266054	PF03992|Antibiotic biosynthesis monooxygenase
KAA2266055	PF01475|Ferric uptake regulator family
KAA2266056	PF06236|Tyrosinase co-factor MelC1
KAA2266058	PF09323|DUF1980 N-terminal domain;PF21537|DUF1980 C-terminal domain
KAA2266059	PF03773|Predicted permease
KAA2266060	
