accession	organism_id	lineage	nucleotide_acc	protein_id	molecule_type	n_embl_refs
A0A6G1GZN1	1176131		ML977157	KAF1986411.1	Genomic_DNA	1
A0A6H9UQ49	2615112		VZRB01000044	KAB1140236.1	Genomic_DNA	1
A0A6I8QAH5	8364					0
A0A6J4TRP8						0
A0A6J8A749	42192		CACVKT020000738	CAC5362307.1	Genomic_DNA	1
A0A6J8CCA4	42192		CACVKT020005120	CAC5393221.1	Genomic_DNA	1
A0A6J8CIJ4	42192		CACVKT020005607	CAC5396278.1	Genomic_DNA	1
A0A6J8CKE6	42192		CACVKT020005607	CAC5396281.1	Genomic_DNA	2
A0A6J8D799	42192		CACVKT020006975	CAC5404578.1	Genomic_DNA	1
A0A6J8DAY9	42192		CACVKT020006964	CAC5404492.1	Genomic_DNA	1
A0A6L6WYS5	2681492		WPNZ01000009	MVO86662.1	Genomic_DNA	1
A0A6M4PSG3	2726118		CP053189	QJS13579.1	Genomic_DNA	1
A0A6M8NXE9	165450		MN508358	QKG01969.1	mRNA	1
A0A7D5M6X3	1470067		CP026995	QLH07531.1	Genomic_DNA	1
A0A7H8R1G7	121627		CP055900	QKX59521.1	Genomic_DNA	1
A0A7K0C9D4	2585196		WEGJ01000001	MQY10075.1	Genomic_DNA	1
A0A7W9UNQ5	67293		JACHJK010000002	MBB5925515.1	Genomic_DNA	1
A0A835Z854	303371		JAFCMP010000069	KAG5188431.1	Genomic_DNA	1
A0A8B6CGM7	29158		UYJE01001772	VDI04993.1	Genomic_DNA	1
A0A8B6CH58	29158		UYJE01001772	VDI04994.1	Genomic_DNA	1
A0A8B6DAE8	29158		UYJE01003079	VDI16353.1	Genomic_DNA	1
A0A8B6EUU7	29158		UYJE01005689	VDI39443.1	Genomic_DNA	1
A0A8B6FWG6	29158		UYJE01007425	VDI54710.1	Genomic_DNA	1
A0A8B6G0L3	29158		UYJE01007686	VDI57053.1	Genomic_DNA	1
A0A8B6G0N6	29158		UYJE01007686	VDI57054.1	Genomic_DNA	1
A0A8B6GUD9	29158		UYJE01009010	VDI69196.1	Genomic_DNA	1
A0A8B6GUE4	29158		UYJE01009010	VDI69193.1	Genomic_DNA	3
A0A8B8BJX3	6565					0
A0A8B8EBN7	6565					0
A0A8B8EDC2	6565					0
A0A8B8EEW4	6565					0
A0A8B8ERQ6	6565					0
A0A8H4W2C0	354080		JAAMPI010000811	KAF4628454.1	Genomic_DNA	1
A0A8H7IRY9						0
A0A8S3RKR7	6550		CAJPWZ010001117	CAG2208701.1	Genomic_DNA	1
A0A8S3SDN1	6550		CAJPWZ010001554	CAG2217647.1	Genomic_DNA	1
A0A8W8K7P4	29159					0
A0A918GY00	1951		BMQQ01000001	GGT13354.1	Genomic_DNA	1
A0A918K8V8	418750		BMXR01000004	GGX52844.1	Genomic_DNA	1
A0A918Y127	1306179		BMVF01000003	GHD85933.1	Genomic_DNA	1
A0A919B0T2	33904		BNBD01000002	GHF35875.1	Genomic_DNA	1
A0A919DUL7	68230		BNBT01000117	GHE81338.1	Genomic_DNA	1
A0A927QKQ5						0
A0A9D4GXD0	45954		JAIWYP010000005	KAH3824755.1	Genomic_DNA	1
A0A9D4H0G3	45954		JAIWYP010000005	KAH3824759.1	Genomic_DNA	1
A0A9D4ICM2	45954		JAIWYP010000009	KAH3768619.1	Genomic_DNA	1
A0A9P1H0N5	1442378		CALLCH030000007	CAI4213272.1	Genomic_DNA	1
A0A9P1M7K0	1442378		CALLCH030000007	CAI4213207.1	Genomic_DNA	1
A0A9P6G6A9	565426		WJXW01000016	KAF9729657.1	Genomic_DNA	1
A0A9P7YDW7	45428		MU251594	KAG9231566.1	Genomic_DNA	1
A0A9P8UG69	152316		JAGPXC010000006	KAH6651624.1	Genomic_DNA	1
A0A9W4N770	99116		CAJVOS010000093	CAG8277016.1	Genomic_DNA	1
A0A9X0C4D4	1882269		JAPWDS010000005	KAJ5497079.1	Genomic_DNA	1
A0A9X1PVV9	1077944		JAKEIP010000028	MCF1594053.1	Genomic_DNA	1
A0AA40F7U2	314040		JAUKUD010000001	KAK0752740.1	Genomic_DNA	1
A0AA88XQR2	66713		VSWD01000012	KAK3086853.1	Genomic_DNA	1
A0AA88YTD4	66713		VSWD01000002	KAK3106851.1	Genomic_DNA	1
A0AAD4HFX7	1912939		JABBWK010000075	KAG1894731.1	Genomic_DNA	1
A0AAD5T9G3	109957		JADGJH010000110	KAJ3137661.1	Genomic_DNA	1
A0AAD5UAC9	447962		JADGJW010000018	KAJ3227351.1	Genomic_DNA	1
A0AAE0T9M7	2493646		JAEAOA010000820	KAK3605738.1	Genomic_DNA	1
A0AAE0VIU4	2493646		JAEAOA010002241	KAK3578477.1	Genomic_DNA	1
A0AAE0WBG3	2493646		JAEAOA010001852	KAK3608054.1	Genomic_DNA	1
A0AAE8MR11	2041049		ONZQ02000002	SPN98636.1	Genomic_DNA	1
A0AAF3J2S3	2138241					0
A0AAN7CLQ4	1126955		MU857759	KAK4244075.1	Genomic_DNA	1
A0AAN8F1N7	6319		WIXE01024142	KAK5965877.1	Genomic_DNA	1
A0AAU9XFP2	46732		CALNXJ010000040	CAH3145284.1	Genomic_DNA	1
A0AAV2ZM57	30357		DYDO01000013	DBA14682.1	Genomic_DNA	1
A0ABD2HV04	157864		JBICBT010001397	KAL3069230.1	Genomic_DNA	1
A0ABD2HZK8	97005		JBICCN010000411	KAL3070290.1	Genomic_DNA	1
A0ABD2IFA8	157864		JBICBT010001252	KAL3076520.1	Genomic_DNA	1
A0ABD2IXF5	97005		JBICCN010000316	KAL3078003.1	Genomic_DNA	1
A0ABD2JQD7	157864		JBICBT010000920	KAL3092808.1	Genomic_DNA	1
A0ABD2L5J6	157864		JBICBT010000541	KAL3110429.1	Genomic_DNA	1
A0ABD2L835	157864		JBICBT010000535	KAL3110604.1	Genomic_DNA	1
A0ABD2LAM1	157864		JBICBT010000505	KAL3111504.1	Genomic_DNA	1
A0ABD2LMH4	157864		JBICBT010000358	KAL3116432.1	Genomic_DNA	1
A0ABD2M4S6	157864		JBICBT010000133	KAL3122508.1	Genomic_DNA	1
A0ABD3VGD3	1069815		JBJQND010000012	KAL3860645.1	Genomic_DNA	1
A0ABD3VGV3	1069815		JBJQND010000012	KAL3860837.1	Genomic_DNA	1
A0ABD3VIF5	1069815		JBJQND010000012	KAL3860838.1	Genomic_DNA	1
A0ABM3SUX7	9767					0
A0ABN1AUX7	173861		BAAAHB010000083	GAA0484400.1	Genomic_DNA	1
A0ABN9EIA3	386267		CATNWA010015562	CAI9584606.1	Genomic_DNA	1
A0ABP3FXV5	68180		BAAABW010000001	GAA0329471.1	Genomic_DNA	1
A0ABP9B2P4	568869		BAABJV010000014	GAA4789125.1	Genomic_DNA	1
A0ABQ3SM07	66374		BNEC01000005	GHI69160.1	Genomic_DNA	1
A0ABQ3T370	284039		BNED01000003	GHI74836.1	Genomic_DNA	1
A0ABQ6MZQ8	2962635		BRYB01000728	GMI36383.1	Genomic_DNA	1
A0ABQ8FHW2	1357716		JAFCIX010000102	KAH6598562.1	Genomic_DNA	1
A0ABQ9EE55	220873		JARBDR010000917	KAJ8302701.1	Genomic_DNA	1
A0ABR2UW80	138068		JARVKF010000342	KAK9418824.1	Genomic_DNA	1
A0ABR2XMR7	138064		JARVKM010000036	KAK9775098.1	Genomic_DNA	1
A0ABR3Y8K5	223376		JAZHXJ010000002	KAL1884276.1	Genomic_DNA	1
A0ABS1P986	2802280		JAERRH010000016	MBL1108936.1	Genomic_DNA	1
A0ABT7Z8T3	1977088		JAUEPL010000025	MDN3295855.1	Genomic_DNA	1
A0ABU0TC15	67370		JAUSZI010000002	MDQ1032334.1	Genomic_DNA	1
A0ABU2SMY1	3075519		JAVRFI010000008	MDT0450332.1	Genomic_DNA	1
A0ABV1UTF3	68285		JBEPBX010000008	MER6614068.1	Genomic_DNA	1
A0ABV3A804	67297		JBFAEG010000009	MEU5708078.1	Genomic_DNA	1
A0ABV9BPW4	68195		JBHSFS010000012	MFC4516074.1	Genomic_DNA	1
A0ABW7T5P6	97398		JBIRRB010000004	MFI0911727.1	Genomic_DNA	1
A0ABW8CT20	1896		JBITYT010000004	MFI9119659.1	Genomic_DNA	1
A0ABX1AHC8	2720025		JAATEM010000035	NJP53264.1	Genomic_DNA	1
A0ABX1INI2	33898		JAAXMD010000211	NKQ26865.1	Genomic_DNA	1
A0ABX2C6M7	2675748		WOEY01000188	NPT47998.1	Genomic_DNA	1
A0ABY7E0K8	6604		CP111015	WAR03513.1	Genomic_DNA	1
A0ABY7E8M5	6604		CP111015	WAR03506.1	Genomic_DNA	1
A0ABY7ESX1	6604		CP111019	WAR13072.1	Genomic_DNA	1
A0ABY7ET59	6604		CP111019	WAR13050.1	Genomic_DNA	1
A0ABY7EUY5	6604		CP111019	WAR13052.1	Genomic_DNA	1
A0ABY7EVT5	6604		CP111019	WAR12529.1	Genomic_DNA	1
A0ABY7EVT9	6604		CP111019	WAR13074.1	Genomic_DNA	1
A0ABY7EW52	6604		CP111019	WAR13051.1	Genomic_DNA	1
A0ABY7EX19	6604		CP111019	WAR13073.1	Genomic_DNA	1
A6GK98	391625		ABCS01000187	EDM73704.1	Genomic_DNA	1
D7F7N7						0
E7CLR6	34541		HM236056	ADT91165.1	Genomic_DNA	1
H2A0L0	102329		HE610377	CCE46151.1	mRNA	1
L0N6P7						0
P55027	8296		AF064803	AAC17168.1	mRNA	1
Q287T6	50426		DQ112679	AAZ66340.1	mRNA	1
S5UXE3	1214242		CP006259	AGS67709.1	Genomic_DNA	1
U5Y6V7	73031		KF318704	AGZ84288.1	mRNA	1
