name	majority_kingdom	frac_Fungi	frac_Metazoa	frac_Bacteria	frac_Viridiplantae	frac_Other_Eukaryota	frac_Unknown
A0A7H2XHW1_taxID_1530123_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0ABR4YW72_taxID_431269_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A7S2WAP3_taxID_1034831_model_A	Other_Eukaryota	0.0000	0.0000	0.0000	0.0000	0.6190	0.3810
A0A9W8GHU5_taxID_417178_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A4Q9RBJ6_taxID_2211392_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
D5GL91_taxID_656061_model	Bacteria	0.1053	0.0000	0.8947	0.0000	0.0000	0.0000
A0A1J9Q075_taxID_1658174_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A1K0GCJ9_taxID_56427_model_A	Bacteria	0.0000	0.0000	0.9444	0.0000	0.0000	0.0556
A0A4Y8T033_taxID_1428_model_A	Bacteria	0.0000	0.0556	0.9444	0.0000	0.0000	0.0000
A0A562PHQ5_taxID_871742_model_A	Unknown	0.0000	0.0000	0.4118	0.0000	0.0000	0.5882
K1RE44_taxID_29159_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0ACC8EKA8_taxID_794803_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0ABN8LP07_taxID_104178_model	Metazoa	0.0000	0.9375	0.0000	0.0000	0.0000	0.0625
A0A4T0VD25_taxID_80884_model_A	Fungi	0.9375	0.0000	0.0000	0.0000	0.0000	0.0625
A0A317XYW1_taxID_1882483_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C0NXG2_taxID_447093_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A6A4XPI4_taxID_120398_model_A	Other_Eukaryota	0.0000	0.0000	0.0000	0.0000	0.8667	0.1333
A0ABQ8FHW6_taxID_1357716_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A4T0BL07_taxID_5580_model_A	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0ACC3CDV4_taxID_2788_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0ABX3CAH5_taxID_1903179_model	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0AAN5YXU1_taxID_293939_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A1M6FXH1_taxID_1123357_model	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A0V1A2F9_taxID_990121_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
I7ZSX1_taxID_1160506_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
I4YAA8_taxID_671144_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0ABW1EU24_taxID_67265_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A8H7IQP6_taxID_45133_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Q5VM57_taxID_119864_model	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
P12031_taxID_6536_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A0D2Y718_taxID_660025_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0ABX7K4S3_taxID_2812000_model	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
W4M1T4_taxID_1429439_model	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0AA48HBG1_taxID_254955_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A8B6G5H6_taxID_29158_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
D7G9A4_taxID_2880_model	Other_Eukaryota	0.0000	0.0000	0.0000	0.0000	0.6667	0.3333
A0A9D4IXN3_taxID_45954_model	Metazoa	0.0000	0.7778	0.0000	0.0000	0.0000	0.2222
A0ACC2TWG8_taxID_34485_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A243BGP5_taxID_180881_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A9Q8USR0_taxID_5499_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A9W9NW18_taxID_5077_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A8B8BDB7_taxID_6565_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A8E2ERP3_taxID_574774_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0ABZ1TQA4_taxID_1961_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0ABR1G7F2_taxID_44056_model	Other_Eukaryota	0.0000	0.0000	0.0000	0.0000	0.6250	0.3750
A0A6J8BQ47_taxID_42192_model_A	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0ACC2S963_taxID_34485_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A1D120_taxID_331117_model	Fungi	0.8750	0.0000	0.0000	0.0000	0.0000	0.1250
A0A388LJ84_taxID_69332_model	Viridiplantae	0.0000	0.0000	0.0000	0.8750	0.0000	0.1250
A0A8T2V804_taxID_49495_model	Viridiplantae	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000
A0ACC2UAS6_taxID_34485_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0ABU4HHD3_taxID_1940611_model	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0AAD6D6A6_taxID_3151616_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
B5RHR0_taxID_515355_model_A	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0ABU4XE34_taxID_3072316_model	Bacteria	0.2857	0.0000	0.5714	0.0000	0.0000	0.1429
A0ABR4H9X8_taxID_176169_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
V9EUD3_taxID_1317065_model	Other_Eukaryota	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000
D7G530_taxID_2880_model	Other_Eukaryota	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000
A0A6C0KJH1_taxID_1070528_model_A	Unknown	0.0000	0.0000	0.0000	0.0000	0.4286	0.5714
A0A024UGQ1_taxID_157072_model_A	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A9P4W815_taxID_90978_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0ABR8NEN7_taxID_1921566_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A918UUM2_taxID_346377_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0AAD4G8T3_taxID_1328754_model	Fungi	0.8571	0.0000	0.0000	0.0000	0.0000	0.1429
A0ABR9UPM7_taxID_588587_model	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
M5FY28_taxID_1858805_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0ACC1K240_taxID_2663919_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0ABN3I3E9_taxID_66879_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0AA88YE74_taxID_66713_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0AAF6B471_taxID_1480154_model_A	Viridiplantae	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000
A0A6J8EA39_taxID_42192_model	Metazoa	0.0000	0.5000	0.0000	0.0000	0.0000	0.5000
A0AAD7UG90_taxID_2483200_model	Other_Eukaryota	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000
A0A9D4S052_taxID_45954_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0ABN8Q7Y1_taxID_104178_model_A	Unknown	0.0000	0.5000	0.0000	0.0000	0.0000	0.5000
A0A8T1WA89_taxID_221518_model	Other_Eukaryota	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000
A0A914EJ37_taxID_290746_model	Metazoa	0.0000	0.6667	0.0000	0.0000	0.0000	0.3333
A0A7X5YKZ1_taxID_74314_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A317VAN4_taxID_1448314_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0AC34F8Y4_taxID_591445_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A1V6R4C4_taxID_29845_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A2P6U1K7_taxID_3076_model	Viridiplantae	0.0000	0.0000	0.0000	0.8333	0.0000	0.1667
A0A3E0DHW6_taxID_238540_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A560KAP8_taxID_28077_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0AAN8MJL4_taxID_47235_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A9X8H3Z6_taxID_112090_model	Other_Eukaryota	0.0000	0.0000	0.0000	0.0000	0.6667	0.3333
D7F7P0_taxID_256056_model_A	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A1G8B6K0_taxID_504805_model_A	Bacteria	0.0000	0.0000	0.6000	0.0000	0.0000	0.4000
A0A917YB28_taxID_1623582_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A7R7XXA9_taxID_1220207_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0ABR1GDH9_taxID_44056_model	Other_Eukaryota	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000
A0A812PC05_taxID_1628268_model_A	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A6C0KLD2_taxID_1070528_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0ABQ9PEH4_taxID_1209924_model	Fungi	0.8000	0.0000	0.0000	0.0000	0.0000	0.2000
A0A8H5ZVG9_taxID_209559_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A9P1CS61_taxID_2562237_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0ABT7A7R5_taxID_1384038_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A560FH35_taxID_28077_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
B7VEV0_taxID_42249_model_A	Fungi	0.8000	0.0000	0.0000	0.0000	0.0000	0.2000
X0Q963_taxID_1219028_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
G2XK79_taxID_106299_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A0L8HYV5_taxID_37653_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0ABW1X6F3_taxID_162170_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A2B7X6I9_taxID_2060905_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A137PJ55_taxID_796925_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A8B6ECL8_taxID_29158_model_A	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0ABY5LRC9_taxID_747523_model	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A8E2F331_taxID_574774_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0AA95F4Q0_taxID_3121368_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0ABU9Y882_taxID_301154_model_A	Bacteria	0.0000	0.0000	0.7500	0.0000	0.0000	0.2500
A0A507FH99_taxID_246404_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0AAJ0BIF4_taxID_438768_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0AA36MVQ5_taxID_2562239_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A9W9L8K5_taxID_126998_model	Fungi	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000
A0A101MLX7_taxID_48697_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0AAN6M0W3_taxID_1892770_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A7M5XIS8_taxID_252671_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0ABN8NRX3_taxID_104759_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A385SND3_taxID_2321403_model	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0ABR0J2L1_taxID_1016849_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
F6R2I4_taxID_7719_model_A	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A812UTX8_taxID_2952_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0ACC1HGN9_taxID_68401_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A1H9TR89_taxID_402600_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A9P3G846_taxID_48140_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A9W9K980_taxID_116970_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G1XQQ0_taxID_756982_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0ACC2TSA8_taxID_34485_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A7C8R885_taxID_2813651_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A8T2IFN5_taxID_247094_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
E8T7H2_taxID_765698_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A0G4ICW5_taxID_1169474_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A507BB61_taxID_1093900_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0ABZ0TQ63_taxID_1173583_model	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0ABY9ITB8_taxID_2798799_model	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A409XK29_taxID_93625_model	Fungi	0.7500	0.0000	0.0000	0.0000	0.0000	0.2500
A0A137P4K7_taxID_796925_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A6A4Z1Y6_taxID_112090_model	Other_Eukaryota	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000
A0ABV2RXN8_taxID_375_model	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A0N5CHB0_taxID_174720_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A1R4H6E4_taxID_360316_model_A	Bacteria	0.0000	0.0000	0.6667	0.0000	0.0000	0.3333
A0A6J4N0K6_taxID_203437_model	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A0D6R7V1_taxID_56994_model	Fungi	0.6667	0.0000	0.0000	0.3333	0.0000	0.0000
A0A162K920_taxID_1081108_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A9W7ZTN6_taxID_417184_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A9W8HTJ6_taxID_1126814_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A1I4PP49_taxID_44574_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A369IH70_taxID_2282308_model	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A6A3VUU9_taxID_53985_model_A	Other_Eukaryota	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000
A0ACC2UNN5_taxID_34485_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A6G0QFF2_taxID_53985_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A7X1YCU5_taxID_1608996_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0AAD5X2U5_taxID_64517_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A7S2BXX5_taxID_236787_model	Other_Eukaryota	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000
A0A9D4IDS9_taxID_45954_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0ACC4D7E4_taxID_33203_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A4S2H0H1_taxID_2029849_model	Bacteria	0.0000	0.0000	0.6667	0.0000	0.0000	0.3333
A0A7S1A6W1_taxID_2966_model	Other_Eukaryota	0.0000	0.0000	0.0000	0.0000	0.6667	0.3333
A0A973WA96_taxID_1404411_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A418BCD2_taxID_112090_model	Other_Eukaryota	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000
A0ABD3VFH0_taxID_1069815_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A1D8P699_taxID_1850246_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A6V7V401_taxID_390850_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A7S3XTZ6_taxID_2829_model_A	Other_Eukaryota	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000
A0A8J5Q1X9_taxID_96318_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A7J5D2K3_taxID_2651189_model	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A093VIP7_taxID_1077442_model	Fungi	0.6667	0.0000	0.0000	0.0000	0.0000	0.3333
A0A239B9T9_taxID_1627892_model	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
R7QH23_taxID_2769_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A0L0T3A5_taxID_578462_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0ACA9Q961_taxID_160502_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A9D4IFB3_taxID_45954_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0AAD7UIM9_taxID_2483200_model_A	Other_Eukaryota	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000
F4NWE6_taxID_684364_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A914HSN4_taxID_31243_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A0A7CM93_taxID_74557_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0ABR1G8A5_taxID_44056_model	Other_Eukaryota	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000
A0A8H6YHY9_taxID_230812_model_A	Fungi	0.6667	0.0000	0.0000	0.0000	0.0000	0.3333
S4Y1J2_taxID_1254432_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A517MIN1_taxID_1930274_model_A	Bacteria	0.0000	0.0000	0.6667	0.0000	0.0000	0.3333
L7JPW8_taxID_1143193_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0AAW0RA81_taxID_1337665_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A0W8DAM1_taxID_4792_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A0F6AHE7_taxID_1129367_model	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0AA40C5N3_taxID_869390_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A401VX81_taxID_92743_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A9Q3H9V3_taxID_1389203_model	Unknown	0.3333	0.0000	0.0000	0.0000	0.0000	0.6667
A0AAN6PSA1_taxID_113614_model_A	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A7G5C193_taxID_2598458_model	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
K1PI66_taxID_29159_model_A	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0AAF3EPZ4_taxID_2138241_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A1I4MA92_taxID_44574_model	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0ABD2I4S2_taxID_97005_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A914L8Q5_taxID_6306_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A9X0BRX4_taxID_1303715_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A7C8NXU1_taxID_2813651_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A8J3BBZ6_taxID_53371_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0ABT4AC96_taxID_2995310_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0ABV9I266_taxID_2041041_model_A	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A9W9MFP2_taxID_2972120_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Q0UEG5_taxID_321614_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0A1H7VPR3_taxID_183556_model_A	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0ABR4NG22_taxID_2732419_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
D0N9N0_taxID_403677_model	Other_Eukaryota	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000
A0ABD2HV04_taxID_157864_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A7R9Q0Z3_taxID_1979941_model_A	Metazoa	0.0000	0.6667	0.0000	0.0000	0.0000	0.3333
A0A9P8G4G9_taxID_46634_model_A	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
A0A167H3K1_taxID_1330018_model_A	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0ABD2JQD7_taxID_157864_model	Metazoa	0.0000	0.6667	0.0000	0.0000	0.0000	0.3333
A0ABX1J3I2_taxID_2724524_model	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0ACC2SZ27_taxID_34485_model	Fungi	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
A0ABM4B626_taxID_6087_model	Metazoa	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000
A0A9X1T348_taxID_2907202_model_A	Bacteria	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000
A0A6C0HZK6_taxID_1070528_model_A	Unknown	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
