cluster_rep	cluster_size	log_cluster_size	agger_type	cys_in_shell	n_agger_members	group_a	group_b	group_c	group_d	group_e	group_f	group_g	group_h	group_i	group_j	group_k	group_l
D7F7N8_taxID_541221_model_A	9	0.9542	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8S3RHI5_taxID_6550_model_A	9	0.9542	type1	0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0
A0A812WL81_taxID_1628268_model	9	0.9542	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AA42B8L4_taxID_1215918_model	8	0.9031	unassigned	0.5000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A494XK40_taxID_2419778_model	8	0.9031	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
B5RHR0_taxID_515355_model_A	8	0.9031	type2	0.6250	2	0	0	0	0	0	0	0	0	0	2	0	0
A0ABD2I4S2_taxID_97005_model	7	0.8451	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A397DXJ3_taxID_112090_model	7	0.8451	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABN8N4G6_taxID_104759_model_A	7	0.8451	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A918UUM2_taxID_346377_model_A	7	0.8451	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A285BU58_taxID_44577_model_A	6	0.7782	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
M5FY28_taxID_1858805_model	6	0.7782	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A812JR76_taxID_1628268_model	6	0.7782	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8B8ESA4_taxID_6565_model_A	5	0.6990	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A166CKA0_taxID_1314776_model	5	0.6990	unassigned	0.8000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABY8UIN7_taxID_3088_model	5	0.6990	unassigned	0.6000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A7S0LHE4_taxID_221442_model_A	5	0.6990	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A4P9X7U9_taxID_1555241_model	4	0.6021	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
Q2Y722_taxID_323848_model_A	4	0.6021	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
W3VU69_taxID_84754_model	4	0.6021	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
F6WL94_taxID_7719_model	4	0.6021	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAE3YLB9_taxID_137266_model_A	4	0.6021	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A813K9V7_taxID_89957_model	4	0.6021	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A418AND4_taxID_157072_model	4	0.6021	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A507FDN0_taxID_246404_model	3	0.4771	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAN4PFQ7_taxID_293939_model	3	0.4771	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H3D1S1_taxID_456999_model	3	0.4771	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABP0KF76_taxID_1381693_model_A	3	0.4771	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A9G933_taxID_448385_model_A	3	0.4771	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0V0YE73_taxID_6337_model	3	0.4771	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
L7JPW8_taxID_1143193_model	3	0.4771	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABM1VVY2_taxID_6500_model	3	0.4771	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A507EFD5_taxID_109895_model	3	0.4771	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAN6PSA1_taxID_113614_model_A	3	0.4771	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1I4VE96_taxID_44574_model_A	3	0.4771	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAV9ILT6_taxID_3028027_model	3	0.4771	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A7S4QPD7_taxID_49249_model	3	0.4771	unassigned	0.3333	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABS1MHS4_taxID_2802282_model_A	3	0.4771	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A5J9TU90_taxID_38414_model	3	0.4771	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A162K920_taxID_1081108_model	3	0.4771	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1E7FM11_taxID_635003_model	3	0.4771	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ACC4D7E4_taxID_33203_model	3	0.4771	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A3N4KYW5_taxID_1392247_model	3	0.4771	unassigned	0.6667	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD7UNL2_taxID_2483200_model	3	0.4771	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABQ9DKS8_taxID_1566151_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9N8WZP9_taxID_5518_model	2	0.3010	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A6G0X2P4_taxID_100861_model_A	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0V1DE70_taxID_45882_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABR2XQ66_taxID_138064_model_A	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
W6ZHH7_taxID_930090_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A4Z1K5V5_taxID_87229_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD9KZ40_taxID_27915_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
R1D043_taxID_2903_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A6J8ENF3_taxID_42192_model_A	2	0.3010	type1	0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0
G4Z7X0_taxID_1094619_model_A	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABY7ESX1_taxID_6604_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABR9BSA8_taxID_2774143_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A4Q2V7C7_taxID_451672_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
W6Y2N7_taxID_930089_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A7S3RCE1_taxID_2903_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
R0ISP9_taxID_671987_model	2	0.3010	type1	0.0000	1	0	0	0	0	0	1	0	0	0	0	0	0
A0AAD8AV10_taxID_112525_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0G4N7R0_taxID_100787_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABN8SN36_taxID_104178_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
N4XMY1_taxID_665024_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ACC2U405_taxID_34485_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H5Z2U4_taxID_1567541_model	2	0.3010	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0A1UJW0_taxID_1086054_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0E0PEB1_taxID_4529_model	2	0.3010	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
R1E2E0_taxID_2903_model	2	0.3010	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
E3REK7_taxID_861557_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ACC2T2P1_taxID_34485_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9P7HHT8_taxID_40199_model	2	0.3010	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD7XMM2_taxID_2483200_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8K0KU96_taxID_123851_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9Q6S7U7_taxID_75105_model	2	0.3010	unassigned	0.5000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A7D9J5S3_taxID_317549_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABR0JJU7_taxID_1016849_model_A	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
G1X3U2_taxID_756982_model_A	2	0.3010	type2	1.0000	1	0	0	0	0	0	0	0	0	0	0	0	1
A0ABV4X3A9_taxID_3153654_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAE4C8H8_taxID_137266_model_A	2	0.3010	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A368GCB1_taxID_29170_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABY7EX19_taxID_6604_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8S3V8L1_taxID_6550_model	2	0.3010	type1	0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0
A0ABQ9EAR7_taxID_220873_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
F0Y635_taxID_44056_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
F4NVT9_taxID_684364_model	2	0.3010	type1	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0
A0A177X0C6_taxID_403673_model	2	0.3010	type1	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0
A0A409WY02_taxID_93625_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABY7EVT9_taxID_6604_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABR6YEY6_taxID_2762297_model_A	2	0.3010	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A914E549_taxID_290746_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A6J8E972_taxID_42192_model	2	0.3010	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9D4LIH2_taxID_45954_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABD1H5D5_taxID_28513_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0V1BIN6_taxID_6334_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0A7CP65_taxID_1202772_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9N7UE72_taxID_8262_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAN5YGU4_taxID_293939_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1Y2B8A2_taxID_329046_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A6A5SIC2_taxID_706981_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ACC2TVV6_taxID_34485_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ACB5RUU5_taxID_310453_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABR4NFV2_taxID_2732419_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAF5PZK9_taxID_6293_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ACC0V4A4_taxID_47278_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABY3QAS2_taxID_2992140_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A6H0Y3Z6_taxID_286661_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
S0EJD0_taxID_1279085_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
Q2H2F5_taxID_306901_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
F0YI20_taxID_44056_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
J0WRI2_taxID_717982_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A098SBM4_taxID_1524460_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ACC1NLV5_taxID_42375_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABV9FV84_taxID_1460226_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8B6BKM4_taxID_29158_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABD2LAM1_taxID_157864_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A7E6EGY5_taxID_2607531_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
W4H234_taxID_112090_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H3S9D4_taxID_91492_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8S9ZP28_taxID_189291_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD5UGL0_taxID_261099_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A6A4NQJ9_taxID_3870_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABR4K145_taxID_176178_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A067C156_taxID_695850_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8B6G9L0_taxID_29158_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A498S2C2_taxID_6277_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H6ZUP2_taxID_5322_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0V0S806_taxID_6336_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8S3PWU5_taxID_6550_model	1	0.0000	type1	0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0
W6NCB7_taxID_6289_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A6J8CL61_taxID_42192_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A418AQE9_taxID_157072_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
E6ZRP4_taxID_999809_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A127Z996_taxID_49012_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1I7VBE5_taxID_7209_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8B6GY87_taxID_29158_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A3R6Z2B6_taxID_112090_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H4YZH8_taxID_48485_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
T0PU14_taxID_1156394_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A812QP07_taxID_1628268_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A4P9YFS3_taxID_988480_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9P9XQR7_taxID_1671311_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A3M6UM69_taxID_46731_model	1	0.0000	type1	0.0000	1	0	1	0	0	0	0	0	0	0	0	0	0
A0A8H3GJ96_taxID_456999_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0L8ICD6_taxID_37653_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H4RXW4_taxID_354080_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABN8LLM9_taxID_104178_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0A7CPE6_taxID_1202772_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8B8D4J3_taxID_6565_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0P7APX3_taxID_78410_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A4U7KZ21_taxID_280036_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A7S2JHQ4_taxID_1333877_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A423VRG5_taxID_448051_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABR4KUJ7_taxID_1810923_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A6J8BNB1_taxID_42192_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8X6KWP2_taxID_2740835_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A914EDP1_taxID_290746_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A915I8K9_taxID_13658_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAU9WI44_taxID_46732_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8B6BMR6_taxID_29158_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAE8SXX8_taxID_2041049_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A7R9L054_taxID_1979941_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABP5WHK2_taxID_66879_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A077ZGT3_taxID_36087_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8S3PQP2_taxID_6550_model	1	0.0000	type1	0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0
A0AA37GSS8_taxID_708192_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8J1T8Q4_taxID_6347_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H7EGD0_taxID_1187904_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A5S6QUR5_taxID_70415_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABD3VH26_taxID_1069815_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A2T7PF37_taxID_400727_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H6GM20_taxID_100902_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD2E0S8_taxID_56036_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
F0X9X8_taxID_655863_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABP0NLQ2_taxID_1381693_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8S3SG45_taxID_6550_model	1	0.0000	type1	0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0
A0A915K057_taxID_13658_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A317XLV9_taxID_1882483_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A2U1JAZ7_taxID_133377_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAE0HNE5_taxID_1854472_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A6P8I080_taxID_6105_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1I4RJF6_taxID_44574_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A914W9Q0_taxID_2011161_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABR1WCT8_taxID_335842_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H8PB78_taxID_456999_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
M5CEE4_taxID_1108050_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD6NB37_taxID_5083_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A074RXE5_taxID_1423351_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAQ3LZX8_taxID_150365_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9N8ELP9_taxID_568900_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A4U7AY24_taxID_40998_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A409YPA9_taxID_231916_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A484G057_taxID_1213857_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A7R9E5Y2_taxID_170555_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD5DEJ1_taxID_2649997_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A547PT19_taxID_2489174_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A3P7DNC2_taxID_6293_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0V1I3Y0_taxID_268475_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8B6GSA5_taxID_29158_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1V6QQ78_taxID_416450_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD4EYT8_taxID_669026_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
