sequence_id,filter_status
A0A0V1KR57_taxID_6335_model,unknown
A0A127Z996_taxID_49012_model_A,unknown
A0A135SGH4_taxID_703756_model,unknown
A0A135T4G4_taxID_703756_model,unknown
A0A137P4M5_taxID_796925_model,unknown
A0A139HFA6_taxID_321146_model_A,unknown
A0A162K920_taxID_1081108_model,unknown
A0A163HZN4_taxID_5454_model_A,unknown
A0A163IS79_taxID_5454_model_A,unknown
A0A163KNP0_taxID_5454_model_A,unknown
A0A166CKA0_taxID_1314776_model,unknown
A0A177WTC8_taxID_403673_model,unknown
A0A177X0C6_taxID_403673_model,unknown
A0A179HCZ8_taxID_33203_model,unknown
A0A183C149_taxID_36090_model,unknown
A0A183CK25_taxID_36090_model,unknown
A0A183I077_taxID_387005_model,unknown
A0A183TFI9_taxID_70667_model,unknown
A0A1E7FM11_taxID_635003_model,unknown
A0A1F8A6I4_taxID_109264_model_A,unknown
A0A1G5SEQ3_taxID_51642_model_A,unknown
A0A1G6RZ21_taxID_1419277_model,unknown
A0A1H1Q0J6_taxID_546871_model_A,unknown
A0A1H3SYD2_taxID_137265_model_A,unknown
A0A1H7K5B5_taxID_1233_model_A,unknown
A0A1I4RJF6_taxID_44574_model_A,unknown
A0A1I4T9J4_taxID_44574_model_A,unknown
A0A1I4VE96_taxID_44574_model_A,unknown
A0A1I4XKW7_taxID_578942_model_A,unknown
A0A1I5DX13_taxID_35799_model_A,unknown
A0A1I7VBE5_taxID_7209_model,unknown
A0A1I7VEA5_taxID_7209_model,unknown
A0A1I8IJ91_taxID_282301_model,unknown
A0A1I9G629_taxID_6279_model,unknown
A0A1K0HF59_taxID_307758_model_A,unknown
A0A1L9TIM4_taxID_1036612_model,unknown
A0A1R3S0H8_taxID_602072_model,unknown
A0A1S9S186_taxID_104259_model,unknown
A0A1V6PRI1_taxID_416450_model,unknown
A0A1V6QQ78_taxID_416450_model,unknown
A0A1V9YBP5_taxID_1202772_model,unknown
A0A1V9YE51_taxID_74557_model,unknown
A0A1W6SSH7_taxID_1288494_model_A,unknown
A0A1X6PIR8_taxID_2786_model,unknown
A0A1X7RRH8_taxID_1276538_model_A,unknown
A0A1Y1HT28_taxID_105231_model,unknown
A0A1Y1W9H1_taxID_61395_model_A,unknown
A0A1Y2B8A2_taxID_329046_model,unknown
A0A1Y2CS79_taxID_329046_model,unknown
A0A1Y2CTW7_taxID_329046_model,unknown
A0A1Y2CTX0_taxID_329046_model,unknown
A0A1Y2HVF8_taxID_765915_model,unknown
A0A210R253_taxID_6573_model,unknown
A0A238C4W2_taxID_387005_model,unknown
A0A250IQN3_taxID_1294270_model_A,unknown
A0A285BU58_taxID_44577_model_A,unknown
A0A2A6BT42_taxID_54126_model,unknown
A0A2B4RQ59_taxID_50429_model,unknown
A0A2C5YKI6_taxID_2004952_model,unknown
A0A2D0NGI4_taxID_1122177_model,unknown
A0A2G7FTM7_taxID_656916_model_A,unknown
A0A2G7FYG7_taxID_656916_model_A,unknown
A0A2G8L6J4_taxID_307972_model,unknown
A0A2H1GBQ4_taxID_1276532_model_A,unknown
A0A2K8T4N2_taxID_2038116_model_A,unknown
A0A2L2XEG7_taxID_1898651_model_A,unknown
A0A2N3MXV9_taxID_41688_model_A,unknown
A0A2N8UKW6_taxID_72559_model_A,unknown
A0A2P5YJV4_taxID_3634_model_A,unknown
A0A2P6TX23_taxID_3076_model,unknown
A0A2P6U1N3_taxID_3076_model_A,unknown
A0A2R5GU51_taxID_2315210_model,unknown
A0A2R6W5V4_taxID_3197_model,unknown
A0A2S6BQA0_taxID_357750_model,unknown
A0A2T3YXJ6_taxID_1042311_model,unknown
A0A2T5IGT7_taxID_1231_model_A,unknown
A0A2T7PF37_taxID_400727_model,unknown
A0A2T7PF41_taxID_400727_model,unknown
A0A2T9YY63_taxID_133385_model,unknown
A0A2U1JAZ7_taxID_133377_model,unknown
A0A317XLV9_taxID_1882483_model,unknown
A0A364L5W2_taxID_1196081_model,unknown
A0A364MXI7_taxID_183478_model,unknown
A0A365MYK5_taxID_948311_model_A,unknown
A0A368GCB1_taxID_29170_model,unknown
A0A388KHX6_taxID_69332_model,unknown
A0A396RNU1_taxID_2305907_model,unknown
A0A397DXJ3_taxID_112090_model,unknown
A0A397GN90_taxID_41047_model,unknown
A0A397IQP5_taxID_1348612_model,unknown
A0A3B0YDV7_taxID_652676_model_A,unknown
A0A3B1A6T7_taxID_652676_model_A,unknown
A0A3M0K1G4_taxID_333673_model,unknown
A0A3M6T5K9_taxID_46731_model,unknown
A0A3M6UM69_taxID_46731_model,unknown
A0A3M6UR97_taxID_46731_model_A,unknown
A0A3N0CP77_taxID_661483_model,unknown
A0A3N4KYW5_taxID_1392247_model,unknown
A0A3P7DNC2_taxID_6293_model,unknown
A0A3R6VRZ5_taxID_157072_model,unknown
A0A3R6Z2B6_taxID_112090_model,unknown
A0A3R7WQH8_taxID_112090_model,unknown
A0A3S0ZXU8_taxID_188477_model,unknown
A0A409VYZ7_taxID_181874_model,unknown
A0A409WEP5_taxID_231916_model_A,unknown
A0A409WY02_taxID_93625_model,unknown
A0A409YPA9_taxID_231916_model,unknown
A0A418AND4_taxID_157072_model,unknown
A0A418AQE9_taxID_157072_model,unknown
A0A418YC39_taxID_2303987_model_A,unknown
A0A423VRG5_taxID_448051_model_A,unknown
A0A423WHC4_taxID_252740_model_A,unknown
A0A423XJ27_taxID_1230097_model,unknown
A0A444ZR13_taxID_3818_model,unknown
A0A484G057_taxID_1213857_model,unknown
A0A485L8F1_taxID_120398_model,unknown
A0A494XK40_taxID_2419778_model,unknown
A0A498S2C2_taxID_6277_model_A,unknown
A0A4E9FIB1_taxID_6279_model,unknown
A0A4P9WCJ5_taxID_388810_model,unknown
A0A4P9X7U9_taxID_1555241_model,unknown
A0A4P9XG75_taxID_78915_model,unknown
A0A4P9Y3Y8_taxID_1907219_model,unknown
A0A4P9YFS3_taxID_988480_model,unknown
A0A4Q2D856_taxID_2316362_model,unknown
A0A4Q2V7C7_taxID_451672_model,unknown
A0A4Q4SXW4_taxID_155417_model,unknown
A0A4R8T272_taxID_1347389_model,unknown
A0A4S4M1Y3_taxID_1095465_model_A,unknown
A0A4S4MA69_taxID_1095465_model,unknown
A0A4S4MP01_taxID_2447956_model,unknown
A0A4U0XX60_taxID_329884_model,unknown
A0A4U7AY24_taxID_40998_model,unknown
A0A4U7KZ21_taxID_280036_model_A,unknown
A0A4V1Q2I3_taxID_2316362_model,unknown
A0A4Z0L9R6_taxID_2562683_model_A,unknown
A0A4Z1K5V5_taxID_87229_model,unknown
A0A507EFD5_taxID_109895_model,unknown
A0A507EXS7_taxID_246404_model,unknown
A0A507F697_taxID_246404_model,unknown
A0A507F875_taxID_246404_model,unknown
A0A507F8P2_taxID_246404_model,unknown
A0A507FDN0_taxID_246404_model,unknown
A0A547PT19_taxID_2489174_model,unknown
A0A5B8MIF6_taxID_1764295_model,unknown
A0A5C3ELN8_taxID_86804_model_A,unknown
A0A5C3EP17_taxID_86804_model_A,unknown
A0A5J5BCR2_taxID_561372_model_A,unknown
A0A5J9TU90_taxID_38414_model,unknown
A0A5M9J7X0_taxID_38448_model,unknown
A0A5N5QPM2_taxID_1582974_model,unknown
A0A5N6JRM5_taxID_61186_model,unknown
A0A5P8W6J8_taxID_2653204_model,unknown
A0A5Q4BMU6_taxID_2078593_model,unknown
A0A5S6QIU3_taxID_70415_model,unknown
A0A5S6QUR5_taxID_70415_model,unknown
A0A6A4NQJ9_taxID_3870_model,unknown
A0A6A5SIC2_taxID_706981_model,unknown
A0A6B2KZX3_taxID_1963864_model,unknown
A0A6B2L294_taxID_1963864_model,unknown
A0A6G0X2P4_taxID_100861_model_A,unknown
A0A6G0XI62_taxID_100861_model,unknown
A0A6G1HLY0_taxID_703511_model_A,unknown
A0A6H0Y3Z6_taxID_286661_model,unknown
A0A6J4QLW3_taxID_349277_model_A,unknown
A0A6J8AZI7_taxID_42192_model,unknown
A0A6J8BNB1_taxID_42192_model_A,unknown
A0A6J8BR51_taxID_42192_model_A,unknown
A0A6J8CIJ4_taxID_42192_model,unknown
A0A6J8CIJ8_taxID_42192_model,unknown
A0A6J8CL61_taxID_42192_model_A,unknown
A0A6J8DAY9_taxID_42192_model,unknown
A0A6J8E972_taxID_42192_model,unknown
A0A6J8ENF3_taxID_42192_model_A,unknown
A0A6P8I080_taxID_6105_model,unknown
A0A6P8I583_taxID_6105_model,unknown
A0A6S7IY75_taxID_317549_model_A,unknown
A0A6V7V3D6_taxID_390850_model,unknown
A0A7C8MQB2_taxID_323545_model,unknown
A0A7C8MWQ0_taxID_323545_model_A,unknown
A0A7C8Q0E6_taxID_2813651_model,unknown
A0A7D5Z204_taxID_500148_model,unknown
A0A7D9J5S3_taxID_317549_model,unknown
A0A7E6EGY5_taxID_2607531_model,unknown
A0A7J7J2C8_taxID_10212_model,unknown
A0A7R9E5Y2_taxID_170555_model,unknown
A0A7R9KZT3_taxID_1979941_model,unknown
A0A7R9L054_taxID_1979941_model,unknown
A0A7R9PVW4_taxID_1979941_model,unknown
A0A7S0FYS9_taxID_73915_model,unknown
A0A7S0LHE4_taxID_221442_model_A,unknown
A0A7S2JHL4_taxID_1333877_model,unknown
A0A7S2JHQ4_taxID_1333877_model,unknown
A0A7S2JTA5_taxID_1333877_model,unknown
A0A7S2W132_taxID_1034831_model,unknown
A0A7S3QEJ9_taxID_122233_model,unknown
A0A7S3RCE1_taxID_2903_model,unknown
A0A7S4C8S2_taxID_73025_model,unknown
A0A7S4QPD7_taxID_49249_model,unknown
A0A7S7SGR7_taxID_1473598_model,unknown
A0A7X0RVL1_taxID_1387779_model,unknown
A0A7Y6A0K8_taxID_144055_model,unknown
A0A812JR76_taxID_1628268_model,unknown
A0A812QP07_taxID_1628268_model,unknown
A0A812SAZ7_taxID_2952_model,unknown
A0A812WL81_taxID_1628268_model,unknown
A0A813FLF8_taxID_89957_model,unknown
A0A813K9V7_taxID_89957_model,unknown
A0A814MII4_taxID_1234261_model_A,unknown
A0A835SWT6_taxID_2026947_model,unknown
A0A835YKM2_taxID_303371_model,unknown
A0A841H669_taxID_1639882_model,unknown
A0A8B6BKM4_taxID_29158_model_A,unknown
A0A8B6BMR6_taxID_29158_model_A,unknown
A0A8B6BWX0_taxID_29158_model,unknown
A0A8B6CNP6_taxID_29158_model,unknown
A0A8B6CPY6_taxID_29158_model_A,unknown
A0A8B6DAC3_taxID_29158_model,unknown
A0A8B6G957_taxID_29158_model_A,unknown
A0A8B6G9L0_taxID_29158_model_A,unknown
A0A8B6GSA5_taxID_29158_model,unknown
A0A8B6GSK0_taxID_29158_model,unknown
A0A8B6GY87_taxID_29158_model_A,unknown
A0A8B6GYH0_taxID_29158_model_A,unknown
A0A8B8D4J3_taxID_6565_model,unknown
A0A8B8ESA4_taxID_6565_model_A,unknown
A0A8B8F0Y1_taxID_6565_model,unknown
A0A8E0V7V4_taxID_52442_model_A,unknown
A0A8H2WDY0_taxID_456999_model,unknown
A0A8H3A0M5_taxID_456999_model_A,unknown
A0A8H3A1U9_taxID_456999_model,unknown
A0A8H3AAQ4_taxID_456999_model,unknown
A0A8H3BPP3_taxID_456999_model,unknown
A0A8H3D189_taxID_456999_model,unknown
A0A8H3D1S1_taxID_456999_model,unknown
A0A8H3DZ25_taxID_456999_model_A,unknown
A0A8H3GJ96_taxID_456999_model,unknown
A0A8H3H4T7_taxID_456999_model,unknown
A0A8H3IL14_taxID_116794_model,unknown
A0A8H3S9D4_taxID_91492_model_A,unknown
A0A8H4EHU7_taxID_4874_model,unknown
A0A8H4H8E0_taxID_340414_model,unknown
A0A8H4L3K1_taxID_1237068_model,unknown
A0A8H4QR39_taxID_354080_model_A,unknown
A0A8H4RXW4_taxID_354080_model_A,unknown
A0A8H4YZH8_taxID_48485_model,unknown
A0A8H5L9I1_taxID_48495_model_A,unknown
A0A8H5U0D3_taxID_48490_model_A,unknown
A0A8H5UJH2_taxID_48507_model_A,unknown
A0A8H5Z2U4_taxID_1567541_model,unknown
A0A8H6GM20_taxID_100902_model,unknown
A0A8H6MRC0_taxID_2175907_model,unknown
A0A8H6R1E0_taxID_1287682_model,unknown
A0A8H6XYA6_taxID_2733690_model,unknown
A0A8H6ZUP2_taxID_5322_model_A,unknown
A0A8H7B393_taxID_1187904_model_A,unknown
A0A8H7E8W0_taxID_1187904_model,unknown
A0A8H7EE27_taxID_1187904_model,unknown
A0A8H7EGD0_taxID_1187904_model,unknown
A0A8H7H787_taxID_456999_model,unknown
A0A8H7INQ5_taxID_456999_model,unknown
A0A8H7LLC6_taxID_456999_model_A,unknown
A0A8H7LVB4_taxID_456999_model,unknown
A0A8H8P6Z0_taxID_456999_model,unknown
A0A8H8P906_taxID_456999_model,unknown
A0A8H8PB78_taxID_456999_model,unknown
A0A8J1T8Q4_taxID_6347_model,unknown
A0A8J1TDZ8_taxID_6347_model,unknown
A0A8J1UW52_taxID_6347_model,unknown
A0A8J1XGG3_taxID_6347_model,unknown
A0A8J2X377_taxID_35677_model,unknown
A0A8J3MXC0_taxID_2778364_model,unknown
A0A8J4BKA8_taxID_51714_model,unknown
A0A8K0IA90_taxID_13894_model,unknown
A0A8K0KU96_taxID_123851_model,unknown
A0A8K0RUZ8_taxID_61284_model_A,unknown
A0A8K0WPV5_taxID_80388_model_A,unknown
A0A8R1TKI8_taxID_6282_model,unknown
A0A8S2MFL9_taxID_1234261_model,unknown
A0A8S3PQP2_taxID_6550_model,unknown
A0A8S3PWU5_taxID_6550_model,unknown
A0A8S3R6L7_taxID_6550_model_A,unknown
A0A8S3RHI5_taxID_6550_model_A,unknown
A0A8S3SG45_taxID_6550_model,unknown
A0A8S3SWK0_taxID_6550_model,unknown
A0A8S3THT1_taxID_6550_model,unknown
A0A8S3V8L1_taxID_6550_model,unknown
A0A8S3ZX52_taxID_100452_model,unknown
A0A8S4Q9N2_taxID_6347_model_A,unknown
A0A8S4QC54_taxID_6347_model,unknown
A0A8S9ZP28_taxID_189291_model,unknown
A0A8T0LKJ4_taxID_325452_model,unknown
A0A8W8J4S3_taxID_29159_model,unknown
A0A8X6KWP2_taxID_2740835_model,unknown
A0A913YCG3_taxID_2652724_model,unknown
A0A914C4K9_taxID_290746_model,unknown
A0A914D235_taxID_290746_model,unknown
A0A914E549_taxID_290746_model,unknown
A0A914E9Y6_taxID_290746_model,unknown
A0A914EDP1_taxID_290746_model,unknown
A0A914MBW5_taxID_6306_model,unknown
A0A914S644_taxID_6256_model,unknown
A0A914V8X7_taxID_2011161_model,unknown
A0A914W9Q0_taxID_2011161_model,unknown
A0A915DFA9_taxID_166011_model,unknown
A0A915I8K9_taxID_13658_model,unknown
A0A915JY09_taxID_13658_model,unknown
A0A915K057_taxID_13658_model,unknown
A0A915KKL6_taxID_13658_model,unknown
A0A915MQ42_taxID_6303_model,unknown
A0A915N8X1_taxID_6303_model,unknown
A0A915PAR4_taxID_298350_model_A,unknown
A0A917F9X2_taxID_1195761_model_A,unknown
A0A918UUM2_taxID_346377_model_A,unknown
A0A919MPV4_taxID_1050105_model_A,unknown
A0A926ZFT3_taxID_2949571_model_A,unknown
A0A934KPH0_taxID_291193_model_A,unknown
A0A977TE70_taxID_36659_model,unknown
A0A9D2WSC4_taxID_182264_model_A,unknown
A0A9D4J8T5_taxID_45954_model,unknown
A0A9D4LIH2_taxID_45954_model,unknown
A0A9D4MZZ2_taxID_45954_model,unknown
A0A9D4RA75_taxID_45954_model,unknown
A0A9J2Q8W3_taxID_6252_model,unknown
A0A9K3LNV3_taxID_303405_model,unknown
A0A9N7UE72_taxID_8262_model,unknown
A0A9N8DN83_taxID_568900_model,unknown
A0A9N8ELP9_taxID_568900_model,unknown
A0A9N8JDS5_taxID_2773715_model_A,unknown
A0A9N8WZP9_taxID_5518_model,unknown
A0A9P3CF74_taxID_84275_model,unknown
A0A9P3PKR9_taxID_47721_model,unknown
A0A9P4TEG7_taxID_90978_model_A,unknown
A0A9P5AJD2_taxID_44412_model_A,unknown
A0A9P6GFF6_taxID_565426_model_A,unknown
A0A9P6HVN3_taxID_1095194_model,unknown
A0A9P6IHM1_taxID_1095194_model,unknown
A0A9P6LK99_taxID_1095194_model,unknown
A0A9P7H0N9_taxID_40199_model,unknown
A0A9P7HHT8_taxID_40199_model,unknown
A0A9P7UD37_taxID_1209932_model,unknown
A0A9P8ZYD0_taxID_152316_model,unknown
A0A9P9JQC5_taxID_48865_model_A,unknown
A0A9P9WMZ2_taxID_1658444_model_A,unknown
A0A9P9XQR7_taxID_1671311_model,unknown
A0A9Q6S7U7_taxID_75105_model,unknown
A0A9W3GC27_taxID_9837_model,unknown
A0A9W6C0G6_taxID_330485_model,unknown
A0A9W7G1T1_taxID_2557542_model,unknown
A0A9W7ZRQ5_taxID_78921_model,unknown
A0A9W8B9V6_taxID_2761393_model_A,unknown
A0A9W8MAQ6_taxID_2828524_model_A,unknown
A0A9W8TQN1_taxID_114810_model,unknown
A0A9W9CD07_taxID_1932322_model,unknown
A0A9X4BM46_taxID_2983605_model_A,unknown
A0AA35SFX9_taxID_519541_model,unknown
A0AA35WWP0_taxID_519541_model,unknown
A0AA36CWW9_taxID_96644_model,unknown
A0AA36DH95_taxID_96644_model_A,unknown
A0AA36JK50_taxID_2562239_model,unknown
A0AA37GSS8_taxID_708192_model,unknown
A0AA37L8J5_taxID_700344_model_A,unknown
A0AA39H3A8_taxID_289476_model,unknown
A0AA39HID6_taxID_289476_model,unknown
A0AA39UQR7_taxID_153913_model_A,unknown
A0AA42B8L4_taxID_1215918_model,unknown
A0AA88AFA7_taxID_3494_model_A,unknown
A0AA88XKK9_taxID_66713_model,unknown
A0AA88YDI9_taxID_66713_model,unknown
A0AAD2E0S8_taxID_56036_model,unknown
A0AAD4EYT8_taxID_669026_model_A,unknown
A0AAD4FBU9_taxID_669026_model_A,unknown
A0AAD5DEJ1_taxID_2649997_model,unknown
A0AAD5SAV4_taxID_64517_model,unknown
A0AAD5SCX3_taxID_64517_model,unknown
A0AAD5T9G3_taxID_109957_model,unknown
A0AAD5TY19_taxID_447962_model,unknown
A0AAD5U6Y0_taxID_447962_model,unknown
A0AAD5UAC9_taxID_447962_model,unknown
A0AAD5UGL0_taxID_261099_model,unknown
A0AAD5X3H5_taxID_64517_model,unknown
A0AAD6NB37_taxID_5083_model_A,unknown
A0AAD6NK04_taxID_74499_model,unknown
A0AAD7ULC6_taxID_2483200_model,unknown
A0AAD7UNL2_taxID_2483200_model,unknown
A0AAD7UPK6_taxID_2483200_model,unknown
A0AAD7XMM2_taxID_2483200_model,unknown
A0AAD8AV10_taxID_112525_model,unknown
A0AAD9AGU9_taxID_1836956_model,unknown
A0AAD9KZ40_taxID_27915_model,unknown
A0AAD9L024_taxID_27915_model,unknown
A0AAD9QB69_taxID_6130_model,unknown
A0AAE0H7V4_taxID_1854472_model_A,unknown
A0AAE0HNE5_taxID_1854472_model_A,unknown
A0AAE0JIY1_taxID_94610_model,unknown
A0AAE0W2I3_taxID_2493646_model,unknown
A0AAE3YLB9_taxID_137266_model_A,unknown
A0AAE4A194_taxID_587534_model_A,unknown
A0AAE4C8H8_taxID_137266_model_A,unknown
A0AAE8STA2_taxID_2041049_model,unknown
A0AAE8SXX8_taxID_2041049_model_A,unknown
A0AAF3EKL4_taxID_2138241_model,unknown
A0AAF3FHG4_taxID_2138241_model_A,unknown
A0AAF5PZK9_taxID_6293_model,unknown
A0AAI9YQA0_taxID_1209916_model,unknown
A0AAJ4XRR1_taxID_63383_model_A,unknown
A0AAJ8BCI9_taxID_8187_model,unknown
A0AAN4PFQ7_taxID_293939_model,unknown
A0AAN4PPE5_taxID_293939_model,unknown
A0AAN4ZCE4_taxID_1317129_model,unknown
A0AAN5XIX5_taxID_1396_model_A,unknown
A0AAN5YGU4_taxID_293939_model,unknown
A0AAN5YXZ8_taxID_282268_model,unknown
A0AAN6JPW5_taxID_155126_model_A,unknown
A0AAN6PSA1_taxID_113614_model_A,unknown
A0AAN8JKH5_taxID_87958_model,unknown
A0AAQ3LZX8_taxID_150365_model,unknown
A0AAU7B3G6_taxID_2997339_model,unknown
A0AAU9WFJ4_taxID_46732_model,unknown
A0AAU9WI44_taxID_46732_model,unknown
A0AAU9XFP2_taxID_46732_model,unknown
A0AAV2QDB1_taxID_48144_model,unknown
A0AAV2VYF3_taxID_1238450_model,unknown
A0AAV3X2D7_taxID_2530354_model,unknown
A0AAV4IQ38_taxID_1093978_model,unknown
A0AAV7G5I4_taxID_161865_model,unknown
A0AAV9ILT6_taxID_3028027_model,unknown
A0AAV9V0T6_taxID_1796055_model,unknown
A0AAX6MJK2_taxID_292717_model,unknown
A0AB34FH03_taxID_1247861_model,unknown
A0ABD0JMJ5_taxID_370345_model,unknown
A0ABD0K492_taxID_370345_model,unknown
A0ABD1H5D5_taxID_28513_model,unknown
A0ABD1H6K2_taxID_28513_model,unknown
A0ABD2I4S2_taxID_97005_model,unknown
A0ABD2LAM1_taxID_157864_model,unknown
A0ABD3VH26_taxID_1069815_model,unknown
A0ABM1B806_taxID_6850_model,unknown
A0ABM1VVY2_taxID_6500_model,unknown
A0ABN8CQB0_taxID_622444_model,unknown
A0ABN8LLM9_taxID_104178_model_A,unknown
A0ABN8LP07_taxID_104178_model,unknown
A0ABN8M8J6_taxID_104178_model,unknown
A0ABN8N3E0_taxID_104178_model,unknown
A0ABN8N4G6_taxID_104759_model_A,unknown
A0ABN8RHG1_taxID_104759_model,unknown
A0ABN8SN36_taxID_104178_model,unknown
A0ABP0KF76_taxID_1381693_model_A,unknown
A0ABP0NLQ2_taxID_1381693_model,unknown
A0ABP5WHK2_taxID_66879_model,unknown
A0ABP6PWQ7_taxID_111803_model,unknown
A0ABQ0CQG4_taxID_79588_model_A,unknown
A0ABQ0M0Y9_taxID_658473_model_A,unknown
A0ABQ8EZ86_taxID_1357716_model,unknown
A0ABQ8FNS3_taxID_1357716_model_A,unknown
A0ABQ8FNS5_taxID_1357716_model,unknown
A0ABQ8FRP3_taxID_1357716_model_A,unknown
A0ABQ9DKS8_taxID_1566151_model,unknown
A0ABQ9EAR7_taxID_220873_model,unknown
A0ABR0JJU7_taxID_1016849_model_A,unknown
A0ABR1FHI7_taxID_44056_model,unknown
A0ABR1FIC3_taxID_44056_model,unknown
A0ABR1FQU3_taxID_44056_model,unknown
A0ABR1FXH8_taxID_44056_model,unknown
A0ABR1GFH3_taxID_44056_model,unknown
A0ABR1WCT8_taxID_335842_model,unknown
A0ABR2W902_taxID_34480_model,unknown
A0ABR2XFG3_taxID_138064_model_A,unknown
A0ABR2XQ66_taxID_138064_model_A,unknown
A0ABR3UFL0_taxID_48095_model,unknown
A0ABR3V8J2_taxID_85995_model,unknown
A0ABR4BR18_taxID_86028_model,unknown
A0ABR4CSW7_taxID_86028_model,unknown
A0ABR4K145_taxID_176178_model,unknown
A0ABR4KUJ7_taxID_1810923_model,unknown
A0ABR4MVH6_taxID_2732419_model_A,unknown
A0ABR4N804_taxID_2732419_model,unknown
A0ABR4NFV2_taxID_2732419_model_A,unknown
A0ABR6YEY6_taxID_2762297_model_A,unknown
A0ABR9BSA8_taxID_2774143_model,unknown
A0ABS1MHS4_taxID_2802282_model_A,unknown
A0ABS8MPT4_taxID_2893755_model,unknown
A0ABT4KNP9_taxID_520838_model_A,unknown
A0ABU4XE34_taxID_3072316_model,unknown
A0ABU8FF18_taxID_3127667_model,unknown
A0ABU9X948_taxID_3143436_model,unknown
A0ABU9X9V4_taxID_3143436_model,unknown
A0ABV4X3A9_taxID_3153654_model,unknown
A0ABV6JDE8_taxID_206163_model,unknown
A0ABV9FV84_taxID_1460226_model,unknown
A0ABV9I266_taxID_2041041_model_A,unknown
A0ABW5MSE8_taxID_1775166_model,unknown
A0ABW7AQ69_taxID_3351344_model,unknown
A0ABX2C6M7_taxID_2675748_model,unknown
A0ABY2RQH2_taxID_2571143_model,unknown
A0ABY3QAS2_taxID_2992140_model_A,unknown
A0ABY7ESX1_taxID_6604_model,unknown
A0ABY7EVT9_taxID_6604_model,unknown
A0ABY7EX19_taxID_6604_model,unknown
A0ABY8UIN7_taxID_3088_model,unknown
A0AC34QHI6_taxID_591449_model,unknown
A0ACB5RUU5_taxID_310453_model,unknown
A0ACB7PGA3_taxID_1854479_model_A,unknown
A0ACC0V4A4_taxID_47278_model,unknown
A0ACC1NLV5_taxID_42375_model,unknown
A0ACC1PD21_taxID_42375_model,unknown
A0ACC1PQ96_taxID_42375_model,unknown
A0ACC2HA47_taxID_75939_model,unknown
A0ACC2IGC0_taxID_749465_model_A,unknown
A0ACC2IIZ4_taxID_749465_model,unknown
A0ACC2IQ67_taxID_749465_model_A,unknown
A0ACC2IRA4_taxID_749465_model,unknown
A0ACC2S0A8_taxID_34485_model,unknown
A0ACC2T2P1_taxID_34485_model,unknown
A0ACC2T6Y9_taxID_34485_model,unknown
A0ACC2TVV6_taxID_34485_model,unknown
A0ACC2TZL3_taxID_34485_model,unknown
