rep1	rep2	min_tm
A0A0V0TGR2_taxID_144512_model	A0A0V1G4S3_taxID_6337_model	0.6441
A0ABN8LLM9_taxID_104178_model_A	A0ABN8N4G6_taxID_104759_model_A	0.6430
A0A841H669_taxID_1639882_model	A0ABY3QAS2_taxID_2992140_model_A	0.6425
A0A077ZGT3_taxID_36087_model	A0A085M8H3_taxID_68888_model	0.6416
A0ABR4K145_taxID_176178_model	A0ABR4KUJ7_taxID_1810923_model	0.6408
A0A8S3THT1_taxID_6550_model	A0AAD8AV10_taxID_112525_model	0.6399
A0A0V1ESS6_taxID_6337_model	A0A0V1G4S3_taxID_6337_model	0.6385
A0A0D6LVJ5_taxID_53326_model	A0A1I7VBE5_taxID_7209_model	0.6379
A0A8R1TKI8_taxID_6282_model	A0AAF5PZK9_taxID_6293_model	0.6378
A0A4Q2V7C7_taxID_451672_model	A0A6A5SIC2_taxID_706981_model	0.6364
A0AAD7ULC6_taxID_2483200_model	F0YJP7_taxID_44056_model	0.6360
A0A2P5YJV4_taxID_3634_model_A	A0A5J9TU90_taxID_38414_model	0.6354
A0A2P5YJV4_taxID_3634_model_A	A0AA88AFA7_taxID_3494_model_A	0.6350
A0A8H5Z2U4_taxID_1567541_model	F9G554_taxID_660025_model	0.6346
A0A066RUA7_taxID_1654360_model	A0ABR9BSA8_taxID_2774143_model	0.6325
A0A8H5Z2U4_taxID_1567541_model	A0A9P7HHT8_taxID_40199_model	0.6319
A0A066RUA7_taxID_1654360_model	A0AAV2VYF3_taxID_1238450_model	0.6298
A0A4U0XX60_taxID_329884_model	A0A6G1HLY0_taxID_703511_model_A	0.6295
A0A4P9X7U9_taxID_1555241_model	A0AAD5T9G3_taxID_109957_model	0.6285
A0A7S0FYS9_taxID_73915_model	A0A812JR76_taxID_1628268_model	0.6272
A0A1I4VE96_taxID_44574_model_A	A0A1W6SSH7_taxID_1288494_model_A	0.6260
A0ACC3CB14_taxID_2788_model	A0ACC3CDQ3_taxID_2788_model	0.6254
A0A926ZFT3_taxID_2949571_model_A	A0ABV4X3A9_taxID_3153654_model	0.6241
A0AAV9ILT6_taxID_3028027_model	A0ABW7AQ69_taxID_3351344_model	0.6224
A0A074XND5_taxID_1043002_model_A	C9SDX6_taxID_526221_model	0.6209
A0AAD9KZ40_taxID_27915_model	A0ABM1VVY2_taxID_6500_model	0.6201
A0A183C149_taxID_36090_model	A0AA36CWW9_taxID_96644_model	0.6197
A0A813FLF8_taxID_89957_model	A0A813K9V7_taxID_89957_model	0.6196
A0ABN8N4G6_taxID_104759_model_A	A0ABN8SN36_taxID_104178_model	0.6186
A0A077ZGT3_taxID_36087_model	A0A0V1G4S3_taxID_6337_model	0.6183
A0A8B6BKM4_taxID_29158_model_A	A0A8B6GYH0_taxID_29158_model_A	0.6182
A0A6J8CL61_taxID_42192_model_A	A0A8B6GYH0_taxID_29158_model_A	0.6176
A0A8B6BKM4_taxID_29158_model_A	A0A8B6BMR6_taxID_29158_model_A	0.6168
A0A6A5SIC2_taxID_706981_model	A0AAD4EYT8_taxID_669026_model_A	0.6157
A0A0G4N7R0_taxID_100787_model	A0AAD4EYT8_taxID_669026_model_A	0.6153
A0A6J8CL61_taxID_42192_model_A	A0A8B6BMR6_taxID_29158_model_A	0.6149
A0A8B6CPY6_taxID_29158_model_A	A0A8B8F0Y1_taxID_6565_model	0.6141
A0A1I4VE96_taxID_44574_model_A	Q2Y722_taxID_323848_model_A	0.6138
A0A2K8T4N2_taxID_2038116_model_A	A0A4Z0L9R6_taxID_2562683_model_A	0.6136
A0A085M8H3_taxID_68888_model	A0A0V1DE70_taxID_45882_model	0.6125
A0A0E0PEB1_taxID_4529_model	A0A5J9TU90_taxID_38414_model	0.6123
A0AAF3FHG4_taxID_2138241_model_A	W6NCB7_taxID_6289_model	0.6118
A0A4U0XX60_taxID_329884_model	S8ARG7_taxID_1284197_model	0.6103
A0A6P8I080_taxID_6105_model	A0A6P8I583_taxID_6105_model	0.6098
A0A6B2KZX3_taxID_1963864_model	A0A9K3LNV3_taxID_303405_model	0.6094
A0A8W8J4S3_taxID_29159_model	A0AAD9L024_taxID_27915_model	0.6093
A0A7Y6A0K8_taxID_144055_model	A0ACC4D7E4_taxID_33203_model	0.6088
A0A0F8A0A1_taxID_1043627_model	A0ACC0V4A4_taxID_47278_model	0.6072
A0A914C4K9_taxID_290746_model	A0A914E9Y6_taxID_290746_model	0.6064
A0A7C8MQB2_taxID_323545_model	A0A9W8TQN1_taxID_114810_model	0.6061
A0A494XK40_taxID_2419778_model	A0A7X0RVL1_taxID_1387779_model	0.6055
A0A2D0NGI4_taxID_1122177_model	A0A934KPH0_taxID_291193_model_A	0.6048
A0A2P5YJV4_taxID_3634_model_A	A0ABD1H6K2_taxID_28513_model	0.6043
A0AA36CWW9_taxID_96644_model	W6NCB7_taxID_6289_model	0.6041
A0A0V0YE73_taxID_6337_model	A0A0V1I3Y0_taxID_268475_model	0.6040
A0A914E9Y6_taxID_290746_model	A0A914EDP1_taxID_290746_model	0.6040
A0A0E0PEB1_taxID_4529_model	A0A2P5YJV4_taxID_3634_model_A	0.6039
A0A0F8A0A1_taxID_1043627_model	A0A0P7APX3_taxID_78410_model	0.6037
A0A8H3H4T7_taxID_456999_model	A0A8H7LLC6_taxID_456999_model_A	0.6030
A0A8B6CNP6_taxID_29158_model	A0A8B6GY87_taxID_29158_model_A	0.6028
A0A2P5YJV4_taxID_3634_model_A	A0ABD1H5D5_taxID_28513_model	0.6021
A0A8B6BKM4_taxID_29158_model_A	A0A8B8ESA4_taxID_6565_model_A	0.6014
A0A1I4VE96_taxID_44574_model_A	A0A2T5IGT7_taxID_1231_model_A	0.6011
A0A9P7HHT8_taxID_40199_model	F9G554_taxID_660025_model	0.6010
A0A6G1HLY0_taxID_703511_model_A	S8ARG7_taxID_1284197_model	0.6008
A0A1G6RZ21_taxID_1419277_model	A0ABS8MPT4_taxID_2893755_model	0.6007
A0A0D3G0L1_taxID_65489_model_A	A0A0E0PEB1_taxID_4529_model	0.5998
A0ABN8LP07_taxID_104178_model	A7SSF6_taxID_45351_model	0.5997
A0A8W8J4S3_taxID_29159_model	A0ABM1VVY2_taxID_6500_model	0.5997
A0A0V1DE70_taxID_45882_model	A0A0V1I3Y0_taxID_268475_model	0.5980
A0A1H7K5B5_taxID_1233_model_A	A0A1I5DX13_taxID_35799_model_A	0.5978
A0A0V0YE73_taxID_6337_model	A0A0V1G4S3_taxID_6337_model	0.5972
A0A8B6G957_taxID_29158_model_A	A0A8S3R6L7_taxID_6550_model_A	0.5969
A0A4U7KZ21_taxID_280036_model_A	R9PI15_taxID_1305764_model_A	0.5966
A0A9N8WZP9_taxID_5518_model	K3V6C2_taxID_1028729_model	0.5962
A0A8B6BKM4_taxID_29158_model_A	A0A8B6CNP6_taxID_29158_model	0.5962
A0A0N4SWM8_taxID_6280_model	A0A3P7DNC2_taxID_6293_model	0.5959
A0A3S0ZXU8_taxID_188477_model	A0AAE0W2I3_taxID_2493646_model	0.5958
A0AAD7ULC6_taxID_2483200_model	A0AAD7XMM2_taxID_2483200_model	0.5954
A0A7X0RVL1_taxID_1387779_model	A0ABV6JDE8_taxID_206163_model	0.5949
A0A7D9J5S3_taxID_317549_model	A0ABN8N4G6_taxID_104759_model_A	0.5943
A0A8X6KWP2_taxID_2740835_model	A0AAV4IQ38_taxID_1093978_model	0.5940
A0A0N4SWM8_taxID_6280_model	A0A238C4W2_taxID_387005_model	0.5940
A0A5J9TU90_taxID_38414_model	A0ABD1H6K2_taxID_28513_model	0.5937
A0A0V0YE73_taxID_6337_model	A0A0V1ESS6_taxID_6337_model	0.5936
A0A7S2W132_taxID_1034831_model	A0ABR1FQU3_taxID_44056_model	0.5925
A0A1X6PIR8_taxID_2786_model	A0ACC3CB14_taxID_2788_model	0.5923
A0A0D3G0L1_taxID_65489_model_A	A0A5J9TU90_taxID_38414_model	0.5923
A0A0V1I3Y0_taxID_268475_model	A0A0V1JHS7_taxID_6337_model	0.5921
A0A8J1T8Q4_taxID_6347_model	A0A8J1XGG3_taxID_6347_model	0.5920
A0A6S7IY75_taxID_317549_model_A	A0ABN8SN36_taxID_104178_model	0.5918
A0A1V6PRI1_taxID_416450_model	A0A4Q2V7C7_taxID_451672_model	0.5915
A0A077ZGT3_taxID_36087_model	A0A0V1JHS7_taxID_6337_model	0.5910
A0A0F9J123_taxID_412755_model	A0A918UUM2_taxID_346377_model_A	0.5903
A0A0V1G4S3_taxID_6337_model	A0A0V1KD92_taxID_6337_model	0.5903
A0A2P6U1N3_taxID_3076_model_A	A0AAD5DEJ1_taxID_2649997_model	0.5897
A0A397DXJ3_taxID_112090_model	A0A3R7WQH8_taxID_112090_model	0.5890
A0A1I4T9J4_taxID_44574_model_A	A0A6J4QLW3_taxID_349277_model_A	0.5888
A0A6J8ENF3_taxID_42192_model_A	A0A8B6BMR6_taxID_29158_model_A	0.5884
A0A915N8X1_taxID_6303_model	A0AA36CWW9_taxID_96644_model	0.5872
A0A8B6CNP6_taxID_29158_model	A0A8B6GYH0_taxID_29158_model_A	0.5868
A0A6B2KZX3_taxID_1963864_model	W7TM70_taxID_72520_model	0.5863
A0A0V1DE70_taxID_45882_model	A0A0V1ESS6_taxID_6337_model	0.5854
R0ISP9_taxID_671987_model	W6Y2N7_taxID_930089_model	0.5853
A0AAJ8BCI9_taxID_8187_model	A0ABM1VVY2_taxID_6500_model	0.5852
A0A0V1ESS6_taxID_6337_model	A0A0V1KD92_taxID_6337_model	0.5849
A0A085M8H3_taxID_68888_model	A0A5S6QIU3_taxID_70415_model	0.5847
A0A409WY02_taxID_93625_model	A0A977TE70_taxID_36659_model	0.5847
A0A0G4N7R0_taxID_100787_model	A0A1V6PRI1_taxID_416450_model	0.5845
A0A6P8I080_taxID_6105_model	A0ABN8M8J6_taxID_104178_model	0.5845
A0A8H3BPP3_taxID_456999_model	A0A8H3D1S1_taxID_456999_model	0.5843
A0A507F8P2_taxID_246404_model	A0AAD5T9G3_taxID_109957_model	0.5842
A0A9D4J8T5_taxID_45954_model	A0ABY7EX19_taxID_6604_model	0.5841
A0A0P7APX3_taxID_78410_model	A0A6G1HLY0_taxID_703511_model_A	0.5840
A0A5P8W6J8_taxID_2653204_model	A0AAN5XIX5_taxID_1396_model_A	0.5837
A0A4Q2V7C7_taxID_451672_model	A0A8H4YZH8_taxID_48485_model	0.5831
A0A5J9TU90_taxID_38414_model	A0ABD1H5D5_taxID_28513_model	0.5828
A0A8H4QR39_taxID_354080_model_A	A0ABR0JJU7_taxID_1016849_model_A	0.5826
A0A077ZGT3_taxID_36087_model	A0A5S6QIU3_taxID_70415_model	0.5825
A0A285BU58_taxID_44577_model_A	A0A8E0V7V4_taxID_52442_model_A	0.5825
A0A423WHC4_taxID_252740_model_A	A0A423XJ27_taxID_1230097_model	0.5822
A0A8J1UW52_taxID_6347_model	A0A8J1XGG3_taxID_6347_model	0.5821
A0A9N8JDS5_taxID_2773715_model_A	A0ABR2XFG3_taxID_138064_model_A	0.5820
A0AAE4A194_taxID_587534_model_A	A0AAE4C8H8_taxID_137266_model_A	0.5819
A0A8B6GYH0_taxID_29158_model_A	A0A8S3V8L1_taxID_6550_model	0.5814
A0A0V1DE70_taxID_45882_model	A0A0V1JHS7_taxID_6337_model	0.5812
A0A6A5SIC2_taxID_706981_model	B2VY53_taxID_426418_model	0.5806
A0A183I077_taxID_387005_model	A0A238C4W2_taxID_387005_model	0.5795
A0A0E0PEB1_taxID_4529_model	A0AA88AFA7_taxID_3494_model_A	0.5789
A0A4Q2V7C7_taxID_451672_model	A0A9N8JDS5_taxID_2773715_model_A	0.5788
A0A0D3G0L1_taxID_65489_model_A	A0A2P5YJV4_taxID_3634_model_A	0.5779
A0A1I7VEA5_taxID_7209_model	A0A3P7DNC2_taxID_6293_model	0.5777
A0A5M9J7X0_taxID_38448_model	A0A5N6JRM5_taxID_61186_model	0.5777
A0A0F7RVY0_taxID_49012_model_A	R9PI15_taxID_1305764_model_A	0.5771
A0A6J8CL61_taxID_42192_model_A	A0A8B6CNP6_taxID_29158_model	0.5769
A0A0V0TGR2_taxID_144512_model	A0A0V1ESS6_taxID_6337_model	0.5766
A0A8B6BKM4_taxID_29158_model_A	A0A8B6CPY6_taxID_29158_model_A	0.5765
A0A2T5IGT7_taxID_1231_model_A	Q2Y722_taxID_323848_model_A	0.5765
A0A5N6JRM5_taxID_61186_model	A0A9N8JDS5_taxID_2773715_model_A	0.5756
A0A0V0TGR2_taxID_144512_model	A0A0V1BIN6_taxID_6334_model	0.5753
A0ABR4KUJ7_taxID_1810923_model	G1X3U2_taxID_756982_model_A	0.5749
A0A0V1G4S3_taxID_6337_model	A0A0V1JHS7_taxID_6337_model	0.5748
A0A9P7HHT8_taxID_40199_model	S8ARG7_taxID_1284197_model	0.5747
A0A4Q2V7C7_taxID_451672_model	B2VY53_taxID_426418_model	0.5745
A0A1I5DX13_taxID_35799_model_A	Q2Y722_taxID_323848_model_A	0.5744
A0A8B6BKM4_taxID_29158_model_A	A0A8B6GY87_taxID_29158_model_A	0.5744
A0A163HZN4_taxID_5454_model_A	A0A4U0XX60_taxID_329884_model	0.5744
A0ABR6YEY6_taxID_2762297_model_A	A0ABS1MHS4_taxID_2802282_model_A	0.5744
A0A1I4XKW7_taxID_578942_model_A	A0A9X4BM46_taxID_2983605_model_A	0.5743
A0A6S7IY75_taxID_317549_model_A	A0A7D9J5S3_taxID_317549_model	0.5738
A0A0V0YE73_taxID_6337_model	A0A0V1KD92_taxID_6337_model	0.5737
A0A6J8ENF3_taxID_42192_model_A	A0A8B6GYH0_taxID_29158_model_A	0.5736
A0A1I4VE96_taxID_44574_model_A	A0A1I5DX13_taxID_35799_model_A	0.5733
A0A8B8ESA4_taxID_6565_model_A	A0A8B8F0Y1_taxID_6565_model	0.5733
A0A250IQN3_taxID_1294270_model_A	A0AA42B8L4_taxID_1215918_model	0.5733
A0A0E0PEB1_taxID_4529_model	A0ABD1H6K2_taxID_28513_model	0.5733
A0A3R7WQH8_taxID_112090_model	A0A6G0X2P4_taxID_100861_model_A	0.5728
A0A1W6SSH7_taxID_1288494_model_A	A0ABW7AQ69_taxID_3351344_model	0.5726
A0A7Y6A0K8_taxID_144055_model	A0ABU9X948_taxID_3143436_model	0.5725
A0AA36CWW9_taxID_96644_model	A0ABD2I4S2_taxID_97005_model	0.5721
A0A6S7IY75_taxID_317549_model_A	A0ABN8N4G6_taxID_104759_model_A	0.5715
A0A2T5IGT7_taxID_1231_model_A	A0ABW7AQ69_taxID_3351344_model	0.5714
A0A1I5DX13_taxID_35799_model_A	A0A2T5IGT7_taxID_1231_model_A	0.5712
A0A1I4VE96_taxID_44574_model_A	A0ABW7AQ69_taxID_3351344_model	0.5706
A0A1I5DX13_taxID_35799_model_A	A0A1W6SSH7_taxID_1288494_model_A	0.5705
A0A397DXJ3_taxID_112090_model	A0A6G0X2P4_taxID_100861_model_A	0.5700
A0A9N8JDS5_taxID_2773715_model_A	A0AAD4EYT8_taxID_669026_model_A	0.5700
A0A1W6SSH7_taxID_1288494_model_A	Q2Y722_taxID_323848_model_A	0.5699
A0A0E0PEB1_taxID_4529_model	A0ABD1H5D5_taxID_28513_model	0.5698
A0A4Q2V7C7_taxID_451672_model	A0A8H7EGD0_taxID_1187904_model	0.5697
A0A0V1BIN6_taxID_6334_model	A0A0V1I3Y0_taxID_268475_model	0.5695
A0A0G4N7R0_taxID_100787_model	A0A6A5SIC2_taxID_706981_model	0.5690
A0A1Y2CTX0_taxID_329046_model	A0A507FDN0_taxID_246404_model	0.5688
A0AA42B8L4_taxID_1215918_model	A0AAN5XIX5_taxID_1396_model_A	0.5688
A0A8B6G957_taxID_29158_model_A	A0A8B6GYH0_taxID_29158_model_A	0.5685
A0A6J8CIJ8_taxID_42192_model	K1Q6D2_taxID_29159_model	0.5684
A0A0V1DE70_taxID_45882_model	A0A0V1G4S3_taxID_6337_model	0.5683
A0A0V0S806_taxID_6336_model	A0A0V0TGR2_taxID_144512_model	0.5682
A0A0V0TGR2_taxID_144512_model	A0A0V0YE73_taxID_6337_model	0.5681
A0A6G1HLY0_taxID_703511_model_A	G1X3U2_taxID_756982_model_A	0.5679
A0A8S3SWK0_taxID_6550_model	K1Q6D2_taxID_29159_model	0.5675
A0A0N4XV59_taxID_27835_model	W2TLA4_taxID_51031_model	0.5673
A0ABR0JJU7_taxID_1016849_model_A	A0ABW7AQ69_taxID_3351344_model	0.5670
A0A1H7K5B5_taxID_1233_model_A	A0A2T5IGT7_taxID_1231_model_A	0.5669
A0A0V1ESS6_taxID_6337_model	A0A0V1JHS7_taxID_6337_model	0.5668
A0A4U0XX60_taxID_329884_model	A0A9P7HHT8_taxID_40199_model	0.5667
A0A1H7K5B5_taxID_1233_model_A	A0A1I4VE96_taxID_44574_model_A	0.5664
A0A915N8X1_taxID_6303_model	A0ABD2I4S2_taxID_97005_model	0.5663
A0A0V1DE70_taxID_45882_model	A0A0V1KD92_taxID_6337_model	0.5663
A0A1H7K5B5_taxID_1233_model_A	A0A1W6SSH7_taxID_1288494_model_A	0.5662
A0A9W8TQN1_taxID_114810_model	A0ABR0JJU7_taxID_1016849_model_A	0.5657
N4XMY1_taxID_665024_model	W6Y2N7_taxID_930089_model	0.5656
A0A6G1HLY0_taxID_703511_model_A	A0ACC0V4A4_taxID_47278_model	0.5656
A0A5Q4BMU6_taxID_2078593_model	F0X9X8_taxID_655863_model	0.5656
A0A077ZGT3_taxID_36087_model	A0A0V1ESS6_taxID_6337_model	0.5655
A0A507F875_taxID_246404_model	A0AAD5T9G3_taxID_109957_model	0.5652
A0A914MBW5_taxID_6306_model	A0A915MQ42_taxID_6303_model	0.5650
A0A7S3RCE1_taxID_2903_model	R1E2E0_taxID_2903_model	0.5649
A0A077ZGT3_taxID_36087_model	A0A0V1KD92_taxID_6337_model	0.5649
A0A0A1UJW0_taxID_1086054_model	M5CEE4_taxID_1108050_model	0.5648
A0A1H7K5B5_taxID_1233_model_A	Q2Y722_taxID_323848_model_A	0.5646
A0A6A5SIC2_taxID_706981_model	A0A8H7EGD0_taxID_1187904_model	0.5644
A0A6J8ENF3_taxID_42192_model_A	A0A8B6BKM4_taxID_29158_model_A	0.5644
A0ABR1GFH3_taxID_44056_model	F0Y635_taxID_44056_model	0.5641
A0A183C149_taxID_36090_model	A0A915N8X1_taxID_6303_model	0.5639
A0A7S2W132_taxID_1034831_model	A0ABR1FIC3_taxID_44056_model	0.5635
A0A9D4LIH2_taxID_45954_model	A0ABY7EX19_taxID_6604_model	0.5635
A0A914C4K9_taxID_290746_model	A0A914EDP1_taxID_290746_model	0.5635
A0A812QP07_taxID_1628268_model	A0A812SAZ7_taxID_2952_model	0.5634
A0A8B6CPY6_taxID_29158_model_A	A0A8B6GYH0_taxID_29158_model_A	0.5632
A0A067BRT6_taxID_695850_model	T0PNV2_taxID_1156394_model	0.5628
A0A2S6BQA0_taxID_357750_model	A0A9P3CF74_taxID_84275_model	0.5628
A0A1I7VEA5_taxID_7209_model	A0A498S2C2_taxID_6277_model_A	0.5623
A0A6J8CIJ4_taxID_42192_model	A0AAD8AV10_taxID_112525_model	0.5619
A0AA88AFA7_taxID_3494_model_A	A0ABD1H6K2_taxID_28513_model	0.5618
A0A6G1HLY0_taxID_703511_model_A	A0A9P7HHT8_taxID_40199_model	0.5617
A0A0V1ESS6_taxID_6337_model	A0A0V1I3Y0_taxID_268475_model	0.5613
A0A1V6PRI1_taxID_416450_model	A0AAD4EYT8_taxID_669026_model_A	0.5611
A0A4U0XX60_taxID_329884_model	A0ABR4K145_taxID_176178_model	0.5610
A0ABR4N804_taxID_2732419_model	F4NVT9_taxID_684364_model	0.5609
A0A1H7K5B5_taxID_1233_model_A	A0ABW7AQ69_taxID_3351344_model	0.5609
A0A9N8JDS5_taxID_2773715_model_A	B2VY53_taxID_426418_model	0.5608
A0AAD7XMM2_taxID_2483200_model	A0ABR1FIC3_taxID_44056_model	0.5606
A0A0V1G4S3_taxID_6337_model	A0A0V1I3Y0_taxID_268475_model	0.5606
A0A085M8H3_taxID_68888_model	A0A0V1G4S3_taxID_6337_model	0.5604
F9G554_taxID_660025_model	S8ARG7_taxID_1284197_model	0.5604
A0A0V1I3Y0_taxID_268475_model	A0A0V1KD92_taxID_6337_model	0.5603
A0AA39UQR7_taxID_153913_model_A	M5CEE4_taxID_1108050_model	0.5601
A0A8B6GY87_taxID_29158_model_A	A0A8B6GYH0_taxID_29158_model_A	0.5600
A0A0V1KD92_taxID_6337_model	A0A5S6QIU3_taxID_70415_model	0.5597
A0A8B6BMR6_taxID_29158_model_A	A0A8B6GYH0_taxID_29158_model_A	0.5596
A0AA36CWW9_taxID_96644_model	A0AA39HID6_taxID_289476_model	0.5595
A0A085M8H3_taxID_68888_model	A0A0V1ESS6_taxID_6337_model	0.5591
A0ABR4K145_taxID_176178_model	G1X3U2_taxID_756982_model_A	0.5589
A0A5N6JRM5_taxID_61186_model	A0ABR2XFG3_taxID_138064_model_A	0.5586
A0A6G1HLY0_taxID_703511_model_A	A0ABR4K145_taxID_176178_model	0.5585
A0A5J5BCR2_taxID_561372_model_A	A0ABD1H6K2_taxID_28513_model	0.5585
A0A8H5Z2U4_taxID_1567541_model	S8ARG7_taxID_1284197_model	0.5584
A0A6J8BR51_taxID_42192_model_A	A0AAD8AV10_taxID_112525_model	0.5581
A0A6J8CL61_taxID_42192_model_A	A0A6J8ENF3_taxID_42192_model_A	0.5581
A0A3P7DNC2_taxID_6293_model	A0AAF5PZK9_taxID_6293_model	0.5580
A0A444ZR13_taxID_3818_model	A0AA88AFA7_taxID_3494_model_A	0.5580
A0A1I5DX13_taxID_35799_model_A	A0ABW7AQ69_taxID_3351344_model	0.5578
A0ABN8LP07_taxID_104178_model	A0ABN8SN36_taxID_104178_model	0.5578
A0A183I077_taxID_387005_model	A0A3P7DNC2_taxID_6293_model	0.5578
A0A8B6CPY6_taxID_29158_model_A	A0A8B6GY87_taxID_29158_model_A	0.5578
A0A7D9J5S3_taxID_317549_model	A0ABN8SN36_taxID_104178_model	0.5576
A0A077ZGT3_taxID_36087_model	A0A0V1DE70_taxID_45882_model	0.5574
A0A8H4YZH8_taxID_48485_model	B2VY53_taxID_426418_model	0.5572
A0ABW7AQ69_taxID_3351344_model	Q2Y722_taxID_323848_model_A	0.5571
A0A0D2PWI2_taxID_945553_model	A0A409WY02_taxID_93625_model	0.5571
A0A183I077_taxID_387005_model	A0A498S2C2_taxID_6277_model_A	0.5568
A0A4Q2V7C7_taxID_451672_model	A0A5N6JRM5_taxID_61186_model	0.5568
A0A0D3G0L1_taxID_65489_model_A	A0AA88AFA7_taxID_3494_model_A	0.5568
A0A085M8H3_taxID_68888_model	A0A0V1KD92_taxID_6337_model	0.5566
A0A1X6PIR8_taxID_2786_model	A0ACC3CDQ3_taxID_2788_model	0.5565
A0A6G1HLY0_taxID_703511_model_A	F9G554_taxID_660025_model	0.5564
A0A3P7DNC2_taxID_6293_model	A0A498S2C2_taxID_6277_model_A	0.5564
A0A485L8F1_taxID_120398_model	A0A6G0X2P4_taxID_100861_model_A	0.5564
A0A1I7VBE5_taxID_7209_model	A0AA36CWW9_taxID_96644_model	0.5560
A0A6J8ENF3_taxID_42192_model_A	A0A8B6CNP6_taxID_29158_model	0.5557
A0A0P7APX3_taxID_78410_model	A0A4U0XX60_taxID_329884_model	0.5556
A0A8H7EGD0_taxID_1187904_model	A0AAD4EYT8_taxID_669026_model_A	0.5554
A0A0V0YE73_taxID_6337_model	A0A0V1JHS7_taxID_6337_model	0.5553
E3REK7_taxID_861557_model	W6Y2N7_taxID_930089_model	0.5552
A0A0V0TGR2_taxID_144512_model	A0A0V1KR57_taxID_6335_model	0.5552
A0A0V0S806_taxID_6336_model	A0A0V1BIN6_taxID_6334_model	0.5552
A0AA88AFA7_taxID_3494_model_A	A0ABD1H5D5_taxID_28513_model	0.5551
A0A8H4H8E0_taxID_340414_model	A0AAN4PFQ7_taxID_293939_model	0.5551
A0A812SAZ7_taxID_2952_model	A0AA36JK50_taxID_2562239_model	0.5550
A0A6J8CL61_taxID_42192_model_A	A0A8S3R6L7_taxID_6550_model_A	0.5546
A0ABU9X948_taxID_3143436_model	A0ACC4D7E4_taxID_33203_model	0.5546
A0A8H7EGD0_taxID_1187904_model	A0A9N8JDS5_taxID_2773715_model_A	0.5542
A0A6J8CL61_taxID_42192_model_A	A0A8B6CPY6_taxID_29158_model_A	0.5540
A0A0P7APX3_taxID_78410_model	A0AB34FH03_taxID_1247861_model	0.5539
A0A6G1HLY0_taxID_703511_model_A	L7JPW8_taxID_1143193_model	0.5535
