protein_id	pfam
KRY21717	PF00351|Biopterin-dependent aromatic amino acid hydroxylase;PF10637|Oxoglutarate and iron-dependent oxygenase degradation C-term;PF13661|2OG-Fe(II) oxygenase superfamily
KRY21718	PF00351|Biopterin-dependent aromatic amino acid hydroxylase;PF10637|Oxoglutarate and iron-dependent oxygenase degradation C-term;PF13661|2OG-Fe(II) oxygenase superfamily
KRY21719	PF00351|Biopterin-dependent aromatic amino acid hydroxylase;PF10637|Oxoglutarate and iron-dependent oxygenase degradation C-term;PF13661|2OG-Fe(II) oxygenase superfamily
KRY21720	
KRY21728	PF00300|Histidine phosphatase superfamily (branch 1)
KRY21732	
KRY21743	
KRY21744	
KRY21754	PF02115|RHO protein GDP dissociation inhibitor
KRY21774	
KRY21775	PF03564|Protein of unknown function (DUF1759);PF04130|Gamma tubulin complex component C-terminal;PF05380|Pao retrotransposon-like RNaseH-like domain;PF17681|Gamma tubulin complex component N-terminal;PF17921|Integrase zinc binding domain;PF18701|Family of unknown function (DUF5641)
KRY21776	PF04130|Gamma tubulin complex component C-terminal;PF17681|Gamma tubulin complex component N-terminal
KRY21777	PF03564|Protein of unknown function (DUF1759);PF04130|Gamma tubulin complex component C-terminal;PF05380|Pao retrotransposon-like RNaseH-like domain;PF17681|Gamma tubulin complex component N-terminal;PF17921|Integrase zinc binding domain;PF18701|Family of unknown function (DUF5641)
KRY36488	PF02115|RHO protein GDP dissociation inhibitor
KRY36495	
KRY36502	PF00752|XPG N-terminal domain;PF00867|XPG I-region
KRY36503	PF00250|Forkhead domain;PF00335|Tetraspanin family;PF00498|FHA domain
KRY36508	PF00498|FHA domain
KRY36510	PF00173|Cytochrome b5-like Heme/Steroid binding domain
KRY36513	PF12146|Serine aminopeptidase, S33
KRY36521	PF06728|GPI transamidase subunit PIG-U
KRY36522	PF06728|GPI transamidase subunit PIG-U
KRY36530	PF08784|Replication protein A C terminal
KRY36533	PF00351|Biopterin-dependent aromatic amino acid hydroxylase;PF10637|Oxoglutarate and iron-dependent oxygenase degradation C-term;PF13661|2OG-Fe(II) oxygenase superfamily
KRY36534	PF00351|Biopterin-dependent aromatic amino acid hydroxylase;PF10637|Oxoglutarate and iron-dependent oxygenase degradation C-term;PF13661|2OG-Fe(II) oxygenase superfamily
KRY36535	PF00300|Histidine phosphatase superfamily (branch 1)
KRY36540	PF08551|Eukaryotic integral membrane protein (DUF1751)
KRY36544	PF00198|2-oxoacid dehydrogenases acyltransferase (catalytic domain)
KRY36545	PF00198|2-oxoacid dehydrogenases acyltransferase (catalytic domain)
KRY36546	PF00198|2-oxoacid dehydrogenases acyltransferase (catalytic domain)
KRY36547	PF00198|2-oxoacid dehydrogenases acyltransferase (catalytic domain)
KRY36551	PF08123|Histone methylation protein DOT1
KRY36552	PF08123|Histone methylation protein DOT1
KRY59647	PF00300|Histidine phosphatase superfamily (branch 1)
KRY59648	
KRY59649	PF13843|Transposase IS4
KRY59650	PF03564|Protein of unknown function (DUF1759);PF17921|Integrase zinc binding domain;PF18701|Family of unknown function (DUF5641)
KRY59659	
KRY59662	PF00752|XPG N-terminal domain;PF00867|XPG I-region
KRY59668	PF08551|Eukaryotic integral membrane protein (DUF1751)
KRY59689	PF00024|PAN domain;PF00264|Common central domain of tyrosinase
KRY59700	PF02115|RHO protein GDP dissociation inhibitor
KRY59701	PF00498|FHA domain
KRY59702	PF00498|FHA domain
KRY59703	PF00498|FHA domain
KRY59704	PF00351|Biopterin-dependent aromatic amino acid hydroxylase;PF10637|Oxoglutarate and iron-dependent oxygenase degradation C-term;PF13661|2OG-Fe(II) oxygenase superfamily
KRY59710	
KRY59721	PF00078|Reverse transcriptase (RNA-dependent DNA polymerase);PF00665|Integrase core domain;PF17919|RNase H-like domain found in reverse transcriptase;PF17921|Integrase zinc binding domain
KRY59748	
KRY59763	PF00173|Cytochrome b5-like Heme/Steroid binding domain
KRY59767	
KRY59776	PF00300|Histidine phosphatase superfamily (branch 1)
KRY59782	PF06728|GPI transamidase subunit PIG-U
KRY93191	
KRY93226	PF00752|XPG N-terminal domain;PF00867|XPG I-region
KRY93230	
KRY93251	PF02136|Nuclear transport factor 2 (NTF2) domain
KRY93275	PF08551|Eukaryotic integral membrane protein (DUF1751)
KRY93285	PF00300|Histidine phosphatase superfamily (branch 1)
KRY93289	PF00198|2-oxoacid dehydrogenases acyltransferase (catalytic domain)
KRY93290	PF00250|Forkhead domain;PF00335|Tetraspanin family;PF00498|FHA domain
KRY93295	PF12146|Serine aminopeptidase, S33
KRY93318	
KRY93320	PF06728|GPI transamidase subunit PIG-U
KRY93325	PF02115|RHO protein GDP dissociation inhibitor
KRY93328	PF08784|Replication protein A C terminal
KRY93332	PF08123|Histone methylation protein DOT1
KRY93335	PF03200|Glycosyl hydrolase family 63 C-terminal domain;PF16923|Glycosyl hydrolase family 63 N-terminal domain
KRY93338	PF00498|FHA domain
KRY93340	PF00005|ABC transporter;PF12848|ABC transporter;PF26051|ABCF3, PWI-like helical bundle domain
KRY93347	
KRY93348	PF00400|WD domain, G-beta repeat;PF12125|D domain of beta-TrCP;PF12937|F-box-like
KRY93367	PF00351|Biopterin-dependent aromatic amino acid hydroxylase;PF10637|Oxoglutarate and iron-dependent oxygenase degradation C-term;PF13661|2OG-Fe(II) oxygenase superfamily
KRZ16988	PF00752|XPG N-terminal domain;PF00867|XPG I-region
KRZ17051	PF00173|Cytochrome b5-like Heme/Steroid binding domain
KRZ17064	PF06728|GPI transamidase subunit PIG-U
KRZ17065	
KRZ17071	
KRZ17076	PF02115|RHO protein GDP dissociation inhibitor
KRZ17083	
KRZ17092	
KRZ17095	PF08123|Histone methylation protein DOT1
KRZ17118	PF08551|Eukaryotic integral membrane protein (DUF1751)
KRZ17123	PF12146|Serine aminopeptidase, S33
KRZ17124	PF00250|Forkhead domain;PF00335|Tetraspanin family;PF00498|FHA domain
KRZ17134	PF00198|2-oxoacid dehydrogenases acyltransferase (catalytic domain)
KRZ17139	PF00498|FHA domain
KRZ17146	PF00351|Biopterin-dependent aromatic amino acid hydroxylase;PF10637|Oxoglutarate and iron-dependent oxygenase degradation C-term;PF13661|2OG-Fe(II) oxygenase superfamily
KRZ17147	PF00351|Biopterin-dependent aromatic amino acid hydroxylase;PF10637|Oxoglutarate and iron-dependent oxygenase degradation C-term;PF13661|2OG-Fe(II) oxygenase superfamily
KRZ17148	PF00300|Histidine phosphatase superfamily (branch 1)
KRZ17149	PF08784|Replication protein A C terminal
KRZ17175	PF00005|ABC transporter;PF12848|ABC transporter;PF26051|ABCF3, PWI-like helical bundle domain
KRZ17176	PF00005|ABC transporter;PF12848|ABC transporter;PF26051|ABCF3, PWI-like helical bundle domain
KRZ34489	PF08123|Histone methylation protein DOT1
KRZ34516	PF08784|Replication protein A C terminal
KRZ34530	PF00005|ABC transporter;PF12848|ABC transporter;PF26051|ABCF3, PWI-like helical bundle domain
KRZ34532	PF12146|Serine aminopeptidase, S33
KRZ34535	PF00300|Histidine phosphatase superfamily (branch 1)
KRZ34549	PF02115|RHO protein GDP dissociation inhibitor
KRZ34560	PF00752|XPG N-terminal domain;PF00867|XPG I-region
KRZ34573	
KRZ34577	PF00351|Biopterin-dependent aromatic amino acid hydroxylase;PF10637|Oxoglutarate and iron-dependent oxygenase degradation C-term;PF13661|2OG-Fe(II) oxygenase superfamily
KRZ34592	PF00400|WD domain, G-beta repeat;PF12125|D domain of beta-TrCP;PF12937|F-box-like
KRZ34593	PF00198|2-oxoacid dehydrogenases acyltransferase (catalytic domain)
KRZ34594	PF00198|2-oxoacid dehydrogenases acyltransferase (catalytic domain)
KRZ34604	PF00335|Tetraspanin family
KRZ34607	PF03200|Glycosyl hydrolase family 63 C-terminal domain;PF16923|Glycosyl hydrolase family 63 N-terminal domain
KRZ34610	PF08551|Eukaryotic integral membrane protein (DUF1751)
KRZ34611	PF06728|GPI transamidase subunit PIG-U
KRZ34614	PF00498|FHA domain
KRZ34615	PF00498|FHA domain
KRZ34616	
KRZ34618	
KRZ49893	
KRZ49894	PF02115|RHO protein GDP dissociation inhibitor
KRZ49895	PF00300|Histidine phosphatase superfamily (branch 1)
KRZ49898	PF00351|Biopterin-dependent aromatic amino acid hydroxylase;PF10637|Oxoglutarate and iron-dependent oxygenase degradation C-term;PF13661|2OG-Fe(II) oxygenase superfamily
KRZ49899	PF03564|Protein of unknown function (DUF1759)
KRZ49901	PF03564|Protein of unknown function (DUF1759);PF13650|Aspartyl protease
KRZ49907	
KRZ49908	PF08551|Eukaryotic integral membrane protein (DUF1751)
KRZ49909	
KRZ49910	
KRZ49911	
KRZ49913	
KRZ49917	PF06728|GPI transamidase subunit PIG-U
KRZ49919	PF00752|XPG N-terminal domain;PF00867|XPG I-region
KRZ49920	PF00752|XPG N-terminal domain;PF00867|XPG I-region
KRZ49922	PF00498|FHA domain
KRZ75248	
KRZ75261	PF00198|2-oxoacid dehydrogenases acyltransferase (catalytic domain)
KRZ75262	PF00198|2-oxoacid dehydrogenases acyltransferase (catalytic domain)
KRZ75265	PF00441|Acyl-CoA dehydrogenase, C-terminal domain;PF02770|Acyl-CoA dehydrogenase, middle domain;PF02771|Acyl-CoA dehydrogenase, N-terminal domain
KRZ75266	PF00441|Acyl-CoA dehydrogenase, C-terminal domain;PF02770|Acyl-CoA dehydrogenase, middle domain;PF02771|Acyl-CoA dehydrogenase, N-terminal domain
KRZ75267	PF00441|Acyl-CoA dehydrogenase, C-terminal domain;PF02770|Acyl-CoA dehydrogenase, middle domain;PF02771|Acyl-CoA dehydrogenase, N-terminal domain
KRZ75280	PF02115|RHO protein GDP dissociation inhibitor
KRZ75290	PF00270|DEAD/DEAH box helicase;PF00271|Helicase conserved C-terminal domain;PF02889|Sec63 Brl domain;PF18149|N-terminal helicase PWI domain;PF21188|Pre-mRNA-splicing helicase BRR2 plug domain;PF23445|Winged Helix-turn-helix domain
KRZ75300	PF08784|Replication protein A C terminal
KRZ75301	PF00250|Forkhead domain;PF00335|Tetraspanin family;PF00498|FHA domain
KRZ75302	PF03200|Glycosyl hydrolase family 63 C-terminal domain;PF16923|Glycosyl hydrolase family 63 N-terminal domain
KRZ75304	PF03200|Glycosyl hydrolase family 63 C-terminal domain;PF16923|Glycosyl hydrolase family 63 N-terminal domain
KRZ75305	PF03200|Glycosyl hydrolase family 63 C-terminal domain;PF16923|Glycosyl hydrolase family 63 N-terminal domain
KRZ75309	PF00005|ABC transporter;PF12848|ABC transporter;PF26051|ABCF3, PWI-like helical bundle domain
KRZ75311	PF00752|XPG N-terminal domain;PF00867|XPG I-region
KRZ75312	
KRZ75313	
KRZ75314	PF00300|Histidine phosphatase superfamily (branch 1)
KRZ75317	PF08123|Histone methylation protein DOT1
KRZ75318	PF03564|Protein of unknown function (DUF1759);PF05380|Pao retrotransposon-like RNaseH-like domain
