query_accession	nucleotide_acc	offset	is_target	gene_start	gene_end	strand	protein_id	locus_tag	product
A0A0V0S806	JYDL01000028	-2	0	239911	240166	-	KRX22895.1	T07_5865	Rho GDP-dissociation inhibitor 1
A0A0V0S806	JYDL01000028	-1	0	242387	243477	+	KRX22945.1	T07_3232	hypothetical protein
A0A0V0S806	JYDL01000028	0	1	243492	246043	+	KRX22899.1	T07_13606	putative tyrosinase-like protein tyr-3
A0A0V0S806	JYDL01000028	1	0	248509	249122	-	KRX22936.1	T07_2910	DNA repair protein -like protein
A0A0V0S806	JYDL01000028	2	0	248509	249404	-	KRX22935.1	T07_2910	DNA repair protein
A0A0V0S806	JYDL01000028	3	0	252947	253855	+	KRX22897.1	T07_3209	Protein UBASH3A -like protein
A0A0V0S806	JYDL01000028	4	0	254449	254810	-	KRX22879.1	T07_3329	Tryptophan 5-hydroxylase 1
A0A0V0S806	JYDL01000028	5	0	254449	254810	-	KRX22878.1	T07_3329	Tryptophan 5-hydroxylase 1
A0A0V0S806	JYDL01000028	6	0	254449	254810	-	KRX22877.1	T07_3329	Tryptophan 5-hydroxylase 1
A0A0V0S806	JYDL01000028	7	0	260131	260592	-	KRX22903.1	T07_9799	Smad nuclear interacting protein 1
A0A0V0S806	JYDL01000028	8	0	260131	260592	-	KRX22904.1	T07_9799	Smad nuclear interacting protein 1
A0A0V0S806	JYDL01000028	9	0	263770	265005	+	KRX22857.1	T07_14328	Transmembrane protein
A0A0V0S806	JYDL01000028	10	0	265251	265929	-	KRX22858.1	T07_12589	Phosphatidylinositol glycan anchor biosynthesis class U protein
A0A0V1AAJ2	JYDQ01000014	-10	0	75501	75918	-	KRY21720.1	T12_1557	hypothetical protein
A0A0V1AAJ2	JYDQ01000014	-9	0	75808	76424	+	KRY21658.1	T12_1401	hypothetical protein
A0A0V1AAJ2	JYDQ01000014	-8	0	76446	80079	+	KRY21775.1	T12_10010	Gamma-tubulin complex component 4
A0A0V1AAJ2	JYDQ01000014	-7	0	76446	79881	+	KRY21777.1	T12_10010	Gamma-tubulin complex component 4
A0A0V1AAJ2	JYDQ01000014	-6	0	76446	80079	+	KRY21776.1	T12_10010	Gamma-tubulin complex component 4
A0A0V1AAJ2	JYDQ01000014	-5	0	85637	86247	-	KRY21743.1	T12_8138	hypothetical protein
A0A0V1AAJ2	JYDQ01000014	-4	0	86571	87159	-	KRY21744.1	T12_13688	hypothetical protein
A0A0V1AAJ2	JYDQ01000014	-3	0	87313	87765	-	KRY21774.1	T12_4395	hypothetical protein
A0A0V1AAJ2	JYDQ01000014	-2	0	88037	88825	-	KRY21732.1	T12_12123	hypothetical protein
A0A0V1AAJ2	JYDQ01000014	-1	0	91762	92284	-	KRY21754.1	T12_4840	Rho GDP-dissociation inhibitor 1
A0A0V1AAJ2	JYDQ01000014	0	1	95284	99287	+	KRY21668.1	T12_1199	putative tyrosinase-like protein tyr-3
A0A0V1AAJ2	JYDQ01000014	1	0	95284	99647	+	KRY21667.1	T12_1199	putative tyrosinase-like protein tyr-3
A0A0V1AAJ2	JYDQ01000014	2	0	100388	101289	-	KRY21664.1	T12_11837	DNA repair protein
A0A0V1AAJ2	JYDQ01000014	3	0	100388	101289	-	KRY21663.1	T12_11837	DNA repair protein
A0A0V1AAJ2	JYDQ01000014	4	0	104823	105731	+	KRY21728.1	T12_1592	Protein UBASH3A -like protein
A0A0V1AAJ2	JYDQ01000014	5	0	105951	106371	-	KRY21717.1	T12_15576	Tryptophan 5-hydroxylase 1
A0A0V1AAJ2	JYDQ01000014	6	0	105951	106371	-	KRY21719.1	T12_15576	Tryptophan 5-hydroxylase 1
A0A0V1AAJ2	JYDQ01000014	7	0	105951	106371	-	KRY21718.1	T12_15576	Tryptophan 5-hydroxylase 1
A0A0V1AAJ2	JYDQ01000014	8	0	112460	112921	-	KRY21712.1	T12_15421	Smad nuclear interacting protein 1
A0A0V1AAJ2	JYDQ01000014	9	0	112460	112921	-	KRY21711.1	T12_15421	Smad nuclear-interacting protein 1
A0A0V1AAJ2	JYDQ01000014	10	0	116079	117313	+	KRY21652.1	T12_9043	Transmembrane protein
A0A0V1ABN4	JYDQ01000014	-10	0	75808	76424	+	KRY21658.1	T12_1401	hypothetical protein
A0A0V1ABN4	JYDQ01000014	-9	0	76446	80079	+	KRY21775.1	T12_10010	Gamma-tubulin complex component 4
A0A0V1ABN4	JYDQ01000014	-8	0	76446	79881	+	KRY21777.1	T12_10010	Gamma-tubulin complex component 4
A0A0V1ABN4	JYDQ01000014	-7	0	76446	80079	+	KRY21776.1	T12_10010	Gamma-tubulin complex component 4
A0A0V1ABN4	JYDQ01000014	-6	0	85637	86247	-	KRY21743.1	T12_8138	hypothetical protein
A0A0V1ABN4	JYDQ01000014	-5	0	86571	87159	-	KRY21744.1	T12_13688	hypothetical protein
A0A0V1ABN4	JYDQ01000014	-4	0	87313	87765	-	KRY21774.1	T12_4395	hypothetical protein
A0A0V1ABN4	JYDQ01000014	-3	0	88037	88825	-	KRY21732.1	T12_12123	hypothetical protein
A0A0V1ABN4	JYDQ01000014	-2	0	91762	92284	-	KRY21754.1	T12_4840	Rho GDP-dissociation inhibitor 1
A0A0V1ABN4	JYDQ01000014	-1	0	95284	99287	+	KRY21668.1	T12_1199	putative tyrosinase-like protein tyr-3
A0A0V1ABN4	JYDQ01000014	0	1	95284	99647	+	KRY21667.1	T12_1199	putative tyrosinase-like protein tyr-3
A0A0V1ABN4	JYDQ01000014	1	0	100388	101289	-	KRY21664.1	T12_11837	DNA repair protein
A0A0V1ABN4	JYDQ01000014	2	0	100388	101289	-	KRY21663.1	T12_11837	DNA repair protein
A0A0V1ABN4	JYDQ01000014	3	0	104823	105731	+	KRY21728.1	T12_1592	Protein UBASH3A -like protein
A0A0V1ABN4	JYDQ01000014	4	0	105951	106371	-	KRY21717.1	T12_15576	Tryptophan 5-hydroxylase 1
A0A0V1ABN4	JYDQ01000014	5	0	105951	106371	-	KRY21719.1	T12_15576	Tryptophan 5-hydroxylase 1
A0A0V1ABN4	JYDQ01000014	6	0	105951	106371	-	KRY21718.1	T12_15576	Tryptophan 5-hydroxylase 1
A0A0V1ABN4	JYDQ01000014	7	0	112460	112921	-	KRY21712.1	T12_15421	Smad nuclear interacting protein 1
A0A0V1ABN4	JYDQ01000014	8	0	112460	112921	-	KRY21711.1	T12_15421	Smad nuclear-interacting protein 1
A0A0V1ABN4	JYDQ01000014	9	0	116079	117313	+	KRY21652.1	T12_9043	Transmembrane protein
A0A0V1ABN4	JYDQ01000014	10	0	116079	117045	+	KRY21651.1	T12_9043	Transmembrane protein
A0A0V1G4S3	JYDT01000003	-10	0	570393	570716	-	KRY93347.1	T4D_8832	hypothetical protein
A0A0V1G4S3	JYDT01000003	-9	0	571270	572084	+	KRY93318.1	T4D_6631	hypothetical protein
A0A0V1G4S3	JYDT01000003	-8	0	574520	576017	-	KRY93335.1	T4D_15448	putative mannosyl-oligosaccharide glucosidase
A0A0V1G4S3	JYDT01000003	-7	0	578995	579953	+	KRY93340.1	T4D_8389	ATP-binding cassette sub-family F member 3
A0A0V1G4S3	JYDT01000003	-6	0	584664	584895	-	KRY93328.1	T4D_5839	Replication protein A 32 kDa subunit
A0A0V1G4S3	JYDT01000003	-5	0	588315	591778	+	KRY93290.1	T4D_7969	Forkhead box protein K1
A0A0V1G4S3	JYDT01000003	-4	0	609191	610189	+	KRY93289.1	T4D_10411	Pyruvate dehydrogenase protein X component, mitochondrial
A0A0V1G4S3	JYDT01000003	-3	0	611888	612197	-	KRY93332.1	T4D_8040	Histone-lysine N-methyltransferase, H3 lysine-79 specific
A0A0V1G4S3	JYDT01000003	-2	0	615332	615536	-	KRY93191.1	T4D_14302	hypothetical protein
A0A0V1G4S3	JYDT01000003	-1	0	617627	617887	-	KRY93325.1	T4D_10539	Rho GDP-dissociation inhibitor 1
A0A0V1G4S3	JYDT01000003	0	1	621373	625241	+	KRY93284.1	T4D_11731	putative tyrosinase-like protein tyr-3
A0A0V1G4S3	JYDT01000003	1	0	626345	627242	-	KRY93226.1	T4D_3112	DNA repair protein -like protein
A0A0V1G4S3	JYDT01000003	2	0	630939	631844	+	KRY93285.1	T4D_5152	Protein UBASH3A -like protein
A0A0V1G4S3	JYDT01000003	3	0	632288	632687	-	KRY93367.1	T4D_7361	Tryptophan 5-hydroxylase 1
A0A0V1G4S3	JYDT01000003	4	0	638116	638504	-	KRY93338.1	T4D_7123	Smad nuclear interacting protein 1
A0A0V1G4S3	JYDT01000003	5	0	641933	643175	+	KRY93275.1	T4D_12142	Transmembrane protein
A0A0V1G4S3	JYDT01000003	6	0	643438	644081	-	KRY93320.1	T4D_15661	Phosphatidylinositol glycan anchor biosynthesis class U protein
A0A0V1G4S3	JYDT01000003	7	0	648441	649427	-	KRY93295.1	T4D_4312	Monoacylglycerol lipase ABHD12
A0A0V1G4S3	JYDT01000003	8	0	652158	652466	-	KRY93230.1	T4D_10502	hypothetical protein
A0A0V1G4S3	JYDT01000003	9	0	658306	658618	-	KRY93348.1	T4D_11867	F-box/WD repeat-containing protein 1A
A0A0V1G4S3	JYDT01000003	10	0	663685	664974	+	KRY93251.1	T4D_11154	hypothetical protein
A0A0V1DE70	JYDI01000010	-10	0	312143	313066	-	KRY59649.1	T03_17731	PiggyBac transposable element-derived protein 3
A0A0V1DE70	JYDI01000010	-9	0	312163	312360	+	KRY59648.1	T03_7535	hypothetical protein
A0A0V1DE70	JYDI01000010	-8	0	315174	316005	-	KRY59647.1	T03_1595	Protein UBASH3A -like protein
A0A0V1DE70	JYDI01000010	-7	0	318207	319544	-	KRY59767.1	T03_4402	hypothetical protein
A0A0V1DE70	JYDI01000010	-6	0	320281	322465	-	KRY59721.1	T03_8316	Transposon Tf2-9 polyprotein
A0A0V1DE70	JYDI01000010	-5	0	324557	324972	+	KRY59659.1	T03_6444	hypothetical protein
A0A0V1DE70	JYDI01000010	-4	0	324607	325376	-	KRY59650.1	T03_18039	hypothetical protein
A0A0V1DE70	JYDI01000010	-3	0	327234	327464	+	KRY59748.1	T03_17278	hypothetical protein
A0A0V1DE70	JYDI01000010	-2	0	328454	328968	+	KRY59710.1	T03_806	hypothetical protein
A0A0V1DE70	JYDI01000010	-1	0	330518	330778	-	KRY59700.1	T03_2105	Rho GDP-dissociation inhibitor 1
A0A0V1DE70	JYDI01000010	0	1	334046	338022	+	KRY59688.1	T03_8770	putative tyrosinase-like protein tyr-3
A0A0V1DE70	JYDI01000010	1	0	336643	338022	+	KRY59689.1	T03_8770	putative tyrosinase-like protein tyr-3
A0A0V1DE70	JYDI01000010	2	0	339132	340033	-	KRY59662.1	T03_8833	DNA repair protein
A0A0V1DE70	JYDI01000010	3	0	343568	344476	+	KRY59776.1	T03_12491	Protein UBASH3A -like protein
A0A0V1DE70	JYDI01000010	4	0	345096	345456	-	KRY59704.1	T03_7250	Tryptophan 5-hydroxylase 1
A0A0V1DE70	JYDI01000010	5	0	350765	351213	-	KRY59703.1	T03_9788	Smad nuclear interacting protein 1
A0A0V1DE70	JYDI01000010	6	0	350765	351213	-	KRY59701.1	T03_9788	Smad nuclear-interacting protein 1
A0A0V1DE70	JYDI01000010	7	0	350765	351213	-	KRY59702.1	T03_9788	Smad nuclear-interacting protein 1
A0A0V1DE70	JYDI01000010	8	0	354381	355618	+	KRY59668.1	T03_14949	Transmembrane protein
A0A0V1DE70	JYDI01000010	9	0	355858	356533	-	KRY59782.1	T03_2926	Phosphatidylinositol glycan anchor biosynthesis class U protein
A0A0V1DE70	JYDI01000010	10	0	363682	364074	+	KRY59763.1	T03_8244	Cytochrome b5
A0A0V1I3Y0	JYDP01000008	-10	0	25406	25789	+	KRZ17071.1	T11_15603	hypothetical protein
A0A0V1I3Y0	JYDP01000008	-9	0	26949	27219	-	KRZ17051.1	T11_2865	Cytochrome b5
A0A0V1I3Y0	JYDP01000008	-8	0	29506	30492	+	KRZ17123.1	T11_15192	Monoacylglycerol lipase ABHD12
A0A0V1I3Y0	JYDP01000008	-7	0	32053	32543	+	KRZ17064.1	T11_11403	Phosphatidylinositol glycan anchor biosynthesis class U protein
A0A0V1I3Y0	JYDP01000008	-6	0	35592	36829	-	KRZ17118.1	T11_14503	Transmembrane protein
A0A0V1I3Y0	JYDP01000008	-5	0	38158	39499	+	KRZ17139.1	T11_16705	Smad nuclear interacting protein 1
A0A0V1I3Y0	JYDP01000008	-4	0	41175	41684	+	KRZ17146.1	T11_14389	Tryptophan 5-hydroxylase 1
A0A0V1I3Y0	JYDP01000008	-3	0	41175	41684	+	KRZ17147.1	T11_14389	Tryptophan 5-hydroxylase 1
A0A0V1I3Y0	JYDP01000008	-2	0	46607	47512	-	KRZ17148.1	T11_8096	Protein UBASH3A -like protein
A0A0V1I3Y0	JYDP01000008	-1	0	48003	48692	+	KRZ16988.1	T11_5537	DNA repair protein -like protein
A0A0V1I3Y0	JYDP01000008	0	1	51544	53117	-	KRZ17010.1	T11_6843	putative tyrosinase-like protein tyr-3
A0A0V1I3Y0	JYDP01000008	1	0	56883	57918	-	KRZ17092.1	T11_5093	hypothetical protein
A0A0V1I3Y0	JYDP01000008	2	0	58656	59391	+	KRZ17076.1	T11_2786	Rho GDP-dissociation inhibitor 1
A0A0V1I3Y0	JYDP01000008	3	0	61511	62016	-	KRZ17083.1	T11_8301	hypothetical protein
A0A0V1I3Y0	JYDP01000008	4	0	62674	63699	+	KRZ17095.1	T11_13189	Histone-lysine N-methyltransferase, H3 lysine-79 specific
A0A0V1I3Y0	JYDP01000008	5	0	66008	66456	-	KRZ17134.1	T11_2092	Pyruvate dehydrogenase protein X component, mitochondrial
A0A0V1I3Y0	JYDP01000008	6	0	70105	71444	-	KRZ17124.1	T11_4353	Forkhead box protein K1
A0A0V1I3Y0	JYDP01000008	7	0	88389	89752	-	KRZ17065.1	T11_2297	hypothetical protein
A0A0V1I3Y0	JYDP01000008	8	0	92085	92550	+	KRZ17149.1	T11_6693	Replication protein A 32 kDa subunit
A0A0V1I3Y0	JYDP01000008	9	0	93867	94595	-	KRZ17175.1	T11_10012	ATP-binding cassette sub-family F member 3
A0A0V1I3Y0	JYDP01000008	10	0	93867	94595	-	KRZ17176.1	T11_10012	ATP-binding cassette sub-family F member 3
A0A0V1KR57	JYDW01000288	-10	0	19673	20162	+	KRZ49917.1	T02_6979	Phosphatidylinositol glycan anchor biosynthesis class U protein
A0A0V1KR57	JYDW01000288	-9	0	23243	24169	-	KRZ49909.1	T02_8364	Transmembrane protein
A0A0V1KR57	JYDW01000288	-8	0	23243	23733	-	KRZ49907.1	T02_8364	hypothetical protein
A0A0V1KR57	JYDW01000288	-7	0	23243	24477	-	KRZ49908.1	T02_8364	Transmembrane protein
A0A0V1KR57	JYDW01000288	-6	0	23243	23733	-	KRZ49910.1	T02_8364	hypothetical protein
A0A0V1KR57	JYDW01000288	-5	0	25769	27083	+	KRZ49922.1	T02_13424	Smad nuclear-interacting protein 1
A0A0V1KR57	JYDW01000288	-4	0	28759	29284	+	KRZ49898.1	T02_15161	Tryptophan 5-hydroxylase 1
A0A0V1KR57	JYDW01000288	-3	0	34364	35272	-	KRZ49895.1	T02_9937	Protein UBASH3A -like protein
A0A0V1KR57	JYDW01000288	-2	0	35840	36955	+	KRZ49920.1	T02_16312	DNA repair protein
A0A0V1KR57	JYDW01000288	-1	0	36383	37102	+	KRZ49919.1	T02_16312	DNA repair protein
A0A0V1KR57	JYDW01000288	0	1	40093	41666	-	KRZ49896.1	T02_8969	putative tyrosinase-like protein tyr-3
A0A0V1KR57	JYDW01000288	1	0	44782	45837	-	KRZ49893.1	T02_6003	hypothetical protein
A0A0V1KR57	JYDW01000288	2	0	47172	47937	+	KRZ49894.1	T02_15221	Rho GDP-dissociation inhibitor 1
A0A0V1KR57	JYDW01000288	3	0	49894	50408	-	KRZ49913.1	T02_4933	hypothetical protein
A0A0V1KR57	JYDW01000288	4	0	49960	51789	+	KRZ49901.1	T02_12878	hypothetical protein
A0A0V1KR57	JYDW01000288	5	0	51207	51623	-	KRZ49911.1	T02_4350	hypothetical protein
A0A0V1KR57	JYDW01000288	6	0	52039	53216	-	KRZ49899.1	T02_10829	hypothetical protein
A0A0V1MUW3	JYDO01000040	-10	0	133941	135438	-	KRZ75302.1	T10_4544	putative mannosyl-oligosaccharide glucosidase
A0A0V1MUW3	JYDO01000040	-9	0	133941	135438	-	KRZ75304.1	T10_4544	putative mannosyl-oligosaccharide glucosidase
A0A0V1MUW3	JYDO01000040	-8	0	133941	135438	-	KRZ75305.1	T10_4544	putative mannosyl-oligosaccharide glucosidase
A0A0V1MUW3	JYDO01000040	-7	0	138381	139364	+	KRZ75309.1	T10_10466	ATP-binding cassette sub-family F member 3
A0A0V1MUW3	JYDO01000040	-6	0	144011	144243	-	KRZ75300.1	T10_4520	Replication protein A 32 kDa subunit
A0A0V1MUW3	JYDO01000040	-5	0	147552	151191	+	KRZ75301.1	T10_6003	Forkhead box protein K1
A0A0V1MUW3	JYDO01000040	-4	0	169185	170158	+	KRZ75261.1	T10_3967	Pyruvate dehydrogenase protein X component, mitochondrial
A0A0V1MUW3	JYDO01000040	-3	0	169185	170158	+	KRZ75262.1	T10_3967	Pyruvate dehydrogenase protein X component, mitochondrial
A0A0V1MUW3	JYDO01000040	-2	0	171918	172230	-	KRZ75317.1	T10_3170	Histone-lysine N-methyltransferase, H3 lysine-79 specific
A0A0V1MUW3	JYDO01000040	-1	0	177835	178099	-	KRZ75280.1	T10_12601	Rho GDP-dissociation inhibitor 1
A0A0V1MUW3	JYDO01000040	0	1	181346	185146	+	KRZ75246.1	T10_8122	putative tyrosinase-like protein tyr-3
A0A0V1MUW3	JYDO01000040	1	0	186249	187124	-	KRZ75311.1	T10_9081	DNA repair protein -like protein
A0A0V1MUW3	JYDO01000040	2	0	190565	191470	+	KRZ75314.1	T10_6026	Protein UBASH3A -like protein
A0A0V1MUW3	JYDO01000040	3	0	193079	194012	-	KRZ75312.1	T10_11349	hypothetical protein
A0A0V1MUW3	JYDO01000040	4	0	194065	194587	+	KRZ75313.1	T10_10880	hypothetical protein
A0A0V1MUW3	JYDO01000040	5	0	194666	197620	+	KRZ75318.1	T10_11327	hypothetical protein
A0A0V1MUW3	JYDO01000040	6	0	196296	196526	-	KRZ75248.1	T10_13122	hypothetical protein
A0A0V1MUW3	JYDO01000040	7	0	199449	199836	-	KRZ75290.1	T10_7913	U5 small nuclear ribonucleoprotein helicase
A0A0V1MUW3	JYDO01000040	8	0	209639	210222	+	KRZ75267.1	T10_1223	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial
A0A0V1MUW3	JYDO01000040	9	0	209639	210222	+	KRZ75266.1	T10_1223	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial
A0A0V1MUW3	JYDO01000040	10	0	209639	210222	+	KRZ75265.1	T10_1223	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial
A0A0V1JHS7	JYDS01000003	-10	0	17410	18389	+	KRZ34592.1	T4B_10372	F-box/WD repeat-containing protein 1A
A0A0V1JHS7	JYDS01000003	-9	0	25552	26154	+	KRZ34618.1	T4B_6120	hypothetical protein
A0A0V1JHS7	JYDS01000003	-8	0	29628	30614	+	KRZ34532.1	T4B_7260	Monoacylglycerol lipase ABHD12
A0A0V1JHS7	JYDS01000003	-7	0	32050	32576	+	KRZ34611.1	T4B_9891	Phosphatidylinositol glycan anchor biosynthesis class U protein
A0A0V1JHS7	JYDS01000003	-6	0	35875	37117	-	KRZ34610.1	T4B_6519	Transmembrane protein
A0A0V1JHS7	JYDS01000003	-5	0	38434	39752	+	KRZ34614.1	T4B_389	Smad nuclear interacting protein 1
A0A0V1JHS7	JYDS01000003	-4	0	38434	39752	+	KRZ34615.1	T4B_389	Smad nuclear interacting protein 1
A0A0V1JHS7	JYDS01000003	-3	0	41465	41990	+	KRZ34577.1	T4B_11409	Tryptophan 5-hydroxylase 1
A0A0V1JHS7	JYDS01000003	-2	0	47221	48186	-	KRZ34535.1	T4B_13333	Protein UBASH3A -like protein
A0A0V1JHS7	JYDS01000003	-1	0	49246	49971	+	KRZ34560.1	T4B_13564	DNA repair protein -like protein
A0A0V1JHS7	JYDS01000003	0	1	53080	54654	-	KRZ34556.1	T4B_8110	putative tyrosinase-like protein tyr-3
A0A0V1JHS7	JYDS01000003	1	0	60309	61077	+	KRZ34549.1	T4B_13811	Rho GDP-dissociation inhibitor 1
A0A0V1JHS7	JYDS01000003	2	0	62596	63498	-	KRZ34616.1	T4B_3617	hypothetical protein
A0A0V1JHS7	JYDS01000003	3	0	64375	65383	+	KRZ34489.1	T4B_243	Histone-lysine N-methyltransferase, H3 lysine-79 specific
A0A0V1JHS7	JYDS01000003	4	0	67672	68117	-	KRZ34594.1	T4B_5760	Pyruvate dehydrogenase protein X component, mitochondrial
A0A0V1JHS7	JYDS01000003	5	0	67672	68117	-	KRZ34593.1	T4B_5760	Pyruvate dehydrogenase protein X component, mitochondrial
A0A0V1JHS7	JYDS01000003	6	0	84290	85001	-	KRZ34573.1	T4B_10252	hypothetical protein
A0A0V1JHS7	JYDS01000003	7	0	85623	86197	-	KRZ34604.1	T4B_9818	CD9 antigen
A0A0V1JHS7	JYDS01000003	8	0	93142	93610	+	KRZ34516.1	T4B_6032	Replication protein A 32 kDa subunit
A0A0V1JHS7	JYDS01000003	9	0	94904	95724	-	KRZ34530.1	T4B_4588	ATP-binding cassette sub-family F member 3
A0A0V1JHS7	JYDS01000003	10	0	101329	102644	+	KRZ34607.1	T4B_5524	putative mannosyl-oligosaccharide glucosidase
A0A0V1BIN6	JYDH01000042	-10	0	185462	185689	-	KRY36530.1	T01_12746	Replication protein A 32 kDa subunit
A0A0V1BIN6	JYDH01000042	-9	0	189045	192401	+	KRY36503.1	T01_9033	Forkhead box protein K2
A0A0V1BIN6	JYDH01000042	-8	0	210653	211399	+	KRY36545.1	T01_13968	Pyruvate dehydrogenase protein X component, mitochondrial
A0A0V1BIN6	JYDH01000042	-7	0	210653	212412	+	KRY36546.1	T01_13968	Pyruvate dehydrogenase protein X component, mitochondrial
A0A0V1BIN6	JYDH01000042	-6	0	210653	211633	+	KRY36547.1	T01_13968	Pyruvate dehydrogenase protein X component, mitochondrial
A0A0V1BIN6	JYDH01000042	-5	0	210653	211633	+	KRY36544.1	T01_13968	Pyruvate dehydrogenase protein X component, mitochondrial
A0A0V1BIN6	JYDH01000042	-4	0	213413	213716	-	KRY36551.1	T01_8164	Histone-lysine N-methyltransferase, H3 lysine-79 specific
A0A0V1BIN6	JYDH01000042	-3	0	213413	213716	-	KRY36552.1	T01_8164	Histone-lysine N-methyltransferase, H3 lysine-79 specific
A0A0V1BIN6	JYDH01000042	-2	0	218511	218773	-	KRY36488.1	T01_4965	Rho GDP-dissociation inhibitor 1
A0A0V1BIN6	JYDH01000042	-1	0	220930	221181	+	KRY36495.1	T01_6521	hypothetical protein
A0A0V1BIN6	JYDH01000042	0	1	222086	224693	+	KRY36467.1	T01_3157	putative tyrosinase-like protein tyr-3
A0A0V1BIN6	JYDH01000042	1	0	227142	228043	-	KRY36502.1	T01_4798	DNA repair protein
A0A0V1BIN6	JYDH01000042	2	0	231625	232533	+	KRY36535.1	T01_8531	Protein UBASH3A -like protein
A0A0V1BIN6	JYDH01000042	3	0	233150	233510	-	KRY36534.1	T01_7063	Tryptophan 5-hydroxylase 1
A0A0V1BIN6	JYDH01000042	4	0	233150	233534	-	KRY36533.1	T01_7063	Tryptophan 5-hydroxylase 1
A0A0V1BIN6	JYDH01000042	5	0	238839	239287	-	KRY36508.1	T01_14398	Smad nuclear interacting protein 1
A0A0V1BIN6	JYDH01000042	6	0	242373	243697	+	KRY36540.1	T01_1814	Transmembrane protein
A0A0V1BIN6	JYDH01000042	7	0	243941	244620	-	KRY36521.1	T01_9742	Phosphatidylinositol glycan anchor biosynthesis class U protein
A0A0V1BIN6	JYDH01000042	8	0	243941	244620	-	KRY36522.1	T01_9742	Phosphatidylinositol glycan anchor biosynthesis class U protein
A0A0V1BIN6	JYDH01000042	9	0	248938	249924	-	KRY36513.1	T01_66	Monoacylglycerol lipase ABHD12
A0A0V1BIN6	JYDH01000042	10	0	251795	252187	+	KRY36510.1	T01_4151	Cytochrome b5
